C_chinensis	chromosome	D_sublineata	chromosome
anno1.g749.t1	A	rna-XM_056783271.1	A
anno1.g750.t1	A	rna-XM_056774336.1	A
anno1.g751.t1	A	rna-XM_056774344.1	A
anno1.g752.t1	A	rna-XM_056788070.1	A
anno1.g753.t1	A	rna-XM_056773548.1	A
anno1.g754.t1	A	rna-XM_056792607.1	A
anno1.g756.t1	A	rna-XM_056782594.1	A
anno1.g712.t2	A	rna-XM_056791158.1	X
anno1.g713.t2	A	rna-XM_056790292.1	X
anno1.g714.t1	A	rna-XM_056790895.1	X
anno1.g716.t1	A	rna-XM_056790473.1	X
anno1.g717.t1	A	rna-XM_056790478.1	X
anno1.g718.t1	A	rna-XM_056790480.1	X
anno1.g7486.t2	A	rna-XM_056781322.1	A
anno1.g7489.t1	A	rna-XM_056780148.1	A
anno1.g7491.t1	A	rna-XM_056780151.1	A
anno1.g7492.t1	A	rna-XM_056778179.1	A
anno1.g7496.t1	A	rna-XM_056784982.1	A
anno1.g709.t1	A	rna-XM_056774284.1	A
anno1.g710.t2	A	rna-XM_056784035.1	A
anno1.g706.t1	A	rna-XM_056782240.1	A
anno1.g652.t2	A	rna-XM_056774569.1	A
anno1.g653.t1	A	rna-XM_056774586.1	A
anno1.g654.t1	A	rna-XM_056774589.1	A
anno1.g659.t1	A	rna-XM_056784160.1	A
anno1.g660.t2	A	rna-XM_056784974.1	A
anno1.g662.t1	A	rna-XM_056792187.1	A
anno1.g663.t2	A	rna-XM_056791083.1	X
anno1.g664.t1	A	rna-XM_056773584.1	A
anno1.g670.t1	A	rna-XM_056792082.1	A
anno1.g672.t1	A	rna-XM_056792769.1	A
anno1.g673.t1	A	rna-XM_056792770.1	A
anno1.g674.t1	A	rna-XM_056792084.1	A
anno1.g675.t1	A	rna-XM_056784621.1	A
anno1.g676.t1	A	rna-XM_056784622.1	A
anno1.g677.t1	A	rna-XM_056784684.1	A
anno1.g678.t1	A	rna-XM_056791099.1	A
anno1.g680.t1	A	rna-XM_056792046.1	A
anno1.g681.t1	A	rna-XM_056791126.1	A
anno1.g682.t1	A	rna-XM_056773830.1	A
anno1.g683.t1	A	rna-XM_056777260.1	A
anno1.g684.t1	A	rna-XM_056784295.1	A
anno1.g685.t1	A	rna-XM_056784096.1	A
anno1.g686.t2	A	rna-XM_056784273.1	A
anno1.g688.t1	A	rna-XM_056792061.1	A
anno1.g690.t1	A	rna-XM_056779478.1	A
anno1.g692.t1	A	rna-XM_056782534.1	A
anno1.g694.t1	A	rna-XM_056791061.1	A
anno1.g695.t1	A	rna-XM_056777817.1	A
anno1.g696.t1	A	rna-XM_056774631.1	A
anno1.g698.t1	A	rna-XM_056774639.1	A
anno1.g701.t2	A	rna-XM_056782737.1	A
anno1.g704.t1	A	rna-XM_056778984.1	A
anno1.g7426.t1	A	rna-XM_056779470.1	A
anno1.g7427.t2	A	rna-XM_056791971.1	A
anno1.g7428.t1	A	rna-XM_056791972.1	A
anno1.g7429.t1	A	rna-XM_056791973.1	A
anno1.g7430.t1	A	rna-XM_056774986.1	A
anno1.g7431.t1	A	rna-XM_056775278.1	A
anno1.g7432.t1	A	rna-XM_056775234.1	A
anno1.g7434.t1	A	rna-XM_056775353.1	A
anno1.g7436.t1	A	rna-XM_056776231.1	A
anno1.g7437.t1	A	rna-XM_056774726.1	A
anno1.g7438.t1	A	rna-XM_056775095.1	A
anno1.g7439.t1	A	rna-XM_056774756.1	A
anno1.g7441.t1	A	rna-XM_056776148.1	A
anno1.g7443.t1	A	rna-XM_056774355.1	A
anno1.g7444.t1	A	rna-XM_056786115.1	A
anno1.g7445.t1	A	rna-XM_056778480.1	A
anno1.g7447.t1	A	rna-XM_056780806.1	A
anno1.g7448.t1	A	rna-XM_056776778.1	A
anno1.g7449.t1	A	rna-XM_056778745.1	A
anno1.g7450.t1	A	rna-XM_056779661.1	A
anno1.g7451.t2	A	rna-XM_056779660.1	A
anno1.g7452.t1	A	rna-XM_056776782.1	A
anno1.g7453.t1	A	rna-XM_056779875.1	A
anno1.g7454.t3	A	rna-XM_056787453.1	A
anno1.g7455.t1	A	rna-XM_056787393.1	A
anno1.g7456.t2	A	rna-XM_056780938.1	A
anno1.g7457.t1	A	rna-XM_056777073.1	A
anno1.g7458.t1	A	rna-XM_056777013.1	A
anno1.g7459.t1	A	rna-XM_056789211.1	X
anno1.g7460.t1	A	rna-XM_056778349.1	A
anno1.g7461.t1	A	rna-XM_056777356.1	A
anno1.g7462.t1	A	rna-XM_056777357.1	A
anno1.g7466.t1	A	rna-XM_056777368.1	A
anno1.g7467.t1	A	rna-XM_056776101.1	A
anno1.g7468.t1	A	rna-XM_056775309.1	A
anno1.g7469.t1	A	rna-XM_056774038.1	A
anno1.g7470.t1	A	rna-XM_056774044.1	A
anno1.g7471.t1	A	rna-XM_056786700.1	A
anno1.g7472.t1	A	rna-XM_056786709.1	A
anno1.g7473.t2	A	rna-XM_056790610.1	X
anno1.g7474.t1	A	rna-XM_056786562.1	A
anno1.g7475.t1	A	rna-XM_056786561.1	A
anno1.g7476.t1	A	rna-XM_056786551.1	A
anno1.g7477.t1	A	rna-XM_056786550.1	A
anno1.g7478.t1	A	rna-XM_056789810.1	X
anno1.g7479.t1	A	rna-XM_056781754.1	A
anno1.g7480.t1	A	rna-XM_056780885.1	A
anno1.g7481.t1	A	rna-XM_056776978.1	A
anno1.g7482.t1	A	rna-XM_056792703.1	A
anno1.g7410.t1	A	rna-XM_056784900.1	A
anno1.g7415.t1	A	rna-XM_056776309.1	A
anno1.g7416.t1	A	rna-XM_056787140.1	A
anno1.g7420.t2	A	rna-XM_056784320.1	A
anno1.g7423.t1	A	rna-XM_056792970.1	A
anno1.g7424.t1	A	rna-XM_056791793.1	A
anno1.g7425.t1	A	rna-XM_056792593.1	A
anno1.g644.t1	A	rna-XM_056792631.1	A
anno1.g645.t1	A	rna-XM_056793110.1	A
anno1.g638.t1	A	rna-XM_056791767.1	A
anno1.g639.t1	A	rna-XM_056780611.1	A
anno1.g640.t1	A	rna-XM_056778725.1	A
anno1.g573.t1	A	rna-XM_056778938.1	A
anno1.g575.t1	A	rna-XM_056778635.1	A
anno1.g576.t1	A	rna-XM_056781246.1	A
anno1.g577.t1	A	rna-XM_056778633.1	A
anno1.g579.t1	A	rna-XM_056778638.1	A
anno1.g582.t1	A	rna-XM_056782057.1	A
anno1.g585.t1	A	rna-XM_056774962.1	A
anno1.g586.t1	A	rna-XM_056789361.1	X
anno1.g587.t2	A	rna-XM_056785792.1	A
anno1.g588.t1	A	rna-XM_056778625.1	A
anno1.g590.t1	A	rna-XM_056792757.1	A
anno1.g591.t1	A	rna-XM_056791820.1	A
anno1.g592.t1	A	rna-XM_056791818.1	A
anno1.g594.t1	A	rna-XM_056774433.1	A
anno1.g599.t2	A	rna-XM_056775922.1	A
anno1.g602.t1	A	rna-XM_056775670.1	A
anno1.g603.t1	A	rna-XM_056791830.1	A
anno1.g606.t1	A	rna-XM_056788392.1	A
anno1.g607.t1	A	rna-XM_056788323.1	A
anno1.g608.t1	A	rna-XM_056788366.1	A
anno1.g609.t1	A	rna-XM_056788380.1	A
anno1.g610.t1	A	rna-XM_056788345.1	A
anno1.g611.t1	A	rna-XM_056788839.1	A
anno1.g613.t1	A	rna-XM_056776620.1	A
anno1.g615.t1	A	rna-XM_056777528.1	A
anno1.g616.t1	A	rna-XM_056786073.1	A
anno1.g617.t1	A	rna-XM_056777532.1	A
anno1.g618.t1	A	rna-XM_056777529.1	A
anno1.g619.t1	A	rna-XM_056780750.1	A
anno1.g621.t1	A	rna-XM_056777524.1	A
anno1.g622.t1	A	rna-XM_056777526.1	A
anno1.g623.t1	A	rna-XM_056780836.1	A
anno1.g624.t2	A	rna-XM_056789006.1	A
anno1.g625.t1	A	rna-XM_056787564.1	A
anno1.g627.t1	A	rna-XM_056788826.1	A
anno1.g628.t1	A	rna-XM_056777863.1	A
anno1.g629.t1	A	rna-XM_056775608.1	A
anno1.g630.t1	A	rna-XM_056789410.1	X
anno1.g631.t2	A	rna-XM_056789790.1	X
anno1.g632.t1	A	rna-XM_056789791.1	X
anno1.g635.t1	A	rna-XM_056782054.1	A
anno1.g636.t1	A	rna-XM_056782052.1	A
anno1.g558.t1	A	rna-XM_056791644.1	A
anno1.g559.t1	A	rna-XM_056789004.1	A
anno1.g560.t1	A	rna-XM_056788252.1	A
anno1.g561.t1	A	rna-XM_056788271.1	A
anno1.g563.t1	A	rna-XM_056775886.1	A
anno1.g564.t1	A	rna-XM_056781524.1	A
anno1.g566.t1	A	rna-XM_056775192.1	A
anno1.g569.t1	A	rna-XM_056790404.1	X
anno1.g570.t1	A	rna-XM_056790241.1	X
anno1.g571.t1	A	rna-XM_056789470.1	X
anno1.g7399.t2	A	rna-XM_056791620.1	A
anno1.g555.t1	A	rna-XM_056790464.1	X
anno1.g554.t1	A	rna-XM_056792228.1	A
anno1.g539.t1	A	rna-XM_056784279.1	A
anno1.g540.t1	A	rna-XM_056787392.1	A
anno1.g541.t1	A	rna-XM_056784735.1	A
anno1.g542.t1	A	rna-XM_056784661.1	A
anno1.g543.t1	A	rna-XM_056788888.1	A
anno1.g544.t1	A	rna-XM_056781079.1	A
anno1.g545.t1	A	rna-XM_056780847.1	A
anno1.g546.t1	A	rna-XM_056780341.1	A
anno1.g547.t1	A	rna-XM_056780823.1	A
anno1.g548.t1	A	rna-XM_056774669.1	A
anno1.g549.t1	A	rna-XM_056780822.1	A
anno1.g550.t1	A	rna-XM_056780816.1	A
anno1.g551.t1	A	rna-XM_056781848.1	A
anno1.g537.t1	A	rna-XM_056780939.1	A
anno1.g7389.t1	A	rna-XM_056788072.1	A
anno1.g7390.t3	A	rna-XM_056774510.1	A
anno1.g7391.t1	A	rna-XM_056774835.1	A
anno1.g7392.t1	A	rna-XM_056792635.1	A
anno1.g7395.t1	A	rna-XM_056781661.1	A
anno1.g527.t1	A	rna-XM_056778830.1	A
anno1.g487.t1	A	rna-XM_056788623.1	A
anno1.g491.t2	A	rna-XM_056788777.1	A
anno1.g492.t1	A	rna-XM_056788637.1	A
anno1.g493.t1	A	rna-XM_056788783.1	A
anno1.g494.t1	A	rna-XM_056788782.1	A
anno1.g498.t1	A	rna-XM_056788635.1	A
anno1.g499.t1	A	rna-XM_056788634.1	A
anno1.g500.t1	A	rna-XM_056788631.1	A
anno1.g502.t1	A	rna-XM_056780336.1	A
anno1.g503.t1	A	rna-XM_056789243.1	X
anno1.g504.t3	A	rna-XM_056789225.1	X
anno1.g506.t1	A	rna-XM_056789978.1	X
anno1.g507.t1	A	rna-XM_056789967.1	X
anno1.g508.t1	A	rna-XM_056789242.1	X
anno1.g509.t2	A	rna-XM_056790695.1	X
anno1.g511.t1	A	rna-XM_056788191.1	A
anno1.g512.t1	A	rna-XM_056788833.1	A
anno1.g513.t1	A	rna-XM_056783315.1	A
anno1.g514.t1	A	rna-XM_056773998.1	A
anno1.g515.t2	A	rna-XM_056787824.1	A
anno1.g516.t1	A	rna-XM_056789477.1	X
anno1.g517.t2	A	rna-XM_056789476.1	X
anno1.g518.t1	A	rna-XM_056777014.1	A
anno1.g520.t1	A	rna-XM_056783586.1	A
anno1.g522.t1	A	rna-XM_056775994.1	A
anno1.g524.t1	A	rna-XM_056775015.1	A
anno1.g482.t1	A	rna-XM_056791231.1	X
anno1.g483.t1	A	rna-XM_056776677.1	A
anno1.g484.t1	A	rna-XM_056791229.1	X
anno1.g7382.t1	A	rna-XM_056778047.1	A
anno1.g7385.t1	A	rna-XM_056774606.1	A
anno1.g476.t1	A	rna-XM_056785388.1	A
anno1.g469.t1	A	rna-XM_056781973.1	A
anno1.g472.t1	A	rna-XM_056777530.1	A
anno1.g465.t1	A	rna-XM_056779097.1	A
anno1.g466.t1	A	rna-XM_056779085.1	A
anno1.g468.t1	A	rna-XM_056785958.1	A
anno1.g435.t1	A	rna-XM_056787273.1	A
anno1.g436.t2	A	rna-XM_056787693.1	A
anno1.g437.t2	A	rna-XM_056787585.1	A
anno1.g438.t1	A	rna-XM_056787812.1	A
anno1.g439.t1	A	rna-XM_056787012.1	A
anno1.g440.t1	A	rna-XM_056787461.1	A
anno1.g441.t1	A	rna-XM_056785407.1	A
anno1.g442.t1	A	rna-XM_056785600.1	A
anno1.g443.t1	A	rna-XM_056785038.1	A
anno1.g444.t1	A	rna-XM_056787985.1	A
anno1.g445.t1	A	rna-XM_056787987.1	A
anno1.g446.t3	A	rna-XM_056787451.1	A
anno1.g447.t1	A	rna-XM_056787994.1	A
anno1.g448.t1	A	rna-XM_056787988.1	A
anno1.g449.t1	A	rna-XM_056787042.1	A
anno1.g450.t1	A	rna-XM_056778186.1	A
anno1.g451.t1	A	rna-XM_056780528.1	A
anno1.g452.t1	A	rna-XM_056780526.1	A
anno1.g457.t2	A	rna-XM_056775691.1	A
anno1.g458.t1	A	rna-XM_056775110.1	A
anno1.g459.t2	A	rna-XM_056790097.1	X
anno1.g460.t1	A	rna-XM_056791109.1	X
anno1.g462.t1	A	rna-XM_056779295.1	A
anno1.g431.t1	A	rna-XM_056792907.1	A
anno1.g432.t1	A	rna-XM_056786104.1	A
anno1.g7369.t1	A	rna-XM_056790299.1	X
anno1.g7370.t2	A	rna-XM_056788646.1	A
anno1.g7371.t1	A	rna-XM_056788648.1	A
anno1.g7373.t2	A	rna-XM_056776806.1	A
anno1.g7374.t1	A	rna-XM_056788243.1	A
anno1.g7375.t1	A	rna-XM_056779469.1	A
anno1.g7378.t1	A	rna-XM_056780367.1	A
anno1.g7379.t1	A	rna-XM_056783465.1	A
anno1.g7380.t1	A	rna-XM_056779468.1	A
anno1.g426.t1	A	rna-XM_056779376.1	A
anno1.g429.t1	A	rna-XM_056785198.1	A
anno1.g424.t1	A	rna-XM_056774231.1	A
anno1.g401.t2	A	rna-XM_056776950.1	A
anno1.g404.t1	A	rna-XM_056782954.1	A
anno1.g405.t1	A	rna-XM_056782990.1	A
anno1.g406.t1	A	rna-XM_056792922.1	A
anno1.g409.t1	A	rna-XM_056776359.1	A
anno1.g410.t1	A	rna-XM_056776360.1	A
anno1.g411.t1	A	rna-XM_056778410.1	A
anno1.g412.t1	A	rna-XM_056788765.1	A
anno1.g418.t1	A	rna-XM_056776650.1	A
anno1.g421.t1	A	rna-XM_056776656.1	A
anno1.g422.t1	A	rna-XM_056784109.1	A
anno1.g397.t1	A	rna-XM_056792473.1	A
anno1.g392.t2	A	rna-XM_056791438.1	A
anno1.g393.t3	A	rna-XM_056790944.1	X
anno1.g7359.t1	A	rna-XM_056778943.1	A
anno1.g7362.t1	A	rna-XM_056778616.1	A
anno1.g7363.t1	A	rna-XM_056791985.1	A
anno1.g7364.t1	A	rna-XM_056779733.1	A
anno1.g7365.t1	A	rna-XM_056786739.1	A
anno1.g7366.t1	A	rna-XM_056774465.1	A
anno1.g7367.t1	A	rna-XM_056790849.1	X
anno1.g386.t1	A	rna-XM_056781606.1	A
anno1.g389.t2	A	rna-XM_056783037.1	A
anno1.g384.t1	A	rna-XM_056780345.1	A
anno1.g317.t1	A	rna-XM_056786727.1	A
anno1.g318.t1	A	rna-XM_056786733.1	A
anno1.g320.t2	A	rna-XM_056792428.1	A
anno1.g321.t2	A	rna-XM_056792426.1	A
anno1.g322.t1	A	rna-XM_056792430.1	A
anno1.g323.t1	A	rna-XM_056776666.1	A
anno1.g324.t1	A	rna-XM_056785748.1	A
anno1.g325.t1	A	rna-XM_056776000.1	A
anno1.g326.t1	A	rna-XM_056775215.1	A
anno1.g327.t1	A	rna-XM_056775614.1	A
anno1.g329.t1	A	rna-XM_056781126.1	A
anno1.g330.t1	A	rna-XM_056781128.1	A
anno1.g331.t1	A	rna-XM_056787549.1	A
anno1.g332.t1	A	rna-XM_056776975.1	A
anno1.g333.t1	A	rna-XM_056778889.1	A
anno1.g334.t1	A	rna-XM_056778886.1	A
anno1.g335.t1	A	rna-XM_056777800.1	A
anno1.g336.t1	A	rna-XM_056777804.1	A
anno1.g337.t1	A	rna-XM_056777677.1	A
anno1.g338.t1	A	rna-XM_056777801.1	A
anno1.g339.t1	A	rna-XM_056777729.1	A
anno1.g340.t1	A	rna-XM_056777728.1	A
anno1.g341.t1	A	rna-XM_056777727.1	A
anno1.g343.t1	A	rna-XM_056777660.1	A
anno1.g344.t1	A	rna-XM_056776519.1	A
anno1.g345.t1	A	rna-XM_056776514.1	A
anno1.g346.t1	A	rna-XM_056776520.1	A
anno1.g348.t2	A	rna-XM_056777855.1	A
anno1.g349.t1	A	rna-XM_056778003.1	A
anno1.g350.t1	A	rna-XM_056780953.1	A
anno1.g353.t1	A	rna-XM_056780698.1	A
anno1.g354.t1	A	rna-XM_056782397.1	A
anno1.g355.t1	A	rna-XM_056781899.1	A
anno1.g356.t1	A	rna-XM_056774071.1	A
anno1.g358.t1	A	rna-XM_056792634.1	A
anno1.g359.t1	A	rna-XM_056792146.1	A
anno1.g360.t1	A	rna-XM_056792145.1	A
anno1.g361.t1	A	rna-XM_056792909.1	A
anno1.g363.t1	A	rna-XM_056781633.1	A
anno1.g364.t1	A	rna-XM_056786939.1	A
anno1.g365.t1	A	rna-XM_056786940.1	A
anno1.g366.t1	A	rna-XM_056776768.1	A
anno1.g367.t1	A	rna-XM_056792159.1	A
anno1.g368.t2	A	rna-XM_056792158.1	A
anno1.g372.t1	A	rna-XM_056792153.1	A
anno1.g373.t1	A	rna-XM_056773930.1	A
anno1.g375.t1	A	rna-XM_056773933.1	A
anno1.g376.t1	A	rna-XM_056792155.1	A
anno1.g378.t1	A	rna-XM_056792161.1	A
anno1.g315.t2	A	rna-XM_056790679.1	X
anno1.g7346.t1	A	rna-XM_056792728.1	A
anno1.g7347.t1	A	rna-XM_056792723.1	A
anno1.g7349.t1	A	rna-XM_056792200.1	A
anno1.g7350.t1	A	rna-XM_056792201.1	A
anno1.g7351.t1	A	rna-XM_056784138.1	A
anno1.g7352.t1	A	rna-XM_056782781.1	A
anno1.g7353.t1	A	rna-XM_056783595.1	A
anno1.g7354.t1	A	rna-XM_056779069.1	A
anno1.g7355.t1	A	rna-XM_056786050.1	A
anno1.g7357.t1	A	rna-XM_056776732.1	A
anno1.g303.t1	A	rna-XM_056781046.1	A
anno1.g304.t2	A	rna-XM_056781049.1	A
anno1.g306.t1	A	rna-XM_056789191.1	X
anno1.g309.t1	A	rna-XM_056780380.1	A
anno1.g311.t1	A	rna-XM_056780394.1	A
anno1.g302.t1	X	rna-XM_056790280.1	X
anno1.g298.t2	A	rna-XM_056788144.1	A
anno1.g299.t1	A	rna-XM_056786904.1	A
anno1.g300.t1	A	rna-XM_056786905.1	A
anno1.g248.t2	A	rna-XM_056775972.1	A
anno1.g250.t1	A	rna-XM_056788045.1	A
anno1.g251.t1	A	rna-XM_056777700.1	A
anno1.g252.t1	A	rna-XM_056777701.1	A
anno1.g253.t1	A	rna-XM_056777209.1	A
anno1.g254.t1	A	rna-XM_056776890.1	A
anno1.g255.t1	A	rna-XM_056777411.1	A
anno1.g256.t1	A	rna-XM_056787269.1	A
anno1.g259.t1	A	rna-XM_056787594.1	A
anno1.g260.t1	A	rna-XM_056786223.1	A
anno1.g261.t1	A	rna-XM_056786210.1	A
anno1.g262.t1	A	rna-XM_056786188.1	A
anno1.g263.t1	A	rna-XM_056786162.1	A
anno1.g264.t1	A	rna-XM_056783839.1	A
anno1.g265.t1	A	rna-XM_056787297.1	A
anno1.g266.t1	A	rna-XM_056792472.1	A
anno1.g267.t1	A	rna-XM_056793219.1	A
anno1.g268.t1	A	rna-XM_056785051.1	A
anno1.g269.t2	A	rna-XM_056778001.1	A
anno1.g270.t1	A	rna-XM_056777969.1	A
anno1.g271.t1	A	rna-XM_056777965.1	A
anno1.g272.t1	A	rna-XM_056778016.1	A
anno1.g273.t2	A	rna-XM_056781392.1	A
anno1.g274.t1	A	rna-XM_056780678.1	A
anno1.g276.t1	A	rna-XM_056774156.1	A
anno1.g277.t1	A	rna-XM_056784293.1	A
anno1.g279.t1	A	rna-XM_056777245.1	A
anno1.g280.t2	A	rna-XM_056777900.1	A
anno1.g281.t1	A	rna-XM_056783531.1	A
anno1.g284.t2	A	rna-XM_056783915.1	A
anno1.g285.t1	A	rna-XM_056788871.1	A
anno1.g286.t1	A	rna-XM_056781700.1	A
anno1.g287.t1	A	rna-XM_056778162.1	A
anno1.g288.t2	A	rna-XM_056789525.1	X
anno1.g290.t1	A	rna-XM_056781251.1	A
anno1.g291.t2	A	rna-XM_056787077.1	A
anno1.g293.t1	A	rna-XM_056789691.1	X
anno1.g295.t1	A	rna-XM_056789427.1	X
anno1.g296.t1	A	rna-XM_056790859.1	X
anno1.g245.t2	A	rna-XM_056792638.1	A
anno1.g246.t1	A	rna-XM_056780573.1	A
anno1.g237.t1	A	rna-XM_056778935.1	A
anno1.g239.t1	A	rna-XM_056789474.1	A
anno1.g240.t2	A	rna-XM_056789948.1	X
anno1.g241.t1	A	rna-XM_056789949.1	X
anno1.g242.t1	A	rna-XM_056778344.1	A
anno1.g243.t1	A	rna-XM_056774205.1	A
anno1.g7324.t2	A	rna-XM_056788350.1	A
anno1.g7326.t1	A	rna-XM_056778801.1	A
anno1.g7327.t1	A	rna-XM_056774285.1	A
anno1.g7328.t1	A	rna-XM_056786539.1	A
anno1.g7334.t1	A	rna-XM_056774287.1	A
anno1.g7335.t1	A	rna-XM_056775505.1	A
anno1.g7336.t1	A	rna-XM_056778952.1	A
anno1.g7337.t2	A	rna-XM_056786725.1	A
anno1.g7338.t2	A	rna-XM_056786966.1	A
anno1.g7339.t2	A	rna-XM_056790648.1	X
anno1.g7341.t1	A	rna-XM_056786174.1	A
anno1.g228.t5	A	rna-XM_056776789.1	A
anno1.g230.t1	A	rna-XM_056782899.1	A
anno1.g231.t1	A	rna-XM_056792616.1	A
anno1.g232.t1	A	rna-XM_056782736.1	A
anno1.g226.t2	A	rna-XM_056779601.1	A
anno1.g220.t2	A	rna-XM_056789405.1	X
anno1.g222.t1	A	rna-XM_056790360.1	X
anno1.g215.t1	A	rna-XM_056786804.1	A
anno1.g216.t1	A	rna-XM_056789084.1	X
anno1.g186.t2	A	rna-XM_056779178.1	A
anno1.g187.t2	A	rna-XM_056790162.1	A
anno1.g188.t1	A	rna-XM_056779405.1	A
anno1.g190.t1	A	rna-XM_056779414.1	A
anno1.g192.t1	A	rna-XM_056780001.1	A
anno1.g195.t1	A	rna-XM_056780002.1	A
anno1.g196.t1	A	rna-XM_056780021.1	A
anno1.g197.t1	A	rna-XM_056780019.1	A
anno1.g199.t1	A	rna-XM_056780023.1	A
anno1.g200.t2	A	rna-XM_056779407.1	A
anno1.g201.t2	A	rna-XM_056789153.1	A
anno1.g203.t3	A	rna-XM_056784466.1	A
anno1.g204.t1	A	rna-XM_056776923.1	A
anno1.g205.t1	A	rna-XM_056781780.1	A
anno1.g206.t1	A	rna-XM_056781792.1	A
anno1.g207.t2	A	rna-XM_056792406.1	A
anno1.g208.t1	A	rna-XM_056782769.1	A
anno1.g209.t1	A	rna-XM_056788801.1	A
anno1.g210.t1	A	rna-XM_056776899.1	A
anno1.g211.t1	A	rna-XM_056777158.1	A
anno1.g212.t1	A	rna-XM_056776981.1	A
anno1.g185.t1	A	rna-XM_056780687.1	A
anno1.g7322.t1	A	rna-XM_056789851.1	X
anno1.g7323.t1	A	rna-XM_056783778.1	A
anno1.g97.t1	A	rna-XM_056785641.1	A
anno1.g98.t1	A	rna-XM_056787729.1	A
anno1.g99.t1	A	rna-XM_056792277.1	A
anno1.g100.t1	A	rna-XM_056775248.1	A
anno1.g102.t1	A	rna-XM_056788587.1	A
anno1.g103.t2	A	rna-XM_056785649.1	A
anno1.g105.t1	A	rna-XM_056785911.1	A
anno1.g106.t1	A	rna-XM_056785912.1	A
anno1.g107.t1	A	rna-XM_056785916.1	A
anno1.g108.t1	A	rna-XM_056787592.1	A
anno1.g110.t1	A	rna-XM_056785324.1	A
anno1.g111.t1	A	rna-XM_056789528.1	A
anno1.g113.t1	A	rna-XM_056791463.1	A
anno1.g114.t1	A	rna-XM_056791513.1	A
anno1.g115.t1	A	rna-XM_056785512.1	A
anno1.g116.t1	A	rna-XM_056781926.1	A
anno1.g117.t1	A	rna-XM_056777311.1	A
anno1.g118.t1	A	rna-XM_056784023.1	A
anno1.g119.t1	A	rna-XM_056785394.1	A
anno1.g120.t1	A	rna-XM_056789345.1	X
anno1.g121.t1	A	rna-XM_056792776.1	A
anno1.g122.t1	A	rna-XM_056781480.1	A
anno1.g124.t1	A	rna-XM_056781441.1	A
anno1.g126.t11	A	rna-XM_056781449.1	A
anno1.g128.t1	A	rna-XM_056776522.1	A
anno1.g129.t1	A	rna-XM_056792531.1	A
anno1.g130.t1	A	rna-XM_056774595.1	A
anno1.g132.t1	A	rna-XM_056792289.1	A
anno1.g133.t2	A	rna-XM_056774596.1	A
anno1.g134.t1	A	rna-XM_056777320.1	A
anno1.g135.t1	A	rna-XM_056779501.1	A
anno1.g136.t1	A	rna-XM_056783928.1	A
anno1.g139.t1	A	rna-XM_056773743.1	A
anno1.g143.t2	A	rna-XM_056773745.1	A
anno1.g144.t1	A	rna-XM_056773746.1	A
anno1.g145.t2	A	rna-XM_056792604.1	A
anno1.g148.t1	A	rna-XM_056793244.1	A
anno1.g90.t1	A	rna-XM_056775155.1	A
anno1.g91.t1	A	rna-XM_056775156.1	A
anno1.g94.t1	A	rna-XM_056775389.1	A
anno1.g7312.t1	A	rna-XM_056784299.1	A
anno1.g7314.t1	A	rna-XM_056789021.1	A
anno1.g7315.t1	A	rna-XM_056788403.1	A
anno1.g78.t1	A	rna-XM_056781185.1	A
anno1.g75.t1	A	rna-XM_056786706.1	A
anno1.g76.t1	A	rna-XM_056786707.1	A
anno1.g30.t1	A	rna-XM_056790004.1	X
anno1.g31.t1	A	rna-XM_056790276.1	X
anno1.g32.t1	A	rna-XM_056780860.1	A
anno1.g34.t1	A	rna-XM_056776363.1	A
anno1.g35.t1	A	rna-XM_056777667.1	A
anno1.g38.t3	A	rna-XM_056777627.1	A
anno1.g39.t1	A	rna-XM_056777749.1	A
anno1.g40.t1	A	rna-XM_056776884.1	A
anno1.g41.t1	A	rna-XM_056784603.1	A
anno1.g42.t1	A	rna-XM_056777464.1	A
anno1.g45.t1	A	rna-XM_056777466.1	A
anno1.g46.t1	A	rna-XM_056786374.1	A
anno1.g47.t1	A	rna-XM_056785929.1	A
anno1.g48.t1	A	rna-XM_056784542.1	A
anno1.g52.t1	A	rna-XM_056777910.1	A
anno1.g54.t2	A	rna-XM_056776526.1	A
anno1.g55.t1	A	rna-XM_056776525.1	A
anno1.g56.t5	A	rna-XM_056776757.1	A
anno1.g57.t1	A	rna-XM_056777763.1	A
anno1.g58.t1	A	rna-XM_056783886.1	A
anno1.g59.t1	A	rna-XM_056783888.1	A
anno1.g60.t1	A	rna-XM_056779646.1	A
anno1.g61.t1	A	rna-XM_056779648.1	A
anno1.g62.t1	A	rna-XM_056791650.1	A
anno1.g63.t1	A	rna-XM_056779644.1	A
anno1.g64.t2	A	rna-XM_056779643.1	A
anno1.g65.t1	A	rna-XM_056789258.1	X
anno1.g66.t1	A	rna-XM_056785391.1	A
anno1.g67.t3	A	rna-XM_056782850.1	A
anno1.g68.t1	A	rna-XM_056782517.1	A
anno1.g69.t2	A	rna-XM_056777231.1	A
anno1.g71.t1	A	rna-XM_056782001.1	A
anno1.g26.t2	A	rna-XM_056783432.1	A
anno1.g27.t2	A	rna-XM_056783749.1	A
anno1.g28.t2	A	rna-XM_056783434.1	A
anno1.g29.t1	A	rna-XM_056777531.1	A
anno1.g23.t1	A	rna-XM_056786158.1	A
anno1.g24.t1	A	rna-XM_056780086.1	A
anno1.g7280.t1	A	rna-XM_056775420.1	A
anno1.g7281.t1	A	rna-XM_056775419.1	A
