D_carinulata	chromosome	B_varius	chromosome
rna-XM_057809387.1	A	anno1.g8827.t1	A
rna-XM_057809389.1	A	anno1.g8828.t1	A
rna-XM_057809391.1	A	anno1.g8829.t1	A
rna-XM_057809689.1	A	anno1.g8830.t2	A
rna-XM_057809393.1	A	anno1.g6188.t2	A
rna-XM_057809394.1	A	anno1.g6083.t1	A
rna-XM_057809407.1	A	anno1.g6080.t1	A
rna-XM_057809402.1	A	anno1.g9549.t1	A
rna-XM_057809345.1	A	anno1.g9551.t1	A
rna-XM_057809348.1	A	anno1.g9552.t1	A
rna-XM_057809219.1	A	anno1.g9553.t1	A
rna-XM_057809540.1	A	anno1.g9453.t1	A
rna-XM_057809505.1	A	anno1.g9498.t1	A
rna-XM_057809705.1	A	anno1.g6498.t1	A
rna-XM_057809709.1	A	anno1.g6757.t1	A
rna-XM_057809715.1	A	anno1.g7343.t1	A
rna-XM_057809718.1	A	anno1.g7345.t1	A
rna-XM_057809721.1	A	anno1.g7348.t1	A
rna-XM_057809706.1	A	anno1.g7235.t1	A
rna-XM_057809719.1	A	anno1.g4391.t2	A
rna-XM_057809714.1	A	anno1.g4394.t1	A
rna-XM_057809712.1	A	anno1.g4396.t1	A
rna-XM_057809724.1	A	anno1.g7234.t1	A
rna-XM_057809726.1	A	anno1.g4967.t2	A
rna-XM_057809746.1	A	anno1.g4389.t2	A
rna-XM_057809754.1	A	anno1.g6960.t1	A
rna-XM_057809732.1	A	anno1.g7504.t1	A
rna-XM_057809759.1	A	anno1.g7505.t1	A
rna-XM_057809728.1	A	anno1.g7506.t3	A
rna-XM_057809758.1	A	anno1.g7498.t1	A
rna-XM_057809518.1	A	anno1.g3787.t1	A
rna-XM_057809154.1	A	anno1.g7761.t2	A
rna-XM_057809040.1	A	anno1.g7340.t3	A
rna-XM_057809593.1	A	anno1.g7338.t1	A
rna-XM_057809643.1	A	anno1.g4734.t1	A
rna-XM_057809629.1	A	anno1.g3277.t1	A
rna-XM_057809631.1	A	anno1.g6962.t1	A
rna-XM_057809641.1	A	anno1.g4699.t1	A
rna-XM_057809642.1	A	anno1.g4700.t2	A
rna-XM_057809043.1	A	anno1.g4779.t1	A
rna-XM_057809600.1	A	anno1.g4780.t1	A
rna-XM_057809602.1	A	anno1.g4781.t1	A
rna-XM_057809594.1	A	anno1.g4782.t1	A
rna-XM_057809603.1	A	anno1.g7121.t1	A
rna-XM_057809605.1	A	anno1.g7444.t1	A
rna-XM_057809608.1	A	anno1.g7445.t1	A
rna-XM_057809819.1	A	anno1.g7102.t1	A
rna-XM_057809940.1	A	anno1.g4281.t2	A
rna-XM_057809676.1	A	anno1.g7101.t3	A
rna-XM_057809231.1	A	anno1.g1102.t1	A
rna-XM_057809408.1	A	anno1.g7474.t1	A
rna-XM_057809311.1	A	anno1.g7096.t1	A
rna-XM_057809352.1	A	anno1.g8632.t1	A
rna-XM_057809083.1	A	anno1.g3976.t1	A
rna-XM_057809082.1	A	anno1.g3975.t1	A
rna-XM_057809494.1	A	anno1.g10666.t1	A
rna-XM_057809496.1	A	anno1.g3977.t1	A
rna-XM_057809498.1	A	anno1.g3978.t1	A
rna-XM_057809411.1	A	anno1.g3729.t1	A
rna-XM_057809520.1	A	anno1.g11073.t2	A
rna-XM_057809512.1	A	anno1.g3731.t1	A
rna-XM_057809514.1	A	anno1.g3730.t1	A
rna-XM_057809847.1	A	anno1.g617.t1	A
rna-XM_057809499.1	A	anno1.g598.t1	A
rna-XM_057809265.1	A	anno1.g6047.t1	A
rna-XM_057809367.1	A	anno1.g3733.t1	A
rna-XM_057809183.1	A	anno1.g3591.t1	A
rna-XM_057809174.1	A	anno1.g3589.t1	A
rna-XM_057809180.1	A	anno1.g3974.t1	A
rna-XM_057809201.1	A	anno1.g2222.t1	A
rna-XM_057809207.1	A	anno1.g9147.t1	A
rna-XM_057809200.1	A	anno1.g4726.t1	A
rna-XM_057809195.1	A	anno1.g4674.t1	A
rna-XM_057809199.1	A	anno1.g4676.t1	A
rna-XM_057809170.1	A	anno1.g4289.t1	A
rna-XM_057809203.1	A	anno1.g4290.t1	A
rna-XM_057809191.1	A	anno1.g4191.t1	A
rna-XM_057809190.1	A	anno1.g7089.t1	A
rna-XM_057809193.1	A	anno1.g4689.t1	A
rna-XM_057809198.1	A	anno1.g2315.t1	A
rna-XM_057809694.1	A	anno1.g4688.t1	A
rna-XM_057809695.1	A	anno1.g4686.t1	A
rna-XM_057809696.1	A	anno1.g4684.t1	A
rna-XM_057808995.1	A	anno1.g4683.t1	A
rna-XM_057809000.1	A	anno1.g7352.t1	A
rna-XM_057808999.1	A	anno1.g7245.t1	A
rna-XM_057809428.1	A	anno1.g7447.t1	A
rna-XM_057809936.1	A	anno1.g4778.t1	A
rna-XM_057809452.1	A	anno1.g4582.t2	A
rna-XM_057809465.1	A	anno1.g5009.t1	A
rna-XM_057809461.1	A	anno1.g4586.t1	A
rna-XM_057809478.1	A	anno1.g5010.t1	A
rna-XM_057809783.1	A	anno1.g5014.t1	A
rna-XM_057809273.1	A	anno1.g4731.t1	A
rna-XM_057809500.1	A	anno1.g6200.t1	A
rna-XM_057809697.1	A	anno1.g4730.t1	A
rna-XM_057809503.1	A	anno1.g4729.t1	A
rna-XM_057809501.1	A	anno1.g4728.t1	A
rna-XM_057809163.1	A	anno1.g4733.t1	A
rna-XM_057809164.1	A	anno1.g4991.t1	A
rna-XM_057809548.1	A	anno1.g7219.t1	A
rna-XM_057809305.1	A	anno1.g7218.t1	A
rna-XM_057809559.1	A	anno1.g6802.t1	A
rna-XM_057809949.1	A	anno1.g6801.t1	A
rna-XM_057809288.1	A	anno1.g6800.t1	A
rna-XM_057809771.1	A	anno1.g7483.t2	A
rna-XM_057809768.1	A	anno1.g1811.t1	A
rna-XM_057809767.1	A	anno1.g7114.t1	A
rna-XM_057809772.1	A	anno1.g7484.t2	A
rna-XM_057809240.1	A	anno1.g7486.t1	A
rna-XM_057809652.1	A	anno1.g7488.t2	A
rna-XM_057809649.1	A	anno1.g232.t2	A
rna-XM_057809645.1	A	anno1.g7489.t1	A
rna-XM_057809621.1	A	anno1.g3895.t1	A
rna-XM_057809622.1	A	anno1.g2091.t3	A
rna-XM_057809236.1	A	anno1.g2691.t2	A
rna-XM_057809230.1	A	anno1.g2689.t1	A
rna-XM_057809433.1	A	anno1.g2417.t1	A
rna-XM_057809774.1	A	anno1.g2415.t2	A
rna-XM_057809779.1	A	anno1.g2413.t1	A
rna-XM_057809781.1	A	anno1.g2412.t1	A
rna-XM_057809526.1	A	anno1.g10468.t1	A
rna-XM_057809003.1	A	anno1.g6453.t1	A
rna-XM_057809005.1	A	anno1.g10101.t1	A
rna-XM_057809012.1	A	anno1.g6803.t1	A
rna-XM_057809022.1	A	anno1.g6804.t1	A
rna-XM_057809023.1	A	anno1.g7480.t1	A
rna-XM_057809024.1	A	anno1.g7481.t1	A
rna-XM_057809029.1	A	anno1.g7482.t1	A
rna-XM_057809038.1	A	anno1.g6826.t1	A
rna-XM_057809483.1	A	anno1.g6825.t1	A
rna-XM_057809700.1	A	anno1.g6823.t1	A
rna-XM_057809837.1	A	anno1.g6812.t1	A
rna-XM_057809208.1	A	anno1.g6811.t1	A
rna-XM_057809209.1	A	anno1.g6810.t1	A
rna-XM_057809210.1	A	anno1.g8970.t1	A
rna-XM_057809685.1	A	anno1.g6806.t1	A
rna-XM_057809146.1	A	anno1.g6807.t2	A
rna-XM_057809295.1	A	anno1.g6808.t1	A
rna-XM_057808989.1	A	anno1.g6526.t2	A
rna-XM_057808994.1	A	anno1.g6529.t1	A
rna-XM_057809150.1	A	anno1.g557.t1	A
rna-XM_057809153.1	A	anno1.g6528.t1	A
rna-XM_057809614.1	A	anno1.g6627.t1	A
rna-XM_057809613.1	A	anno1.g6008.t1	A
rna-XM_057809616.1	A	anno1.g3807.t1	A
rna-XM_057809620.1	A	anno1.g6798.t1	A
rna-XM_057808957.1	A	anno1.g6799.t1	A
rna-XM_057808958.1	A	anno1.g9073.t1	A
rna-XM_057809542.1	A	anno1.g9097.t1	A
rna-XM_057809937.1	A	anno1.g9074.t1	A
rna-XM_057809939.1	A	anno1.g1109.t1	A
rna-XM_057809317.1	A	anno1.g9075.t1	A
rna-XM_057809701.1	A	anno1.g9080.t1	A
rna-XM_057809579.1	A	anno1.g7367.t2	A
rna-XM_057809588.1	A	anno1.g7366.t1	A
rna-XM_057809575.1	A	anno1.g7368.t2	A
rna-XM_057809149.1	A	anno1.g7369.t1	A
rna-XM_057809002.1	A	anno1.g4988.t1	A
rna-XM_057809319.1	A	anno1.g7970.t1	A
rna-XM_057809318.1	A	anno1.g113.t1	A
rna-XM_057809160.1	A	anno1.g3560.t1	A
rna-XM_057809251.1	A	anno1.g3559.t1	A
rna-XM_057809262.1	A	anno1.g1696.t1	A
rna-XM_057809353.1	A	anno1.g567.t1	A
rna-XM_057809169.1	A	anno1.g3410.t1	A
rna-XM_057808973.1	A	anno1.g566.t1	A
rna-XM_057809296.1	A	anno1.g565.t1	A
rna-XM_057809446.1	A	anno1.g564.t3	A
rna-XM_057809445.1	A	anno1.g8.t1	A
rna-XM_057809944.1	A	anno1.g563.t2	A
rna-XM_057809943.1	A	anno1.g908.t1	A
rna-XM_057809947.1	A	anno1.g569.t1	A
rna-XM_057809084.1	A	anno1.g570.t1	A
rna-XM_057809214.1	A	anno1.g9978.t1	A
rna-XM_057809519.1	A	anno1.g575.t1	A
rna-XM_057808956.1	A	anno1.g6524.t1	A
rna-XM_057808952.1	A	anno1.g6525.t1	A
rna-XM_057809316.1	A	anno1.g3808.t1	A
rna-XM_057809563.1	A	anno1.g5631.t1	A
rna-XM_057809566.1	A	anno1.g3811.t1	A
rna-XM_057809567.1	A	anno1.g5104.t1	A
rna-XM_057809571.1	A	anno1.g5106.t1	A
rna-XM_057809573.1	A	anno1.g5107.t1	A
rna-XM_057809856.1	A	anno1.g5108.t1	A
rna-XM_057809862.1	A	anno1.g7828.t1	A
rna-XM_057809481.1	A	anno1.g577.t1	A
rna-XM_057809431.1	A	anno1.g2085.t1	A
rna-XM_057809044.1	A	anno1.g576.t1	A
rna-XM_057809368.1	A	anno1.g6523.t1	A
rna-XM_057809868.1	A	anno1.g8582.t1	A
rna-XM_057809865.1	A	anno1.g8583.t3	A
rna-XM_057809869.1	A	anno1.g9070.t1	A
rna-XM_057809881.1	A	anno1.g8581.t1	A
rna-XM_057809882.1	A	anno1.g8580.t1	A
rna-XM_057809415.1	A	anno1.g8577.t1	A
rna-XM_057809085.1	A	anno1.g8575.t1	A
rna-XM_057809545.1	A	anno1.g8574.t1	A
rna-XM_057809544.1	A	anno1.g9104.t1	A
rna-XM_057809063.1	A	anno1.g9109.t1	A
rna-XM_057809074.1	A	anno1.g9071.t1	A
rna-XM_057809076.1	A	anno1.g9096.t1	A
rna-XM_057809069.1	A	anno1.g8674.t1	A
rna-XM_057809053.1	A	anno1.g8675.t2	A
rna-XM_057809071.1	A	anno1.g8678.t1	A
rna-XM_057809051.1	A	anno1.g8677.t1	A
rna-XM_057809067.1	A	anno1.g8679.t1	A
rna-XM_057809068.1	A	anno1.g8680.t2	A
rna-XM_057809079.1	A	anno1.g8681.t1	A
rna-XM_057809703.1	A	anno1.g3453.t1	A
rna-XM_057809057.1	A	anno1.g3452.t3	A
rna-XM_057809280.1	A	anno1.g10723.t1	A
rna-XM_057809281.1	A	anno1.g7490.t1	A
rna-XM_057809442.1	A	anno1.g6681.t1	A
rna-XM_057809283.1	A	anno1.g7361.t1	A
rna-XM_057809286.1	A	anno1.g7359.t1	A
rna-XM_057809287.1	A	anno1.g7358.t1	A
rna-XM_057809282.1	A	anno1.g7357.t1	A
rna-XM_057809961.1	A	anno1.g7673.t1	A
rna-XM_057809964.1	A	anno1.g7652.t1	A
rna-XM_057810286.1	A	anno1.g7653.t1	A
rna-XM_057810289.1	A	anno1.g7654.t1	A
rna-XM_057810756.1	A	anno1.g833.t1	A
rna-XM_057810302.1	A	anno1.g10347.t3	A
rna-XM_057810323.1	A	anno1.g9254.t2	A
rna-XM_057810320.1	A	anno1.g10348.t2	A
rna-XM_057810332.1	A	anno1.g7642.t1	A
rna-XM_057810314.1	A	anno1.g5461.t1	A
rna-XM_057810329.1	A	anno1.g374.t1	A
rna-XM_057810333.1	A	anno1.g6418.t1	A
rna-XM_057810301.1	A	anno1.g6420.t1	A
rna-XM_057810313.1	A	anno1.g6421.t1	A
rna-XM_057810325.1	A	anno1.g6422.t1	A
rna-XM_057810342.1	A	anno1.g421.t1	A
rna-XM_057810343.1	A	anno1.g420.t1	A
rna-XM_057810345.1	A	anno1.g419.t1	A
rna-XM_057810347.1	A	anno1.g423.t3	A
rna-XM_057810354.1	A	anno1.g386.t1	A
rna-XM_057810359.1	A	anno1.g4971.t1	A
rna-XM_057810361.1	A	anno1.g4979.t1	A
rna-XM_057810364.1	A	anno1.g5006.t2	A
rna-XM_057810362.1	A	anno1.g4212.t1	A
rna-XM_057810367.1	A	anno1.g9371.t1	A
rna-XM_057810366.1	A	anno1.g10679.t1	A
rna-XM_057810368.1	A	anno1.g10373.t3	A
rna-XM_057810369.1	A	anno1.g7928.t1	A
rna-XM_057810370.1	A	anno1.g10435.t1	A
rna-XM_057810372.1	A	anno1.g7929.t1	A
rna-XM_057810381.1	A	anno1.g7931.t1	A
rna-XM_057810382.1	A	anno1.g10433.t1	A
rna-XM_057810377.1	A	anno1.g7932.t1	A
rna-XM_057810380.1	A	anno1.g8348.t2	A
rna-XM_057810398.1	A	anno1.g795.t1	A
rna-XM_057810401.1	A	anno1.g3937.t1	A
rna-XM_057810388.1	A	anno1.g7097.t1	A
rna-XM_057810399.1	A	anno1.g7229.t1	A
rna-XM_057810395.1	A	anno1.g7228.t2	A
rna-XM_057810404.1	A	anno1.g4690.t1	A
rna-XM_057810386.1	A	anno1.g10641.t1	A
rna-XM_057810007.1	A	anno1.g10642.t1	A
rna-XM_057810010.1	A	anno1.g10643.t1	A
rna-XM_057810188.1	A	anno1.g10595.t1	A
rna-XM_057810181.1	A	anno1.g6931.t1	A
rna-XM_057810783.1	A	anno1.g10482.t1	A
rna-XM_057810782.1	A	anno1.g9729.t1	A
rna-XM_057810452.1	A	anno1.g2154.t1	A
rna-XM_057810137.1	A	anno1.g760.t1	A
rna-XM_057810094.1	A	anno1.g8737.t1	A
rna-XM_057810095.1	A	anno1.g7927.t1	A
rna-XM_057810449.1	A	anno1.g4722.t1	A
rna-XM_057810655.1	A	anno1.g3615.t2	A
rna-XM_057810656.1	A	anno1.g1815.t1	A
rna-XM_057810681.1	A	anno1.g8198.t1	A
rna-XM_057810758.1	A	anno1.g1875.t1	A
rna-XM_057810671.1	A	anno1.g1301.t1	A
rna-XM_057810692.1	A	anno1.g1812.t1	A
rna-XM_057810686.1	A	anno1.g5654.t1	A
rna-XM_057810700.1	A	anno1.g1893.t1	A
rna-XM_057810702.1	A	anno1.g6460.t1	A
rna-XM_057810694.1	A	anno1.g1885.t1	A
rna-XM_057810679.1	A	anno1.g1313.t1	A
rna-XM_057810701.1	A	anno1.g546.t1	A
rna-XM_057810699.1	A	anno1.g545.t1	A
rna-XM_057810693.1	A	anno1.g7186.t1	A
rna-XM_057810697.1	A	anno1.g7187.t2	A
rna-XM_057810695.1	A	anno1.g1191.t1	A
rna-XM_057810665.1	A	anno1.g1192.t1	A
rna-XM_057810690.1	A	anno1.g1356.t1	A
rna-XM_057810664.1	A	anno1.g1883.t2	A
rna-XM_057810703.1	A	anno1.g6192.t1	A
rna-XM_057810705.1	A	anno1.g7143.t1	A
rna-XM_057810713.1	A	anno1.g6886.t1	A
rna-XM_057810759.1	A	anno1.g6193.t1	A
rna-XM_057810714.1	A	anno1.g10352.t1	A
rna-XM_057810715.1	A	anno1.g8568.t1	A
rna-XM_057810719.1	A	anno1.g427.t1	A
rna-XM_057810729.1	A	anno1.g5454.t1	A
rna-XM_057810738.1	A	anno1.g5452.t1	A
rna-XM_057810737.1	A	anno1.g5226.t2	A
rna-XM_057810730.1	A	anno1.g494.t2	A
rna-XM_057810735.1	A	anno1.g495.t1	A
rna-XM_057810731.1	A	anno1.g5796.t1	A
rna-XM_057810739.1	A	anno1.g5398.t1	A
rna-XM_057810732.1	A	anno1.g8219.t1	A
rna-XM_057810733.1	A	anno1.g4905.t1	A
rna-XM_057810075.1	A	anno1.g2251.t1	A
rna-XM_057810801.1	A	anno1.g5755.t1	A
rna-XM_057810453.1	A	anno1.g5756.t1	A
rna-XM_057810463.1	A	anno1.g2254.t1	A
rna-XM_057810454.1	A	anno1.g2253.t1	A
rna-XM_057810460.1	A	anno1.g7750.t1	A
rna-XM_057810457.1	A	anno1.g2252.t2	A
rna-XM_057810459.1	A	anno1.g2520.t1	A
rna-XM_057810887.1	A	anno1.g2248.t1	A
rna-XM_057810179.1	A	anno1.g2247.t1	A
rna-XM_057810819.1	A	anno1.g1335.t1	A
rna-XM_057810820.1	A	anno1.g2013.t2	A
rna-XM_057810823.1	A	anno1.g1339.t1	A
rna-XM_057810850.1	A	anno1.g2014.t2	A
rna-XM_057810638.1	A	anno1.g1348.t1	A
rna-XM_057810639.1	A	anno1.g1349.t2	A
rna-XM_057810023.1	A	anno1.g1961.t3	A
rna-XM_057810257.1	A	anno1.g8526.t1	A
rna-XM_057810072.1	A	anno1.g7014.t1	A
rna-XM_057810263.1	A	anno1.g385.t2	A
rna-XM_057810817.1	A	anno1.g7168.t1	A
rna-XM_057810818.1	A	anno1.g7169.t1	A
rna-XM_057810815.1	A	anno1.g8847.t1	A
rna-XM_057810886.1	A	anno1.g8848.t1	A
rna-XM_057809974.1	A	anno1.g422.t1	A
rna-XM_057809970.1	A	anno1.g1560.t1	A
rna-XM_057809967.1	A	anno1.g418.t1	A
rna-XM_057809975.1	A	anno1.g1895.t1	A
rna-XM_057809965.1	A	anno1.g1894.t1	A
rna-XM_057810464.1	A	anno1.g1890.t1	A
rna-XM_057810465.1	A	anno1.g1888.t2	A
rna-XM_057810475.1	A	anno1.g1887.t1	A
rna-XM_057810503.1	A	anno1.g1886.t1	A
rna-XM_057810473.1	A	anno1.g1973.t1	A
rna-XM_057810499.1	A	anno1.g4862.t1	A
rna-XM_057810501.1	A	anno1.g4943.t1	A
rna-XM_057810496.1	A	anno1.g4863.t2	A
rna-XM_057810644.1	A	anno1.g4866.t1	A
rna-XM_057810825.1	A	anno1.g4946.t1	A
rna-XM_057810826.1	A	anno1.g7016.t1	A
rna-XM_057810829.1	A	anno1.g4947.t1	A
rna-XM_057810127.1	A	anno1.g5489.t1	A
rna-XM_057810755.1	A	anno1.g5776.t2	A
rna-XM_057810032.1	A	anno1.g5772.t1	A
rna-XM_057810067.1	A	anno1.g5739.t1	A
rna-XM_057810096.1	A	anno1.g6938.t1	A
rna-XM_057810285.1	A	anno1.g5737.t1	A
rna-XM_057810284.1	A	anno1.g5464.t1	A
rna-XM_057810131.1	A	anno1.g1578.t1	A
rna-XM_057810012.1	A	anno1.g1593.t1	A
rna-XM_057810015.1	A	anno1.g1592.t1	A
rna-XM_057810425.1	A	anno1.g1591.t1	A
rna-XM_057810069.1	A	anno1.g1590.t1	A
rna-XM_057810083.1	A	anno1.g1589.t1	A
rna-XM_057810767.1	A	anno1.g1581.t1	A
rna-XM_057810445.1	A	anno1.g1579.t1	A
rna-XM_057810743.1	A	anno1.g1598.t1	A
rna-XM_057810748.1	A	anno1.g8192.t1	A
rna-XM_057810751.1	A	anno1.g8191.t1	A
rna-XM_057810749.1	A	anno1.g1535.t1	A
rna-XM_057810753.1	A	anno1.g1536.t1	A
rna-XM_057810410.1	A	anno1.g2387.t1	A
rna-XM_057810408.1	A	anno1.g7771.t1	A
rna-XM_057810020.1	A	anno1.g2388.t1	A
rna-XM_057810428.1	A	anno1.g8619.t1	A
rna-XM_057810523.1	A	anno1.g8458.t1	A
rna-XM_057810769.1	A	anno1.g8340.t1	A
rna-XM_057810524.1	A	anno1.g8342.t1	A
rna-XM_057810534.1	A	anno1.g8694.t1	A
rna-XM_057810537.1	A	anno1.g8695.t1	A
rna-XM_057810777.1	A	anno1.g8693.t1	A
rna-XM_057810546.1	A	anno1.g8692.t1	A
rna-XM_057810548.1	A	anno1.g8691.t1	A
rna-XM_057810551.1	A	anno1.g6968.t1	A
rna-XM_057810552.1	A	anno1.g7296.t1	A
rna-XM_057810561.1	A	anno1.g6966.t1	A
rna-XM_057810562.1	A	anno1.g6967.t1	A
rna-XM_057810564.1	A	anno1.g2075.t1	A
rna-XM_057810568.1	A	anno1.g8882.t1	A
rna-XM_057810570.1	A	anno1.g8881.t1	A
rna-XM_057810572.1	A	anno1.g8880.t1	A
rna-XM_057810573.1	A	anno1.g8879.t2	A
rna-XM_057810575.1	A	anno1.g8896.t1	A
rna-XM_057810582.1	A	anno1.g8895.t1	A
rna-XM_057810580.1	A	anno1.g8878.t1	A
rna-XM_057810620.1	A	anno1.g8877.t5	A
rna-XM_057810139.1	A	anno1.g2907.t1	A
rna-XM_057810140.1	A	anno1.g2905.t1	A
rna-XM_057810022.1	A	anno1.g1654.t1	A
rna-XM_057810021.1	A	anno1.g1658.t1	A
rna-XM_057810450.1	A	anno1.g1657.t1	A
rna-XM_057810421.1	A	anno1.g1656.t1	A
rna-XM_057810862.1	A	anno1.g1689.t1	A
rna-XM_057810883.1	A	anno1.g8453.t1	A
rna-XM_057810867.1	A	anno1.g1750.t1	A
rna-XM_057810885.1	A	anno1.g4558.t1	A
rna-XM_057810884.1	A	anno1.g8457.t1	A
rna-XM_057810865.1	A	anno1.g5160.t3	A
rna-XM_057810142.1	A	anno1.g5162.t2	A
rna-XM_057810778.1	A	anno1.g5163.t1	A
rna-XM_057810034.1	A	anno1.g5164.t2	A
rna-XM_057810192.1	A	anno1.g9556.t1	A
rna-XM_057810412.1	A	anno1.g5169.t1	A
rna-XM_057810278.1	A	anno1.g2991.t1	A
rna-XM_057810834.1	A	anno1.g2995.t1	A
rna-XM_057810843.1	A	anno1.g2996.t1	A
rna-XM_057810839.1	A	anno1.g3176.t1	A
rna-XM_057810845.1	A	anno1.g8611.t1	A
rna-XM_057810844.1	A	anno1.g8610.t1	A
rna-XM_057810841.1	A	anno1.g8609.t1	A
rna-XM_057810891.1	A	anno1.g7895.t1	A
rna-XM_057810078.1	A	anno1.g5147.t1	A
rna-XM_057810151.1	A	anno1.g5156.t2	A
rna-XM_057810148.1	A	anno1.g5155.t1	A
rna-XM_057810149.1	A	anno1.g5154.t1	A
rna-XM_057810153.1	A	anno1.g5148.t4	A
rna-XM_057810163.1	A	anno1.g5149.t1	A
rna-XM_057810162.1	A	anno1.g8733.t1	A
rna-XM_057810164.1	A	anno1.g8921.t1	A
rna-XM_057810175.1	A	anno1.g8074.t1	A
rna-XM_057810177.1	A	anno1.g8293.t1	A
rna-XM_057810178.1	A	anno1.g8292.t1	A
rna-XM_057810894.1	A	anno1.g8290.t1	A
rna-XM_057810895.1	A	anno1.g1442.t2	A
rna-XM_057810089.1	A	anno1.g1531.t2	A
rna-XM_057810101.1	A	anno1.g8271.t1	A
rna-XM_057810098.1	A	anno1.g8338.t1	A
rna-XM_057810102.1	A	anno1.g4119.t1	A
rna-XM_057810105.1	A	anno1.g8249.t1	A
rna-XM_057810115.1	A	anno1.g8245.t1	A
rna-XM_057810117.1	A	anno1.g8247.t1	A
rna-XM_057810112.1	A	anno1.g307.t1	A
rna-XM_057810121.1	A	anno1.g4944.t1	A
rna-XM_057810109.1	A	anno1.g2096.t1	A
rna-XM_057810035.1	A	anno1.g2060.t1	A
rna-XM_057810637.1	A	anno1.g2062.t1	A
rna-XM_057810636.1	A	anno1.g2059.t1	A
rna-XM_057810040.1	A	anno1.g2385.t2	A
rna-XM_057810084.1	A	anno1.g9862.t1	A
rna-XM_057810080.1	A	anno1.g6401.t1	A
rna-XM_057810444.1	A	anno1.g2287.t2	A
rna-XM_057810780.1	A	anno1.g2188.t1	A
rna-XM_057810017.1	A	anno1.g7172.t1	A
rna-XM_057810438.1	A	anno1.g7173.t1	A
rna-XM_057810250.1	A	anno1.g6701.t1	A
rna-XM_057810194.1	A	anno1.g6692.t5	A
rna-XM_057810253.1	A	anno1.g6695.t1	A
rna-XM_057810242.1	A	anno1.g6689.t1	A
rna-XM_057810439.1	A	anno1.g6688.t1	A
rna-XM_057810442.1	A	anno1.g6685.t1	A
rna-XM_057810273.1	A	anno1.g6684.t1	A
rna-XM_057810087.1	A	anno1.g6683.t1	A
rna-XM_057810267.1	A	anno1.g6839.t1	A
rna-XM_057810187.1	A	anno1.g6838.t1	A
rna-XM_057810186.1	A	anno1.g1303.t1	A
rna-XM_057810185.1	A	anno1.g7618.t2	A
rna-XM_057810781.1	A	anno1.g7123.t1	A
rna-XM_057810073.1	A	anno1.g10856.t1	A
rna-XM_057810125.1	A	anno1.g7125.t1	A
rna-XM_057809981.1	A	anno1.g6837.t2	A
rna-XM_057809976.1	A	anno1.g1715.t1	A
rna-XM_057809987.1	A	anno1.g1660.t1	A
rna-XM_057810411.1	A	anno1.g3817.t1	A
rna-XM_057810415.1	A	anno1.g9310.t1	A
rna-XM_057810504.1	A	anno1.g9271.t1	A
rna-XM_057810518.1	A	anno1.g9272.t1	A
rna-XM_057810521.1	A	anno1.g9273.t1	A
rna-XM_057810519.1	A	anno1.g9275.t1	A
rna-XM_057810505.1	A	anno1.g9276.t2	A
rna-XM_057810508.1	A	anno1.g9277.t1	A
rna-XM_057810141.1	A	anno1.g10969.t1	A
rna-XM_057810189.1	A	anno1.g3990.t1	A
rna-XM_057810081.1	A	anno1.g1797.t1	A
rna-XM_057810628.1	A	anno1.g7424.t1	A
rna-XM_057810624.1	A	anno1.g11044.t3	A
rna-XM_057810846.1	A	anno1.g7170.t2	A
rna-XM_057810849.1	A	anno1.g6198.t1	A
rna-XM_057810621.1	A	anno1.g6197.t1	A
rna-XM_057810622.1	A	anno1.g5687.t1	A
rna-XM_057810623.1	A	anno1.g6337.t1	A
rna-XM_057810279.1	A	anno1.g6085.t1	A
rna-XM_057810417.1	A	anno1.g6104.t1	A
rna-XM_057810800.1	A	anno1.g5205.t1	A
rna-XM_057810809.1	A	anno1.g5924.t1	A
rna-XM_057810046.1	A	anno1.g5915.t1	A
rna-XM_057810001.1	A	anno1.g4312.t1	A
rna-XM_057814835.1	A	anno1.g9169.t1	A
rna-XM_057814839.1	A	anno1.g6044.t1	A
rna-XM_057814830.1	A	anno1.g10639.t3	A
rna-XM_057814873.1	A	anno1.g5976.t1	A
rna-XM_057813837.1	A	anno1.g6904.t1	A
rna-XM_057814871.1	A	anno1.g4920.t1	A
rna-XM_057814829.1	A	anno1.g7239.t1	A
rna-XM_057814875.1	A	anno1.g6651.t1	A
rna-XM_057814863.1	A	anno1.g3235.t1	A
rna-XM_057814851.1	A	anno1.g6650.t1	A
rna-XM_057814874.1	A	anno1.g6649.t2	A
rna-XM_057814887.1	A	anno1.g5369.t1	A
rna-XM_057814849.1	A	anno1.g7454.t1	A
rna-XM_057814876.1	A	anno1.g7453.t1	A
rna-XM_057814866.1	A	anno1.g9591.t1	A
rna-XM_057814867.1	A	anno1.g10484.t1	A
rna-XM_057814865.1	A	anno1.g3108.t1	A
rna-XM_057814827.1	A	anno1.g1411.t1	A
rna-XM_057814878.1	A	anno1.g2244.t1	A
rna-XM_057814844.1	A	anno1.g10563.t1	A
rna-XM_057814882.1	A	anno1.g5889.t1	A
rna-XM_057814886.1	A	anno1.g5890.t2	A
rna-XM_057814881.1	A	anno1.g2757.t1	A
rna-XM_057814860.1	A	anno1.g1412.t1	A
rna-XM_057814838.1	A	anno1.g706.t1	A
rna-XM_057814840.1	A	anno1.g886.t1	A
rna-XM_057814879.1	A	anno1.g707.t1	A
rna-XM_057814883.1	A	anno1.g4989.t1	A
