C_chinensis	chromosome	C_maculatus	chromosome
anno1.g18.t2	A	g8369.t2	A
anno1.g19.t2	A	g8368.t2	A
anno1.g9.t2	A	g10884.t1	A
anno1.g8.t1	A	g1200.t1	A
anno1.g7.t1	A	g518.t1	A
anno1.g4.t1	A	g5848.t1	A
anno1.g6.t1	A	g5938.t1	A
anno1.both_agree_g15.t2	X	g1499.t2	X
anno1.g2.t1	X	g1498.t1	X
anno1.g7254.t1	A	g12824.t2	A
anno1.g7257.t1	A	g12825.t2	A
anno1.g7258.t2	A	g12828.t1	A
anno1.g7259.t1	A	g12829.t1	A
anno1.g7260.t1	A	g12830.t1	A
anno1.g7261.t1	A	g12831.t1	A
anno1.g7262.t2	A	g12832.t1	A
anno1.g7263.t2	A	g12836.t1	A
anno1.g7264.t1	A	g12838.t1	A
anno1.g7265.t1	A	g12839.t1	A
anno1.g7266.t1	A	g12840.t1	A
anno1.g7267.t1	A	g4911.t1	A
anno1.g7268.t1	A	g4912.t1	A
anno1.g7269.t1	A	g4913.t1	A
anno1.g7270.t1	A	g4914.t1	A
anno1.g7271.t1	A	g4915.t1	A
anno1.g7272.t1	A	g12604.t1	A
anno1.g7273.t1	A	g4916.t1	A
anno1.g7276.t1	A	g4918.t1	A
anno1.g7277.t1	A	g4919.t1	A
anno1.g7235.t1	A	g3880.t1	A
anno1.g7236.t2	A	g3910.t1	A
anno1.g7237.t1	A	g3882.t1	A
anno1.g7239.t1	A	g3912.t1	A
anno1.g7240.t1	A	g3913.t1	A
anno1.g7241.t1	A	g3915.t1	A
anno1.g7242.t1	A	g3917.t1	A
anno1.g7243.t1	A	g3918.t1	A
anno1.g7244.t1	A	g3919.t1	A
anno1.g7245.t1	A	g3920.t2	A
anno1.g7247.t2	A	g2954.t1	A
anno1.g7249.t1	A	g3925.t1	A
anno1.g7250.t1	A	g3926.t1	A
anno1.g7251.t1	A	g3930.t1	A
anno1.g7215.t1	X	g2927.t1	X
anno1.g7216.t1	X	g2926.t1	X
anno1.g7217.t1	X	g2924.t1	X
anno1.g7218.t1	X	g2923.t2	X
anno1.g7219.t3	X	g2922.t1	X
anno1.g7220.t1	X	g2921.t1	X
anno1.g7223.t1	X	g2920.t1	X
anno1.g7224.t1	X	g2919.t1	X
anno1.g7225.t1	X	g2918.t1	X
anno1.g7226.t1	X	g2917.t1	X
anno1.g7227.t1	X	g12262.t1	A
anno1.g7228.t1	X	g2916.t1	X
anno1.g7229.t1	X	g2915.t1	X
anno1.g7230.t1	X	g2914.t1	X
anno1.g7231.t1	X	g2913.t1	X
anno1.g7232.t1	X	g2912.t1	X
anno1.g7188.t1	A	g937.t1	A
anno1.g7189.t1	A	g12610.t1	A
anno1.g7190.t1	A	g12611.t1	A
anno1.g7191.t1	A	g12613.t1	A
anno1.g7193.t2	A	g12614.t1	A
anno1.g7194.t1	A	g12615.t1	A
anno1.g7195.t1	A	g12616.t1	A
anno1.g7196.t1	A	g12617.t1	A
anno1.g7197.t1	A	g12618.t1	A
anno1.g7198.t9	A	g11769.t1	A
anno1.g7199.t1	A	g12620.t1	A
anno1.g7200.t1	A	g4917.t1	A
anno1.g7201.t1	A	g12621.t1	A
anno1.g7202.t1	A	g12622.t1	A
anno1.g7203.t1	A	g12623.t1	A
anno1.g7204.t4	A	g12624.t2	A
anno1.g7206.t1	A	g12627.t1	A
anno1.g7207.t1	A	g12628.t2	A
anno1.g7209.t1	A	g12630.t1	A
anno1.g7210.t1	A	g12632.t1	A
anno1.g7211.t1	A	g12633.t1	A
anno1.g7212.t1	A	g12635.t1	A
anno1.g7213.t1	A	g12636.t1	A
anno1.g7214.t1	A	g12637.t1	A
anno1.g7181.t1	A	g5137.t1	A
anno1.g7182.t1	A	g5136.t1	A
anno1.g7183.t1	A	g5135.t1	A
anno1.g7184.t2	A	g11399.t1	A
anno1.g7185.t2	A	g5134.t2	A
anno1.g7186.t1	A	g5726.t1	A
anno1.g7172.t1	A	g4180.t2	A
anno1.g7173.t1	A	g4181.t1	A
anno1.g7174.t1	A	g4182.t1	A
anno1.g7175.t1	A	g4186.t2	A
anno1.g7176.t1	A	g4187.t1	A
anno1.g7177.t1	A	g4188.t1	A
anno1.g7178.t1	A	g11055.t1	A
anno1.g7162.t1	A	g7481.t1	X
anno1.g7165.t1	A	g12026.t1	A
anno1.g7167.t3	A	g592.t2	A
anno1.g7168.t1	A	g12654.t1	A
anno1.g7169.t1	A	g591.t1	A
anno1.g7170.t1	A	g590.t1	A
anno1.g7144.t1	A	g4028.t1	A
anno1.g7145.t1	A	g6414.t2	A
anno1.g7146.t3	A	g6413.t1	A
anno1.g7148.t1	A	g6409.t2	A
anno1.g7149.t2	A	g6408.t1	A
anno1.g7150.t1	A	g6406.t1	A
anno1.g7151.t1	A	g6404.t1	A
anno1.g7152.t1	A	g6403.t1	A
anno1.g7153.t1	A	g6402.t1	A
anno1.g7154.t2	A	g6401.t2	A
anno1.g7155.t1	A	g6400.t1	A
anno1.g7156.t1	A	g6399.t1	A
anno1.g7158.t1	A	g6397.t1	A
anno1.g7159.t1	A	g6396.t1	A
anno1.g7069.t1	A	g1245.t1	A
anno1.g7070.t1	A	g1246.t1	A
anno1.g7071.t2	A	g1247.t1	A
anno1.g7072.t1	A	g1248.t1	A
anno1.g7073.t1	A	g1249.t1	A
anno1.g7074.t1	A	g1250.t1	A
anno1.g7076.t1	A	g1253.t1	A
anno1.g7077.t1	A	g1254.t1	A
anno1.g7078.t2	A	g1255.t1	A
anno1.g7079.t1	A	g1256.t1	A
anno1.g7080.t2	A	g1259.t1	A
anno1.g7081.t1	A	g1260.t1	A
anno1.g7082.t1	A	g1261.t1	A
anno1.g7083.t1	A	g1262.t1	A
anno1.g7084.t1	A	g1263.t1	A
anno1.g7085.t1	A	g1264.t2	A
anno1.g7086.t1	A	g1265.t1	A
anno1.g7087.t1	A	g1266.t1	A
anno1.g7088.t1	A	g1267.t1	A
anno1.g7089.t1	A	g1268.t1	A
anno1.g7090.t1	A	g11704.t1	A
anno1.g7091.t1	A	g1271.t1	A
anno1.g7092.t1	A	g1270.t2	A
anno1.g7093.t1	A	g1269.t1	A
anno1.g7094.t1	A	g1275.t1	A
anno1.g7095.t1	A	g1274.t1	A
anno1.g7096.t1	A	g1273.t1	A
anno1.g7097.t1	A	g1272.t1	A
anno1.g7098.t1	A	g1276.t1	A
anno1.g7099.t1	A	g11631.t1	A
anno1.g7101.t1	A	g1277.t1	A
anno1.g7102.t1	A	g1278.t1	A
anno1.g7103.t1	A	g1279.t1	A
anno1.g7104.t1	A	g1280.t1	A
anno1.g7105.t1	A	g1281.t1	A
anno1.g7108.t1	A	g1282.t1	A
anno1.g7109.t2	A	g1283.t1	A
anno1.g7110.t1	A	g1284.t1	A
anno1.g7111.t1	A	g1285.t1	A
anno1.g7112.t1	A	g3450.t1	A
anno1.g7113.t1	A	g1286.t1	A
anno1.g7114.t1	A	g1287.t2	A
anno1.g7115.t2	A	g1288.t1	A
anno1.g7117.t1	A	g1291.t1	A
anno1.g7119.t1	A	g1292.t1	A
anno1.g7120.t1	A	g1293.t1	A
anno1.g7122.t1	A	g1294.t1	A
anno1.g7124.t1	A	g1295.t1	A
anno1.g7125.t1	A	g1296.t1	A
anno1.g7127.t1	A	g1297.t1	A
anno1.g7128.t1	A	g1298.t1	A
anno1.g7130.t1	A	g1299.t1	A
anno1.g7131.t1	A	g1300.t1	A
anno1.g7132.t1	A	g1301.t1	A
anno1.g7133.t1	A	g1302.t1	A
anno1.g7134.t1	A	g1303.t1	A
anno1.g7137.t1	A	g1306.t1	A
anno1.g7138.t1	A	g1307.t1	A
anno1.g7050.t2	A	g6155.t2	A
anno1.g7051.t1	A	g6156.t1	A
anno1.g7053.t1	A	g6157.t1	A
anno1.g7054.t1	A	g6158.t1	A
anno1.g7055.t1	A	g6159.t1	A
anno1.g7056.t1	A	g6160.t2	A
anno1.g7058.t1	A	g6161.t1	A
anno1.g7059.t1	A	g6162.t1	A
anno1.g7060.t1	A	g6163.t1	A
anno1.g7061.t1	A	g6164.t1	A
anno1.g7062.t1	A	g6165.t1	A
anno1.g7063.t1	A	g6166.t1	A
anno1.g7064.t1	A	g6167.t1	A
anno1.g7065.t1	A	g6169.t1	A
anno1.g7066.t1	A	g6170.t1	A
anno1.g7067.t1	A	g6171.t1	A
anno1.g7033.t1	A	g7559.t1	A
anno1.g7035.t1	A	g7812.t1	A
anno1.g7036.t1	A	g8620.t1	A
anno1.g7038.t1	A	g7810.t1	A
anno1.g7041.t1	A	g7807.t1	A
anno1.g7045.t1	A	g7800.t1	A
anno1.g7047.t1	A	g7798.t1	A
anno1.g7020.t1	A	g530.t1	A
anno1.g7021.t1	A	g3008.t1	A
anno1.g7022.t1	A	g82.t1	A
anno1.g7024.t1	A	g529.t1	A
anno1.g7025.t1	A	g525.t1	A
anno1.g7026.t1	A	g521.t1	A
anno1.g7027.t1	A	g520.t1	A
anno1.g7031.t1	A	g9678.t1	A
anno1.g7018.t1	A	g11820.t2	A
anno1.g7019.t1	A	g11818.t1	A
anno1.g7003.t1	A	g6452.t1	A
anno1.g7004.t2	A	g6453.t3	A
anno1.g7005.t2	A	g6454.t1	A
anno1.g7008.t1	A	g6457.t1	A
anno1.g7009.t1	A	g6458.t1	A
anno1.g7010.t1	A	g6459.t1	A
anno1.g7013.t2	A	g6462.t1	A
anno1.g7015.t1	A	g1967.t1	A
anno1.g7016.t1	A	g6465.t2	A
anno1.g6992.t1	A	g8450.t1	A
anno1.g6994.t1	A	g8456.t1	A
anno1.g6995.t1	A	g8461.t1	A
anno1.g6996.t1	A	g8464.t2	A
anno1.g6997.t1	A	g8465.t1	A
anno1.g6985.t1	A	g12549.t1	A
anno1.g6986.t2	A	g8262.t2	A
anno1.g6987.t1	A	g8261.t1	A
anno1.g6989.t1	A	g8259.t1	A
anno1.g6990.t1	A	g8258.t1	A
anno1.g6979.t1	A	g8822.t1	A
anno1.g6980.t1	A	g8821.t1	A
anno1.g6981.t1	A	g8820.t1	A
anno1.g6982.t2	A	g14185.t1	A
anno1.g6983.t1	A	g8818.t1	A
anno1.g6974.t3	X	g1621.t1	X
anno1.g6975.t1	X	g1620.t1	X
anno1.g6976.t1	X	g1619.t1	X
anno1.g6977.t1	X	g1616.t1	X
anno1.g6978.t1	X	g1586.t1	X
anno1.g6911.t1	A	g4347.t1	A
anno1.g6912.t1	A	g4348.t1	A
anno1.g6913.t2	A	g4350.t2	A
anno1.g6914.t1	A	g4351.t1	A
anno1.g6915.t1	A	g4352.t1	A
anno1.g6916.t1	A	g4353.t1	A
anno1.g6917.t1	A	g4354.t1	A
anno1.g6918.t2	A	g4355.t1	A
anno1.g6919.t1	A	g4310.t1	A
anno1.g6920.t1	A	g4311.t1	A
anno1.g6921.t1	A	g4312.t1	A
anno1.g6922.t3	A	g4314.t2	A
anno1.g6923.t1	A	g4313.t1	A
anno1.g6924.t1	A	g4316.t1	A
anno1.g6925.t1	A	g4317.t1	A
anno1.g6926.t1	A	g4325.t1	A
anno1.g6928.t1	A	g4326.t1	A
anno1.g6929.t2	A	g4327.t2	A
anno1.g6930.t1	A	g4328.t1	A
anno1.g6931.t1	A	g4329.t2	A
anno1.g6932.t1	A	g4330.t1	A
anno1.g6933.t1	A	g4331.t1	A
anno1.g6934.t1	A	g4333.t1	A
anno1.g6935.t1	A	g4334.t1	A
anno1.g6936.t1	A	g4335.t1	A
anno1.g6937.t3	A	g4338.t1	A
anno1.g6938.t3	A	g4340.t1	A
anno1.g6939.t1	A	g4342.t1	A
anno1.g6940.t1	A	g4302.t2	A
anno1.g6941.t1	A	g4301.t1	A
anno1.g6942.t1	A	g4300.t1	A
anno1.g6944.t1	A	g4296.t1	A
anno1.g6945.t1	A	g4294.t1	A
anno1.g6946.t1	A	g4293.t1	A
anno1.g6947.t1	A	g4253.t1	A
anno1.g6948.t1	A	g4255.t1	A
anno1.g6949.t3	A	g4258.t1	A
anno1.g6951.t1	A	g4260.t1	A
anno1.g6952.t1	A	g4261.t1	A
anno1.g6953.t1	A	g4262.t1	A
anno1.g6954.t1	A	g4263.t1	A
anno1.g6956.t1	A	g4264.t1	A
anno1.g6957.t1	A	g4265.t1	A
anno1.g6958.t2	A	g4267.t2	A
anno1.g6959.t1	A	g11304.t1	A
anno1.g6961.t1	A	g4269.t1	A
anno1.g6962.t1	A	g4270.t1	A
anno1.g6963.t1	A	g4271.t2	A
anno1.g6964.t1	A	g4272.t1	A
anno1.g6965.t1	A	g4274.t1	A
anno1.g6966.t2	A	g4278.t1	A
anno1.g6969.t1	A	g4280.t1	A
anno1.g6971.t1	A	g4283.t1	A
anno1.g6972.t1	A	g4284.t1	A
anno1.g6973.t1	A	g4286.t1	A
anno1.g6906.t1	X	g1682.t1	X
anno1.g6907.t3	X	g1681.t5	X
anno1.g6908.t2	X	g1679.t2	X
anno1.g6909.t1	X	g1678.t1	X
anno1.g6898.t1	A	g8325.t1	A
anno1.g6900.t1	A	g7958.t2	A
anno1.g6904.t1	A	g8361.t3	A
anno1.g6882.t1	A	g12273.t1	A
anno1.g6883.t1	A	g12274.t1	A
anno1.g6884.t1	A	g12276.t1	A
anno1.g6885.t1	A	g12277.t1	A
anno1.g6886.t3	A	g12278.t2	A
anno1.g6887.t1	A	g12279.t1	A
anno1.g6888.t1	A	g12280.t1	A
anno1.g6889.t1	A	g12281.t3	A
anno1.g6890.t1	A	g12282.t1	A
anno1.g6894.t2	A	g12283.t2	A
anno1.g6878.t1	A	g14671.t2	A
anno1.g6879.t3	A	g14672.t1	A
anno1.g6874.t2	X	g1703.t2	X
anno1.g6875.t1	X	g1584.t1	X
anno1.g6876.t1	X	g1582.t1	X
anno1.g6877.t1	X	g1581.t1	X
anno1.g6860.t1	A	g3984.t1	A
anno1.g6861.t3	A	g3740.t1	A
anno1.g6862.t1	A	g3985.t1	A
anno1.g6863.t1	A	g3986.t1	A
anno1.g6864.t1	A	g3987.t1	A
anno1.g6865.t1	A	g3988.t1	A
anno1.g6866.t1	A	g3989.t2	A
anno1.g6867.t1	A	g3990.t1	A
anno1.g6868.t1	A	g446.t1	A
anno1.g6869.t1	A	g3991.t1	A
anno1.g6870.t1	A	g3992.t1	A
anno1.g6871.t1	A	g3994.t1	A
anno1.g6839.t1	A	g5608.t1	A
anno1.g6840.t1	A	g12489.t1	A
anno1.g6843.t1	A	g7658.t1	A
anno1.g6844.t1	A	g7659.t1	A
anno1.g6845.t1	A	g7660.t1	A
anno1.g6846.t1	A	g7661.t1	A
anno1.g6847.t1	A	g7662.t1	A
anno1.g6848.t1	A	g7665.t1	A
anno1.g6849.t1	A	g7666.t1	A
anno1.g6850.t1	A	g7667.t1	A
anno1.g6851.t1	A	g7668.t1	A
anno1.g6852.t1	A	g7669.t1	A
anno1.g6853.t2	A	g7670.t2	A
anno1.g6854.t4	A	g7671.t1	A
anno1.g6855.t1	A	g7672.t1	A
anno1.g6857.t1	A	g7673.t1	A
anno1.g6858.t1	A	g7674.t1	A
anno1.g6826.t1	A	g4866.t1	A
anno1.g6831.t1	A	g4864.t1	A
anno1.g6832.t1	A	g4863.t1	A
anno1.g6833.t1	A	g4862.t1	A
anno1.g6834.t1	A	g4861.t1	A
anno1.g6785.t1	A	g12710.t1	A
anno1.g6786.t1	A	g12709.t1	A
anno1.g6787.t1	A	g12708.t1	A
anno1.g6788.t2	A	g12706.t1	A
anno1.g6789.t2	A	g12705.t2	A
anno1.g6790.t1	A	g12703.t1	A
anno1.g6791.t1	A	g12704.t1	A
anno1.g6792.t1	A	g12702.t2	A
anno1.g6793.t1	A	g12701.t1	A
anno1.g6794.t2	A	g12700.t2	A
anno1.g6795.t1	A	g12699.t1	A
anno1.g6796.t1	A	g12698.t1	A
anno1.g6797.t1	A	g12696.t1	A
anno1.g6798.t1	A	g12695.t1	A
anno1.g6799.t1	A	g12694.t1	A
anno1.g6800.t1	A	g12693.t1	A
anno1.g6801.t1	A	g12692.t1	A
anno1.g6802.t2	A	g12691.t1	A
anno1.g6803.t1	A	g12690.t2	A
anno1.g6804.t1	A	g12689.t1	A
anno1.g6805.t1	A	g12688.t1	A
anno1.g6807.t1	A	g12686.t1	A
anno1.g6808.t1	A	g12685.t1	A
anno1.g6809.t1	A	g12684.t1	A
anno1.g6810.t1	A	g12683.t1	A
anno1.g6811.t2	A	g12682.t2	A
anno1.g6812.t1	A	g12681.t1	A
anno1.g6813.t1	A	g12680.t1	A
anno1.g6815.t1	A	g12679.t1	A
anno1.g6816.t1	A	g12678.t1	A
anno1.g6817.t1	A	g12676.t1	A
anno1.g6819.t1	A	g12675.t1	A
anno1.g6820.t1	A	g12674.t1	A
anno1.g6821.t1	A	g12673.t1	A
anno1.g6822.t1	A	g12667.t1	A
anno1.g6823.t1	A	g12665.t1	A
anno1.g6777.t1	A	g127.t1	A
anno1.g6778.t1	A	g126.t1	A
anno1.g6779.t1	A	g125.t1	A
anno1.g6780.t1	A	g122.t1	A
anno1.g6781.t1	A	g121.t1	A
anno1.g6782.t1	A	g120.t1	A
anno1.g6783.t1	A	g119.t1	A
anno1.g6774.t1	X	g2928.t1	X
anno1.g6775.t1	X	g2929.t1	X
anno1.g6776.t1	X	g14355.t1	X
anno1.g6757.t1	A	g11170.t1	A
anno1.g6758.t1	A	g11169.t1	A
anno1.g6760.t1	A	g11168.t1	A
anno1.g6761.t1	A	g11167.t1	A
anno1.g6762.t1	A	g11166.t1	A
anno1.g6763.t1	A	g11165.t1	A
anno1.g6764.t1	A	g11164.t1	A
anno1.g6766.t1	A	g8617.t1	A
anno1.g6767.t1	A	g11163.t1	A
anno1.g6768.t1	A	g11161.t1	A
anno1.g6769.t1	A	g11162.t1	A
anno1.g6770.t1	A	g11160.t1	A
anno1.g6771.t1	A	g11159.t1	A
anno1.g6755.t1	A	g8842.t1	A
anno1.g6747.t2	A	g3241.t1	A
anno1.g6751.t1	A	g3259.t1	A
anno1.g6752.t1	A	g3260.t1	A
anno1.g6753.t2	A	g3261.t2	A
anno1.g6754.t3	A	g3262.t1	A
anno1.g6742.t1	A	g13399.t1	A
anno1.g6744.t1	A	g13397.t1	A
anno1.g6745.t1	A	g13396.t1	A
anno1.g6719.t1	A	g10338.t1	A
anno1.g6720.t1	A	g10337.t1	A
anno1.g6721.t2	A	g10336.t2	A
anno1.g6722.t1	A	g10335.t1	A
anno1.g6726.t1	A	g10333.t1	A
anno1.g6727.t1	A	g10331.t1	A
anno1.g6728.t1	A	g10330.t1	A
anno1.g6729.t1	A	g10329.t1	A
anno1.g6731.t1	A	g10328.t1	A
anno1.g6732.t1	A	g10327.t1	A
anno1.g6733.t8	A	g10326.t1	A
anno1.g6734.t1	A	g10325.t1	A
anno1.g6735.t1	A	g10324.t1	A
anno1.g6736.t1	A	g10323.t1	A
anno1.g6737.t1	A	g10322.t1	A
anno1.g6738.t1	A	g10321.t1	A
anno1.g6739.t1	A	g10319.t1	A
anno1.g6740.t1	A	g10318.t2	A
anno1.g6698.t1	A	g857.t2	A
anno1.g6700.t1	A	g858.t1	A
anno1.g6701.t1	A	g879.t1	A
anno1.g6702.t1	A	g874.t1	A
anno1.g6703.t2	A	g875.t1	A
anno1.g6704.t2	A	g876.t2	A
anno1.g6706.t1	A	g877.t2	A
anno1.g6708.t1	A	g873.t1	A
anno1.g6709.t1	A	g872.t1	A
anno1.g6711.t1	A	g870.t1	A
anno1.g6713.t1	A	g869.t2	A
anno1.g6714.t1	A	g868.t1	A
anno1.g6676.t1	A	g6834.t1	A
anno1.g6677.t1	A	g6993.t1	A
anno1.g6678.t1	A	g6992.t1	A
anno1.g6679.t1	A	g6991.t1	A
anno1.g6680.t1	A	g6990.t1	A
anno1.g6681.t1	A	g6989.t1	A
anno1.g6682.t1	A	g6987.t1	A
anno1.g6683.t1	A	g6986.t1	A
anno1.g6684.t1	A	g6984.t1	A
anno1.g6685.t1	A	g6983.t1	A
anno1.g6686.t1	A	g6982.t1	A
anno1.g6687.t1	A	g6981.t1	A
anno1.g6688.t1	A	g6980.t1	A
anno1.g6689.t1	A	g6978.t1	A
anno1.g6690.t1	A	g6977.t1	A
anno1.g6691.t1	A	g6976.t1	A
anno1.g6692.t1	A	g6975.t1	A
anno1.g6693.t1	A	g6974.t1	A
anno1.g6694.t1	A	g6971.t1	A
anno1.g6695.t4	A	g6969.t1	A
anno1.g6696.t1	A	g6966.t1	A
anno1.g6697.t1	A	g6967.t1	A
anno1.g6606.t1	A	g399.t1	A
anno1.g6607.t1	A	g400.t1	A
anno1.g6608.t1	A	g8762.t1	A
anno1.g6609.t1	A	g395.t1	A
anno1.g6610.t1	A	g402.t1	A
anno1.g6611.t1	A	g403.t1	A
anno1.g6612.t1	A	g404.t1	A
anno1.g6613.t1	A	g405.t1	A
anno1.g6614.t1	A	g406.t1	A
anno1.g6615.t2	A	g407.t1	A
anno1.g6616.t1	A	g408.t1	A
anno1.g6618.t2	A	g410.t2	A
anno1.g6619.t1	A	g411.t1	A
anno1.g6620.t1	A	g412.t1	A
anno1.g6621.t1	A	g415.t1	A
anno1.g6622.t1	A	g420.t1	A
anno1.g6623.t1	A	g419.t1	A
anno1.g6625.t1	A	g421.t1	A
anno1.g6626.t1	A	g422.t1	A
anno1.g6627.t1	A	g423.t1	A
anno1.g6628.t1	A	g424.t1	A
anno1.g6629.t1	A	g425.t1	A
anno1.g6630.t1	A	g426.t1	A
anno1.g6631.t3	A	g427.t4	A
anno1.g6632.t1	A	g428.t1	A
anno1.g6633.t2	A	g429.t1	A
anno1.g6634.t1	A	g430.t1	A
anno1.g6635.t1	A	g431.t1	A
anno1.g6636.t1	A	g471.t1	A
anno1.g6637.t1	A	g470.t1	A
anno1.g6638.t1	A	g469.t1	A
anno1.g6640.t2	A	g468.t1	A
anno1.g6641.t2	A	g467.t1	A
anno1.g6642.t1	A	g466.t1	A
anno1.g6643.t1	A	g465.t1	A
anno1.g6644.t2	A	g464.t1	A
anno1.g6645.t1	A	g514.t1	A
anno1.g6646.t1	A	g513.t1	A
anno1.g6647.t1	A	g512.t1	A
anno1.g6648.t1	A	g511.t1	A
anno1.g6649.t2	A	g510.t2	A
anno1.g6650.t1	A	g509.t1	A
anno1.g6651.t1	A	g508.t1	A
anno1.g6652.t1	A	g507.t1	A
anno1.g6653.t1	A	g505.t1	A
anno1.g6654.t1	A	g504.t1	A
anno1.g6655.t2	A	g503.t1	A
anno1.g6656.t1	A	g502.t1	A
anno1.g6657.t1	A	g501.t1	A
anno1.g6658.t1	A	g500.t1	A
anno1.g6659.t1	A	g498.t1	A
anno1.g6660.t2	A	g497.t2	A
anno1.g6661.t1	A	g496.t1	A
anno1.g6662.t2	A	g495.t1	A
anno1.g6663.t3	A	g494.t2	A
anno1.g6664.t1	A	g493.t1	A
anno1.g6665.t1	A	g492.t1	A
anno1.g6666.t2	A	g487.t1	A
anno1.g6667.t1	A	g489.t2	A
anno1.g6670.t1	A	g484.t1	A
anno1.g6671.t1	A	g483.t1	A
anno1.g6673.t1	A	g482.t1	A
anno1.g6674.t1	A	g481.t1	A
anno1.g6604.t1	A	g971.t3	A
anno1.g6592.t1	A	g177.t1	A
anno1.g6593.t1	A	g175.t1	A
anno1.g6594.t1	A	g174.t1	A
anno1.g6595.t1	A	g173.t1	A
anno1.g6596.t1	A	g172.t1	A
anno1.g6597.t2	A	g171.t1	A
anno1.g6598.t1	A	g170.t1	A
anno1.g6599.t1	A	g47.t1	A
anno1.g6600.t4	A	g169.t1	A
anno1.g6591.t1	A	g5907.t1	A
anno1.g6582.t2	A	g6040.t1	A
anno1.g6583.t1	A	g6039.t1	A
anno1.g6584.t1	A	g6037.t1	A
anno1.g6570.t1	A	g1848.t1	A
anno1.g6572.t2	A	g1850.t2	A
anno1.g6574.t1	A	g1852.t3	A
anno1.g6575.t1	A	g1854.t1	A
anno1.g6576.t1	A	g1855.t1	A
anno1.g6577.t1	A	g1856.t1	A
anno1.g6578.t1	A	g1857.t1	A
anno1.g6579.t1	A	g1858.t1	A
anno1.g6580.t1	A	g1859.t1	A
anno1.g6581.t1	A	g1860.t1	A
anno1.g6536.t1	A	g8505.t1	A
anno1.g6537.t1	A	g900.t1	A
anno1.g6538.t1	A	g901.t1	A
anno1.g6539.t1	A	g902.t1	A
anno1.g6540.t1	A	g904.t1	A
anno1.g6542.t1	A	g907.t1	A
anno1.g6544.t1	A	g2792.t1	X
anno1.g6545.t1	A	g909.t1	A
anno1.g6547.t2	A	g911.t1	A
anno1.g6548.t1	A	g912.t1	A
anno1.g6550.t2	A	g913.t1	A
anno1.g6551.t1	A	g914.t1	A
anno1.g6553.t1	A	g915.t2	A
anno1.g6554.t1	A	g917.t1	A
anno1.g6556.t1	A	g918.t1	A
anno1.g6557.t1	A	g919.t1	A
anno1.g6558.t3	A	g920.t2	A
anno1.g6559.t1	A	g921.t1	A
anno1.g6561.t1	A	g922.t1	A
anno1.g6562.t1	A	g923.t1	A
anno1.g6563.t2	A	g924.t1	A
anno1.g6564.t1	A	g926.t1	A
anno1.g6565.t1	A	g927.t2	A
anno1.g6566.t1	A	g930.t2	A
anno1.g6567.t1	A	g10876.t1	A
anno1.g6522.t2	A	g1065.t1	A
anno1.g6523.t1	A	g1066.t1	A
anno1.g6524.t1	A	g1067.t1	A
anno1.g6528.t1	A	g1068.t1	A
anno1.g6529.t1	A	g1070.t2	A
anno1.g6530.t1	A	g1071.t1	A
anno1.g6531.t1	A	g1072.t1	A
anno1.g6532.t1	A	g1073.t1	A
anno1.g6501.t1	A	g14586.t1	A
anno1.g6502.t3	A	g14585.t2	A
anno1.g6503.t1	A	g14584.t1	A
anno1.g6504.t1	A	g14583.t1	A
anno1.g6505.t1	A	g14581.t1	A
anno1.g6506.t1	A	g14580.t1	A
anno1.g6507.t2	A	g14579.t2	A
anno1.g6508.t2	A	g14578.t2	A
anno1.g6509.t1	A	g14577.t1	A
anno1.g6510.t1	A	g14574.t1	A
anno1.g6511.t1	A	g14573.t1	A
anno1.g6512.t1	A	g14572.t1	A
anno1.g6515.t1	A	g14570.t1	A
anno1.g6516.t2	A	g14571.t1	A
anno1.g6499.t1	A	g14716.t1	A
anno1.g6483.t1	X	g1599.t1	X
anno1.g6484.t1	X	g1601.t2	X
anno1.g6487.t1	X	g1602.t1	X
anno1.g6488.t1	X	g1603.t1	X
anno1.g6489.t1	X	g1604.t1	X
anno1.g6490.t1	X	g1605.t1	X
anno1.g6491.t1	X	g1606.t2	X
anno1.g6492.t1	X	g1607.t1	X
anno1.g6493.t1	X	g1608.t2	X
anno1.g6458.t2	X	g1561.t1	X
anno1.g6461.t1	X	g6677.t1	A
anno1.g6463.t3	X	g1560.t1	X
anno1.g6464.t2	X	g1558.t1	X
anno1.g6465.t3	X	g1555.t1	X
anno1.g6467.t1	X	g1554.t1	X
anno1.g6468.t1	X	g1552.t1	X
anno1.g6469.t1	X	g1551.t1	X
anno1.g6470.t1	X	g1549.t1	X
anno1.g6471.t1	X	g1539.t2	X
anno1.g6472.t2	X	g1540.t1	X
anno1.g6473.t1	X	g1541.t1	X
anno1.g6475.t1	X	g1542.t1	X
anno1.g6476.t1	X	g1543.t1	X
anno1.g6477.t1	X	g1544.t1	X
anno1.g6478.t1	X	g1545.t1	X
anno1.g6479.t1	X	g1546.t1	X
anno1.g6432.t1	A	g7120.t1	A
anno1.g6433.t1	A	g7121.t1	A
anno1.g6434.t1	A	g7122.t1	A
anno1.g6435.t1	A	g7123.t2	A
anno1.g6437.t1	A	g7124.t1	A
anno1.g6438.t1	A	g7125.t1	A
anno1.g6439.t1	A	g7126.t1	A
anno1.g6440.t1	A	g7127.t1	A
anno1.g6441.t1	A	g7130.t1	A
anno1.g6442.t1	A	g7128.t1	A
anno1.g6443.t1	A	g7131.t1	A
anno1.g6444.t1	A	g7132.t1	A
