C_maculatus	chromosome	B_varius	chromosome
g14763.t1	A	anno1.g1967.t1	A
g14764.t1	A	anno1.g1968.t1	A
g14765.t1	A	anno1.g1969.t1	A
g14766.t1	A	anno1.g1970.t1	A
g14767.t1	A	anno1.g1973.t1	A
g14769.t1	A	anno1.g1972.t1	A
g14770.t1	A	anno1.g1971.t1	A
g14772.t2	A	anno1.g1974.t1	A
g14774.t2	A	anno1.g1978.t2	A
g14775.t2	A	anno1.g1979.t1	A
g14777.t1	A	anno1.g1981.t1	A
g14779.t1	A	anno1.g1982.t1	A
g1388.t1	X	anno1.g11815.t1	X
g1390.t1	X	anno1.g11859.t1	X
g1392.t1	X	anno1.g11861.t1	X
g1393.t1	X	anno1.g11853.t1	X
g1394.t1	X	anno1.g11849.t1	X
g1396.t2	X	anno1.g12195.t1	X
g1397.t1	X	anno1.g11901.t1	X
g1398.t1	X	anno1.g11902.t2	X
g1399.t2	X	anno1.g11903.t2	X
g1400.t1	X	anno1.g11904.t3	X
g1401.t1	X	anno1.g11905.t1	X
g1402.t1	X	anno1.g11906.t1	X
g1403.t1	X	anno1.g11907.t1	X
g1404.t2	X	anno1.g11991.t1	X
g1405.t2	X	anno1.g11990.t1	X
g1406.t1	X	anno1.g11989.t1	X
g1407.t2	X	anno1.g11988.t1	X
g1408.t2	X	anno1.g12135.t2	X
g1410.t1	X	anno1.g12136.t1	X
g1413.t1	X	anno1.g12137.t1	X
g1416.t1	X	anno1.g12139.t1	X
g1418.t1	X	anno1.g2712.t1	A
g1419.t1	X	anno1.g12140.t1	X
g1421.t3	X	anno1.g12141.t3	X
g1422.t1	X	anno1.g12142.t1	X
g1423.t1	X	anno1.g12143.t1	X
g1424.t1	X	anno1.g12144.t1	X
g1428.t1	X	anno1.g12148.t1	X
g1429.t1	X	anno1.g12150.t1	X
g1430.t1	X	anno1.g12151.t1	X
g1431.t1	X	anno1.g12152.t1	X
g1432.t1	X	anno1.g12153.t1	X
g1433.t1	X	anno1.g12154.t1	X
g1434.t1	X	anno1.g11892.t1	X
g1435.t1	X	anno1.g11891.t1	X
g1436.t1	X	anno1.g11890.t2	X
g1437.t1	X	anno1.g11888.t1	X
g1438.t1	X	anno1.g12158.t2	X
g1439.t1	X	anno1.g12157.t1	X
g1440.t1	X	anno1.g11984.t1	X
g1441.t1	X	anno1.g11983.t1	X
g1442.t1	X	anno1.g11982.t1	X
g1448.t1	X	anno1.g12288.t1	X
g1449.t1	X	anno1.g12289.t1	X
g1450.t1	X	anno1.g12290.t1	X
g1451.t1	X	anno1.g12299.t1	X
g1453.t1	X	anno1.g12295.t1	X
g1454.t1	X	anno1.g12294.t1	X
g1458.t1	X	anno1.g12302.t1	X
g1459.t1	X	anno1.g12303.t1	X
g1460.t1	X	anno1.g12304.t1	X
g1461.t1	X	anno1.g12305.t1	X
g1463.t1	X	anno1.g12306.t1	X
g1464.t1	X	anno1.g12307.t1	X
g1466.t1	X	anno1.g12309.t1	X
g1467.t1	X	anno1.g12311.t1	X
g1469.t1	X	anno1.g12312.t1	X
g1470.t1	X	anno1.g12324.t1	X
g1472.t1	X	anno1.g12322.t1	X
g1473.t1	X	anno1.g12321.t1	X
g1474.t1	X	anno1.g12320.t1	X
g1475.t1	X	anno1.g12319.t1	X
g1476.t1	X	anno1.g12318.t1	X
g1477.t1	X	anno1.g12317.t2	X
g1478.t1	X	anno1.g12315.t1	X
g1480.t1	X	anno1.g12314.t1	X
g1481.t1	X	anno1.g12313.t1	X
g1482.t2	X	anno1.g12326.t1	X
g1483.t1	X	anno1.g12325.t1	X
g1484.t1	X	anno1.g2017.t2	A
g1485.t1	X	anno1.g12194.t1	X
g1487.t1	X	anno1.g12193.t1	X
g1488.t1	X	anno1.g12192.t1	X
g1489.t1	X	anno1.g12191.t1	X
g1490.t1	X	anno1.g12190.t1	X
g1491.t1	X	anno1.g12189.t1	X
g1492.t1	X	anno1.g12188.t1	X
g1493.t1	X	anno1.g12187.t1	X
g1494.t1	X	anno1.g12186.t1	X
g1495.t1	X	anno1.g12185.t1	X
g1496.t1	X	anno1.g12227.t1	X
g1498.t1	X	anno1.g12225.t1	X
g1499.t2	X	anno1.g12224.t1	X
g1500.t1	X	anno1.g12223.t2	X
g1502.t1	X	anno1.g12222.t1	X
g1504.t1	X	anno1.g12221.t1	X
g1505.t1	X	anno1.g12220.t1	X
g1506.t1	X	anno1.g12219.t1	X
g1507.t1	X	anno1.g12218.t1	X
g1509.t1	X	anno1.g12216.t1	X
g1510.t1	X	anno1.g12213.t1	X
g1511.t2	X	anno1.g12212.t1	X
g1512.t1	X	anno1.g12211.t1	X
g1513.t1	X	anno1.g12207.t1	X
g1514.t2	X	anno1.g12206.t1	X
g1515.t1	X	anno1.g12205.t1	X
g1516.t1	X	anno1.g12204.t1	X
g1517.t1	X	anno1.g12202.t1	X
g1518.t1	X	anno1.g12200.t1	X
g1519.t3	X	anno1.g12199.t3	X
g1520.t1	X	anno1.g12198.t1	X
g1521.t1	X	anno1.g12197.t1	X
g1522.t2	X	anno1.g11929.t1	X
g1523.t1	X	anno1.g11930.t1	X
g1524.t1	X	anno1.g11931.t2	X
g1525.t1	X	anno1.g11932.t1	X
g1526.t1	X	anno1.g11933.t1	X
g1527.t2	X	anno1.g11934.t1	X
g1528.t1	X	anno1.g11935.t2	X
g1529.t2	X	anno1.g11936.t2	X
g1530.t1	X	anno1.g11938.t1	X
g1531.t2	X	anno1.g11939.t1	X
g1532.t1	X	anno1.g11940.t1	X
g1533.t2	X	anno1.g11941.t2	X
g1534.t1	X	anno1.g11942.t1	X
g1535.t1	X	anno1.g12283.t1	X
g1536.t1	X	anno1.g12282.t1	X
g1537.t1	X	anno1.g12281.t1	X
g1538.t1	X	anno1.g11985.t1	X
g1539.t2	X	anno1.g11987.t1	X
g1540.t1	X	anno1.g12134.t1	X
g1541.t1	X	anno1.g12133.t1	X
g1542.t1	X	anno1.g12132.t1	X
g1543.t1	X	anno1.g12131.t1	X
g1544.t1	X	anno1.g12130.t1	X
g1545.t1	X	anno1.g12129.t1	X
g1546.t1	X	anno1.g12128.t1	X
g1547.t1	X	anno1.g12127.t1	X
g1548.t1	X	anno1.g12126.t1	X
g1549.t1	X	anno1.g12125.t1	X
g1551.t1	X	anno1.g12124.t1	X
g1552.t1	X	anno1.g12123.t1	X
g1553.t1	X	anno1.g12122.t1	X
g1554.t1	X	anno1.g12121.t1	X
g1555.t1	X	anno1.g12119.t3	X
g1556.t1	X	anno1.g12120.t1	X
g1558.t1	X	anno1.g12118.t1	X
g1560.t1	X	anno1.g12116.t1	X
g1561.t1	X	anno1.g12115.t1	X
g1562.t1	X	anno1.g12114.t1	X
g1563.t1	X	anno1.g12113.t2	X
g1565.t1	X	anno1.g12112.t1	X
g1566.t1	X	anno1.g12111.t1	X
g1567.t2	X	anno1.g12110.t1	X
g1568.t1	X	anno1.g11993.t1	X
g1569.t1	X	anno1.g11994.t1	X
g1570.t1	X	anno1.g11995.t1	X
g1572.t1	X	anno1.g11997.t1	X
g1573.t1	X	anno1.g11998.t1	X
g1575.t2	X	anno1.g12001.t2	X
g1576.t1	X	anno1.g12002.t1	X
g1577.t1	X	anno1.g12003.t1	X
g1578.t1	X	anno1.g12004.t2	X
g1579.t1	X	anno1.g12005.t1	X
g1580.t1	X	anno1.g12006.t1	X
g1581.t1	X	anno1.g12007.t1	X
g1582.t1	X	anno1.g12008.t1	X
g1583.t1	X	anno1.g12009.t2	X
g1584.t1	X	anno1.g12010.t1	X
g1585.t1	X	anno1.g11844.t1	X
g1586.t1	X	anno1.g12051.t1	X
g1587.t1	X	anno1.g12050.t1	X
g1588.t2	X	anno1.g12049.t4	X
g1589.t1	X	anno1.g12048.t1	X
g1590.t1	X	anno1.g12047.t1	X
g1592.t1	X	anno1.g12046.t1	X
g1594.t1	X	anno1.g12045.t1	X
g1595.t2	X	anno1.g12044.t2	X
g1596.t1	X	anno1.g12043.t1	X
g1597.t1	X	anno1.g12042.t3	X
g1598.t1	X	anno1.g12041.t2	X
g1599.t1	X	anno1.g12040.t1	X
g1600.t1	X	anno1.g8208.t1	A
g1601.t2	X	anno1.g12039.t1	X
g1602.t1	X	anno1.g12038.t1	X
g1603.t1	X	anno1.g12037.t1	X
g1604.t1	X	anno1.g12036.t2	X
g1605.t1	X	anno1.g12035.t1	X
g1606.t2	X	anno1.g12034.t1	X
g1607.t1	X	anno1.g12033.t1	X
g1608.t2	X	anno1.g12032.t1	X
g1609.t1	X	anno1.g12031.t2	X
g1610.t1	X	anno1.g12030.t1	X
g1611.t1	X	anno1.g12029.t1	X
g1612.t1	X	anno1.g12028.t1	X
g1613.t1	X	anno1.g12027.t1	X
g1614.t1	X	anno1.g12026.t1	X
g1615.t1	X	anno1.g12025.t1	X
g1616.t1	X	anno1.g12052.t1	X
g1619.t1	X	anno1.g12053.t1	X
g1620.t1	X	anno1.g12054.t1	X
g1621.t1	X	anno1.g12055.t1	X
g1622.t1	X	anno1.g12056.t1	X
g1623.t2	X	anno1.g12057.t2	X
g1624.t1	X	anno1.g12058.t2	X
g1625.t1	X	anno1.g12059.t1	X
g1626.t1	X	anno1.g12061.t1	X
g1627.t2	X	anno1.g12062.t1	X
g1628.t1	X	anno1.g12063.t1	X
g1630.t1	X	anno1.g12064.t1	X
g1631.t1	X	anno1.g12065.t1	X
g1632.t1	X	anno1.g12066.t1	X
g1636.t1	X	anno1.g12067.t1	X
g1638.t1	X	anno1.g12069.t1	X
g1640.t1	X	anno1.g12070.t2	X
g1641.t1	X	anno1.g9672.t1	A
g1643.t3	X	anno1.g12072.t3	X
g1644.t1	X	anno1.g12074.t1	X
g1645.t1	X	anno1.g12075.t2	X
g1646.t2	X	anno1.g12076.t2	X
g1647.t2	X	anno1.g12077.t2	X
g1648.t1	X	anno1.g12078.t1	X
g1649.t1	X	anno1.g12079.t1	X
g1650.t2	X	anno1.g12011.t1	X
g1651.t1	X	anno1.g12012.t1	X
g1654.t1	X	anno1.g12013.t1	X
g1655.t1	X	anno1.g12014.t1	X
g1656.t3	X	anno1.g12015.t5	X
g1658.t1	X	anno1.g12016.t1	X
g1659.t1	X	anno1.g12017.t2	X
g1660.t1	X	anno1.g12018.t1	X
g1661.t2	X	anno1.g12019.t1	X
g1662.t1	X	anno1.g12020.t1	X
g1663.t1	X	anno1.g12021.t1	X
g1664.t1	X	anno1.g12022.t1	X
g1665.t1	X	anno1.g12023.t1	X
g1666.t1	X	anno1.g12024.t1	X
g1667.t2	X	anno1.g11928.t2	X
g1668.t1	X	anno1.g11927.t1	X
g1669.t1	X	anno1.g11926.t1	X
g1670.t1	X	anno1.g11925.t1	X
g1671.t1	X	anno1.g11924.t1	X
g1672.t1	X	anno1.g11923.t1	X
g1673.t1	X	anno1.g11922.t1	X
g1676.t1	X	anno1.g11921.t2	X
g1677.t1	X	anno1.g11920.t1	X
g1678.t1	X	anno1.g11919.t1	X
g1679.t2	X	anno1.g11918.t2	X
g1681.t5	X	anno1.g11916.t4	X
g1682.t1	X	anno1.g11915.t1	X
g1683.t3	X	anno1.g11914.t2	X
g1684.t1	X	anno1.g11913.t2	X
g1685.t1	X	anno1.g11911.t1	X
g1686.t1	X	anno1.g11910.t1	X
g1687.t2	X	anno1.g12287.t1	X
g1688.t1	X	anno1.g11840.t1	X
g1689.t1	X	anno1.g12390.t1	Y
g1690.t1	X	anno1.g11834.t3	X
g1691.t1	X	anno1.g11836.t1	X
g1692.t1	X	anno1.g11857.t1	X
g1694.t2	X	anno1.g12285.t2	X
g1695.t3	X	anno1.g12286.t4	X
g1696.t1	X	anno1.g11845.t1	X
g1697.t1	X	anno1.g11852.t1	X
g1699.t1	X	anno1.g11843.t2	X
g1700.t1	X	anno1.g11851.t1	X
g1701.t2	X	anno1.g11850.t1	X
g1702.t1	X	anno1.g11855.t1	X
g1703.t2	X	anno1.g12284.t1	X
g1705.t1	X	anno1.g12081.t1	X
g1707.t3	X	anno1.g12082.t1	X
g1708.t1	X	anno1.g12083.t1	X
g1709.t3	X	anno1.g12084.t1	X
g1710.t1	X	anno1.g12085.t1	X
g1711.t1	X	anno1.g12086.t1	X
g1712.t1	X	anno1.g12087.t3	X
g1713.t1	X	anno1.g12088.t1	X
g1714.t1	X	anno1.g12090.t1	X
g1715.t1	X	anno1.g12091.t1	X
g1716.t1	X	anno1.g12092.t2	X
g1717.t1	X	anno1.g12093.t1	X
g1718.t1	X	anno1.g12094.t1	X
g1719.t1	X	anno1.g12095.t1	X
g1720.t1	X	anno1.g12096.t1	X
g1721.t1	X	anno1.g12097.t1	X
g1722.t1	X	anno1.g12098.t1	X
g1723.t1	X	anno1.g12099.t1	X
g1724.t1	X	anno1.g12100.t1	X
g1726.t1	X	anno1.g12101.t1	X
g1727.t1	X	anno1.g12102.t1	X
g1729.t1	X	anno1.g12104.t1	X
g1731.t1	X	anno1.g12105.t1	X
g1732.t1	X	anno1.g12359.t1	Y
g1733.t1	X	anno1.g12107.t1	X
g1734.t1	X	anno1.g12108.t1	X
g1735.t1	X	anno1.g12109.t1	X
g1736.t1	X	anno1.g11992.t1	X
g1737.t1	X	anno1.g11908.t1	X
g1738.t1	X	anno1.g11909.t1	X
g1824.t1	A	anno1.g1135.t2	A
g1826.t1	A	anno1.g1387.t1	A
g1827.t2	A	anno1.g1388.t2	A
g1832.t2	A	anno1.g1390.t1	A
g1835.t1	A	anno1.g1391.t1	A
g1836.t1	A	anno1.g1393.t1	A
g1839.t3	A	anno1.g1397.t3	A
g1843.t2	A	anno1.g1400.t1	A
g1844.t1	A	anno1.g1401.t1	A
g1845.t1	A	anno1.g1402.t1	A
g1846.t1	A	anno1.g1403.t1	A
g1848.t1	A	anno1.g1159.t1	A
g1850.t2	A	anno1.g1161.t2	A
g1852.t3	A	anno1.g1164.t1	A
g1853.t1	A	anno1.g1162.t1	A
g1854.t1	A	anno1.g1166.t1	A
g1855.t1	A	anno1.g1172.t1	A
g1856.t1	A	anno1.g1169.t1	A
g1857.t1	A	anno1.g1171.t1	A
g1858.t1	A	anno1.g1173.t1	A
g1859.t1	A	anno1.g1174.t1	A
g1860.t1	A	anno1.g1175.t1	A
g1862.t1	A	anno1.g1177.t1	A
g1863.t1	A	anno1.g1178.t1	A
g1864.t1	A	anno1.g1179.t1	A
g1865.t1	A	anno1.g1180.t1	A
g1866.t1	A	anno1.g1181.t1	A
g1867.t2	A	anno1.g1182.t1	A
g1868.t1	A	anno1.g1183.t1	A
g1870.t1	A	anno1.g1184.t1	A
g1872.t1	A	anno1.g1186.t1	A
g1873.t1	A	anno1.g1187.t1	A
g1875.t1	A	anno1.g1188.t1	A
g1876.t1	A	anno1.g1189.t1	A
g1877.t1	A	anno1.g1191.t1	A
g1878.t1	A	anno1.g1192.t1	A
g1883.t1	A	anno1.g4325.t1	A
g1884.t1	A	anno1.g1615.t1	A
g1904.t1	A	anno1.g12393.t1	Y
g1907.t1	A	anno1.g11690.t1	X
g1927.t1	A	anno1.g11568.t1	X
g1933.t1	A	anno1.g11767.t1	X
g1946.t1	A	anno1.g4295.t1	A
g1952.t1	A	anno1.g9480.t1	A
g1955.t1	A	anno1.g11638.t1	X
g1959.t1	A	anno1.g4075.t1	A
g1970.t1	A	anno1.g4514.t1	A
g1971.t1	A	anno1.g11700.t1	X
g1973.t1	A	anno1.g4546.t1	A
g2022.t1	A	anno1.g5000.t1	A
g2036.t1	A	anno1.g1999.t1	A
g2037.t1	A	anno1.g1193.t1	A
g2038.t1	A	anno1.g1194.t1	A
g2040.t1	A	anno1.g1196.t1	A
g2041.t1	A	anno1.g1197.t1	A
g2042.t1	A	anno1.g1198.t1	A
g2043.t1	A	anno1.g1199.t1	A
g2044.t2	A	anno1.g1851.t2	A
g2045.t1	A	anno1.g1850.t1	A
g2047.t1	A	anno1.g1849.t1	A
g2048.t3	A	anno1.g1848.t1	A
g2049.t1	A	anno1.g1847.t2	A
g2050.t1	A	anno1.g1846.t2	A
g2053.t1	A	anno1.g1843.t1	A
g2058.t1	A	anno1.g1841.t1	A
g2061.t1	A	anno1.g1838.t1	A
g2067.t1	A	anno1.g2366.t1	A
g2068.t1	A	anno1.g1832.t1	A
g2069.t1	A	anno1.g1829.t1	A
g2070.t1	A	anno1.g1831.t1	A
g2071.t1	A	anno1.g1830.t1	A
g2072.t1	A	anno1.g1826.t1	A
g2073.t1	A	anno1.g1825.t1	A
g2074.t1	A	anno1.g1835.t1	A
g2078.t1	A	anno1.g1837.t1	A
g2080.t1	A	anno1.g1839.t1	A
g2081.t1	A	anno1.g1840.t1	A
g2083.t1	A	anno1.g1824.t1	A
g2084.t1	A	anno1.g1823.t1	A
g2085.t1	A	anno1.g1822.t1	A
g2086.t1	A	anno1.g1821.t1	A
g2087.t1	A	anno1.g1820.t1	A
g2088.t1	A	anno1.g1819.t1	A
g2090.t1	A	anno1.g1818.t2	A
g2091.t1	A	anno1.g1817.t1	A
g2092.t1	A	anno1.g1816.t1	A
g2093.t3	A	anno1.g1815.t1	A
g2094.t1	A	anno1.g1814.t1	A
g2097.t1	A	anno1.g1813.t1	A
g2098.t1	A	anno1.g1812.t1	A
g2099.t2	A	anno1.g1811.t1	A
g2100.t1	A	anno1.g1810.t1	A
g2101.t1	A	anno1.g1809.t1	A
g2102.t1	A	anno1.g1808.t1	A
g2103.t2	A	anno1.g1807.t2	A
g2104.t1	A	anno1.g1806.t1	A
g2107.t1	A	anno1.g1805.t1	A
g2108.t1	A	anno1.g1803.t1	A
g2109.t1	A	anno1.g1802.t2	A
g2110.t1	A	anno1.g1801.t1	A
g2113.t1	A	anno1.g1800.t1	A
g2114.t2	A	anno1.g1799.t1	A
g2115.t1	A	anno1.g1798.t1	A
g2117.t1	A	anno1.g1797.t1	A
g2118.t1	A	anno1.g1796.t1	A
g2119.t1	A	anno1.g1795.t1	A
g2122.t1	A	anno1.g1793.t1	A
g2123.t1	A	anno1.g1792.t1	A
g2124.t1	A	anno1.g1791.t1	A
g2125.t1	A	anno1.g1789.t1	A
g2126.t1	A	anno1.g1786.t2	A
g2127.t1	A	anno1.g1785.t3	A
g2128.t2	A	anno1.g1784.t1	A
g2129.t1	A	anno1.g1783.t1	A
g2131.t1	A	anno1.g1782.t1	A
g2132.t10	A	anno1.g1781.t5	A
g2134.t1	A	anno1.g1780.t1	A
g2136.t1	A	anno1.g1779.t1	A
g2137.t1	A	anno1.g1778.t1	A
g2140.t2	A	anno1.g1777.t1	A
g2141.t1	A	anno1.g1776.t1	A
g2143.t1	A	anno1.g1775.t1	A
g2144.t1	A	anno1.g1774.t1	A
g2145.t1	A	anno1.g1773.t1	A
g2146.t1	A	anno1.g1772.t1	A
g2147.t1	A	anno1.g1771.t1	A
g2148.t1	A	anno1.g1770.t1	A
g2149.t2	A	anno1.g1769.t1	A
g2151.t1	A	anno1.g1768.t1	A
g2153.t2	A	anno1.g1767.t2	A
g2156.t1	A	anno1.g1766.t1	A
g2157.t1	A	anno1.g1765.t1	A
g2158.t2	A	anno1.g1764.t1	A
g2162.t4	A	anno1.g1760.t1	A
g2164.t1	A	anno1.g1759.t1	A
g2165.t1	A	anno1.g1758.t1	A
g2166.t1	A	anno1.g1757.t1	A
g2167.t2	A	anno1.g1756.t1	A
g2168.t1	A	anno1.g1755.t1	A
g2172.t1	A	anno1.g1754.t1	A
g2173.t1	A	anno1.g1753.t1	A
g2174.t2	A	anno1.g1752.t2	A
g2176.t1	A	anno1.g1750.t1	A
g2178.t1	A	anno1.g1748.t1	A
g2179.t1	A	anno1.g1747.t1	A
g2180.t1	A	anno1.g1745.t1	A
g2181.t1	A	anno1.g585.t1	A
g2182.t2	A	anno1.g1744.t1	A
g2183.t1	A	anno1.g1743.t1	A
g2184.t1	A	anno1.g1742.t1	A
g2186.t1	A	anno1.g1741.t1	A
g2187.t1	A	anno1.g1740.t1	A
g2188.t2	A	anno1.g1739.t1	A
g2190.t2	A	anno1.g1737.t1	A
g2191.t1	A	anno1.g1736.t1	A
g2192.t1	A	anno1.g1734.t1	A
g2194.t1	A	anno1.g11742.t1	X
g2195.t1	A	anno1.g5621.t1	A
g2202.t1	A	anno1.g1729.t1	A
g2206.t1	A	anno1.g1728.t3	A
g2207.t1	A	anno1.g1726.t1	A
g2209.t1	A	anno1.g1725.t1	A
g2210.t1	A	anno1.g1724.t1	A
g2211.t1	A	anno1.g1723.t1	A
g2212.t1	A	anno1.g1722.t1	A
g2213.t1	A	anno1.g1721.t1	A
g2214.t1	A	anno1.g1720.t1	A
g2271.t2	A	anno1.g361.t1	A
g2272.t2	A	anno1.g362.t2	A
g2275.t1	A	anno1.g366.t1	A
g2276.t1	A	anno1.g367.t1	A
g2277.t1	A	anno1.g368.t1	A
g2278.t1	A	anno1.g369.t1	A
g2279.t1	A	anno1.g370.t1	A
g2280.t1	A	anno1.g371.t1	A
g2281.t1	A	anno1.g374.t1	A
g2282.t1	A	anno1.g375.t1	A
g2283.t1	A	anno1.g376.t1	A
g2284.t1	A	anno1.g378.t1	A
g2286.t1	A	anno1.g379.t1	A
g2287.t1	A	anno1.g381.t1	A
g2288.t2	A	anno1.g382.t1	A
g2289.t2	A	anno1.g383.t1	A
g2290.t1	A	anno1.g384.t1	A
g2291.t2	A	anno1.g385.t2	A
g2292.t1	A	anno1.g386.t1	A
g2293.t1	A	anno1.g387.t1	A
g2294.t1	A	anno1.g388.t1	A
g2295.t1	A	anno1.g389.t1	A
g2296.t1	A	anno1.g391.t1	A
g2297.t1	A	anno1.g392.t1	A
g2298.t1	A	anno1.g395.t2	A
g2299.t1	A	anno1.g396.t1	A
g2300.t1	A	anno1.g397.t1	A
g2301.t1	A	anno1.g398.t1	A
g2302.t1	A	anno1.g399.t1	A
g2303.t1	A	anno1.g400.t1	A
g2305.t1	A	anno1.g9445.t1	A
g2306.t1	A	anno1.g401.t3	A
g2308.t1	A	anno1.g402.t1	A
g2309.t1	A	anno1.g335.t1	A
g2310.t1	A	anno1.g762.t1	A
g2311.t1	A	anno1.g761.t1	A
g2314.t1	A	anno1.g760.t1	A
g2315.t1	A	anno1.g759.t1	A
g2317.t1	A	anno1.g757.t1	A
g2318.t1	A	anno1.g756.t1	A
g2320.t2	A	anno1.g755.t2	A
g2321.t1	A	anno1.g754.t1	A
g2324.t1	A	anno1.g753.t1	A
g2325.t1	A	anno1.g752.t1	A
g2326.t1	A	anno1.g751.t1	A
g2327.t1	A	anno1.g750.t1	A
g2328.t2	A	anno1.g749.t1	A
g2329.t1	A	anno1.g748.t1	A
g2330.t1	A	anno1.g747.t1	A
g2332.t1	A	anno1.g907.t1	A
g2333.t1	A	anno1.g905.t1	A
g2334.t1	A	anno1.g10398.t1	A
g2335.t1	A	anno1.g904.t1	A
g2337.t1	A	anno1.g902.t1	A
g2338.t1	A	anno1.g897.t1	A
g2339.t1	A	anno1.g896.t1	A
g2340.t1	A	anno1.g895.t1	A
g2341.t1	A	anno1.g892.t1	A
g2342.t1	A	anno1.g893.t1	A
g2343.t1	A	anno1.g894.t1	A
g2344.t2	A	anno1.g891.t1	A
g2345.t1	A	anno1.g890.t1	A
g2346.t1	A	anno1.g889.t1	A
g2350.t1	A	anno1.g888.t1	A
g2351.t1	A	anno1.g887.t1	A
g2352.t1	A	anno1.g886.t1	A
g2354.t1	A	anno1.g885.t1	A
g2355.t1	A	anno1.g884.t1	A
g2356.t1	A	anno1.g883.t1	A
g2357.t1	A	anno1.g882.t1	A
g2358.t1	A	anno1.g881.t1	A
g2359.t2	A	anno1.g880.t1	A
g2362.t2	A	anno1.g879.t1	A
g2364.t1	A	anno1.g878.t1	A
g2365.t1	A	anno1.g876.t1	A
g2366.t1	A	anno1.g344.t1	A
g2367.t3	A	anno1.g875.t1	A
g2368.t1	A	anno1.g913.t1	A
g2369.t1	A	anno1.g912.t1	A
g2370.t1	A	anno1.g911.t1	A
g2371.t1	A	anno1.g910.t1	A
g2372.t1	A	anno1.g909.t2	A
g2373.t2	A	anno1.g908.t1	A
g2374.t1	A	anno1.g8997.t1	A
g2375.t1	A	anno1.g746.t1	A
g2376.t1	A	anno1.g745.t1	A
g2377.t1	A	anno1.g744.t1	A
g2378.t1	A	anno1.g743.t1	A
g2381.t1	A	anno1.g742.t4	A
g2382.t2	A	anno1.g739.t1	A
g2383.t2	A	anno1.g738.t2	A
g2384.t1	A	anno1.g737.t1	A
g2385.t1	A	anno1.g736.t1	A
g2386.t1	A	anno1.g735.t1	A
g2387.t1	A	anno1.g734.t1	A
g2388.t1	A	anno1.g733.t1	A
g2389.t1	A	anno1.g732.t2	A
g2391.t2	A	anno1.g730.t1	A
g2393.t1	A	anno1.g729.t1	A
g2394.t1	A	anno1.g728.t1	A
g2395.t1	A	anno1.g727.t1	A
g2396.t2	A	anno1.g726.t1	A
g2397.t1	A	anno1.g725.t2	A
g2398.t1	A	anno1.g724.t1	A
g2399.t1	A	anno1.g723.t1	A
g2400.t1	A	anno1.g722.t1	A
g2402.t1	A	anno1.g1633.t2	A
g2405.t1	A	anno1.g10272.t1	A
g2416.t1	A	anno1.g715.t1	A
g2421.t1	A	anno1.g714.t1	A
g2423.t1	A	anno1.g712.t1	A
g2424.t1	A	anno1.g710.t1	A
g2427.t1	A	anno1.g711.t1	A
g2432.t2	A	anno1.g709.t2	A
g2435.t1	A	anno1.g708.t1	A
g2436.t1	A	anno1.g707.t1	A
g2437.t1	A	anno1.g706.t1	A
g2438.t1	A	anno1.g705.t1	A
g2439.t1	A	anno1.g704.t1	A
g2440.t2	A	anno1.g4151.t2	A
g2443.t1	A	anno1.g703.t1	A
g2444.t1	A	anno1.g702.t1	A
g2449.t1	A	anno1.g701.t1	A
g2450.t1	A	anno1.g700.t1	A
g2451.t2	A	anno1.g699.t2	A
g2452.t1	A	anno1.g697.t1	A
g2453.t1	A	anno1.g696.t1	A
g2454.t1	A	anno1.g695.t1	A
g2455.t1	A	anno1.g693.t1	A
g2456.t1	A	anno1.g2743.t1	A
g2459.t2	A	anno1.g692.t1	A
g2464.t1	A	anno1.g691.t1	A
g2465.t1	A	anno1.g690.t2	A
g2466.t1	A	anno1.g689.t1	A
g2467.t1	A	anno1.g688.t2	A
g2468.t1	A	anno1.g687.t1	A
g2469.t1	A	anno1.g686.t1	A
g2470.t1	A	anno1.g685.t2	A
g2471.t1	A	anno1.g684.t1	A
g2474.t2	A	anno1.g683.t1	A
g2475.t1	A	anno1.g682.t1	A
g2477.t2	A	anno1.g681.t2	A
g2478.t1	A	anno1.g680.t1	A
g2479.t1	A	anno1.g678.t1	A
g2480.t1	A	anno1.g677.t1	A
g2481.t1	A	anno1.g676.t1	A
g2482.t1	A	anno1.g675.t1	A
g2484.t1	A	anno1.g669.t1	A
g2485.t1	A	anno1.g665.t1	A
g2487.t1	A	anno1.g1129.t1	A
g2489.t1	A	anno1.g1133.t2	A
g2490.t1	A	anno1.g1137.t1	A
g2492.t1	A	anno1.g1153.t1	A
g2494.t1	A	anno1.g1134.t2	A
g2545.t1	A	anno1.g7156.t1	A
g2548.t1	A	anno1.g6241.t1	A
g2552.t1	A	anno1.g6244.t1	A
g2562.t1	A	anno1.g6254.t1	A
g2563.t1	A	anno1.g6255.t1	A
g2572.t1	A	anno1.g6263.t2	A
g2574.t1	A	anno1.g6266.t1	A
g2575.t1	A	anno1.g6267.t1	A
g2579.t1	A	anno1.g6269.t1	A
g2580.t1	A	anno1.g6270.t1	A
g2581.t1	A	anno1.g6271.t1	A
g2582.t1	A	anno1.g6272.t1	A
g2583.t1	A	anno1.g6273.t1	A
g2586.t2	A	anno1.g6276.t1	A
g2591.t1	A	anno1.g6281.t1	A
g2595.t1	A	anno1.g6283.t1	A
g2596.t1	A	anno1.g6284.t1	A
g2597.t1	A	anno1.g6285.t1	A
g2598.t1	A	anno1.g6286.t1	A
