B_varius	chromosome	A_obtectus	chromosome
anno1.g9643.t1	A	anno1.g7362.t1	A
anno1.g9644.t1	A	anno1.g7361.t1	A
anno1.g9645.t1	A	anno1.g7360.t1	A
anno1.g9647.t1	A	anno1.g7359.t1	A
anno1.g9649.t1	A	anno1.g7357.t2	A
anno1.g9651.t1	A	anno1.g7356.t1	A
anno1.g9652.t1	A	anno1.g7355.t1	A
anno1.g9653.t1	A	anno1.g9147.t3	A
anno1.g9654.t1	A	anno1.g9146.t1	A
anno1.g9655.t2	A	anno1.g7890.t3	A
anno1.g9656.t2	A	anno1.g7891.t1	A
anno1.g9657.t1	A	anno1.g12876.t1	A
anno1.g9658.t1	A	anno1.g7912.t2	A
anno1.g9661.t1	A	anno1.g7900.t2	A
anno1.g9663.t1	A	anno1.g7893.t1	A
anno1.g9666.t1	A	anno1.g7909.t1	A
anno1.g9667.t1	A	anno1.g7924.t1	A
anno1.g9673.t1	A	anno1.g8000.t1	A
anno1.g9690.t1	A	anno1.g7221.t1	A
anno1.g9695.t1	A	anno1.g7916.t1	A
anno1.g9697.t1	A	anno1.g7922.t2	A
anno1.g9698.t1	A	anno1.g13851.t1	A
anno1.g9704.t1	A	anno1.g7919.t3	A
anno1.g9709.t1	A	anno1.g7955.t1	A
anno1.g9710.t1	A	anno1.g7944.t1	A
anno1.g9711.t1	A	anno1.g7925.t1	A
anno1.g9712.t1	A	anno1.g7963.t1	A
anno1.g9713.t1	A	anno1.g7959.t1	A
anno1.g9714.t1	A	anno1.g7951.t1	A
anno1.g9716.t1	A	anno1.g7953.t1	A
anno1.g9717.t1	A	anno1.g7968.t1	A
anno1.g9719.t1	A	anno1.g7965.t2	A
anno1.g9720.t1	A	anno1.g7964.t1	A
anno1.g9722.t1	A	anno1.g7969.t1	A
anno1.g9723.t1	A	anno1.g7970.t1	A
anno1.g9727.t2	A	anno1.g7973.t1	A
anno1.g9731.t1	A	anno1.g7976.t1	A
anno1.g9732.t1	A	anno1.g7977.t1	A
anno1.g9735.t1	A	anno1.g6435.t1	A
anno1.g9736.t1	A	anno1.g7978.t1	A
anno1.g9737.t1	A	anno1.g7979.t2	A
anno1.g9738.t1	A	anno1.g7980.t1	A
anno1.g9740.t1	A	anno1.g7981.t1	A
anno1.g9741.t1	A	anno1.g7982.t1	A
anno1.g9742.t1	A	anno1.g7983.t1	A
anno1.g9745.t2	A	anno1.g7987.t1	A
anno1.g9746.t1	A	anno1.g7988.t3	A
anno1.g9747.t1	A	anno1.g7990.t1	A
anno1.g9748.t1	A	anno1.g4945.t1	A
anno1.g9749.t1	A	anno1.g7991.t1	A
anno1.g9751.t1	A	anno1.g7992.t1	A
anno1.g9752.t1	A	anno1.g7995.t1	A
anno1.g9754.t1	A	anno1.g5633.t1	A
anno1.g9756.t1	A	anno1.g7997.t1	A
anno1.g9757.t2	A	anno1.g7998.t1	A
anno1.g9758.t1	A	anno1.g7999.t1	A
anno1.g9760.t1	A	anno1.g8658.t1	A
anno1.g9761.t1	A	anno1.g8659.t1	A
anno1.g9763.t1	A	anno1.g8584.t1	A
anno1.g9764.t1	A	anno1.g8586.t1	A
anno1.g9765.t1	A	anno1.g8588.t1	A
anno1.g9766.t1	A	anno1.g8589.t1	A
anno1.g9767.t1	A	anno1.g8590.t1	A
anno1.g9768.t1	A	anno1.g8591.t1	A
anno1.g9769.t1	A	anno1.g8592.t1	A
anno1.g9772.t3	A	anno1.g8593.t2	A
anno1.g9773.t2	A	anno1.g8594.t2	A
anno1.g9774.t1	A	anno1.g8595.t1	A
anno1.g9775.t1	A	anno1.g8597.t1	A
anno1.g9777.t1	A	anno1.g14302.t1	A
anno1.g9778.t1	A	anno1.g6249.t1	A
anno1.g9783.t1	A	anno1.g8601.t1	A
anno1.g9784.t1	A	anno1.g8602.t1	A
anno1.g9785.t1	A	anno1.g8603.t1	A
anno1.g9786.t1	A	anno1.g8604.t1	A
anno1.g9787.t1	A	anno1.g8606.t1	A
anno1.g9788.t1	A	anno1.g7949.t1	A
anno1.g9791.t1	A	anno1.g8662.t1	A
anno1.g9792.t1	A	anno1.g8613.t1	A
anno1.g9796.t1	A	anno1.g6951.t1	A
anno1.g9801.t1	A	anno1.g14481.t1	A
anno1.g9805.t1	A	anno1.g8616.t1	A
anno1.g9806.t1	A	anno1.g8617.t1	A
anno1.g9807.t1	A	anno1.g8618.t2	A
anno1.g9815.t1	A	anno1.g8619.t1	A
anno1.g9816.t1	A	anno1.g8620.t1	A
anno1.g9818.t2	A	anno1.g8621.t1	A
anno1.g9819.t1	A	anno1.g8622.t1	A
anno1.g9820.t1	A	anno1.g8623.t1	A
anno1.g9821.t1	A	anno1.g8624.t1	A
anno1.g9823.t1	A	anno1.g8625.t1	A
anno1.g9824.t1	A	anno1.g8626.t1	A
anno1.g9825.t1	A	anno1.g8628.t1	A
anno1.g9826.t1	A	anno1.g8527.t2	A
anno1.g9827.t1	A	anno1.g8528.t2	A
anno1.g9828.t1	A	anno1.g14258.t1	A
anno1.g9829.t1	A	anno1.g8529.t1	A
anno1.g9830.t1	A	anno1.g14267.t1	A
anno1.g9833.t1	A	anno1.g8535.t1	A
anno1.g9834.t1	A	anno1.g8536.t1	A
anno1.g9835.t1	A	anno1.g8537.t1	A
anno1.g9836.t1	A	anno1.g8538.t2	A
anno1.g9837.t1	A	anno1.g8540.t1	A
anno1.g9838.t1	A	anno1.g8551.t2	A
anno1.g9839.t1	A	anno1.g8549.t1	A
anno1.g9840.t1	A	anno1.g8548.t1	A
anno1.g9841.t1	A	anno1.g8547.t1	A
anno1.g9842.t1	A	anno1.g8546.t1	A
anno1.g9843.t1	A	anno1.g8545.t1	A
anno1.g9845.t1	A	anno1.g8544.t1	A
anno1.g9847.t2	A	anno1.g8552.t1	A
anno1.g9848.t1	A	anno1.g8553.t1	A
anno1.g9849.t1	A	anno1.g8554.t1	A
anno1.g9850.t1	A	anno1.g8555.t1	A
anno1.g9851.t1	A	anno1.g8556.t1	A
anno1.g9852.t1	A	anno1.g8557.t1	A
anno1.g9853.t1	A	anno1.g8558.t1	A
anno1.g9854.t1	A	anno1.g8559.t1	A
anno1.g9855.t1	A	anno1.g8560.t1	A
anno1.g9856.t1	A	anno1.g8561.t2	A
anno1.g9857.t1	A	anno1.g8562.t1	A
anno1.g9859.t1	A	anno1.g8563.t1	A
anno1.g9860.t1	A	anno1.g8564.t1	A
anno1.g9862.t1	A	anno1.g8565.t1	A
anno1.g9863.t1	A	anno1.g8566.t1	A
anno1.g9865.t1	A	anno1.g8567.t3	A
anno1.g9866.t1	A	anno1.g8568.t1	A
anno1.g9869.t1	A	anno1.g8569.t1	A
anno1.g9871.t1	A	anno1.g8570.t2	A
anno1.g9872.t1	A	anno1.g8572.t2	A
anno1.g9874.t1	A	anno1.g8573.t1	A
anno1.g9875.t1	A	anno1.g8574.t1	A
anno1.g9876.t1	A	anno1.g8518.t2	A
anno1.g9877.t1	A	anno1.g8576.t1	A
anno1.g9878.t1	A	anno1.g8520.t1	A
anno1.g9879.t1	A	anno1.g8580.t1	A
anno1.g9880.t2	A	anno1.g8521.t2	A
anno1.g9881.t2	A	anno1.g8522.t2	A
anno1.g9882.t1	A	anno1.g8525.t1	A
anno1.g9883.t1	A	anno1.g8516.t1	A
anno1.g9885.t1	A	anno1.g8514.t2	A
anno1.g9886.t2	A	anno1.g8513.t5	A
anno1.g9887.t1	A	anno1.g8512.t1	A
anno1.g9888.t3	A	anno1.g8511.t2	A
anno1.g9889.t1	A	anno1.g8510.t1	A
anno1.g9890.t1	A	anno1.g8508.t1	A
anno1.g9891.t1	A	anno1.g8507.t1	A
anno1.g9892.t1	A	anno1.g8506.t1	A
anno1.g9893.t1	A	anno1.g8505.t1	A
anno1.g9894.t1	A	anno1.g8504.t1	A
anno1.g9895.t1	A	anno1.g8501.t1	A
anno1.g9896.t1	A	anno1.g8500.t1	A
anno1.g9897.t1	A	anno1.g8499.t2	A
anno1.g9899.t1	A	anno1.g8498.t1	A
anno1.g9900.t1	A	anno1.g8497.t1	A
anno1.g9901.t1	A	anno1.g8495.t1	A
anno1.g9902.t1	A	anno1.g13827.t1	A
anno1.g9903.t1	A	anno1.g8493.t1	A
anno1.g9904.t1	A	anno1.g8492.t1	A
anno1.g9905.t1	A	anno1.g8491.t1	A
anno1.g9906.t2	A	anno1.g8489.t1	A
anno1.g9907.t1	A	anno1.g8488.t1	A
anno1.g9908.t1	A	anno1.g8485.t1	A
anno1.g9909.t1	A	anno1.g8486.t1	A
anno1.g9910.t1	A	anno1.g8477.t2	A
anno1.g9913.t1	A	anno1.g8476.t1	A
anno1.g9914.t1	A	anno1.g8475.t2	A
anno1.g9915.t1	A	anno1.g8474.t2	A
anno1.g9916.t1	A	anno1.g8473.t1	A
anno1.g9917.t1	A	anno1.g8472.t1	A
anno1.g9918.t1	A	anno1.g8471.t1	A
anno1.g9919.t1	A	anno1.g8470.t1	A
anno1.g9920.t1	A	anno1.g8469.t1	A
anno1.g9921.t1	A	anno1.g8468.t3	A
anno1.g9922.t1	A	anno1.g8467.t1	A
anno1.g9923.t1	A	anno1.g8466.t1	A
anno1.g9924.t1	A	anno1.g8465.t1	A
anno1.g9925.t1	A	anno1.g8464.t1	A
anno1.g9928.t2	A	anno1.g8463.t1	A
anno1.g9929.t1	A	anno1.g8460.t1	A
anno1.g9930.t1	A	anno1.g8459.t1	A
anno1.g9931.t1	A	anno1.g8458.t1	A
anno1.g9932.t1	A	anno1.g8457.t1	A
anno1.g9934.t1	A	anno1.g8456.t1	A
anno1.g9936.t1	A	anno1.g8455.t1	A
anno1.g9937.t1	A	anno1.g8454.t1	A
anno1.g9938.t1	A	anno1.g8453.t1	A
anno1.g9939.t1	A	anno1.g8452.t1	A
anno1.g9940.t2	A	anno1.g8451.t1	A
anno1.g9941.t1	A	anno1.g8449.t1	A
anno1.g9942.t1	A	anno1.g8448.t1	A
anno1.g9943.t2	A	anno1.g8447.t2	A
anno1.g9944.t1	A	anno1.g8446.t1	A
anno1.g9945.t1	A	anno1.g8445.t1	A
anno1.g9946.t2	A	anno1.g8444.t1	A
anno1.g9947.t1	A	anno1.g8443.t1	A
anno1.g9948.t1	A	anno1.g8442.t1	A
anno1.g9949.t1	A	anno1.g8441.t1	A
anno1.g9950.t2	A	anno1.g8440.t2	A
anno1.g9951.t1	A	anno1.g8438.t5	A
anno1.g9952.t1	A	anno1.g8437.t1	A
anno1.g9955.t1	A	anno1.g8433.t2	A
anno1.g9956.t5	A	anno1.g8430.t2	A
anno1.g9957.t1	A	anno1.g8429.t1	A
anno1.g9959.t1	A	anno1.g12427.t1	A
anno1.g9960.t1	A	anno1.g8426.t1	A
anno1.g9961.t2	A	anno1.g8425.t2	A
anno1.g9962.t1	A	anno1.g8423.t1	A
anno1.g9963.t1	A	anno1.g8421.t1	A
anno1.g9964.t1	A	anno1.g8419.t1	A
anno1.g9965.t1	A	anno1.g7898.t1	A
anno1.g9967.t1	A	anno1.g8416.t1	A
anno1.g9969.t1	A	anno1.g8415.t2	A
anno1.g9970.t1	A	anno1.g8414.t1	A
anno1.g9972.t1	A	anno1.g8411.t1	A
anno1.g9973.t1	A	anno1.g8410.t1	A
anno1.g9975.t1	A	anno1.g8401.t2	A
anno1.g9977.t1	A	anno1.g8400.t1	A
anno1.g9978.t1	A	anno1.g8399.t1	A
anno1.g9980.t1	A	anno1.g8398.t2	A
anno1.g9981.t1	A	anno1.g8395.t1	A
anno1.g9982.t1	A	anno1.g8394.t1	A
anno1.g9984.t1	A	anno1.g8393.t1	A
anno1.g9985.t1	A	anno1.g8392.t1	A
anno1.g9986.t2	A	anno1.g8390.t2	A
anno1.g9987.t2	A	anno1.g8389.t2	A
anno1.g9988.t1	A	anno1.g8388.t1	A
anno1.g9989.t1	A	anno1.g8387.t1	A
anno1.g9990.t1	A	anno1.g8386.t1	A
anno1.g9991.t1	A	anno1.g8385.t1	A
anno1.g9992.t1	A	anno1.g8384.t1	A
anno1.g9994.t1	A	anno1.g8383.t1	A
anno1.g9995.t2	A	anno1.g8381.t1	A
anno1.g9996.t1	A	anno1.g8380.t1	A
anno1.g9997.t1	A	anno1.g8379.t1	A
anno1.g9998.t1	A	anno1.g8378.t1	A
anno1.g9999.t1	A	anno1.g14095.t1	A
anno1.g10000.t1	A	anno1.g8377.t1	A
anno1.g10001.t1	A	anno1.g8374.t1	A
anno1.g10002.t1	A	anno1.g8373.t1	A
anno1.g10003.t1	A	anno1.g8372.t1	A
anno1.g10004.t1	A	anno1.g8371.t1	A
anno1.g10005.t2	A	anno1.g8370.t1	A
anno1.g10006.t2	A	anno1.g8369.t2	A
anno1.g10007.t1	A	anno1.g8368.t1	A
anno1.g10008.t1	A	anno1.g8367.t2	A
anno1.g10009.t1	A	anno1.g8366.t1	A
anno1.g10010.t1	A	anno1.g8365.t1	A
anno1.g10013.t1	A	anno1.g8362.t2	A
anno1.g10014.t1	A	anno1.g8361.t1	A
anno1.g10015.t1	A	anno1.g8360.t2	A
anno1.g10016.t1	A	anno1.g8359.t1	A
anno1.g10017.t1	A	anno1.g8358.t1	A
anno1.g10018.t1	A	anno1.g8357.t1	A
anno1.g10019.t1	A	anno1.g8356.t1	A
anno1.g10020.t1	A	anno1.g8354.t1	A
anno1.g10021.t2	A	anno1.g8344.t3	A
anno1.g10022.t1	A	anno1.g8346.t1	A
anno1.g10023.t1	A	anno1.g8347.t1	A
anno1.g10024.t1	A	anno1.g8348.t1	A
anno1.g10025.t1	A	anno1.g8349.t1	A
anno1.g10026.t1	A	anno1.g8350.t1	A
anno1.g10027.t1	A	anno1.g8351.t1	A
anno1.g10028.t1	A	anno1.g8328.t1	A
anno1.g10029.t1	A	anno1.g8327.t1	A
anno1.g10030.t2	A	anno1.g8067.t1	A
anno1.g10031.t1	A	anno1.g8066.t1	A
anno1.g10032.t1	A	anno1.g8065.t1	A
anno1.g10033.t1	A	anno1.g8064.t1	A
anno1.g10034.t1	A	anno1.g8063.t1	A
anno1.g10035.t1	A	anno1.g8062.t1	A
anno1.g10036.t1	A	anno1.g8061.t1	A
anno1.g10037.t1	A	anno1.g8060.t1	A
anno1.g10038.t1	A	anno1.g8058.t1	A
anno1.g10039.t1	A	anno1.g8057.t1	A
anno1.g10042.t1	A	anno1.g8056.t1	A
anno1.g10043.t2	A	anno1.g8069.t2	A
anno1.g10044.t1	A	anno1.g8070.t1	A
anno1.g10045.t2	A	anno1.g8071.t2	A
anno1.g10049.t1	A	anno1.g8074.t1	A
anno1.g10050.t1	A	anno1.g8075.t1	A
anno1.g10051.t2	A	anno1.g8076.t2	A
anno1.g10052.t1	A	anno1.g8077.t1	A
anno1.g10053.t1	A	anno1.g8079.t1	A
anno1.g10055.t1	A	anno1.g8299.t2	A
anno1.g10057.t1	A	anno1.g8292.t5	A
anno1.g10060.t1	A	anno1.g8291.t3	A
anno1.g10061.t2	A	anno1.g8288.t1	A
anno1.g10062.t1	A	anno1.g8287.t1	A
anno1.g10063.t1	A	anno1.g8285.t1	A
anno1.g10064.t1	A	anno1.g8284.t1	A
anno1.g10065.t1	A	anno1.g8283.t2	A
anno1.g10066.t2	A	anno1.g8282.t2	A
anno1.g10068.t1	A	anno1.g8279.t1	A
anno1.g10069.t1	A	anno1.g8278.t1	A
anno1.g10071.t1	A	anno1.g8277.t1	A
anno1.g10072.t1	A	anno1.g8276.t3	A
anno1.g10074.t1	A	anno1.g8275.t1	A
anno1.g10080.t1	A	anno1.g8274.t2	A
anno1.g10081.t2	A	anno1.g8273.t3	A
anno1.g10082.t1	A	anno1.g8272.t2	A
anno1.g10083.t1	A	anno1.g8271.t1	A
anno1.g10086.t1	A	anno1.g8112.t2	A
anno1.g10087.t1	A	anno1.g8111.t1	A
anno1.g10089.t1	A	anno1.g8106.t1	A
anno1.g10090.t1	A	anno1.g8181.t1	A
anno1.g10092.t2	A	anno1.g8103.t4	A
anno1.g10093.t1	A	anno1.g8101.t1	A
anno1.g10094.t1	A	anno1.g8100.t4	A
anno1.g10096.t1	A	anno1.g8099.t1	A
anno1.g10097.t1	A	anno1.g8098.t1	A
anno1.g10098.t1	A	anno1.g8094.t1	A
anno1.g10099.t1	A	anno1.g8084.t1	A
anno1.g10101.t1	A	anno1.g8068.t2	A
anno1.g10102.t1	A	anno1.g8326.t1	A
anno1.g10103.t1	A	anno1.g8325.t1	A
anno1.g10104.t1	A	anno1.g8324.t1	A
anno1.g10105.t2	A	anno1.g8323.t1	A
anno1.g10106.t2	A	anno1.g8322.t2	A
anno1.g10107.t1	A	anno1.g8321.t1	A
anno1.g10110.t1	A	anno1.g8320.t1	A
anno1.g10111.t1	A	anno1.g8319.t1	A
anno1.g10112.t1	A	anno1.g8317.t1	A
anno1.g10113.t1	A	anno1.g8316.t1	A
anno1.g10114.t1	A	anno1.g8314.t1	A
anno1.g10115.t1	A	anno1.g8313.t1	A
anno1.g10117.t1	A	anno1.g8311.t1	A
anno1.g10119.t1	A	anno1.g8172.t1	A
anno1.g10123.t1	A	anno1.g8157.t1	A
anno1.g10124.t1	A	anno1.g8156.t1	A
anno1.g10125.t1	A	anno1.g8155.t1	A
anno1.g10126.t1	A	anno1.g8154.t1	A
anno1.g10127.t1	A	anno1.g8153.t1	A
anno1.g10128.t1	A	anno1.g8152.t1	A
anno1.g10129.t2	A	anno1.g8151.t1	A
anno1.g10131.t1	A	anno1.g8149.t1	A
anno1.g10133.t2	A	anno1.g8147.t2	A
anno1.g10134.t1	A	anno1.g8145.t1	A
anno1.g10135.t1	A	anno1.g8144.t1	A
anno1.g10136.t1	A	anno1.g8143.t1	A
anno1.g10137.t1	A	anno1.g8300.t1	A
anno1.g10138.t1	A	anno1.g8301.t1	A
anno1.g10139.t1	A	anno1.g8302.t1	A
anno1.g10140.t1	A	anno1.g8303.t2	A
anno1.g10141.t1	A	anno1.g8304.t1	A
anno1.g10143.t1	A	anno1.g8306.t2	A
anno1.g10144.t2	A	anno1.g8307.t1	A
anno1.g10145.t1	A	anno1.g8308.t3	A
anno1.g10147.t1	A	anno1.g8309.t1	A
anno1.g10148.t1	A	anno1.g8310.t1	A
anno1.g10149.t2	A	anno1.g8180.t2	A
anno1.g10150.t1	A	anno1.g8182.t1	A
anno1.g10151.t1	A	anno1.g8183.t1	A
anno1.g10152.t1	A	anno1.g8184.t1	A
anno1.g10153.t1	A	anno1.g1259.t1	A
anno1.g10154.t3	A	anno1.g8190.t1	A
anno1.g10155.t1	A	anno1.g8192.t1	A
anno1.g10156.t1	A	anno1.g8193.t1	A
anno1.g10157.t1	A	anno1.g8194.t1	A
anno1.g10158.t1	A	anno1.g8195.t1	A
anno1.g10159.t1	A	anno1.g8196.t1	A
anno1.g10160.t1	A	anno1.g8197.t1	A
anno1.g10161.t1	A	anno1.g8198.t1	A
anno1.g10162.t1	A	anno1.g8199.t2	A
anno1.g10163.t1	A	anno1.g8200.t3	A
anno1.g10164.t1	A	anno1.g8201.t1	A
anno1.g10165.t1	A	anno1.g8202.t1	A
anno1.g10166.t1	A	anno1.g8203.t1	A
anno1.g10168.t1	A	anno1.g8204.t1	A
anno1.g10169.t1	A	anno1.g8205.t2	A
anno1.g10170.t1	A	anno1.g8207.t1	A
anno1.g10171.t1	A	anno1.g8208.t1	A
anno1.g10172.t1	A	anno1.g8210.t2	A
anno1.g10173.t1	A	anno1.g8211.t1	A
anno1.g10174.t1	A	anno1.g8214.t1	A
anno1.g10175.t1	A	anno1.g8215.t1	A
anno1.g10177.t2	A	anno1.g8217.t1	A
anno1.g10178.t1	A	anno1.g8219.t1	A
anno1.g10179.t1	A	anno1.g8220.t2	A
anno1.g10180.t1	A	anno1.g8221.t1	A
anno1.g10181.t1	A	anno1.g8222.t1	A
anno1.g10183.t1	A	anno1.g8225.t1	A
anno1.g10184.t1	A	anno1.g8244.t1	A
anno1.g10185.t1	A	anno1.g8228.t1	A
anno1.g10187.t1	A	anno1.g8231.t1	A
anno1.g10188.t1	A	anno1.g8232.t1	A
anno1.g10189.t1	A	anno1.g8233.t1	A
anno1.g10190.t1	A	anno1.g8234.t1	A
anno1.g10191.t1	A	anno1.g8235.t1	A
anno1.g10192.t1	A	anno1.g8236.t1	A
anno1.g10193.t1	A	anno1.g8237.t1	A
anno1.g10194.t1	A	anno1.g8250.t1	A
anno1.g10196.t1	A	anno1.g8239.t1	A
anno1.g10198.t1	A	anno1.g8240.t1	A
anno1.g10199.t2	A	anno1.g8241.t2	A
anno1.g10200.t1	A	anno1.g8254.t1	A
anno1.g10201.t1	A	anno1.g8256.t1	A
anno1.g10202.t1	A	anno1.g8257.t1	A
anno1.g10203.t1	A	anno1.g8258.t2	A
anno1.g10204.t2	A	anno1.g8259.t2	A
anno1.g10205.t1	A	anno1.g8260.t1	A
anno1.g10206.t1	A	anno1.g8261.t1	A
anno1.g10207.t1	A	anno1.g8262.t2	A
anno1.g10208.t1	A	anno1.g8263.t1	A
anno1.g10209.t1	A	anno1.g8264.t2	A
anno1.g10210.t2	A	anno1.g8267.t2	A
anno1.g10211.t1	A	anno1.g8268.t2	A
anno1.g10212.t1	A	anno1.g8269.t2	A
anno1.g10213.t1	A	anno1.g8115.t2	A
anno1.g10214.t1	A	anno1.g8116.t1	A
anno1.g10215.t1	A	anno1.g8117.t1	A
anno1.g10216.t1	A	anno1.g8119.t1	A
anno1.g10217.t2	A	anno1.g8120.t1	A
anno1.g10218.t1	A	anno1.g8121.t1	A
anno1.g10219.t1	A	anno1.g8122.t1	A
anno1.g10220.t1	A	anno1.g8123.t2	A
anno1.g10222.t1	A	anno1.g8124.t2	A
anno1.g10223.t1	A	anno1.g8125.t1	A
anno1.g10227.t1	A	anno1.g8131.t1	A
anno1.g10228.t1	A	anno1.g8132.t1	A
anno1.g10229.t1	A	anno1.g8134.t1	A
anno1.g10230.t1	A	anno1.g8133.t1	A
anno1.g10232.t1	A	anno1.g8138.t1	A
anno1.g10233.t3	A	anno1.g8139.t2	A
anno1.g10235.t1	A	anno1.g8140.t2	A
anno1.g10236.t2	A	anno1.g8142.t2	A
anno1.g10237.t1	A	anno1.g8141.t2	A
anno1.g10238.t1	A	anno1.g8646.t1	A
anno1.g10239.t1	A	anno1.g8647.t1	A
anno1.g10240.t1	A	anno1.g8648.t1	A
anno1.g10241.t1	A	anno1.g8649.t1	A
anno1.g10242.t1	A	anno1.g8650.t1	A
anno1.g10245.t1	A	anno1.g8657.t1	A
anno1.g10248.t1	A	anno1.g8009.t1	A
anno1.g10250.t1	A	anno1.g8010.t1	A
anno1.g10251.t1	A	anno1.g8013.t1	A
anno1.g10252.t1	A	anno1.g8014.t1	A
anno1.g10253.t1	A	anno1.g8016.t1	A
anno1.g10254.t1	A	anno1.g8017.t1	A
anno1.g10255.t1	A	anno1.g8020.t1	A
anno1.g10256.t2	A	anno1.g8021.t1	A
anno1.g10257.t2	A	anno1.g8032.t3	A
anno1.g10259.t1	A	anno1.g8031.t1	A
anno1.g10260.t1	A	anno1.g8029.t1	A
anno1.g10261.t1	A	anno1.g8028.t1	A
anno1.g10262.t1	A	anno1.g8027.t1	A
anno1.g10263.t1	A	anno1.g8026.t3	A
anno1.g10265.t1	A	anno1.g8025.t1	A
anno1.g10266.t1	A	anno1.g8024.t1	A
anno1.g10267.t1	A	anno1.g8033.t1	A
anno1.g10269.t1	A	anno1.g8206.t1	A
anno1.g10270.t1	A	anno1.g8034.t1	A
anno1.g10271.t1	A	anno1.g4319.t1	A
anno1.g10272.t1	A	anno1.g12785.t1	A
anno1.g10273.t1	A	anno1.g8046.t1	A
anno1.g10275.t2	A	anno1.g8047.t1	A
anno1.g10277.t1	A	anno1.g8048.t1	A
anno1.g10278.t1	A	anno1.g8050.t1	A
anno1.g10281.t1	A	anno1.g8082.t1	A
anno1.g10282.t1	A	anno1.g8081.t1	A
anno1.g10283.t1	A	anno1.g8080.t1	A
anno1.g10284.t1	A	anno1.g8644.t1	A
anno1.g10285.t1	A	anno1.g8632.t1	A
anno1.g10286.t1	A	anno1.g8635.t1	A
anno1.g10287.t1	A	anno1.g8638.t1	A
anno1.g10288.t3	A	anno1.g8639.t1	A
anno1.g10289.t1	A	anno1.g8640.t2	A
anno1.g10290.t1	A	anno1.g8641.t1	A
anno1.g10291.t2	A	anno1.g730.t1	A
anno1.g10292.t1	A	anno1.g731.t1	A
anno1.g10294.t1	A	anno1.g733.t1	A
anno1.g10295.t4	A	anno1.g734.t2	A
anno1.g10297.t1	A	anno1.g735.t1	A
anno1.g10298.t1	A	anno1.g739.t1	A
anno1.g10299.t1	A	anno1.g738.t1	A
anno1.g10300.t1	A	anno1.g737.t1	A
anno1.g10301.t2	A	anno1.g741.t2	A
anno1.g10302.t1	A	anno1.g742.t1	A
anno1.g10303.t1	A	anno1.g743.t1	A
anno1.g10304.t1	A	anno1.g584.t1	A
anno1.g10305.t1	A	anno1.g582.t1	A
anno1.g10306.t1	A	anno1.g574.t1	A
anno1.g10307.t1	A	anno1.g3284.t1	A
anno1.g10308.t1	A	anno1.g773.t1	A
anno1.g10309.t1	A	anno1.g772.t1	A
anno1.g10310.t1	A	anno1.g774.t1	A
anno1.g10313.t1	A	anno1.g10181.t1	A
anno1.g10314.t2	A	anno1.g768.t1	A
anno1.g10316.t1	A	anno1.g766.t1	A
anno1.g10317.t1	A	anno1.g765.t1	A
anno1.g10318.t1	A	anno1.g764.t1	A
anno1.g10319.t1	A	anno1.g762.t1	A
anno1.g10320.t1	A	anno1.g759.t1	A
anno1.g10321.t2	A	anno1.g760.t1	A
anno1.g10322.t1	A	anno1.g761.t1	A
anno1.g10323.t1	A	anno1.g758.t1	A
anno1.g10325.t1	A	anno1.g803.t1	A
anno1.g10326.t1	A	anno1.g802.t2	A
anno1.g10327.t1	A	anno1.g801.t1	A
anno1.g10328.t1	A	anno1.g799.t1	A
anno1.g10329.t1	A	anno1.g797.t1	A
anno1.g10330.t1	A	anno1.g794.t1	A
anno1.g10331.t1	A	anno1.g793.t1	A
anno1.g10332.t1	A	anno1.g790.t1	A
anno1.g10333.t2	A	anno1.g685.t2	A
anno1.g10339.t1	A	anno1.g704.t1	A
anno1.g10340.t1	A	anno1.g703.t1	A
anno1.g10341.t1	A	anno1.g701.t1	A
anno1.g10342.t1	A	anno1.g700.t1	A
anno1.g10343.t1	A	anno1.g699.t1	A
anno1.g10346.t1	A	anno1.g697.t1	A
anno1.g10347.t3	A	anno1.g694.t2	A
anno1.g10348.t2	A	anno1.g693.t4	A
anno1.g10349.t1	A	anno1.g691.t1	A
anno1.g10350.t1	A	anno1.g754.t1	A
anno1.g10352.t1	A	anno1.g755.t1	A
anno1.g10353.t1	A	anno1.g756.t1	A
anno1.g10354.t1	A	anno1.g728.t1	A
anno1.g10355.t1	A	anno1.g727.t1	A
anno1.g10356.t2	A	anno1.g726.t4	A
anno1.g10357.t1	A	anno1.g725.t1	A
anno1.g10358.t4	A	anno1.g724.t2	A
anno1.g10359.t1	A	anno1.g721.t1	A
anno1.g10360.t1	A	anno1.g722.t1	A
anno1.g10361.t1	A	anno1.g723.t1	A
anno1.g10362.t1	A	anno1.g720.t2	A
anno1.g10364.t1	A	anno1.g719.t1	A
anno1.g10365.t1	A	anno1.g718.t1	A
anno1.g10366.t2	A	anno1.g717.t1	A
anno1.g10367.t1	A	anno1.g707.t1	A
anno1.g10368.t1	A	anno1.g709.t1	A
anno1.g10369.t1	A	anno1.g710.t1	A
anno1.g10370.t1	A	anno1.g711.t1	A
anno1.g10371.t1	A	anno1.g712.t3	A
anno1.g10372.t2	A	anno1.g713.t1	A
anno1.g10373.t3	A	anno1.g715.t2	A
anno1.g10374.t2	A	anno1.g752.t1	A
anno1.g10375.t1	A	anno1.g748.t1	A
anno1.g10377.t1	A	anno1.g747.t1	A
anno1.g10379.t1	A	anno1.g779.t1	A
