A_obtectus	chromosome	B_siliquastri	chromosome
anno1.g12086.t1	A	BRAKERILHT00000015492	A
anno1.g12088.t2	A	BRAKERILHT00000015164	A
anno1.g12092.t1	A	BRAKERILHT00000015134	A
anno1.g12094.t1	A	BRAKERILHT00000015535	A
anno1.g12095.t1	A	BRAKERILHT00000014325	A
anno1.g12096.t2	A	BRAKERILHT00000015095	A
anno1.g12102.t2	A	BRAKERILHT00000014233	A
anno1.g12106.t1	A	BRAKERILHT00000014914	A
anno1.g12116.t1	A	BRAKERILHT00000015216	A
anno1.g12117.t1	A	BRAKERILHT00000014055	A
anno1.g12120.t1	A	BRAKERILHT00000014902	A
anno1.g12121.t1	A	BRAKERILHT00000015482	A
anno1.g12123.t2	A	BRAKERILHT00000014749	A
anno1.g12124.t1	A	BRAKERILHT00000015169	A
anno1.g12126.t1	A	BRAKERILHT00000014847	A
anno1.g12131.t1	A	BRAKERILHT00000015355	A
anno1.g12132.t1	A	BRAKERILHT00000014645	A
anno1.g12133.t2	A	BRAKERILHT00000014776	A
anno1.g12134.t1	A	BRAKERILHT00000014781	A
anno1.g12136.t1	A	BRAKERILHT00000014731	A
anno1.g12140.t1	A	BRAKERILHT00000014050	A
anno1.g12141.t1	A	BRAKERILHT00000015022	A
anno1.g12142.t1	A	BRAKERILHT00000015335	A
anno1.g12143.t1	A	BRAKERILHT00000014658	A
anno1.g12154.t1	A	BRAKERILHT00000014589	A
anno1.g12155.t1	A	BRAKERILHT00000015034	A
anno1.g12156.t1	A	BRAKERILHT00000015491	A
anno1.g12157.t1	A	BRAKERILHT00000014358	A
anno1.g12158.t1	A	BRAKERILHT00000014846	A
anno1.g12162.t1	A	BRAKERILHT00000002133	A
anno1.g12163.t1	A	BRAKERILHT00000015293	A
anno1.g12164.t1	A	BRAKERILHT00000014136	A
anno1.g12165.t1	A	BRAKERILHT00000014982	A
anno1.g12166.t1	A	BRAKERILHT00000015511	A
anno1.g12168.t1	A	BRAKERILHT00000014536	A
anno1.g12169.t3	A	BRAKERILHT00000015192	A
anno1.g12170.t1	A	BRAKERILHT00000014035	A
anno1.g12171.t1	A	BRAKERILHT00000014311	A
anno1.g12172.t1	A	BRAKERILHT00000014103	A
anno1.g12173.t1	A	BRAKERILHT00000015240	A
anno1.g12174.t1	A	BRAKERILHT00000014798	A
anno1.g12177.t1	A	BRAKERILHT00000015180	A
anno1.g12178.t1	A	BRAKERILHT00000015172	A
anno1.g12181.t2	A	BRAKERILHT00000014651	A
anno1.g12183.t1	A	BRAKERILHT00000015011	A
anno1.g12185.t1	A	BRAKERILHT00000015006	A
anno1.g12186.t1	A	BRAKERILHT00000014283	A
anno1.g12187.t1	A	BRAKERILHT00000014632	A
anno1.g12188.t1	A	BRAKERILHT00000014471	A
anno1.g12190.t1	A	BRAKERILHT00000015544	A
anno1.g12191.t1	A	BRAKERILHT00000014114	A
anno1.g12192.t1	A	BRAKERILHT00000014659	A
anno1.g12193.t1	A	BRAKERILHT00000014155	A
anno1.g12194.t1	A	BRAKERILHT00000015273	A
anno1.g12195.t1	A	BRAKERILHT00000014819	A
anno1.g12197.t1	A	BRAKERILHT00000014163	A
anno1.g12198.t1	A	BRAKERILHT00000014815	A
anno1.g12199.t1	A	BRAKERILHT00000014148	A
anno1.g12200.t2	A	BRAKERILHT00000014138	A
anno1.g12201.t1	A	BRAKERILHT00000014282	A
anno1.g12203.t1	A	BRAKERILHT00000004034	A
anno1.g12205.t1	A	BRAKERILHT00000015175	A
anno1.g12206.t1	A	BRAKERILHT00000015527	A
anno1.g12207.t2	A	BRAKERILHT00000014121	A
anno1.g12208.t1	A	BRAKERILHT00000014476	A
anno1.g12209.t2	A	BRAKERILHT00000015454	A
anno1.g12211.t1	A	BRAKERILHT00000014703	A
anno1.g12212.t1	A	BRAKERILHT00000014204	A
anno1.g12213.t1	A	BRAKERILHT00000010765	A
anno1.g12214.t1	A	BRAKERILHT00000015558	A
anno1.g12215.t1	A	BRAKERILHT00000015206	A
anno1.g12216.t2	A	BRAKERILHT00000015465	A
anno1.g12217.t1	A	BRAKERILHT00000014127	A
anno1.g12218.t1	A	BRAKERILHT00000014486	A
anno1.g12219.t1	A	BRAKERILHT00000015342	A
anno1.g12220.t1	A	BRAKERILHT00000014514	A
anno1.g12222.t1	A	BRAKERILHT00000015325	A
anno1.g12223.t1	A	BRAKERILHT00000014083	A
anno1.g12224.t1	A	BRAKERILHT00000014390	A
anno1.g12226.t1	A	BRAKERILHT00000014862	A
anno1.g12227.t2	A	BRAKERILHT00000014984	A
anno1.g12228.t1	A	BRAKERILHT00000015117	A
anno1.g12230.t2	A	BRAKERILHT00000015046	A
anno1.g12231.t1	A	BRAKERILHT00000016123	A
anno1.g12238.t1	A	BRAKERILHT00000014078	A
anno1.g12242.t1	A	BRAKERILHT00000014093	A
anno1.g12247.t1	A	BRAKERILHT00000014199	A
anno1.g12249.t1	A	BRAKERILHT00000014107	A
anno1.g12250.t1	A	BRAKERILHT00000015015	A
anno1.g12256.t1	A	BRAKERILHT00000014134	A
anno1.g12257.t1	A	BRAKERILHT00000012262	A
anno1.g12260.t1	A	BRAKERILHT00000000802	A
anno1.g12263.t1	A	BRAKERILHT00000014113	A
anno1.g12265.t1	A	BRAKERILHT00000014039	A
anno1.g12266.t3	A	BRAKERILHT00000015260	A
anno1.g12267.t1	A	BRAKERILHT00000014775	A
anno1.g12268.t1	A	BRAKERILHT00000015409	A
anno1.g12270.t1	A	BRAKERILHT00000014260	A
anno1.g12271.t1	A	BRAKERILHT00000015394	A
anno1.g12272.t1	A	BRAKERILHT00000015013	A
anno1.g12273.t1	A	BRAKERILHT00000014478	A
anno1.g12274.t1	A	BRAKERILHT00000014882	A
anno1.g12275.t1	A	BRAKERILHT00000014442	A
anno1.g12276.t1	A	BRAKERILHT00000015510	A
anno1.g12277.t1	A	BRAKERILHT00000014278	A
anno1.g12278.t2	A	BRAKERILHT00000014631	A
anno1.g12279.t1	A	BRAKERILHT00000002771	A
anno1.g12280.t1	A	BRAKERILHT00000014998	A
anno1.g12281.t1	A	BRAKERILHT00000014895	A
anno1.g12282.t2	A	BRAKERILHT00000014829	A
anno1.g12285.t1	A	BRAKERILHT00000015009	A
anno1.g12286.t1	A	BRAKERILHT00000015449	A
anno1.g12287.t1	A	BRAKERILHT00000017617	X
anno1.g12289.t1	A	BRAKERILHT00000014152	A
anno1.g12290.t1	A	BRAKERILHT00000014595	A
anno1.g12291.t2	A	BRAKERILHT00000014398	A
anno1.g12292.t1	A	BRAKERILHT00000014824	A
anno1.g12296.t1	A	BRAKERILHT00000014069	A
anno1.g12297.t1	A	BRAKERILHT00000014622	A
anno1.g12298.t3	A	BRAKERILHT00000014980	A
anno1.g12299.t1	A	BRAKERILHT00000015483	A
anno1.g12300.t1	A	BRAKERILHT00000014044	A
anno1.g12301.t1	A	BRAKERILHT00000014587	A
anno1.g12302.t1	A	BRAKERILHT00000014935	A
anno1.g12303.t1	A	BRAKERILHT00000015469	A
anno1.g12304.t1	A	BRAKERILHT00000015345	A
anno1.g12305.t2	A	BRAKERILHT00000015397	A
anno1.g12306.t3	A	BRAKERILHT00000014216	A
anno1.g12307.t2	A	BRAKERILHT00000014462	A
anno1.g12308.t1	A	BRAKERILHT00000014933	A
anno1.g12309.t1	A	BRAKERILHT00000015462	A
anno1.g12310.t1	A	BRAKERILHT00000014254	A
anno1.g12311.t3	A	BRAKERILHT00000014293	A
anno1.g12313.t1	A	BRAKERILHT00000015098	A
anno1.g12314.t1	A	BRAKERILHT00000014841	A
anno1.g12315.t1	A	BRAKERILHT00000014528	A
anno1.g12316.t1	A	BRAKERILHT00000014174	A
anno1.g12318.t1	A	BRAKERILHT00000014222	A
anno1.g12319.t1	A	BRAKERILHT00000015054	A
anno1.g12320.t1	A	BRAKERILHT00000014646	A
anno1.g12323.t1	A	BRAKERILHT00000015031	A
anno1.g12324.t1	A	BRAKERILHT00000014075	A
anno1.g12325.t1	A	BRAKERILHT00000014319	A
anno1.g12326.t1	A	BRAKERILHT00000015571	A
anno1.g12327.t1	A	BRAKERILHT00000014870	A
anno1.g12328.t1	A	BRAKERILHT00000014527	A
anno1.g12329.t1	A	BRAKERILHT00000014577	A
anno1.g12330.t1	A	BRAKERILHT00000017531	X
anno1.g12332.t1	A	BRAKERILHT00000015321	A
anno1.g12333.t2	A	BRAKERILHT00000014753	A
anno1.g12335.t1	A	BRAKERILHT00000014324	A
anno1.g12336.t1	A	BRAKERILHT00000014079	A
anno1.g12337.t1	A	BRAKERILHT00000015226	A
anno1.g12338.t1	A	BRAKERILHT00000014891	A
anno1.g12339.t1	A	BRAKERILHT00000014416	A
anno1.g12340.t1	A	BRAKERILHT00000015501	A
anno1.g12342.t1	A	BRAKERILHT00000015045	A
anno1.g12343.t1	A	BRAKERILHT00000014468	A
anno1.g12345.t1	A	BRAKERILHT00000015546	A
anno1.g12346.t1	A	BRAKERILHT00000015220	A
anno1.g12349.t1	A	BRAKERILHT00000014672	A
anno1.g12351.t3	A	BRAKERILHT00000014322	A
anno1.g12352.t1	A	BRAKERILHT00000014111	A
anno1.g12353.t1	A	BRAKERILHT00000015160	A
anno1.g12354.t1	A	BRAKERILHT00000015193	A
anno1.g12355.t1	A	BRAKERILHT00000014663	A
anno1.g12356.t1	A	BRAKERILHT00000014256	A
anno1.g12357.t1	A	BRAKERILHT00000015133	A
anno1.g12358.t1	A	BRAKERILHT00000015588	A
anno1.g12359.t1	A	BRAKERILHT00000014438	A
anno1.g12360.t1	A	BRAKERILHT00000014957	A
anno1.g12362.t1	A	BRAKERILHT00000015197	A
anno1.g12363.t2	A	BRAKERILHT00000015125	A
anno1.g12364.t1	A	BRAKERILHT00000014540	A
anno1.g12365.t1	A	BRAKERILHT00000015000	A
anno1.g12366.t1	A	BRAKERILHT00000014263	A
anno1.g12367.t2	A	BRAKERILHT00000014038	A
anno1.g12368.t1	A	BRAKERILHT00000014087	A
anno1.g12369.t1	A	BRAKERILHT00000014477	A
anno1.g12370.t1	A	BRAKERILHT00000014825	A
anno1.g12371.t2	A	BRAKERILHT00000015056	A
anno1.g12372.t1	A	BRAKERILHT00000014029	A
anno1.g12373.t1	A	BRAKERILHT00000015078	A
anno1.g12377.t1	A	BRAKERILHT00000014377	A
anno1.g12378.t1	A	BRAKERILHT00000014811	A
anno1.g12379.t1	A	BRAKERILHT00000014827	A
anno1.g12380.t1	A	BRAKERILHT00000015270	A
anno1.g12381.t1	A	BRAKERILHT00000014125	A
anno1.g12382.t1	A	BRAKERILHT00000014555	A
anno1.g12384.t1	A	BRAKERILHT00000014630	A
anno1.g12385.t1	A	BRAKERILHT00000015090	A
anno1.g12387.t1	A	BRAKERILHT00000014512	A
anno1.g12388.t1	A	BRAKERILHT00000014967	A
anno1.g12389.t1	A	BRAKERILHT00000015178	A
anno1.g12390.t1	A	BRAKERILHT00000015587	A
anno1.g12391.t1	A	BRAKERILHT00000014164	A
anno1.g12393.t1	A	BRAKERILHT00000015487	A
anno1.g12394.t1	A	BRAKERILHT00000014303	A
anno1.g12395.t2	A	BRAKERILHT00000015346	A
anno1.g12396.t1	A	BRAKERILHT00000014171	A
anno1.g12397.t4	A	BRAKERILHT00000014830	A
anno1.g12399.t1	A	BRAKERILHT00000015528	A
anno1.g12400.t1	A	BRAKERILHT00000014430	A
anno1.g12401.t1	A	BRAKERILHT00000014755	A
anno1.g12402.t1	A	BRAKERILHT00000014884	A
anno1.g12403.t1	A	BRAKERILHT00000015248	A
anno1.g12404.t1	A	BRAKERILHT00000015388	A
anno1.g12406.t2	A	BRAKERILHT00000014229	A
anno1.g12407.t1	A	BRAKERILHT00000014573	A
anno1.g12408.t1	A	BRAKERILHT00000014156	A
anno1.g12412.t1	A	BRAKERILHT00000014682	A
anno1.g12413.t2	A	BRAKERILHT00000015411	A
anno1.g12414.t1	A	BRAKERILHT00000014076	A
anno1.g12416.t1	A	BRAKERILHT00000014371	A
anno1.g12417.t1	A	BRAKERILHT00000014609	A
anno1.g12418.t1	A	BRAKERILHT00000015849	A
anno1.g12420.t1	A	BRAKERILHT00000010213	A
anno1.g12421.t1	A	BRAKERILHT00000015351	A
anno1.g12422.t1	A	BRAKERILHT00000015463	A
anno1.g12424.t1	A	BRAKERILHT00000014202	A
anno1.g12429.t1	A	BRAKERILHT00000015012	A
anno1.g12431.t1	A	BRAKERILHT00000015362	A
anno1.g12432.t1	A	BRAKERILHT00000014117	A
anno1.g12434.t1	A	BRAKERILHT00000015437	A
anno1.g12435.t2	A	BRAKERILHT00000015607	A
anno1.g12436.t1	A	BRAKERILHT00000014380	A
anno1.g12437.t1	A	BRAKERILHT00000014700	A
anno1.g12438.t1	A	BRAKERILHT00000014525	A
anno1.g12439.t1	A	BRAKERILHT00000014387	A
anno1.g12440.t1	A	BRAKERILHT00000015234	A
anno1.g12441.t1	A	BRAKERILHT00000014743	A
anno1.g12443.t1	A	BRAKERILHT00000014420	A
anno1.g12444.t1	A	BRAKERILHT00000015468	A
anno1.g12445.t3	A	BRAKERILHT00000015426	A
anno1.g12446.t1	A	BRAKERILHT00000014406	A
anno1.g12447.t1	A	BRAKERILHT00000014739	A
anno1.g12451.t1	A	BRAKERILHT00000014034	A
anno1.g12452.t1	A	BRAKERILHT00000015267	A
anno1.g12453.t1	A	BRAKERILHT00000015366	A
anno1.g12454.t1	A	BRAKERILHT00000014291	A
anno1.g12455.t1	A	BRAKERILHT00000014644	A
anno1.g12456.t1	A	BRAKERILHT00000015183	A
anno1.g12457.t1	A	BRAKERILHT00000015531	A
anno1.g12458.t1	A	BRAKERILHT00000014109	A
anno1.g12459.t1	A	BRAKERILHT00000014459	A
anno1.g12461.t1	A	BRAKERILHT00000014419	A
anno1.g12462.t1	A	BRAKERILHT00000014475	A
anno1.g12463.t1	A	BRAKERILHT00000015189	A
anno1.g12464.t1	A	BRAKERILHT00000014934	A
anno1.g12465.t1	A	BRAKERILHT00000015361	A
anno1.g12466.t1	A	BRAKERILHT00000015064	A
anno1.g12467.t1	A	BRAKERILHT00000014051	A
anno1.g12468.t1	A	BRAKERILHT00000015554	A
anno1.g12469.t1	A	BRAKERILHT00000014244	A
anno1.g12472.t1	A	BRAKERILHT00000014582	A
anno1.g12473.t1	A	BRAKERILHT00000015337	A
anno1.g12475.t2	A	BRAKERILHT00000014986	A
anno1.g12476.t2	A	BRAKERILHT00000015076	A
anno1.g12478.t1	A	BRAKERILHT00000014713	A
anno1.g12479.t1	A	BRAKERILHT00000015298	A
anno1.g12480.t1	A	BRAKERILHT00000014166	A
anno1.g12481.t1	A	BRAKERILHT00000015440	A
anno1.g12482.t1	A	BRAKERILHT00000014569	A
anno1.g12483.t2	A	BRAKERILHT00000014185	A
anno1.g12487.t1	A	BRAKERILHT00000015161	A
anno1.g12488.t1	A	BRAKERILHT00000014618	A
anno1.g12489.t1	A	BRAKERILHT00000014857	A
anno1.g12492.t1	A	BRAKERILHT00000015557	A
anno1.g12493.t1	A	BRAKERILHT00000014450	A
anno1.g12494.t1	A	BRAKERILHT00000014118	A
anno1.g12498.t1	A	BRAKERILHT00000015213	A
anno1.g12500.t1	A	BRAKERILHT00000014277	A
anno1.g12501.t1	A	BRAKERILHT00000014576	A
anno1.g12506.t1	A	BRAKERILHT00000014362	A
anno1.g12508.t1	A	BRAKERILHT00000015115	A
anno1.g12510.t1	A	BRAKERILHT00000014669	A
anno1.g12511.t2	A	BRAKERILHT00000014234	A
anno1.g12512.t1	A	BRAKERILHT00000014881	A
anno1.g12513.t1	A	BRAKERILHT00000015205	A
anno1.g12514.t1	A	BRAKERILHT00000014783	A
anno1.g12515.t1	A	BRAKERILHT00000014560	A
anno1.g12516.t1	A	BRAKERILHT00000014214	A
anno1.g12517.t1	A	BRAKERILHT00000014729	A
anno1.g12519.t1	A	BRAKERILHT00000015610	A
anno1.g12520.t2	A	BRAKERILHT00000015499	A
anno1.g12521.t1	A	BRAKERILHT00000014548	A
anno1.g12523.t1	A	BRAKERILHT00000015512	A
anno1.g12525.t2	A	BRAKERILHT00000016149	A
anno1.g12526.t1	A	BRAKERILHT00000014802	A
anno1.g12529.t1	A	BRAKERILHT00000014279	A
anno1.g12530.t1	A	BRAKERILHT00000015485	A
anno1.g12531.t1	A	BRAKERILHT00000014060	A
anno1.g12532.t1	A	BRAKERILHT00000014610	A
anno1.g12533.t1	A	BRAKERILHT00000014964	A
anno1.g12535.t1	A	BRAKERILHT00000014382	A
anno1.g12536.t1	A	BRAKERILHT00000015591	A
anno1.g12537.t1	A	BRAKERILHT00000014710	A
anno1.g12538.t1	A	BRAKERILHT00000014869	A
anno1.g12540.t1	A	BRAKERILHT00000014504	A
anno1.g12541.t1	A	BRAKERILHT00000015576	A
anno1.g12542.t1	A	BRAKERILHT00000014691	A
anno1.g12543.t1	A	BRAKERILHT00000014974	A
anno1.g12544.t1	A	BRAKERILHT00000014814	A
anno1.g12545.t1	A	BRAKERILHT00000014058	A
anno1.g12546.t1	A	BRAKERILHT00000014120	A
anno1.g12547.t1	A	BRAKERILHT00000014517	A
anno1.g12548.t1	A	BRAKERILHT00000014699	A
anno1.g12552.t1	A	BRAKERILHT00000015431	A
anno1.g12553.t1	A	BRAKERILHT00000015092	A
anno1.g12554.t1	A	BRAKERILHT00000014721	A
anno1.g12556.t1	A	BRAKERILHT00000015522	A
anno1.g12557.t1	A	BRAKERILHT00000014642	A
anno1.g12563.t1	A	BRAKERILHT00000015008	A
anno1.g12564.t1	A	BRAKERILHT00000015357	A
anno1.g12566.t1	A	BRAKERILHT00000014647	A
anno1.g12567.t1	A	BRAKERILHT00000014206	A
anno1.g12568.t1	A	BRAKERILHT00000015455	A
anno1.g12569.t1	A	BRAKERILHT00000015111	A
anno1.g12570.t1	A	BRAKERILHT00000015391	A
anno1.g12571.t1	A	BRAKERILHT00000014151	A
anno1.g12572.t2	A	BRAKERILHT00000014792	A
anno1.g12573.t1	A	BRAKERILHT00000015141	A
anno1.g12574.t1	A	BRAKERILHT00000015477	A
anno1.g12575.t1	A	BRAKERILHT00000014167	A
anno1.g12579.t1	A	BRAKERILHT00000014275	A
anno1.g12582.t1	A	BRAKERILHT00000015146	A
anno1.g12587.t1	A	BRAKERILHT00000013189	A
anno1.g12591.t1	A	BRAKERILHT00000014767	A
anno1.g12592.t1	A	BRAKERILHT00000015173	A
anno1.g12593.t2	A	BRAKERILHT00000015606	A
anno1.g12595.t1	A	BRAKERILHT00000014267	A
anno1.g12596.t1	A	BRAKERILHT00000014695	A
anno1.g12597.t1	A	BRAKERILHT00000014045	A
anno1.g12598.t1	A	BRAKERILHT00000014480	A
anno1.g12601.t1	A	BRAKERILHT00000015283	A
anno1.g12603.t1	A	BRAKERILHT00000014327	A
anno1.g12604.t1	A	BRAKERILHT00000014785	A
anno1.g12605.t1	A	BRAKERILHT00000015118	A
anno1.g12606.t1	A	BRAKERILHT00000014184	A
anno1.g12607.t1	A	BRAKERILHT00000014401	A
anno1.g12608.t1	A	BRAKERILHT00000014740	A
anno1.g12610.t1	A	BRAKERILHT00000014403	A
anno1.g12611.t1	A	BRAKERILHT00000015503	A
anno1.g12612.t1	A	BRAKERILHT00000014652	A
anno1.g12613.t7	A	BRAKERILHT00000015217	A
anno1.g12617.t1	A	BRAKERILHT00000004163	A
anno1.g12619.t1	A	BRAKERILHT00000014541	A
anno1.g12622.t2	A	BRAKERILHT00000014911	A
anno1.g12625.t1	A	BRAKERILHT00000015261	A
anno1.g12627.t1	A	BRAKERILHT00000015526	A
anno1.g12629.t1	A	BRAKERILHT00000015603	A
anno1.g12630.t1	A	BRAKERILHT00000014817	A
anno1.g12631.t1	A	BRAKERILHT00000014763	A
anno1.g12634.t1	A	BRAKERILHT00000015425	A
anno1.g12635.t1	A	BRAKERILHT00000015074	A
anno1.g12636.t1	A	BRAKERILHT00000014157	A
anno1.g12637.t2	A	BRAKERILHT00000014861	A
anno1.g12639.t1	A	BRAKERILHT00000014241	A
anno1.g12640.t1	A	BRAKERILHT00000015344	A
anno1.g12641.t1	A	BRAKERILHT00000014955	A
anno1.g12643.t1	A	BRAKERILHT00000014061	A
anno1.g12644.t1	A	BRAKERILHT00000015166	A
anno1.g12645.t1	A	BRAKERILHT00000015137	A
anno1.g12646.t2	A	BRAKERILHT00000015574	A
anno1.g12647.t1	A	BRAKERILHT00000015466	A
anno1.g12650.t1	A	BRAKERILHT00000014449	A
anno1.g12651.t1	A	BRAKERILHT00000015364	A
anno1.g12654.t1	A	BRAKERILHT00000015390	A
anno1.g12658.t1	A	BRAKERILHT00000014041	A
anno1.g12664.t1	A	BRAKERILHT00000015153	A
anno1.g12671.t2	A	BRAKERILHT00000014085	A
anno1.g12672.t1	A	BRAKERILHT00000014248	A
anno1.g12673.t1	A	BRAKERILHT00000014676	A
anno1.g12685.t1	A	BRAKERILHT00000014129	A
anno1.g12690.t2	A	BRAKERILHT00000015502	A
anno1.g12691.t2	A	BRAKERILHT00000014917	A
anno1.g12692.t1	A	BRAKERILHT00000014456	A
anno1.g12693.t3	A	BRAKERILHT00000015037	A
anno1.g12695.t1	A	BRAKERILHT00000014524	A
anno1.g12696.t1	A	BRAKERILHT00000015609	A
anno1.g12697.t1	A	BRAKERILHT00000014367	A
anno1.g12698.t1	A	BRAKERILHT00000014704	A
anno1.g12699.t1	A	BRAKERILHT00000014588	A
anno1.g12701.t1	A	BRAKERILHT00000014433	A
anno1.g12703.t1	A	BRAKERILHT00000015067	A
anno1.g12704.t1	A	BRAKERILHT00000015515	A
anno1.g12705.t1	A	BRAKERILHT00000014545	A
anno1.g12706.t1	A	BRAKERILHT00000014455	A
anno1.g12707.t1	A	BRAKERILHT00000014338	A
anno1.g12708.t1	A	BRAKERILHT00000015129	A
anno1.g12709.t1	A	BRAKERILHT00000014421	A
anno1.g12710.t1	A	BRAKERILHT00000015547	A
anno1.g12711.t1	A	BRAKERILHT00000014110	A
anno1.g12712.t1	A	BRAKERILHT00000014535	A
anno1.g12713.t1	A	BRAKERILHT00000014329	A
anno1.g12714.t1	A	BRAKERILHT00000015472	A
anno1.g12715.t1	A	BRAKERILHT00000015386	A
anno1.g12716.t2	A	BRAKERILHT00000014628	A
anno1.g12717.t1	A	BRAKERILHT00000015243	A
anno1.g12718.t1	A	BRAKERILHT00000014054	A
anno1.g12719.t1	A	BRAKERILHT00000014697	A
anno1.g12720.t2	A	BRAKERILHT00000015155	A
anno1.g12721.t1	A	BRAKERILHT00000015467	A
anno1.g12722.t1	A	BRAKERILHT00000014320	A
anno1.g12724.t3	A	BRAKERILHT00000014586	A
anno1.g12725.t1	A	BRAKERILHT00000015204	A
anno1.g12728.t1	A	BRAKERILHT00000015549	A
anno1.g12729.t1	A	BRAKERILHT00000014273	A
anno1.g12730.t1	A	BRAKERILHT00000014537	A
anno1.g12731.t3	A	BRAKERILHT00000014557	A
anno1.g12732.t2	A	BRAKERILHT00000014503	A
anno1.g12733.t1	A	BRAKERILHT00000015430	A
anno1.g12734.t1	A	BRAKERILHT00000015518	A
anno1.g12735.t1	A	BRAKERILHT00000014559	A
anno1.g12736.t2	A	BRAKERILHT00000015265	A
anno1.g12737.t1	A	BRAKERILHT00000014932	A
anno1.g12738.t1	A	BRAKERILHT00000014850	A
anno1.g12739.t1	A	BRAKERILHT00000014516	A
anno1.g12740.t1	A	BRAKERILHT00000014738	A
anno1.g12742.t3	A	BRAKERILHT00000014404	A
anno1.g12743.t1	A	BRAKERILHT00000015027	A
anno1.g12744.t1	A	BRAKERILHT00000015513	A
anno1.g12745.t2	A	BRAKERILHT00000014407	A
anno1.g12746.t1	A	BRAKERILHT00000014812	A
anno1.g12747.t1	A	BRAKERILHT00000015049	A
anno1.g12748.t1	A	BRAKERILHT00000015275	A
anno1.g12749.t1	A	BRAKERILHT00000014381	A
anno1.g12750.t1	A	BRAKERILHT00000014832	A
anno1.g12751.t1	A	BRAKERILHT00000015274	A
anno1.g12752.t1	A	BRAKERILHT00000014158	A
anno1.g12753.t2	A	BRAKERILHT00000015252	A
anno1.g12754.t1	A	BRAKERILHT00000014409	A
anno1.g12755.t2	A	BRAKERILHT00000015227	A
anno1.g12756.t1	A	BRAKERILHT00000015308	A
anno1.g12757.t1	A	BRAKERILHT00000014414	A
anno1.g12758.t2	A	BRAKERILHT00000014766	A
anno1.g12759.t1	A	BRAKERILHT00000015082	A
anno1.g12760.t1	A	BRAKERILHT00000014425	A
anno1.g12761.t1	A	BRAKERILHT00000015555	A
anno1.g12762.t1	A	BRAKERILHT00000014643	A
anno1.g12763.t1	A	BRAKERILHT00000014281	A
anno1.g12765.t2	A	BRAKERILHT00000015007	A
anno1.g12767.t2	A	BRAKERILHT00000014463	A
anno1.g12768.t1	A	BRAKERILHT00000014360	A
anno1.g12769.t1	A	BRAKERILHT00000014926	A
anno1.g12770.t1	A	BRAKERILHT00000015258	A
anno1.g12771.t2	A	BRAKERILHT00000014784	A
anno1.g12772.t2	A	BRAKERILHT00000015548	A
anno1.g12774.t1	A	BRAKERILHT00000015209	A
anno1.g12775.t1	A	BRAKERILHT00000015021	A
anno1.g12776.t1	A	BRAKERILHT00000014441	A
anno1.g12777.t3	A	BRAKERILHT00000015327	A
anno1.g12778.t1	A	BRAKERILHT00000014788	A
anno1.g12779.t1	A	BRAKERILHT00000014466	A
anno1.g12780.t1	A	BRAKERILHT00000014332	A
anno1.g12781.t1	A	BRAKERILHT00000015570	A
anno1.g12782.t1	A	BRAKERILHT00000015038	A
anno1.g12783.t2	A	BRAKERILHT00000015398	A
anno1.g12784.t1	A	BRAKERILHT00000014165	A
anno1.g12788.t1	A	BRAKERILHT00000014236	A
anno1.g12789.t1	A	BRAKERILHT00000003669	A
anno1.g12791.t1	A	BRAKERILHT00000003029	A
anno1.g12792.t1	A	BRAKERILHT00000002215	A
anno1.g12793.t1	A	BRAKERILHT00000004048	A
anno1.g12794.t1	A	BRAKERILHT00000003826	A
anno1.g12795.t1	A	BRAKERILHT00000002760	A
anno1.g12796.t1	A	BRAKERILHT00000015080	A
anno1.g12797.t1	A	BRAKERILHT00000016989	X
anno1.g12798.t1	A	BRAKERILHT00000014191	A
anno1.g12800.t1	A	BRAKERILHT00000014910	A
anno1.g12802.t1	A	BRAKERILHT00000014361	A
anno1.g12803.t1	A	BRAKERILHT00000015533	A
anno1.g12804.t1	A	BRAKERILHT00000015107	A
anno1.g12806.t1	A	BRAKERILHT00000015185	A
anno1.g12807.t1	A	BRAKERILHT00000015459	A
anno1.g12808.t2	A	BRAKERILHT00000015003	A
anno1.g12809.t1	A	BRAKERILHT00000014572	A
anno1.g12810.t1	A	BRAKERILHT00000014908	A
anno1.g12813.t1	A	BRAKERILHT00000015187	A
anno1.g12814.t1	A	BRAKERILHT00000015435	A
anno1.g12815.t1	A	BRAKERILHT00000014106	A
anno1.g12816.t1	A	BRAKERILHT00000014968	A
anno1.g12817.t2	A	BRAKERILHT00000015400	A
anno1.g12818.t2	A	BRAKERILHT00000015442	A
anno1.g12819.t4	A	BRAKERILHT00000014292	A
anno1.g12820.t1	A	BRAKERILHT00000014057	A
anno1.g12821.t1	A	BRAKERILHT00000014176	A
anno1.g12822.t1	A	BRAKERILHT00000015582	A
anno1.g12823.t2	A	BRAKERILHT00000015041	A
anno1.g12825.t1	A	BRAKERILHT00000014983	A
anno1.g12826.t1	A	BRAKERILHT00000015244	A
anno1.g12827.t1	A	BRAKERILHT00000015347	A
anno1.g12829.t1	A	BRAKERILHT00000015190	A
anno1.g12836.t1	A	BRAKERILHT00000014688	A
anno1.g12839.t1	A	BRAKERILHT00000015052	A
anno1.g12840.t1	A	BRAKERILHT00000015315	A
anno1.g12842.t1	A	BRAKERILHT00000014314	A
anno1.g12843.t1	A	BRAKERILHT00000014989	A
anno1.g12844.t2	A	BRAKERILHT00000015330	A
