C_chinensis	chromosome	B_siliquastri	chromosome
anno1.g7834.t1	A	BRAKERILHT00000010558	A
anno1.g7835.t1	A	BRAKERILHT00000010877	A
anno1.g7836.t1	A	BRAKERILHT00000012232	A
anno1.g7837.t1	A	BRAKERILHT00000010811	A
anno1.g7839.t1	A	BRAKERILHT00000011555	A
anno1.g7844.t1	A	BRAKERILHT00000014235	A
anno1.g7845.t1	A	BRAKERILHT00000012113	A
anno1.g7846.t1	A	BRAKERILHT00000011958	A
anno1.g7848.t1	A	BRAKERILHT00000010845	A
anno1.g7849.t1	A	BRAKERILHT00000011244	A
anno1.g7850.t1	A	BRAKERILHT00000010588	A
anno1.g7851.t1	A	BRAKERILHT00000012088	A
anno1.g7852.t1	A	BRAKERILHT00000011840	A
anno1.g7854.t2	A	BRAKERILHT00000011187	A
anno1.g7855.t1	A	BRAKERILHT00000010762	A
anno1.g7856.t1	A	BRAKERILHT00000010747	A
anno1.g7858.t1	A	BRAKERILHT00000011791	A
anno1.g7859.t1	A	BRAKERILHT00000011475	A
anno1.g7860.t2	A	BRAKERILHT00000010946	A
anno1.g7861.t1	A	BRAKERILHT00000011724	A
anno1.g7862.t2	A	BRAKERILHT00000012287	A
anno1.g7869.t1	A	BRAKERILHT00000011738	A
anno1.g7870.t1	A	BRAKERILHT00000011971	A
anno1.g7871.t2	A	BRAKERILHT00000010477	A
anno1.g7872.t1	A	BRAKERILHT00000012172	A
anno1.g7873.t1	A	BRAKERILHT00000010659	A
anno1.g7874.t1	A	BRAKERILHT00000011410	A
anno1.g7877.t1	A	BRAKERILHT00000010996	A
anno1.g7878.t1	A	BRAKERILHT00000011272	A
anno1.g7879.t1	A	BRAKERILHT00000010861	A
anno1.g7816.t1	A	BRAKERILHT00000005274	A
anno1.g7817.t1	A	BRAKERILHT00000004703	A
anno1.g7821.t1	A	BRAKERILHT00000005113	A
anno1.g7811.t1	A	BRAKERILHT00000005839	A
anno1.g7812.t3	A	BRAKERILHT00000005265	A
anno1.g7813.t1	A	BRAKERILHT00000005051	A
anno1.g7814.t1	A	BRAKERILHT00000005495	A
anno1.g7815.t1	A	BRAKERILHT00000005874	A
anno1.g1044.t2	A	BRAKERILHT00000007164	A
anno1.g1036.t1	A	BRAKERILHT00000014989	A
anno1.g7798.t1	A	BRAKERILHT00000009576	A
anno1.g7800.t1	A	BRAKERILHT00000009007	A
anno1.g7801.t1	A	BRAKERILHT00000008669	A
anno1.g7802.t1	A	BRAKERILHT00000010163	A
anno1.g7806.t1	A	BRAKERILHT00000008789	A
anno1.g7807.t1	A	BRAKERILHT00000009877	A
anno1.g7787.t1	A	BRAKERILHT00000007467	A
anno1.g7788.t1	A	BRAKERILHT00000008346	A
anno1.g7789.t1	A	BRAKERILHT00000007081	A
anno1.g7791.t1	A	BRAKERILHT00000008432	A
anno1.g7792.t1	A	BRAKERILHT00000007726	A
anno1.g7793.t1	A	BRAKERILHT00000006623	A
anno1.g7794.t1	A	BRAKERILHT00000007003	A
anno1.g7795.t1	A	BRAKERILHT00000007613	A
anno1.g7796.t2	A	BRAKERILHT00000008033	A
anno1.g7775.t1	A	BRAKERILHT00000003822	A
anno1.g7777.t1	A	BRAKERILHT00000003205	A
anno1.g7778.t1	A	BRAKERILHT00000002365	A
anno1.g7780.t1	A	BRAKERILHT00000004260	A
anno1.g7781.t1	A	BRAKERILHT00000003605	A
anno1.g7782.t1	A	BRAKERILHT00000002710	A
anno1.g7784.t1	A	BRAKERILHT00000010209	A
anno1.g7786.t1	A	BRAKERILHT00000009881	A
anno1.g1002.t1	A	BRAKERILHT00000016622	A
anno1.g1003.t1	A	BRAKERILHT00000016494	A
anno1.g1004.t1	A	BRAKERILHT00000016942	A
anno1.g1005.t1	A	BRAKERILHT00000015949	A
anno1.g1006.t1	A	BRAKERILHT00000016901	A
anno1.g1007.t1	A	BRAKERILHT00000016166	A
anno1.g1008.t1	A	BRAKERILHT00000015868	A
anno1.g1009.t1	A	BRAKERILHT00000016243	A
anno1.g1010.t2	A	BRAKERILHT00000002724	A
anno1.g1011.t1	A	BRAKERILHT00000016603	A
anno1.g1012.t1	A	BRAKERILHT00000016912	A
anno1.g1013.t1	A	BRAKERILHT00000016225	A
anno1.g1014.t1	A	BRAKERILHT00000016679	A
anno1.g1015.t1	A	BRAKERILHT00000016113	A
anno1.g1016.t1	A	BRAKERILHT00000016438	A
anno1.g1017.t2	A	BRAKERILHT00000016540	A
anno1.g1018.t1	A	BRAKERILHT00000016845	A
anno1.g1019.t1	A	BRAKERILHT00000016067	A
anno1.g1020.t1	A	BRAKERILHT00000016475	A
anno1.g1021.t1	A	BRAKERILHT00000016618	A
anno1.g1022.t1	A	BRAKERILHT00000015686	A
anno1.g1025.t1	A	BRAKERILHT00000016893	A
anno1.g1026.t1	A	BRAKERILHT00000015714	A
anno1.g1027.t1	A	BRAKERILHT00000016496	A
anno1.g1032.t1	A	BRAKERILHT00000016719	A
anno1.g1033.t1	A	BRAKERILHT00000016877	A
anno1.g1034.t1	A	BRAKERILHT00000015814	A
anno1.g1035.t2	A	BRAKERILHT00000002892	A
anno1.g7762.t2	A	BRAKERILHT00000001384	A
anno1.g7763.t1	A	BRAKERILHT00000001050	A
anno1.g7764.t1	A	BRAKERILHT00000002177	A
anno1.g7765.t1	A	BRAKERILHT00000000917	A
anno1.g7766.t1	A	BRAKERILHT00000000767	A
anno1.g7767.t1	A	BRAKERILHT00000000309	A
anno1.g7769.t1	A	BRAKERILHT00000000475	A
anno1.g7770.t1	A	BRAKERILHT00000001872	A
anno1.g7771.t1	A	BRAKERILHT00000000201	A
anno1.g7772.t1	A	BRAKERILHT00000001623	A
anno1.g7774.t1	A	BRAKERILHT00000002071	A
anno1.g7750.t1	A	BRAKERILHT00000005436	A
anno1.g7751.t1	A	BRAKERILHT00000005042	A
anno1.g7752.t1	A	BRAKERILHT00000005818	A
anno1.g7753.t2	A	BRAKERILHT00000005452	A
anno1.g7754.t1	A	BRAKERILHT00000006156	A
anno1.g7756.t1	A	BRAKERILHT00000004693	A
anno1.g7757.t1	A	BRAKERILHT00000005236	A
anno1.g7758.t1	A	BRAKERILHT00000004469	A
anno1.g7759.t1	A	BRAKERILHT00000005321	A
anno1.g7760.t1	A	BRAKERILHT00000005915	A
anno1.g7761.t1	A	BRAKERILHT00000006236	A
anno1.g7733.t2	A	BRAKERILHT00000000132	A
anno1.g7734.t1	A	BRAKERILHT00000000562	A
anno1.g7735.t1	A	BRAKERILHT00000001684	A
anno1.g7736.t1	A	BRAKERILHT00000001565	A
anno1.g7737.t1	A	BRAKERILHT00000000949	A
anno1.g7738.t1	A	BRAKERILHT00000000367	A
anno1.g7739.t1	A	BRAKERILHT00000000514	A
anno1.g7740.t2	A	BRAKERILHT00000002106	A
anno1.g7742.t1	A	BRAKERILHT00000000498	A
anno1.g7743.t1	A	BRAKERILHT00000000550	A
anno1.g7744.t1	A	BRAKERILHT00000001391	A
anno1.g7745.t1	A	BRAKERILHT00000001785	A
anno1.g7747.t1	A	BRAKERILHT00000000999	A
anno1.g7748.t1	A	BRAKERILHT00000001587	A
anno1.g1001.t1	A	BRAKERILHT00000003625	A
anno1.g7621.t1	A	BRAKERILHT00000005918	A
anno1.g7622.t1	A	BRAKERILHT00000010954	A
anno1.g7623.t1	A	BRAKERILHT00000006237	A
anno1.g7624.t1	A	BRAKERILHT00000006049	A
anno1.g7625.t1	A	BRAKERILHT00000005140	A
anno1.g7626.t1	A	BRAKERILHT00000005757	A
anno1.g7627.t1	A	BRAKERILHT00000005427	A
anno1.g7628.t1	A	BRAKERILHT00000004853	A
anno1.g7629.t2	A	BRAKERILHT00000005592	A
anno1.g7630.t1	A	BRAKERILHT00000005032	A
anno1.g7631.t1	A	BRAKERILHT00000004743	A
anno1.g7632.t2	A	BRAKERILHT00000006124	A
anno1.g7633.t1	A	BRAKERILHT00000005301	A
anno1.g7634.t2	A	BRAKERILHT00000005606	A
anno1.g7635.t1	A	BRAKERILHT00000006004	A
anno1.g7636.t1	A	BRAKERILHT00000005400	A
anno1.g7637.t2	A	BRAKERILHT00000004868	A
anno1.g7638.t1	A	BRAKERILHT00000006331	A
anno1.g7639.t2	A	BRAKERILHT00000006431	A
anno1.g7641.t1	A	BRAKERILHT00000005822	A
anno1.g7642.t1	A	BRAKERILHT00000005255	A
anno1.g7643.t1	A	BRAKERILHT00000004621	A
anno1.g7644.t1	A	BRAKERILHT00000006436	A
anno1.g7645.t1	A	BRAKERILHT00000004823	A
anno1.g7646.t1	A	BRAKERILHT00000005260	A
anno1.g7647.t1	A	BRAKERILHT00000005744	A
anno1.g7648.t1	A	BRAKERILHT00000004682	A
anno1.g7649.t1	A	BRAKERILHT00000005146	A
anno1.g7650.t1	A	BRAKERILHT00000006225	A
anno1.g7651.t2	A	BRAKERILHT00000006057	A
anno1.g7652.t1	A	BRAKERILHT00000005445	A
anno1.g7653.t1	A	BRAKERILHT00000005166	A
anno1.g7654.t1	A	BRAKERILHT00000005141	A
anno1.g7655.t1	A	BRAKERILHT00000005688	A
anno1.g7656.t2	A	BRAKERILHT00000005003	A
anno1.g7657.t1	A	BRAKERILHT00000006406	A
anno1.g7658.t1	A	BRAKERILHT00000005222	A
anno1.g7660.t2	A	BRAKERILHT00000005279	A
anno1.g7661.t1	A	BRAKERILHT00000005038	A
anno1.g7662.t1	A	BRAKERILHT00000005612	A
anno1.g7663.t1	A	BRAKERILHT00000005987	A
anno1.g7664.t1	A	BRAKERILHT00000005397	A
anno1.g7665.t1	A	BRAKERILHT00000005989	A
anno1.g7666.t1	A	BRAKERILHT00000006265	A
anno1.g7667.t1	A	BRAKERILHT00000005798	A
anno1.g7670.t2	A	BRAKERILHT00000005785	A
anno1.g7671.t1	A	BRAKERILHT00000006268	A
anno1.g7672.t1	A	BRAKERILHT00000004664	A
anno1.g7673.t1	A	BRAKERILHT00000005848	A
anno1.g7674.t1	A	BRAKERILHT00000005389	A
anno1.g7675.t1	A	BRAKERILHT00000004772	A
anno1.g7676.t2	A	BRAKERILHT00000006094	A
anno1.g7677.t1	A	BRAKERILHT00000006305	A
anno1.g7678.t1	A	BRAKERILHT00000006045	A
anno1.g7679.t1	A	BRAKERILHT00000006466	A
anno1.g7680.t1	A	BRAKERILHT00000005865	A
anno1.g7681.t1	A	BRAKERILHT00000005305	A
anno1.g7684.t1	A	BRAKERILHT00000004534	A
anno1.g7685.t1	A	BRAKERILHT00000006381	A
anno1.g7686.t1	A	BRAKERILHT00000004542	A
anno1.g7688.t1	A	BRAKERILHT00000013616	A
anno1.g7690.t2	A	BRAKERILHT00000005579	A
anno1.g7691.t1	A	BRAKERILHT00000006143	A
anno1.g7692.t1	A	BRAKERILHT00000004570	A
anno1.g7693.t1	A	BRAKERILHT00000004556	A
anno1.g7694.t1	A	BRAKERILHT00000004988	A
anno1.g7695.t1	A	BRAKERILHT00000005528	A
anno1.g7700.t1	A	BRAKERILHT00000005807	A
anno1.g7701.t1	A	BRAKERILHT00000005532	A
anno1.g7702.t1	A	BRAKERILHT00000005975	A
anno1.g7703.t1	A	BRAKERILHT00000004911	A
anno1.g7704.t1	A	BRAKERILHT00000005815	A
anno1.g7705.t1	A	BRAKERILHT00000006273	A
anno1.g7706.t1	A	BRAKERILHT00000005979	A
anno1.g7707.t2	A	BRAKERILHT00000004656	A
anno1.g7708.t1	A	BRAKERILHT00000004908	A
anno1.g7709.t1	A	BRAKERILHT00000005345	A
anno1.g7710.t1	A	BRAKERILHT00000006255	A
anno1.g7711.t1	A	BRAKERILHT00000005680	A
anno1.g7712.t1	A	BRAKERILHT00000006251	A
anno1.g7713.t1	A	BRAKERILHT00000005483	A
anno1.g7714.t1	A	BRAKERILHT00000006062	A
anno1.g7715.t1	A	BRAKERILHT00000006422	A
anno1.g7716.t2	A	BRAKERILHT00000004971	A
anno1.g7717.t1	A	BRAKERILHT00000005196	A
anno1.g7718.t1	A	BRAKERILHT00000005775	A
anno1.g7719.t1	A	BRAKERILHT00000006095	A
anno1.g7721.t1	A	BRAKERILHT00000004639	A
anno1.g7722.t1	A	BRAKERILHT00000004927	A
anno1.g7723.t1	A	BRAKERILHT00000004983	A
anno1.g7725.t2	A	BRAKERILHT00000005794	A
anno1.g7726.t1	A	BRAKERILHT00000005089	A
anno1.g7727.t1	A	BRAKERILHT00000005960	A
anno1.g7728.t1	A	BRAKERILHT00000004631	A
anno1.g7729.t1	A	BRAKERILHT00000005364	A
anno1.g7730.t1	A	BRAKERILHT00000005952	A
anno1.g7731.t2	A	BRAKERILHT00000005930	A
anno1.g7578.t1	A	BRAKERILHT00000009325	A
anno1.g7579.t1	A	BRAKERILHT00000015078	A
anno1.g7581.t1	A	BRAKERILHT00000008984	A
anno1.g7582.t1	A	BRAKERILHT00000008576	A
anno1.g7583.t1	A	BRAKERILHT00000010283	A
anno1.g7584.t1	A	BRAKERILHT00000009590	A
anno1.g7585.t1	A	BRAKERILHT00000009368	A
anno1.g7586.t1	A	BRAKERILHT00000008747	A
anno1.g7587.t1	A	BRAKERILHT00000010306	A
anno1.g7588.t2	A	BRAKERILHT00000009522	A
anno1.g7589.t1	A	BRAKERILHT00000009869	A
anno1.g7590.t1	A	BRAKERILHT00000009583	A
anno1.g7591.t1	A	BRAKERILHT00000009268	A
anno1.g7592.t1	A	BRAKERILHT00000010398	A
anno1.g7593.t1	A	BRAKERILHT00000009670	A
anno1.g7594.t1	A	BRAKERILHT00000009019	A
anno1.g7595.t1	A	BRAKERILHT00000010140	A
anno1.g7596.t1	A	BRAKERILHT00000008768	A
anno1.g7597.t1	A	BRAKERILHT00000010166	A
anno1.g7599.t1	A	BRAKERILHT00000009137	A
anno1.g7600.t2	A	BRAKERILHT00000009579	A
anno1.g7601.t1	A	BRAKERILHT00000010020	A
anno1.g7602.t1	A	BRAKERILHT00000010142	A
anno1.g7605.t1	A	BRAKERILHT00000010129	A
anno1.g7606.t1	A	BRAKERILHT00000010403	A
anno1.g7607.t2	A	BRAKERILHT00000009890	A
anno1.g7609.t1	A	BRAKERILHT00000009343	A
anno1.g7610.t3	A	BRAKERILHT00000008752	A
anno1.g7611.t1	A	BRAKERILHT00000009758	A
anno1.g7612.t1	A	BRAKERILHT00000009898	A
anno1.g7613.t1	A	BRAKERILHT00000009320	A
anno1.g7614.t1	A	BRAKERILHT00000009449	A
anno1.g7615.t1	A	BRAKERILHT00000010134	A
anno1.g7616.t2	A	BRAKERILHT00000008929	A
anno1.g7617.t1	A	BRAKERILHT00000010282	A
anno1.g7618.t2	A	BRAKERILHT00000009396	A
anno1.g7619.t1	A	BRAKERILHT00000009842	A
anno1.g7620.t1	A	BRAKERILHT00000009178	A
anno1.g998.t1	A	BRAKERILHT00000002662	A
anno1.g999.t1	A	BRAKERILHT00000004115	A
anno1.g1000.t1	A	BRAKERILHT00000002362	A
anno1.g994.t1	A	BRAKERILHT00000004056	A
anno1.g995.t1	A	BRAKERILHT00000003385	A
anno1.g997.t1	A	BRAKERILHT00000003964	A
anno1.g989.t1	A	BRAKERILHT00000017305	X
anno1.g990.t1	A	BRAKERILHT00000018030	X
anno1.g991.t1	A	BRAKERILHT00000017014	X
anno1.g992.t1	A	BRAKERILHT00000017747	X
anno1.g977.t1	A	BRAKERILHT00000015223	A
anno1.g978.t1	A	BRAKERILHT00000009791	A
anno1.g979.t1	A	BRAKERILHT00000010201	A
anno1.both_agree_g4724.t2	A	BRAKERILHT00000009355	A
anno1.g981.t3	A	BRAKERILHT00000009932	A
anno1.g982.t1	A	BRAKERILHT00000010220	A
anno1.g985.t1	A	BRAKERILHT00000010317	A
anno1.g987.t1	A	BRAKERILHT00000009650	A
anno1.g7576.t1	A	BRAKERILHT00000014207	A
anno1.g7558.t1	A	BRAKERILHT00000000621	A
anno1.g7559.t1	A	BRAKERILHT00000001084	A
anno1.g7560.t4	A	BRAKERILHT00000002073	A
anno1.g7561.t2	A	BRAKERILHT00000000120	A
anno1.g7562.t1	A	BRAKERILHT00000002121	A
anno1.g7563.t2	A	BRAKERILHT00000001849	A
anno1.g7567.t1	A	BRAKERILHT00000000378	A
anno1.g7569.t1	A	BRAKERILHT00000000461	A
anno1.g7570.t1	A	BRAKERILHT00000010744	A
anno1.g7574.t1	A	BRAKERILHT00000000151	A
anno1.g976.t1	A	BRAKERILHT00000002534	A
anno1.g963.t1	A	BRAKERILHT00000016613	A
anno1.g964.t1	A	BRAKERILHT00000016238	A
anno1.g965.t1	A	BRAKERILHT00000015845	A
anno1.g967.t1	A	BRAKERILHT00000016864	A
anno1.g969.t1	A	BRAKERILHT00000016426	A
anno1.g970.t1	A	BRAKERILHT00000016060	A
anno1.g971.t1	A	BRAKERILHT00000015835	A
anno1.g972.t3	A	BRAKERILHT00000016510	A
anno1.g973.t1	A	BRAKERILHT00000016966	A
anno1.g7545.t1	A	BRAKERILHT00000006611	A
anno1.g7546.t1	A	BRAKERILHT00000007755	A
anno1.g7549.t2	A	BRAKERILHT00000006486	A
anno1.g7551.t1	A	BRAKERILHT00000008374	A
anno1.g7552.t1	A	BRAKERILHT00000006885	A
anno1.g7539.t2	A	BRAKERILHT00000004515	A
anno1.g7540.t1	A	BRAKERILHT00000004948	A
anno1.g7541.t1	A	BRAKERILHT00000005951	A
anno1.g7542.t2	A	BRAKERILHT00000005954	A
anno1.g7543.t1	A	BRAKERILHT00000005223	A
anno1.g947.t1	A	BRAKERILHT00000002185	A
anno1.g938.t1	A	BRAKERILHT00000004438	A
anno1.g940.t1	A	BRAKERILHT00000004392	A
anno1.g941.t1	A	BRAKERILHT00000002603	A
anno1.g929.t1	A	BRAKERILHT00000015153	A
anno1.g932.t1	A	BRAKERILHT00000014718	A
anno1.g933.t1	A	BRAKERILHT00000014248	A
anno1.g934.t1	A	BRAKERILHT00000014676	A
anno1.g935.t2	A	BRAKERILHT00000014081	A
anno1.g936.t1	A	BRAKERILHT00000015530	A
anno1.g937.t1	A	BRAKERILHT00000014777	A
anno1.g921.t1	A	BRAKERILHT00000004722	A
anno1.g922.t1	A	BRAKERILHT00000005317	A
anno1.g7525.t1	A	BRAKERILHT00000013654	A
anno1.g7526.t1	A	BRAKERILHT00000012672	A
anno1.g7527.t1	A	BRAKERILHT00000012863	A
anno1.g7528.t1	A	BRAKERILHT00000013143	A
anno1.g7529.t1	A	BRAKERILHT00000012668	A
anno1.g7531.t1	A	BRAKERILHT00000013660	A
anno1.g7532.t1	A	BRAKERILHT00000013247	A
anno1.g7534.t1	A	BRAKERILHT00000013798	A
anno1.g7535.t2	A	BRAKERILHT00000013998	A
anno1.g7536.t1	A	BRAKERILHT00000013435	A
anno1.g7538.t1	A	BRAKERILHT00000012573	A
anno1.g897.t1	A	BRAKERILHT00000002306	A
anno1.g898.t1	A	BRAKERILHT00000002810	A
anno1.g899.t1	A	BRAKERILHT00000003574	A
anno1.g900.t4	A	BRAKERILHT00000004071	A
anno1.g901.t1	A	BRAKERILHT00000002295	A
anno1.g902.t1	A	BRAKERILHT00000003838	A
anno1.g904.t2	A	BRAKERILHT00000004368	A
anno1.g905.t1	A	BRAKERILHT00000002633	A
anno1.g906.t1	A	BRAKERILHT00000004309	A
anno1.g907.t1	A	BRAKERILHT00000003298	A
anno1.g910.t1	A	BRAKERILHT00000003424	A
anno1.g911.t1	A	BRAKERILHT00000004080	A
anno1.g912.t1	A	BRAKERILHT00000003305	A
anno1.g913.t1	A	BRAKERILHT00000003979	A
anno1.g914.t1	A	BRAKERILHT00000003427	A
anno1.g915.t1	A	BRAKERILHT00000002977	A
anno1.g916.t1	A	BRAKERILHT00000002319	A
anno1.g917.t1	A	BRAKERILHT00000003986	A
anno1.g918.t3	A	BRAKERILHT00000003334	A
anno1.g7512.t1	A	BRAKERILHT00000009133	A
anno1.g7513.t1	A	BRAKERILHT00000009954	A
anno1.g7515.t2	A	BRAKERILHT00000008885	A
anno1.g7516.t1	A	BRAKERILHT00000009408	A
anno1.g7517.t2	A	BRAKERILHT00000009363	A
anno1.g7519.t1	A	BRAKERILHT00000008916	A
anno1.g7520.t1	A	BRAKERILHT00000009452	A
anno1.g7521.t1	A	BRAKERILHT00000009556	A
anno1.g7522.t1	A	BRAKERILHT00000009169	A
anno1.g7523.t1	A	BRAKERILHT00000008490	A
anno1.g7524.t1	A	BRAKERILHT00000010310	A
anno1.g873.t1	A	BRAKERILHT00000008199	A
anno1.g874.t1	A	BRAKERILHT00000007209	A
anno1.g875.t1	A	BRAKERILHT00000007115	A
anno1.g876.t1	A	BRAKERILHT00000006520	A
anno1.g877.t1	A	BRAKERILHT00000007450	A
anno1.g870.t2	A	BRAKERILHT00000016502	A
anno1.g871.t2	A	BRAKERILHT00000016890	A
anno1.g872.t2	A	BRAKERILHT00000016271	A
anno1.g868.t1	A	BRAKERILHT00000013642	A
anno1.g853.t1	A	BRAKERILHT00000006393	A
anno1.g854.t1	A	BRAKERILHT00000004514	A
anno1.g855.t1	A	BRAKERILHT00000006448	A
anno1.g856.t2	A	BRAKERILHT00000006357	A
anno1.g857.t1	A	BRAKERILHT00000005907	A
anno1.g858.t1	A	BRAKERILHT00000004501	A
anno1.g859.t1	A	BRAKERILHT00000006182	A
anno1.g860.t4	A	BRAKERILHT00000006019	A
anno1.g861.t1	A	BRAKERILHT00000004640	A
anno1.g862.t1	A	BRAKERILHT00000005808	A
anno1.g863.t1	A	BRAKERILHT00000006267	A
anno1.g864.t3	A	BRAKERILHT00000004912	A
anno1.g865.t1	A	BRAKERILHT00000005356	A
anno1.g866.t1	A	BRAKERILHT00000005523	A
anno1.g848.t1	A	BRAKERILHT00000007750	A
anno1.g850.t1	A	BRAKERILHT00000007034	A
anno1.g846.t1	A	BRAKERILHT00000000918	A
anno1.g824.t1	A	BRAKERILHT00000003808	A
anno1.g825.t1	A	BRAKERILHT00000003482	A
anno1.g826.t1	A	BRAKERILHT00000003253	A
anno1.g827.t1	A	BRAKERILHT00000003538	A
anno1.g828.t1	A	BRAKERILHT00000003503	A
anno1.g829.t1	A	BRAKERILHT00000004022	A
anno1.g831.t1	A	BRAKERILHT00000002690	A
anno1.g832.t1	A	BRAKERILHT00000003181	A
anno1.g833.t1	A	BRAKERILHT00000004413	A
anno1.g834.t1	A	BRAKERILHT00000002623	A
anno1.g835.t1	A	BRAKERILHT00000003324	A
anno1.g837.t1	A	BRAKERILHT00000004235	A
anno1.g838.t1	A	BRAKERILHT00000002678	A
anno1.g839.t1	A	BRAKERILHT00000002988	A
anno1.g841.t1	A	BRAKERILHT00000005621	A
anno1.g843.t1	A	BRAKERILHT00000002733	A
anno1.g845.t1	A	BRAKERILHT00000002416	A
anno1.g823.t1	A	BRAKERILHT00000001869	A
anno1.g820.t2	A	BRAKERILHT00000013043	A
anno1.g817.t1	A	BRAKERILHT00000016651	A
anno1.g818.t1	A	BRAKERILHT00000016343	A
anno1.g811.t1	A	BRAKERILHT00000008607	A
anno1.g815.t1	A	BRAKERILHT00000009517	A
anno1.g816.t1	A	BRAKERILHT00000009075	A
anno1.g775.t1	A	BRAKERILHT00000001715	A
anno1.g776.t1	A	BRAKERILHT00000000018	A
anno1.g777.t1	A	BRAKERILHT00000000237	A
anno1.g778.t1	A	BRAKERILHT00000001429	A
anno1.g779.t1	A	BRAKERILHT00000000807	A
anno1.g780.t1	A	BRAKERILHT00000000805	A
anno1.g781.t1	A	BRAKERILHT00000001478	A
anno1.g782.t1	A	BRAKERILHT00000001932	A
anno1.g784.t1	A	BRAKERILHT00000000493	A
anno1.g787.t1	A	BRAKERILHT00000000093	A
anno1.g788.t1	A	BRAKERILHT00000001093	A
anno1.g789.t1	A	BRAKERILHT00000001716	A
anno1.g790.t1	A	BRAKERILHT00000000943	A
anno1.g792.t1	A	BRAKERILHT00000000115	A
anno1.g793.t1	A	BRAKERILHT00000001548	A
anno1.g794.t1	A	BRAKERILHT00000000718	A
anno1.g795.t1	A	BRAKERILHT00000000090	A
anno1.g796.t1	A	BRAKERILHT00000001975	A
anno1.g797.t1	A	BRAKERILHT00000001232	A
anno1.g798.t1	A	BRAKERILHT00000000042	A
anno1.g799.t1	A	BRAKERILHT00000001270	A
anno1.g800.t2	A	BRAKERILHT00000000893	A
anno1.g805.t1	A	BRAKERILHT00000001881	A
anno1.g808.t1	A	BRAKERILHT00000002033	A
anno1.g766.t1	A	BRAKERILHT00000002433	A
anno1.g762.t1	A	BRAKERILHT00000002727	A
anno1.g765.t1	A	BRAKERILHT00000003862	A
anno1.g7497.t1	A	BRAKERILHT00000004238	A
anno1.g7498.t1	A	BRAKERILHT00000004110	A
anno1.g7500.t5	A	BRAKERILHT00000002350	A
anno1.g7501.t1	A	BRAKERILHT00000002774	A
anno1.g7502.t1	A	BRAKERILHT00000003535	A
anno1.g7504.t1	A	BRAKERILHT00000004318	A
anno1.g7505.t2	A	BRAKERILHT00000002664	A
anno1.g7507.t1	A	BRAKERILHT00000003496	A
anno1.g7508.t1	A	BRAKERILHT00000004051	A
anno1.g7509.t1	A	BRAKERILHT00000004166	A
anno1.g761.t1	A	BRAKERILHT00000016031	A
anno1.g723.t1	A	BRAKERILHT00000013943	A
anno1.g724.t1	A	BRAKERILHT00000012869	A
anno1.g726.t1	A	BRAKERILHT00000012373	A
anno1.g727.t1	A	BRAKERILHT00000013765	A
anno1.g728.t2	A	BRAKERILHT00000013312	A
anno1.g729.t1	A	BRAKERILHT00000012589	A
anno1.g730.t2	A	BRAKERILHT00000014017	A
anno1.g731.t1	A	BRAKERILHT00000013633	A
anno1.g732.t1	A	BRAKERILHT00000013543	A
anno1.g733.t1	A	BRAKERILHT00000013145	A
anno1.g734.t2	A	BRAKERILHT00000013491	A
anno1.g736.t1	A	BRAKERILHT00000013237	A
anno1.g737.t1	A	BRAKERILHT00000012897	A
anno1.g738.t1	A	BRAKERILHT00000012760	A
anno1.g739.t1	A	BRAKERILHT00000013281	A
anno1.g740.t1	A	BRAKERILHT00000013907	A
anno1.g741.t2	A	BRAKERILHT00000012511	A
anno1.g744.t1	A	BRAKERILHT00000013753	A
anno1.g745.t1	A	BRAKERILHT00000012447	A
anno1.g747.t2	A	BRAKERILHT00000012859	A
anno1.g748.t1	A	BRAKERILHT00000012434	A
anno1.g749.t1	A	BRAKERILHT00000012686	A
anno1.g750.t1	A	BRAKERILHT00000013996	A
anno1.g751.t1	A	BRAKERILHT00000013279	A
anno1.g752.t1	A	BRAKERILHT00000013140	A
anno1.g753.t1	A	BRAKERILHT00000013502	A
anno1.g754.t1	A	BRAKERILHT00000012508	A
anno1.g755.t1	A	BRAKERILHT00000012912	A
anno1.g756.t1	A	BRAKERILHT00000013272	A
anno1.g711.t2	A	BRAKERILHT00000017865	X
anno1.g712.t2	A	BRAKERILHT00000017005	X
anno1.g714.t1	A	BRAKERILHT00000017625	X
anno1.g716.t1	A	BRAKERILHT00000017480	X
anno1.g717.t1	A	BRAKERILHT00000017793	X
anno1.g7486.t2	A	BRAKERILHT00000014631	A
anno1.g7489.t1	A	BRAKERILHT00000014998	A
anno1.g7491.t1	A	BRAKERILHT00000014895	A
anno1.g7492.t1	A	BRAKERILHT00000015362	A
anno1.g7496.t1	A	BRAKERILHT00000014117	A
anno1.g709.t1	A	BRAKERILHT00000004716	A
anno1.g710.t2	A	BRAKERILHT00000005482	A
anno1.g706.t1	A	BRAKERILHT00000004433	A
anno1.g652.t2	A	BRAKERILHT00000014512	A
anno1.g654.t1	A	BRAKERILHT00000015090	A
anno1.g656.t1	A	BRAKERILHT00000014125	A
anno1.g658.t1	A	BRAKERILHT00000014827	A
anno1.g659.t1	A	BRAKERILHT00000014811	A
anno1.g660.t2	A	BRAKERILHT00000014377	A
anno1.g662.t1	A	BRAKERILHT00000014825	A
anno1.g663.t2	A	BRAKERILHT00000014477	A
anno1.g664.t1	A	BRAKERILHT00000014087	A
