A_obtectus	chromosome	D_carinulata	chromosome
anno1.g11182.t1	A	rna-XM_057801614.1	X
anno1.g11183.t8	A	rna-XM_057797558.1	A
anno1.g11185.t1	A	rna-XM_057798240.1	A
anno1.g11186.t1	A	rna-XM_057797660.1	A
anno1.g11187.t1	A	rna-XM_057813019.1	A
anno1.g11188.t1	A	rna-XM_057814755.1	A
anno1.g11190.t1	A	rna-XM_057800008.1	X
anno1.g11191.t1	A	rna-XM_057797870.1	A
anno1.g11192.t1	A	rna-XM_057804879.1	A
anno1.g11193.t1	A	rna-XM_057801686.1	A
anno1.g11195.t2	A	rna-XM_057802044.1	A
anno1.g11196.t1	A	rna-XM_057802636.1	A
anno1.g11197.t1	A	rna-XM_057814564.1	A
anno1.g11198.t1	A	rna-XM_057814563.1	A
anno1.g11200.t1	A	rna-XM_057813432.1	A
anno1.g11201.t1	A	rna-XM_057803818.1	A
anno1.g11203.t1	A	rna-XM_057803428.1	A
anno1.g11204.t1	A	rna-XM_057803417.1	A
anno1.g11205.t1	A	rna-XM_057803416.1	A
anno1.g11207.t1	A	rna-XM_057803455.1	A
anno1.g11208.t3	A	rna-XM_057810189.1	A
anno1.g11209.t1	A	rna-XM_057805507.1	A
anno1.g11210.t1	A	rna-XM_057814406.1	A
anno1.g11211.t1	A	rna-XM_057804273.1	A
anno1.g11212.t1	A	rna-XM_057803495.1	A
anno1.g11213.t1	A	rna-XM_057805891.1	A
anno1.g11216.t1	A	rna-XM_057804677.1	A
anno1.g11217.t1	A	rna-XM_057809498.1	A
anno1.g11219.t1	A	rna-XM_057809496.1	A
anno1.g11220.t1	A	rna-XM_057809083.1	A
anno1.g11221.t1	A	rna-XM_057809082.1	A
anno1.g11222.t1	A	rna-XM_057809180.1	A
anno1.g11223.t1	A	rna-XM_057805030.1	A
anno1.g11226.t1	A	rna-XM_057805170.1	A
anno1.g11227.t1	A	rna-XM_057814862.1	A
anno1.g11228.t1	A	rna-XM_057814845.1	A
anno1.g11229.t1	A	rna-XM_057814848.1	A
anno1.g11230.t1	A	rna-XM_057814846.1	A
anno1.g11231.t2	A	rna-XM_057814926.1	A
anno1.g11232.t2	A	rna-XM_057804787.1	A
anno1.g11233.t1	A	rna-XM_057812505.1	A
anno1.g11234.t1	A	rna-XM_057812489.1	A
anno1.g11235.t1	A	rna-XM_057802547.1	A
anno1.g11236.t1	A	rna-XM_057808683.1	A
anno1.g11237.t1	A	rna-XM_057808682.1	A
anno1.g11238.t1	A	rna-XM_057808659.1	A
anno1.g11240.t1	A	rna-XM_057808678.1	A
anno1.g11241.t2	A	rna-XM_057797833.1	A
anno1.g11242.t1	A	rna-XM_057797959.1	A
anno1.g11244.t1	A	rna-XM_057814404.1	A
anno1.g11246.t1	A	rna-XM_057800834.1	A
anno1.g11247.t1	A	rna-XM_057802692.1	A
anno1.g11250.t2	A	rna-XM_057809129.1	A
anno1.g11251.t1	A	rna-XM_057813058.1	A
anno1.g11253.t1	A	rna-XM_057810401.1	A
anno1.g11254.t1	A	rna-XM_057813384.1	A
anno1.g11255.t1	A	rna-XM_057813059.1	A
anno1.g11256.t1	A	rna-XM_057813229.1	X
anno1.g11257.t1	A	rna-XM_057797948.1	A
anno1.g11258.t1	A	rna-XM_057798875.1	A
anno1.g11259.t1	A	rna-XM_057804061.1	A
anno1.g11260.t1	A	rna-XM_057811316.1	A
anno1.g11263.t1	A	rna-XM_057809972.1	X
anno1.g11267.t1	A	rna-XM_057810071.1	X
anno1.g11268.t1	A	rna-XM_057809959.1	X
anno1.g11269.t1	A	rna-XM_057810005.1	X
anno1.g11270.t1	A	rna-XM_057809993.1	X
anno1.g11274.t1	A	rna-XM_057803638.1	A
anno1.g11279.t1	A	rna-XM_057814418.1	A
anno1.g11280.t1	A	rna-XM_057803640.1	A
anno1.g11284.t1	A	rna-XM_057808634.1	A
anno1.g11285.t1	A	rna-XM_057808631.1	A
anno1.g11286.t2	A	rna-XM_057813583.1	A
anno1.g11287.t1	A	rna-XM_057802296.1	A
anno1.g11295.t2	A	rna-XM_057812842.1	A
anno1.g11296.t1	A	rna-XM_057802655.1	A
anno1.g11297.t1	A	rna-XM_057802149.1	A
anno1.g11298.t1	A	rna-XM_057802150.1	A
anno1.g11307.t1	A	rna-XM_057812215.1	A
anno1.g11308.t1	A	rna-XM_057803816.1	A
anno1.g11309.t2	A	rna-XM_057812836.1	A
anno1.g11310.t1	A	rna-XM_057814800.1	A
anno1.g11311.t1	A	rna-XM_057806958.1	A
anno1.g11312.t1	A	rna-XM_057806929.1	A
anno1.g11313.t2	A	rna-XM_057803641.1	A
anno1.g11314.t2	A	rna-XM_057803632.1	A
anno1.g11315.t1	A	rna-XM_057807183.1	A
anno1.g11316.t1	A	rna-XM_057802236.1	A
anno1.g11317.t1	A	rna-XM_057814577.1	A
anno1.g11318.t1	A	rna-XM_057798727.1	A
anno1.g11320.t2	A	rna-XM_057797917.1	A
anno1.g11326.t1	A	rna-XM_057799143.1	A
anno1.g11327.t1	A	rna-XM_057797502.1	A
anno1.g11328.t1	A	rna-XM_057814723.1	A
anno1.g11329.t1	A	rna-XM_057813614.1	A
anno1.g11330.t2	A	rna-XM_057813606.1	A
anno1.g11332.t2	A	rna-XM_057813615.1	A
anno1.g11333.t1	A	rna-XM_057802057.1	A
anno1.g11337.t1	A	rna-XM_057801583.1	A
anno1.g11338.t2	A	rna-XM_057801571.1	A
anno1.g11339.t1	A	rna-XM_057799824.1	A
anno1.g11340.t3	A	rna-XM_057813142.1	A
anno1.g11345.t1	A	rna-XM_057804915.1	A
anno1.g11350.t2	A	rna-XM_057799639.1	A
anno1.g11351.t2	A	rna-XM_057813209.1	A
anno1.g11352.t1	A	rna-XM_057800606.1	A
anno1.g11353.t1	A	rna-XM_057813173.1	A
anno1.g11354.t3	A	rna-XM_057813178.1	A
anno1.g11355.t1	A	rna-XM_057804992.1	A
anno1.g11356.t1	A	rna-XM_057805258.1	A
anno1.g11357.t1	A	rna-XM_057808503.1	A
anno1.g11360.t1	A	rna-XM_057797344.1	A
anno1.g11361.t1	A	rna-XM_057808709.1	A
anno1.g11363.t2	A	rna-XM_057807819.1	A
anno1.g11364.t1	A	rna-XM_057803798.1	A
anno1.g11365.t1	A	rna-XM_057811684.1	A
anno1.g11366.t2	A	rna-XM_057801680.1	A
anno1.g11367.t1	A	rna-XM_057801663.1	A
anno1.g11368.t1	A	rna-XM_057801661.1	A
anno1.g11369.t7	A	rna-XM_057796967.1	A
anno1.g11372.t1	A	rna-XM_057796971.1	A
anno1.g11376.t1	A	rna-XM_057802364.1	A
anno1.g11378.t1	A	rna-XM_057801781.1	A
anno1.g11382.t1	A	rna-XM_057795893.1	A
anno1.g11383.t1	A	rna-XM_057795891.1	A
anno1.g11390.t1	A	rna-XM_057795648.1	A
anno1.g11391.t1	A	rna-XM_057800535.1	A
anno1.g11392.t1	A	rna-XM_057813185.1	A
anno1.g11393.t1	A	rna-XM_057812644.1	A
anno1.g11394.t1	A	rna-XM_057812642.1	A
anno1.g11395.t1	A	rna-XM_057813255.1	A
anno1.g11400.t1	A	rna-XM_057801241.1	A
anno1.g11401.t1	A	rna-XM_057801245.1	A
anno1.g11403.t4	A	rna-XM_057801242.1	A
anno1.g11404.t1	A	rna-XM_057811547.1	A
anno1.g11406.t1	A	rna-XM_057798242.1	A
anno1.g11407.t1	A	rna-XM_057814801.1	A
anno1.g11409.t1	A	rna-XM_057816486.1	A
anno1.g11410.t1	A	rna-XM_057816478.1	A
anno1.g11411.t2	A	rna-XM_057816481.1	A
anno1.g11412.t2	A	rna-XM_057803442.1	A
anno1.g11414.t1	A	rna-XM_057803445.1	A
anno1.g11415.t3	A	rna-XM_057802646.1	A
anno1.g11417.t1	A	rna-XM_057796965.1	A
anno1.g11421.t1	A	rna-XM_057803878.1	A
anno1.g11422.t1	A	rna-XM_057808403.1	A
anno1.g11423.t1	A	rna-XM_057805821.1	A
anno1.g11424.t1	A	rna-XM_057804350.1	A
anno1.g11425.t1	A	rna-XM_057804340.1	A
anno1.g11432.t1	A	rna-XM_057808222.1	A
anno1.g11433.t1	A	rna-XM_057796511.1	A
anno1.g11435.t1	A	rna-XM_057796464.1	A
anno1.g11436.t1	A	rna-XM_057795241.1	A
anno1.g11437.t1	A	rna-XM_057811787.1	A
anno1.g11439.t1	A	rna-XM_057812011.1	A
anno1.g11440.t2	A	rna-XM_057795230.1	A
anno1.g11442.t1	A	rna-XM_057804412.1	A
anno1.g11449.t1	A	rna-XM_057809616.1	A
anno1.g11450.t1	A	rna-XM_057815962.1	A
anno1.g11453.t1	A	rna-XM_057816102.1	A
anno1.g11459.t4	A	rna-XM_057800728.1	A
anno1.g11469.t1	A	rna-XM_057812464.1	A
anno1.g11470.t1	A	rna-XM_057800898.1	A
anno1.g11471.t1	A	rna-XM_057813987.1	A
anno1.g11474.t1	A	rna-XM_057815458.1	A
anno1.g11479.t1	A	rna-XM_057802110.1	A
anno1.g11485.t1	A	rna-XM_057799281.1	A
anno1.g11487.t1	A	rna-XM_057801353.1	A
anno1.g11489.t1	A	rna-XM_057799284.1	A
anno1.g11493.t2	A	rna-XM_057810655.1	A
anno1.g11495.t1	A	rna-XM_057797095.1	A
anno1.g11496.t2	A	rna-XM_057806475.1	A
anno1.g11498.t1	A	rna-XM_057813321.1	X
anno1.g11499.t1	A	rna-XM_057814583.1	X
anno1.g11501.t1	A	rna-XM_057804423.1	A
anno1.g11503.t1	A	rna-XM_057813950.1	A
anno1.g11508.t1	A	rna-XM_057802238.1	A
anno1.g11511.t1	A	rna-XM_057801762.1	A
anno1.g11515.t1	A	rna-XM_057808845.1	A
anno1.g11517.t1	A	rna-XM_057809203.1	A
anno1.g11518.t1	A	rna-XM_057809170.1	A
anno1.g11519.t4	A	rna-XM_057807611.1	A
anno1.g11520.t1	A	rna-XM_057807616.1	A
anno1.g11525.t1	A	rna-XM_057811856.1	X
anno1.g11527.t2	A	rna-XM_057799579.1	A
anno1.g11532.t1	A	rna-XM_057796378.1	A
anno1.g11533.t2	A	rna-XM_057796364.1	A
anno1.g11534.t1	A	rna-XM_057796367.1	A
anno1.g11535.t2	A	rna-XM_057804063.1	A
anno1.g11536.t1	A	rna-XM_057816454.1	X
anno1.g11537.t1	A	rna-XM_057806080.1	A
anno1.g11538.t1	A	rna-XM_057800107.1	A
anno1.g11539.t1	A	rna-XM_057805415.1	A
anno1.g11541.t2	A	rna-XM_057814018.1	A
anno1.g11542.t1	A	rna-XM_057812254.1	A
anno1.g11543.t1	A	rna-XM_057801134.1	A
anno1.g11544.t1	A	rna-XM_057805230.1	A
anno1.g11545.t1	A	rna-XM_057801068.1	A
anno1.g11547.t1	A	rna-XM_057813943.1	A
anno1.g11548.t1	A	rna-XM_057800262.1	A
anno1.g11549.t3	A	rna-XM_057802580.1	A
anno1.g11550.t2	A	rna-XM_057796494.1	A
anno1.g11552.t1	A	rna-XM_057796172.1	A
anno1.g11554.t1	A	rna-XM_057796616.1	A
anno1.g11558.t1	A	rna-XM_057795663.1	A
anno1.g11559.t1	A	rna-XM_057794856.1	A
anno1.g11560.t1	A	rna-XM_057796377.1	A
anno1.g11561.t1	A	rna-XM_057806844.1	A
anno1.g11562.t1	A	rna-XM_057816743.1	A
anno1.g11565.t1	A	rna-XM_057810833.1	X
anno1.g11566.t2	A	rna-XM_057796183.1	A
anno1.g11571.t2	A	rna-XM_057803906.1	A
anno1.g11572.t2	A	rna-XM_057803955.1	A
anno1.g11573.t1	A	rna-XM_057809884.1	A
anno1.g11574.t2	A	rna-XM_057797005.1	A
anno1.g11575.t1	A	rna-XM_057809419.1	A
anno1.g11576.t1	A	rna-XM_057809424.1	A
anno1.g11577.t1	A	rna-XM_057809304.1	A
anno1.g11578.t1	A	rna-XM_057799092.1	A
anno1.g11579.t1	A	rna-XM_057798010.1	A
anno1.g11580.t1	A	rna-XM_057803943.1	A
anno1.g11582.t1	A	rna-XM_057804459.1	A
anno1.g11583.t2	A	rna-XM_057804458.1	A
anno1.g11584.t2	A	rna-XM_057804452.1	A
anno1.g11585.t1	A	rna-XM_057813471.1	A
anno1.g11586.t1	A	rna-XM_057811804.1	A
anno1.g11587.t1	A	rna-XM_057814058.1	A
anno1.g11589.t1	A	rna-XM_057815559.1	A
anno1.g11590.t2	A	rna-XM_057815565.1	A
anno1.g11591.t1	A	rna-XM_057815595.1	A
anno1.g11593.t1	A	rna-XM_057815788.1	A
anno1.g11596.t1	A	rna-XM_057815789.1	A
anno1.g11597.t1	A	rna-XM_057815615.1	A
anno1.g11598.t1	A	rna-XM_057815954.1	A
anno1.g11611.t1	A	rna-XM_057803345.1	A
anno1.g11617.t1	A	rna-XM_057795240.1	A
anno1.g11618.t1	A	rna-XM_057795263.1	A
anno1.g11619.t1	A	rna-XM_057816412.1	A
anno1.g11620.t1	A	rna-XM_057816411.1	A
anno1.g11624.t1	A	rna-XM_057811469.1	A
anno1.g11626.t1	A	rna-XM_057815889.1	A
anno1.g11627.t2	A	rna-XM_057795216.1	A
anno1.g11628.t1	A	rna-XM_057795211.1	A
anno1.g11629.t1	A	rna-XM_057805689.1	A
anno1.g11643.t2	A	rna-XM_057816603.1	A
anno1.g11644.t1	A	rna-XM_057816138.1	A
anno1.g11647.t1	A	rna-XM_057816141.1	A
anno1.g11648.t1	A	rna-XM_057813183.1	A
anno1.g11649.t1	A	rna-XM_057813180.1	A
anno1.g11651.t1	A	rna-XM_057810998.1	A
anno1.g11653.t1	A	rna-XM_057810999.1	A
anno1.g11657.t1	A	rna-XM_057814059.1	A
anno1.g11658.t1	A	rna-XM_057795398.1	A
anno1.g11659.t1	A	rna-XM_057796197.1	A
anno1.g11660.t2	A	rna-XM_057800518.1	A
anno1.g11661.t1	A	rna-XM_057801211.1	A
anno1.g11662.t1	A	rna-XM_057801218.1	A
anno1.g11663.t3	A	rna-XM_057799507.1	A
anno1.g11665.t1	A	rna-XM_057805278.1	A
anno1.g11667.t1	A	rna-XM_057805275.1	A
anno1.g11668.t1	A	rna-XM_057809518.1	A
anno1.g11669.t1	A	rna-XM_057808693.1	A
anno1.g11671.t1	A	rna-XM_057808699.1	A
anno1.g11672.t1	A	rna-XM_057795251.1	A
anno1.g11673.t1	A	rna-XM_057795248.1	A
anno1.g11674.t1	A	rna-XM_057814662.1	A
anno1.g11675.t1	A	rna-XM_057811786.1	A
anno1.g11677.t2	A	rna-XM_057803952.1	A
anno1.g11678.t2	A	rna-XM_057813978.1	A
anno1.g11679.t1	A	rna-XM_057811271.1	A
anno1.g11680.t1	A	rna-XM_057795243.1	A
anno1.g11681.t1	A	rna-XM_057809316.1	A
anno1.g11682.t1	A	rna-XM_057811495.1	A
anno1.g11683.t1	A	rna-XM_057809566.1	A
anno1.g11686.t1	A	rna-XM_057802850.1	A
anno1.g11687.t1	A	rna-XM_057802851.1	A
anno1.g11688.t1	A	rna-XM_057802849.1	A
anno1.g11689.t1	A	rna-XM_057810411.1	A
anno1.g11690.t1	A	rna-XM_057802857.1	A
anno1.g11691.t1	A	rna-XM_057804051.1	A
anno1.g11693.t1	A	rna-XM_057814988.1	A
anno1.g11695.t1	A	rna-XM_057799925.1	A
anno1.g11696.t1	A	rna-XM_057801324.1	A
anno1.g11697.t1	A	rna-XM_057801325.1	A
anno1.g11698.t1	A	rna-XM_057796785.1	A
anno1.g11699.t3	A	rna-XM_057811780.1	A
anno1.g11700.t2	A	rna-XM_057810997.1	A
anno1.g11701.t1	A	rna-XM_057811006.1	A
anno1.g11702.t2	A	rna-XM_057811033.1	A
anno1.g11703.t2	A	rna-XM_057799640.1	A
anno1.g11704.t1	A	rna-XM_057799188.1	A
anno1.g11705.t1	A	rna-XM_057803155.1	A
anno1.g11707.t2	A	rna-XM_057802855.1	A
anno1.g11710.t1	A	rna-XM_057795777.1	A
anno1.g11713.t1	A	rna-XM_057797488.1	A
anno1.g11714.t1	A	rna-XM_057796979.1	A
anno1.g11716.t1	A	rna-XM_057797487.1	A
anno1.g11717.t1	A	rna-XM_057799453.1	A
anno1.g11720.t1	A	rna-XM_057799452.1	A
anno1.g11721.t1	A	rna-XM_057812833.1	A
anno1.g11722.t1	A	rna-XM_057804861.1	A
anno1.g11723.t1	A	rna-XM_057804857.1	A
anno1.g11724.t3	A	rna-XM_057804866.1	A
anno1.g11727.t1	A	rna-XM_057802496.1	A
anno1.g11728.t1	A	rna-XM_057803877.1	A
anno1.g11729.t3	A	rna-XM_057807217.1	A
anno1.g11730.t1	A	rna-XM_057810373.1	A
anno1.g11731.t1	A	rna-XM_057805697.1	A
anno1.g11735.t2	A	rna-XM_057811800.1	A
anno1.g11737.t1	A	rna-XM_057814060.1	A
anno1.g11740.t1	A	rna-XM_057810923.1	A
anno1.g11753.t1	A	rna-XM_057812171.1	A
anno1.g11755.t1	A	rna-XM_057805654.1	X
anno1.g11756.t1	A	rna-XM_057797376.1	A
anno1.g11759.t1	A	rna-XM_057802666.1	A
anno1.g11760.t1	A	rna-XM_057812894.1	X
anno1.g11767.t1	A	rna-XM_057804561.1	X
anno1.g11769.t1	A	rna-XM_057813713.1	A
anno1.g11773.t1	A	rna-XM_057813315.1	A
anno1.g11774.t2	A	rna-XM_057806903.1	A
anno1.g11776.t1	A	rna-XM_057816042.1	A
anno1.g11777.t1	A	rna-XM_057800668.1	A
anno1.g11778.t1	A	rna-XM_057806768.1	A
anno1.g11782.t1	A	rna-XM_057802098.1	A
anno1.g11783.t1	A	rna-XM_057797796.1	A
anno1.g11784.t1	A	rna-XM_057802460.1	A
anno1.g11785.t1	A	rna-XM_057802319.1	A
anno1.g11787.t1	A	rna-XM_057803103.1	A
anno1.g11790.t1	A	rna-XM_057800632.1	A
anno1.g11791.t1	A	rna-XM_057812166.1	X
anno1.g11792.t1	A	rna-XM_057798557.1	A
anno1.g11793.t1	A	rna-XM_057798215.1	X
anno1.g11794.t1	A	rna-XM_057800490.1	X
anno1.g11795.t1	A	rna-XM_057799865.1	A
anno1.g11797.t3	A	rna-XM_057799291.1	A
anno1.g11798.t1	A	rna-XM_057805058.1	A
anno1.g11799.t1	A	rna-XM_057812976.1	A
anno1.g11800.t2	A	rna-XM_057811073.1	A
anno1.g11801.t1	A	rna-XM_057811069.1	A
anno1.g11802.t1	A	rna-XM_057811067.1	A
anno1.g11803.t1	A	rna-XM_057796950.1	A
anno1.g11804.t1	A	rna-XM_057799224.1	A
anno1.g11805.t1	A	rna-XM_057815786.1	X
anno1.g11806.t1	A	rna-XM_057799229.1	A
anno1.g11807.t1	A	rna-XM_057807236.1	A
anno1.g11808.t1	A	rna-XM_057808273.1	A
anno1.g11809.t1	A	rna-XM_057811788.1	A
anno1.g11810.t1	A	rna-XM_057805280.1	A
anno1.g11811.t1	A	rna-XM_057805274.1	A
anno1.g11812.t1	A	rna-XM_057812134.1	A
anno1.g11814.t1	A	rna-XM_057802400.1	A
anno1.g11816.t1	A	rna-XM_057800541.1	A
anno1.g11820.t1	A	rna-XM_057800337.1	A
anno1.g11823.t1	A	rna-XM_057800417.1	A
anno1.g11825.t1	A	rna-XM_057800538.1	A
anno1.g11826.t1	A	rna-XM_057804899.1	A
anno1.g11827.t1	A	rna-XM_057802075.1	A
anno1.g11828.t1	A	rna-XM_057804591.1	A
anno1.g11833.t2	A	rna-XM_057801093.1	A
anno1.g11840.t1	A	rna-XM_057814834.1	A
anno1.g11842.t1	A	rna-XM_057814808.1	A
anno1.g11843.t1	A	rna-XM_057809124.1	A
anno1.g11851.t1	A	rna-XM_057810700.1	A
anno1.g11852.t1	A	rna-XM_057802034.1	A
anno1.g11854.t3	A	rna-XM_057802663.1	A
anno1.g11855.t1	A	rna-XM_057810464.1	A
anno1.g11856.t1	A	rna-XM_057810465.1	A
anno1.g11857.t3	A	rna-XM_057810475.1	A
anno1.g11859.t1	A	rna-XM_057810503.1	A
anno1.g11861.t1	A	rna-XM_057810694.1	A
anno1.g11863.t1	A	rna-XM_057799401.1	A
anno1.g11866.t1	A	rna-XM_057798331.1	A
anno1.g11868.t1	A	rna-XM_057803800.1	A
anno1.g11869.t1	A	rna-XM_057799724.1	A
anno1.g11870.t3	A	rna-XM_057816895.1	A
anno1.g11871.t1	A	rna-XM_057799403.1	A
anno1.g11872.t1	A	rna-XM_057799197.1	A
anno1.g11873.t1	A	rna-XM_057799195.1	A
anno1.g11876.t1	A	rna-XM_057796546.1	A
anno1.g11878.t1	A	rna-XM_057809621.1	A
anno1.g11881.t1	A	rna-XM_057812636.1	A
anno1.g11882.t1	A	rna-XM_057796626.1	A
anno1.g11883.t1	A	rna-XM_057800434.1	A
anno1.g11886.t3	A	rna-XM_057809108.1	A
anno1.g11887.t1	A	rna-XM_057809128.1	A
anno1.g11892.t1	A	rna-XM_057814827.1	A
anno1.g11893.t1	A	rna-XM_057814860.1	A
anno1.g11895.t2	A	rna-XM_057816732.1	A
anno1.g11896.t1	A	rna-XM_057806600.1	A
anno1.g11901.t1	A	rna-XM_057810929.1	A
anno1.g11902.t3	A	rna-XM_057810909.1	A
anno1.g11903.t1	A	rna-XM_057810918.1	A
anno1.g11907.t1	A	rna-XM_057799491.1	A
anno1.g11910.t1	A	rna-XM_057796834.1	A
anno1.g11918.t2	A	rna-XM_057811451.1	A
anno1.g11919.t1	A	rna-XM_057797888.1	A
anno1.g11921.t1	A	rna-XM_057813573.1	A
anno1.g11924.t1	A	rna-XM_057813931.1	A
anno1.g11925.t1	A	rna-XM_057811404.1	A
anno1.g11926.t1	A	rna-XM_057803801.1	A
anno1.g11927.t1	A	rna-XM_057798846.1	A
anno1.g11929.t1	A	rna-XM_057806306.1	A
anno1.g11930.t2	A	rna-XM_057799254.1	A
anno1.g11931.t1	A	rna-XM_057804034.1	A
anno1.g11933.t2	A	rna-XM_057798436.1	A
anno1.g11934.t1	A	rna-XM_057804922.1	A
anno1.g11936.t1	A	rna-XM_057805001.1	A
anno1.g11938.t1	A	rna-XM_057799938.1	A
anno1.g11939.t1	A	rna-XM_057800546.1	A
anno1.g11942.t2	A	rna-XM_057801020.1	A
anno1.g11943.t1	A	rna-XM_057800543.1	A
anno1.g11944.t1	A	rna-XM_057813936.1	A
anno1.g11946.t1	A	rna-XM_057812551.1	A
anno1.g11947.t1	A	rna-XM_057812098.1	A
anno1.g11948.t1	A	rna-XM_057812133.1	A
anno1.g11949.t1	A	rna-XM_057798729.1	A
anno1.g11951.t1	A	rna-XM_057796224.1	A
anno1.g11965.t1	A	rna-XM_057798439.1	A
anno1.g11966.t1	A	rna-XM_057816779.1	X
anno1.g11967.t1	A	rna-XM_057802008.1	A
anno1.g11968.t1	A	rna-XM_057802010.1	A
anno1.g11969.t1	A	rna-XM_057809975.1	A
anno1.g11970.t2	A	rna-XM_057809965.1	A
anno1.g11973.t1	A	rna-XM_057801908.1	A
anno1.g11977.t1	A	rna-XM_057812173.1	A
anno1.g11978.t1	A	rna-XM_057814976.1	A
anno1.g11981.t1	A	rna-XM_057814496.1	A
anno1.g11986.t1	A	rna-XM_057813881.1	A
anno1.g11987.t1	A	rna-XM_057798502.1	A
anno1.g11992.t1	A	rna-XM_057800859.1	A
anno1.g11993.t1	A	rna-XM_057809814.1	A
anno1.g12001.t1	A	rna-XM_057799239.1	A
anno1.g12022.t1	A	rna-XM_057806732.1	A
anno1.g12023.t1	A	rna-XM_057806948.1	A
anno1.g12024.t1	A	rna-XM_057807373.1	A
anno1.g12025.t1	A	rna-XM_057807355.1	A
anno1.g12026.t1	A	rna-XM_057807367.1	A
anno1.g12027.t1	A	rna-XM_057807375.1	A
anno1.g12028.t2	A	rna-XM_057807376.1	A
anno1.g12029.t2	A	rna-XM_057797092.1	A
anno1.g12030.t1	A	rna-XM_057816144.1	A
anno1.g12031.t1	A	rna-XM_057795155.1	A
anno1.g12032.t1	A	rna-XM_057795107.1	A
anno1.g12033.t1	A	rna-XM_057812177.1	A
anno1.g12034.t1	A	rna-XM_057808371.1	A
anno1.g12035.t1	A	rna-XM_057808363.1	A
anno1.g12039.t3	A	rna-XM_057815967.1	A
anno1.g12040.t1	A	rna-XM_057812719.1	A
anno1.g12041.t1	A	rna-XM_057812441.1	A
anno1.g12042.t1	A	rna-XM_057803507.1	A
anno1.g12044.t2	A	rna-XM_057812742.1	A
anno1.g12045.t1	A	rna-XM_057814485.1	A
anno1.g12047.t1	A	rna-XM_057801836.1	A
anno1.g12048.t1	A	rna-XM_057811324.1	A
anno1.g12049.t1	A	rna-XM_057812568.1	A
anno1.g12050.t1	A	rna-XM_057814446.1	A
anno1.g12052.t1	A	rna-XM_057801692.1	A
anno1.g12053.t1	A	rna-XM_057797535.1	A
anno1.g12054.t1	A	rna-XM_057806901.1	A
anno1.g12057.t1	A	rna-XM_057814715.1	A
anno1.g12058.t1	A	rna-XM_057813024.1	A
anno1.g12059.t1	A	rna-XM_057814708.1	A
anno1.g12064.t1	A	rna-XM_057804836.1	A
anno1.g12067.t1	A	rna-XM_057800980.1	A
anno1.g12068.t1	A	rna-XM_057800984.1	A
anno1.g12071.t2	A	rna-XM_057800992.1	A
anno1.g12073.t1	A	rna-XM_057800988.1	A
anno1.g12074.t2	A	rna-XM_057800917.1	A
anno1.g12075.t1	A	rna-XM_057797403.1	A
anno1.g12076.t1	A	rna-XM_057797402.1	A
anno1.g12089.t1	A	rna-XM_057799044.1	A
anno1.g12091.t1	A	rna-XM_057798833.1	A
anno1.g12092.t1	A	rna-XM_057798829.1	A
anno1.g12093.t1	A	rna-XM_057798834.1	A
anno1.g12094.t1	A	rna-XM_057799055.1	A
anno1.g12095.t1	A	rna-XM_057799344.1	A
anno1.g12096.t2	A	rna-XM_057799345.1	A
anno1.g12102.t2	A	rna-XM_057798308.1	A
anno1.g12106.t1	A	rna-XM_057798306.1	A
anno1.g12116.t1	A	rna-XM_057797805.1	A
anno1.g12117.t1	A	rna-XM_057797806.1	A
anno1.g12120.t1	A	rna-XM_057798174.1	A
anno1.g12121.t1	A	rna-XM_057798570.1	A
anno1.g12123.t2	A	rna-XM_057798063.1	A
anno1.g12124.t1	A	rna-XM_057798095.1	A
anno1.g12126.t1	A	rna-XM_057816703.1	X
anno1.g12131.t1	A	rna-XM_057797758.1	A
anno1.g12133.t2	A	rna-XM_057813202.1	A
anno1.g12135.t1	A	rna-XM_057797757.1	A
anno1.g12136.t1	A	rna-XM_057798236.1	A
anno1.g12138.t1	A	rna-XM_057802510.1	A
anno1.g12140.t1	A	rna-XM_057813974.1	A
anno1.g12141.t1	A	rna-XM_057798290.1	A
anno1.g12142.t1	A	rna-XM_057799700.1	A
anno1.g12143.t1	A	rna-XM_057806778.1	A
anno1.g12158.t1	A	rna-XM_057812848.1	A
anno1.g12163.t1	A	rna-XM_057811816.1	A
anno1.g12164.t1	A	rna-XM_057811815.1	A
anno1.g12165.t1	A	rna-XM_057813556.1	A
anno1.g12166.t1	A	rna-XM_057813557.1	A
anno1.g12168.t1	A	rna-XM_057795526.1	A
anno1.g12169.t3	A	rna-XM_057795093.1	A
anno1.g12170.t1	A	rna-XM_057816299.1	A
anno1.g12171.t1	A	rna-XM_057814879.1	A
anno1.g12172.t1	A	rna-XM_057814838.1	A
anno1.g12173.t1	A	rna-XM_057795137.1	A
anno1.g12174.t1	A	rna-XM_057807294.1	A
anno1.g12178.t1	A	rna-XM_057800130.1	A
anno1.g12181.t2	A	rna-XM_057799036.1	A
anno1.g12183.t1	A	rna-XM_057799009.1	A
anno1.g12185.t1	A	rna-XM_057798903.1	A
anno1.g12186.t1	A	rna-XM_057796362.1	A
anno1.g12187.t1	A	rna-XM_057798069.1	A
anno1.g12190.t1	A	rna-XM_057798734.1	A
anno1.g12192.t1	A	rna-XM_057797825.1	A
anno1.g12198.t1	A	rna-XM_057804356.1	A
anno1.g12199.t1	A	rna-XM_057809847.1	A
