D_sublineata	chromosome	B_siliquastri	chromosome
rna-XM_056787532.1	A	BRAKERILHT00000008392	A
rna-XM_056787533.1	A	BRAKERILHT00000013804	A
rna-XM_056788114.1	A	BRAKERILHT00000009615	A
rna-XM_056788115.1	A	BRAKERILHT00000008884	A
rna-XM_056787581.1	A	BRAKERILHT00000014353	A
rna-XM_056787583.1	A	BRAKERILHT00000014771	A
rna-XM_056787917.1	A	BRAKERILHT00000014171	A
rna-XM_056787584.1	A	BRAKERILHT00000004002	A
rna-XM_056787558.1	A	BRAKERILHT00000002577	A
rna-XM_056787804.1	A	BRAKERILHT00000003615	A
rna-XM_056787802.1	A	BRAKERILHT00000003872	A
rna-XM_056787803.1	A	BRAKERILHT00000003021	A
rna-XM_056787806.1	A	BRAKERILHT00000000075	A
rna-XM_056787809.1	A	BRAKERILHT00000000057	A
rna-XM_056787918.1	A	BRAKERILHT00000000920	A
rna-XM_056787715.1	A	BRAKERILHT00000007160	A
rna-XM_056788071.1	A	BRAKERILHT00000004563	A
rna-XM_056788072.1	A	BRAKERILHT00000005847	A
rna-XM_056786936.1	A	BRAKERILHT00000002323	A
rna-XM_056786937.1	A	BRAKERILHT00000005959	A
rna-XM_056786938.1	A	BRAKERILHT00000005121	A
rna-XM_056787478.1	A	BRAKERILHT00000007472	A
rna-XM_056786895.1	A	BRAKERILHT00000007957	A
rna-XM_056786896.1	A	BRAKERILHT00000008393	A
rna-XM_056786892.1	A	BRAKERILHT00000007942	A
rna-XM_056786897.1	A	BRAKERILHT00000008358	A
rna-XM_056786899.1	A	BRAKERILHT00000009641	A
rna-XM_056786901.1	A	BRAKERILHT00000016345	A
rna-XM_056786902.1	A	BRAKERILHT00000009462	A
rna-XM_056786905.1	A	BRAKERILHT00000009885	A
rna-XM_056786906.1	A	BRAKERILHT00000010311	A
rna-XM_056786909.1	A	BRAKERILHT00000017679	X
rna-XM_056786911.1	A	BRAKERILHT00000016238	A
rna-XM_056786912.1	A	BRAKERILHT00000016613	A
rna-XM_056787926.1	A	BRAKERILHT00000007765	A
rna-XM_056787935.1	A	BRAKERILHT00000012862	A
rna-XM_056787933.1	A	BRAKERILHT00000002925	A
rna-XM_056787928.1	A	BRAKERILHT00000003407	A
rna-XM_056787942.1	A	BRAKERILHT00000010246	A
rna-XM_056787937.1	A	BRAKERILHT00000009288	A
rna-XM_056787943.1	A	BRAKERILHT00000013826	A
rna-XM_056787936.1	A	BRAKERILHT00000010539	A
rna-XM_056787929.1	A	BRAKERILHT00000006765	A
rna-XM_056788108.1	A	BRAKERILHT00000016077	A
rna-XM_056787766.1	A	BRAKERILHT00000007930	A
rna-XM_056787947.1	A	BRAKERILHT00000003117	A
rna-XM_056786846.1	A	BRAKERILHT00000005999	A
rna-XM_056789001.1	A	BRAKERILHT00000002199	A
rna-XM_056789004.1	A	BRAKERILHT00000003603	A
rna-XM_056788252.1	A	BRAKERILHT00000003784	A
rna-XM_056788271.1	A	BRAKERILHT00000003294	A
rna-XM_056788256.1	A	BRAKERILHT00000011295	A
rna-XM_056788268.1	A	BRAKERILHT00000012863	A
rna-XM_056788265.1	A	BRAKERILHT00000011872	A
rna-XM_056788545.1	A	BRAKERILHT00000002830	A
rna-XM_056788357.1	A	BRAKERILHT00000003471	A
rna-XM_056788358.1	A	BRAKERILHT00000004124	A
rna-XM_056788356.1	A	BRAKERILHT00000007335	A
rna-XM_056788500.1	A	BRAKERILHT00000014455	A
rna-XM_056788330.1	A	BRAKERILHT00000007491	A
rna-XM_056788508.1	A	BRAKERILHT00000007164	A
rna-XM_056788768.1	A	BRAKERILHT00000006921	A
rna-XM_056788344.1	A	BRAKERILHT00000008252	A
rna-XM_056788399.1	A	BRAKERILHT00000015252	A
rna-XM_056788403.1	A	BRAKERILHT00000014158	A
rna-XM_056788360.1	A	BRAKERILHT00000015274	A
rna-XM_056788362.1	A	BRAKERILHT00000015227	A
rna-XM_056788389.1	A	BRAKERILHT00000015243	A
rna-XM_056788395.1	A	BRAKERILHT00000005754	A
rna-XM_056788499.1	A	BRAKERILHT00000004457	A
rna-XM_056788589.1	A	BRAKERILHT00000005002	A
rna-XM_056788664.1	A	BRAKERILHT00000004615	A
rna-XM_056788677.1	A	BRAKERILHT00000012691	A
rna-XM_056788678.1	A	BRAKERILHT00000011020	A
rna-XM_056788680.1	A	BRAKERILHT00000008293	A
rna-XM_056788681.1	A	BRAKERILHT00000009019	A
rna-XM_056788299.1	A	BRAKERILHT00000011372	A
rna-XM_056788674.1	A	BRAKERILHT00000010140	A
rna-XM_056788381.1	A	BRAKERILHT00000010166	A
rna-XM_056788297.1	A	BRAKERILHT00000012011	A
rna-XM_056788667.1	A	BRAKERILHT00000010103	A
rna-XM_056788411.1	A	BRAKERILHT00000009926	A
rna-XM_056788869.1	A	BRAKERILHT00000015210	A
rna-XM_056788871.1	A	BRAKERILHT00000005616	A
rna-XM_056788861.1	A	BRAKERILHT00000002688	A
rna-XM_056788872.1	A	BRAKERILHT00000004175	A
rna-XM_056788874.1	A	BRAKERILHT00000003501	A
rna-XM_056788873.1	A	BRAKERILHT00000011436	A
rna-XM_056788769.1	A	BRAKERILHT00000010380	A
rna-XM_056788407.1	A	BRAKERILHT00000012047	A
rna-XM_056788410.1	A	BRAKERILHT00000010800	A
rna-XM_056788675.1	A	BRAKERILHT00000010833	A
rna-XM_056788338.1	A	BRAKERILHT00000003701	A
rna-XM_056788353.1	A	BRAKERILHT00000011461	A
rna-XM_056789000.1	A	BRAKERILHT00000012531	A
rna-XM_056788296.1	A	BRAKERILHT00000001735	A
rna-XM_056788328.1	A	BRAKERILHT00000014337	A
rna-XM_056788897.1	A	BRAKERILHT00000008883	A
rna-XM_056788898.1	A	BRAKERILHT00000009670	A
rna-XM_056788899.1	A	BRAKERILHT00000004631	A
rna-XM_056788900.1	A	BRAKERILHT00000005364	A
rna-XM_056788348.1	A	BRAKERILHT00000005952	A
rna-XM_056788350.1	A	BRAKERILHT00000005742	A
rna-XM_056789006.1	A	BRAKERILHT00000015907	A
rna-XM_056789008.1	A	BRAKERILHT00000008817	A
rna-XM_056789009.1	A	BRAKERILHT00000015899	A
rna-XM_056788306.1	A	BRAKERILHT00000016541	A
rna-XM_056788826.1	A	BRAKERILHT00000015913	A
rna-XM_056788824.1	A	BRAKERILHT00000014607	A
rna-XM_056788823.1	A	BRAKERILHT00000007407	A
rna-XM_056788831.1	A	BRAKERILHT00000016710	A
rna-XM_056788830.1	A	BRAKERILHT00000015719	A
rna-XM_056788833.1	A	BRAKERILHT00000007199	A
rna-XM_056788827.1	A	BRAKERILHT00000015629	A
rna-XM_056788303.1	A	BRAKERILHT00000014222	A
rna-XM_056788302.1	A	BRAKERILHT00000015054	A
rna-XM_056788556.1	A	BRAKERILHT00000003838	A
rna-XM_056788725.1	A	BRAKERILHT00000002295	A
rna-XM_056788721.1	A	BRAKERILHT00000015642	A
rna-XM_056788724.1	A	BRAKERILHT00000016099	A
rna-XM_056788726.1	A	BRAKERILHT00000016411	A
rna-XM_056788732.1	A	BRAKERILHT00000016526	A
rna-XM_056788844.1	A	BRAKERILHT00000016683	A
rna-XM_056788854.1	A	BRAKERILHT00000007601	A
rna-XM_056788849.1	A	BRAKERILHT00000003728	A
rna-XM_056788851.1	A	BRAKERILHT00000003016	A
rna-XM_056788856.1	A	BRAKERILHT00000003028	A
rna-XM_056788770.1	A	BRAKERILHT00000008026	A
rna-XM_056788341.1	A	BRAKERILHT00000015174	A
rna-XM_056788340.1	A	BRAKERILHT00000008789	A
rna-XM_056788771.1	A	BRAKERILHT00000014643	A
rna-XM_056788685.1	A	BRAKERILHT00000014425	A
rna-XM_056788370.1	A	BRAKERILHT00000008410	A
rna-XM_056788744.1	A	BRAKERILHT00000008137	A
rna-XM_056788743.1	A	BRAKERILHT00000007326	A
rna-XM_056788735.1	A	BRAKERILHT00000014059	A
rna-XM_056788741.1	A	BRAKERILHT00000015568	A
rna-XM_056788736.1	A	BRAKERILHT00000007388	A
rna-XM_056788745.1	A	BRAKERILHT00000007883	A
rna-XM_056788738.1	A	BRAKERILHT00000010300	A
rna-XM_056788333.1	A	BRAKERILHT00000000172	A
rna-XM_056788749.1	A	BRAKERILHT00000007500	A
rna-XM_056788759.1	A	BRAKERILHT00000008234	A
rna-XM_056788694.1	A	BRAKERILHT00000002141	A
rna-XM_056788687.1	A	BRAKERILHT00000000885	A
rna-XM_056788695.1	A	BRAKERILHT00000001390	A
rna-XM_056788704.1	A	BRAKERILHT00000000008	A
rna-XM_056788699.1	A	BRAKERILHT00000000748	A
rna-XM_056788706.1	A	BRAKERILHT00000000252	A
rna-XM_056789010.1	A	BRAKERILHT00000001768	A
rna-XM_056789012.1	A	BRAKERILHT00000015752	A
rna-XM_056788896.1	A	BRAKERILHT00000007634	A
rna-XM_056788891.1	A	BRAKERILHT00000016811	A
rna-XM_056788895.1	A	BRAKERILHT00000015616	A
rna-XM_056788185.1	A	BRAKERILHT00000016554	A
rna-XM_056788194.1	A	BRAKERILHT00000016529	A
rna-XM_056788858.1	A	BRAKERILHT00000016355	A
rna-XM_056788314.1	A	BRAKERILHT00000016307	A
rna-XM_056788318.1	A	BRAKERILHT00000011852	A
rna-XM_056788183.1	A	BRAKERILHT00000008556	A
rna-XM_056788288.1	A	BRAKERILHT00000016044	A
rna-XM_056788326.1	A	BRAKERILHT00000015766	A
rna-XM_056788772.1	A	BRAKERILHT00000004423	A
rna-XM_056788774.1	A	BRAKERILHT00000002750	A
rna-XM_056788553.1	A	BRAKERILHT00000014628	A
rna-XM_056788396.1	A	BRAKERILHT00000002536	A
rna-XM_056788397.1	A	BRAKERILHT00000009769	A
rna-XM_056788327.1	A	BRAKERILHT00000009089	A
rna-XM_056789021.1	A	BRAKERILHT00000014409	A
rna-XM_056789020.1	A	BRAKERILHT00000001033	A
rna-XM_056789015.1	A	BRAKERILHT00000014832	A
rna-XM_056789022.1	A	BRAKERILHT00000016907	A
rna-XM_056789013.1	A	BRAKERILHT00000015652	A
rna-XM_056788775.1	A	BRAKERILHT00000016255	A
rna-XM_056788924.1	A	BRAKERILHT00000015943	A
rna-XM_056788937.1	A	BRAKERILHT00000016946	A
rna-XM_056788949.1	A	BRAKERILHT00000015684	A
rna-XM_056788599.1	A	BRAKERILHT00000004794	A
rna-XM_056788596.1	A	BRAKERILHT00000006359	A
rna-XM_056788594.1	A	BRAKERILHT00000005520	A
rna-XM_056788600.1	A	BRAKERILHT00000004776	A
rna-XM_056788601.1	A	BRAKERILHT00000004659	A
rna-XM_056788603.1	A	BRAKERILHT00000005955	A
rna-XM_056788604.1	A	BRAKERILHT00000014886	A
rna-XM_056788608.1	A	BRAKERILHT00000005361	A
rna-XM_056788612.1	A	BRAKERILHT00000006965	A
rna-XM_056788613.1	A	BRAKERILHT00000006225	A
rna-XM_056788615.1	A	BRAKERILHT00000007558	A
rna-XM_056788617.1	A	BRAKERILHT00000007824	A
rna-XM_056788619.1	A	BRAKERILHT00000004229	A
rna-XM_056788620.1	A	BRAKERILHT00000007759	A
rna-XM_056788776.1	A	BRAKERILHT00000016341	A
rna-XM_056788623.1	A	BRAKERILHT00000015952	A
rna-XM_056788777.1	A	BRAKERILHT00000016726	A
rna-XM_056788778.1	A	BRAKERILHT00000015639	A
rna-XM_056788627.1	A	BRAKERILHT00000016014	A
rna-XM_056788781.1	A	BRAKERILHT00000016400	A
rna-XM_056788631.1	A	BRAKERILHT00000015620	A
rna-XM_056788634.1	A	BRAKERILHT00000016592	A
rna-XM_056788635.1	A	BRAKERILHT00000015829	A
rna-XM_056788782.1	A	BRAKERILHT00000016704	A
rna-XM_056788637.1	A	BRAKERILHT00000016939	A
rna-XM_056788640.1	A	BRAKERILHT00000016662	A
rna-XM_056788783.1	A	BRAKERILHT00000016262	A
rna-XM_056788638.1	A	BRAKERILHT00000016984	A
rna-XM_056788644.1	A	BRAKERILHT00000009817	A
rna-XM_056788647.1	A	BRAKERILHT00000009412	A
rna-XM_056788646.1	A	BRAKERILHT00000016250	A
rna-XM_056788651.1	A	BRAKERILHT00000001031	A
rna-XM_056788650.1	A	BRAKERILHT00000003327	A
rna-XM_056788652.1	A	BRAKERILHT00000001103	A
rna-XM_056788653.1	A	BRAKERILHT00000008497	A
rna-XM_056788655.1	A	BRAKERILHT00000009850	A
rna-XM_056788785.1	A	BRAKERILHT00000010322	A
rna-XM_056788656.1	A	BRAKERILHT00000010336	A
rna-XM_056788657.1	A	BRAKERILHT00000009512	A
rna-XM_056788786.1	A	BRAKERILHT00000009899	A
rna-XM_056788787.1	A	BRAKERILHT00000010090	A
rna-XM_056788788.1	A	BRAKERILHT00000008994	A
rna-XM_056788661.1	A	BRAKERILHT00000009155	A
rna-XM_056788660.1	A	BRAKERILHT00000010197	A
rna-XM_056788684.1	A	BRAKERILHT00000010044	A
rna-XM_056788789.1	A	BRAKERILHT00000008640	A
rna-XM_056788791.1	A	BRAKERILHT00000010274	A
rna-XM_056788792.1	A	BRAKERILHT00000009115	A
rna-XM_056788795.1	A	BRAKERILHT00000009669	A
rna-XM_056788796.1	A	BRAKERILHT00000009335	A
rna-XM_056788557.1	A	BRAKERILHT00000008546	A
rna-XM_056788662.1	A	BRAKERILHT00000009940	A
rna-XM_056788663.1	A	BRAKERILHT00000009116	A
rna-XM_056788420.1	A	BRAKERILHT00000001898	A
rna-XM_056788423.1	A	BRAKERILHT00000003536	A
rna-XM_056788414.1	A	BRAKERILHT00000003341	A
rna-XM_056788424.1	A	BRAKERILHT00000003369	A
rna-XM_056788425.1	A	BRAKERILHT00000004016	A
rna-XM_056788427.1	A	BRAKERILHT00000000543	A
rna-XM_056788433.1	A	BRAKERILHT00000009475	A
rna-XM_056788429.1	A	BRAKERILHT00000008844	A
rna-XM_056788435.1	A	BRAKERILHT00000010337	A
rna-XM_056788436.1	A	BRAKERILHT00000009171	A
rna-XM_056788437.1	A	BRAKERILHT00000010203	A
rna-XM_056788439.1	A	BRAKERILHT00000010019	A
rna-XM_056788441.1	A	BRAKERILHT00000009490	A
rna-XM_056788450.1	A	BRAKERILHT00000009061	A
rna-XM_056788448.1	A	BRAKERILHT00000008561	A
rna-XM_056788474.1	A	BRAKERILHT00000010373	A
rna-XM_056788475.1	A	BRAKERILHT00000000108	A
rna-XM_056788476.1	A	BRAKERILHT00000000332	A
rna-XM_056788478.1	A	BRAKERILHT00000002724	A
rna-XM_056788477.1	A	BRAKERILHT00000016166	A
rna-XM_056788482.1	A	BRAKERILHT00000015868	A
rna-XM_056788479.1	A	BRAKERILHT00000016243	A
rna-XM_056788483.1	A	BRAKERILHT00000016050	A
rna-XM_056788484.1	A	BRAKERILHT00000008353	A
rna-XM_056788486.1	A	BRAKERILHT00000009305	A
rna-XM_056788797.1	A	BRAKERILHT00000015901	A
rna-XM_056788487.1	A	BRAKERILHT00000009745	A
rna-XM_056788497.1	A	BRAKERILHT00000006288	A
rna-XM_056788382.1	A	BRAKERILHT00000006753	A
rna-XM_056788537.1	A	BRAKERILHT00000007780	A
rna-XM_056788799.1	A	BRAKERILHT00000006770	A
rna-XM_056788346.1	A	BRAKERILHT00000007628	A
rna-XM_056788800.1	A	BRAKERILHT00000001129	A
rna-XM_056788802.1	A	BRAKERILHT00000013251	A
rna-XM_056788505.1	A	BRAKERILHT00000007042	A
rna-XM_056788536.1	A	BRAKERILHT00000000662	A
rna-XM_056788714.1	A	BRAKERILHT00000000331	A
rna-XM_056788719.1	A	BRAKERILHT00000001202	A
rna-XM_056788717.1	A	BRAKERILHT00000001020	A
rna-XM_056788713.1	A	BRAKERILHT00000001080	A
rna-XM_056788720.1	A	BRAKERILHT00000009106	A
rna-XM_056788803.1	A	BRAKERILHT00000009562	A
rna-XM_056788718.1	A	BRAKERILHT00000010251	A
rna-XM_056788712.1	A	BRAKERILHT00000008572	A
rna-XM_056788295.1	A	BRAKERILHT00000007424	A
rna-XM_056788181.1	A	BRAKERILHT00000006790	A
rna-XM_056788177.1	A	BRAKERILHT00000007222	A
rna-XM_056788180.1	A	BRAKERILHT00000007935	A
rna-XM_056788902.1	A	BRAKERILHT00000006869	A
rna-XM_056788287.1	A	BRAKERILHT00000008082	A
rna-XM_056788566.1	A	BRAKERILHT00000010236	A
rna-XM_056788218.1	A	BRAKERILHT00000009121	A
rna-XM_056788228.1	A	BRAKERILHT00000009759	A
rna-XM_056788805.1	A	BRAKERILHT00000009650	A
rna-XM_056788238.1	A	BRAKERILHT00000010250	A
rna-XM_056788807.1	A	BRAKERILHT00000011489	A
rna-XM_056788239.1	A	BRAKERILHT00000009698	A
rna-XM_056788240.1	A	BRAKERILHT00000016101	A
rna-XM_056788243.1	A	BRAKERILHT00000016412	A
rna-XM_056788247.1	A	BRAKERILHT00000008519	A
rna-XM_056788242.1	A	BRAKERILHT00000009447	A
rna-XM_056788249.1	A	BRAKERILHT00000000628	A
rna-XM_056788956.1	A	BRAKERILHT00000009265	A
rna-XM_056788968.1	A	BRAKERILHT00000009093	A
rna-XM_056788971.1	A	BRAKERILHT00000009406	A
rna-XM_056788965.1	A	BRAKERILHT00000014584	A
rna-XM_056788973.1	A	BRAKERILHT00000006239	A
rna-XM_056788958.1	A	BRAKERILHT00000001581	A
rna-XM_056788974.1	A	BRAKERILHT00000001281	A
rna-XM_056788980.1	A	BRAKERILHT00000000860	A
rna-XM_056788978.1	A	BRAKERILHT00000000087	A
rna-XM_056788982.1	A	BRAKERILHT00000002002	A
rna-XM_056788988.1	A	BRAKERILHT00000012823	A
rna-XM_056788808.1	A	BRAKERILHT00000007196	A
rna-XM_056788989.1	A	BRAKERILHT00000000083	A
rna-XM_056788809.1	A	BRAKERILHT00000011056	A
rna-XM_056788992.1	A	BRAKERILHT00000000989	A
rna-XM_056788993.1	A	BRAKERILHT00000003986	A
rna-XM_056788507.1	A	BRAKERILHT00000002319	A
rna-XM_056788760.1	A	BRAKERILHT00000002345	A
rna-XM_056788527.1	A	BRAKERILHT00000002998	A
rna-XM_056788528.1	A	BRAKERILHT00000003963	A
rna-XM_056788529.1	A	BRAKERILHT00000003278	A
rna-XM_056788509.1	A	BRAKERILHT00000002524	A
rna-XM_056788764.1	A	BRAKERILHT00000003086	A
rna-XM_056788532.1	A	BRAKERILHT00000003555	A
rna-XM_056788531.1	A	BRAKERILHT00000003962	A
rna-XM_056788525.1	A	BRAKERILHT00000004206	A
rna-XM_056788818.1	A	BRAKERILHT00000003996	A
rna-XM_056788550.1	A	BRAKERILHT00000002627	A
rna-XM_056788413.1	A	BRAKERILHT00000002388	A
rna-XM_056788386.1	A	BRAKERILHT00000003682	A
rna-XM_056788385.1	A	BRAKERILHT00000003982	A
rna-XM_056788342.1	A	BRAKERILHT00000016599	A
rna-XM_056788565.1	A	BRAKERILHT00000002262	A
rna-XM_056788814.1	A	BRAKERILHT00000004264	A
rna-XM_056788554.1	A	BRAKERILHT00000011823	A
rna-XM_056788952.1	A	BRAKERILHT00000002364	A
rna-XM_056788953.1	A	BRAKERILHT00000016240	A
rna-XM_056788291.1	A	BRAKERILHT00000015949	A
rna-XM_056788292.1	A	BRAKERILHT00000005976	A
rna-XM_056788682.1	A	BRAKERILHT00000013854	A
rna-XM_056788195.1	A	BRAKERILHT00000013833	A
rna-XM_056788196.1	A	BRAKERILHT00000013464	A
rna-XM_056788815.1	A	BRAKERILHT00000012921	A
rna-XM_056788233.1	A	BRAKERILHT00000013118	A
rna-XM_056788571.1	A	BRAKERILHT00000013340	A
rna-XM_056788585.1	A	BRAKERILHT00000012758	A
rna-XM_056788587.1	A	BRAKERILHT00000004700	A
rna-XM_056788588.1	A	BRAKERILHT00000015850	A
rna-XM_056788559.1	A	BRAKERILHT00000003883	A
rna-XM_056788878.1	A	BRAKERILHT00000011700	A
rna-XM_056788883.1	A	BRAKERILHT00000004377	A
rna-XM_056788887.1	A	BRAKERILHT00000016212	A
rna-XM_056788230.1	A	BRAKERILHT00000003334	A
rna-XM_056788355.1	A	BRAKERILHT00000002302	A
rna-XM_056788198.1	A	BRAKERILHT00000007862	A
rna-XM_056788997.1	A	BRAKERILHT00000007279	A
rna-XM_056788888.1	A	BRAKERILHT00000007246	A
rna-XM_056788889.1	A	BRAKERILHT00000007755	A
rna-XM_056788251.1	A	BRAKERILHT00000007750	A
rna-XM_056788669.1	A	BRAKERILHT00000007746	A
rna-XM_056788834.1	A	BRAKERILHT00000002004	A
rna-XM_056788200.1	A	BRAKERILHT00000017588	X
rna-XM_056788201.1	A	BRAKERILHT00000007598	A
rna-XM_056791036.1	X	BRAKERILHT00000013196	A
rna-XM_056791038.1	X	BRAKERILHT00000010754	A
rna-XM_056790164.1	X	BRAKERILHT00000013423	A
rna-XM_056789518.1	X	BRAKERILHT00000010499	A
rna-XM_056789521.1	X	BRAKERILHT00000012746	A
rna-XM_056789520.1	X	BRAKERILHT00000010910	A
rna-XM_056789451.1	X	BRAKERILHT00000016189	A
rna-XM_056789333.1	X	BRAKERILHT00000005132	A
rna-XM_056789337.1	X	BRAKERILHT00000009861	A
rna-XM_056789937.1	X	BRAKERILHT00000005987	A
rna-XM_056790349.1	X	BRAKERILHT00000005084	A
rna-XM_056790313.1	X	BRAKERILHT00000013546	A
rna-XM_056790314.1	X	BRAKERILHT00000003918	A
rna-XM_056789950.1	X	BRAKERILHT00000002492	A
rna-XM_056790571.1	X	BRAKERILHT00000007195	A
rna-XM_056790572.1	X	BRAKERILHT00000002566	A
rna-XM_056790178.1	X	BRAKERILHT00000007225	A
rna-XM_056790252.1	X	BRAKERILHT00000010715	A
rna-XM_056791179.1	X	BRAKERILHT00000012338	A
rna-XM_056789810.1	X	BRAKERILHT00000012492	A
rna-XM_056789814.1	X	BRAKERILHT00000011385	A
rna-XM_056790990.1	X	BRAKERILHT00000011021	A
rna-XM_056790992.1	X	BRAKERILHT00000010590	A
rna-XM_056790991.1	X	BRAKERILHT00000011893	A
rna-XM_056790993.1	X	BRAKERILHT00000013537	A
rna-XM_056789062.1	X	BRAKERILHT00000004072	A
rna-XM_056789250.1	X	BRAKERILHT00000012627	A
rna-XM_056789248.1	X	BRAKERILHT00000011194	A
rna-XM_056789249.1	X	BRAKERILHT00000012049	A
rna-XM_056791046.1	X	BRAKERILHT00000005630	A
rna-XM_056791045.1	X	BRAKERILHT00000013312	A
rna-XM_056791048.1	X	BRAKERILHT00000006008	A
rna-XM_056791053.1	X	BRAKERILHT00000005801	A
rna-XM_056791055.1	X	BRAKERILHT00000012326	A
rna-XM_056791065.1	X	BRAKERILHT00000010894	A
rna-XM_056791074.1	X	BRAKERILHT00000012842	A
rna-XM_056791083.1	X	BRAKERILHT00000014477	A
rna-XM_056791084.1	X	BRAKERILHT00000016642	A
rna-XM_056790439.1	X	BRAKERILHT00000008333	A
rna-XM_056789090.1	X	BRAKERILHT00000008405	A
rna-XM_056789082.1	X	BRAKERILHT00000016381	A
rna-XM_056789084.1	X	BRAKERILHT00000016463	A
rna-XM_056789708.1	X	BRAKERILHT00000007918	A
rna-XM_056791040.1	X	BRAKERILHT00000001108	A
rna-XM_056789905.1	X	BRAKERILHT00000006873	A
rna-XM_056790065.1	X	BRAKERILHT00000007578	A
rna-XM_056789027.1	X	BRAKERILHT00000007974	A
rna-XM_056789029.1	X	BRAKERILHT00000016145	A
rna-XM_056789033.1	X	BRAKERILHT00000008375	A
rna-XM_056789037.1	X	BRAKERILHT00000006641	A
rna-XM_056790305.1	X	BRAKERILHT00000007908	A
rna-XM_056789741.1	X	BRAKERILHT00000014847	A
rna-XM_056789311.1	X	BRAKERILHT00000007285	A
rna-XM_056791042.1	X	BRAKERILHT00000013465	A
rna-XM_056790463.1	X	BRAKERILHT00000013201	A
rna-XM_056789212.1	X	BRAKERILHT00000013132	A
rna-XM_056789211.1	X	BRAKERILHT00000013401	A
rna-XM_056789213.1	X	BRAKERILHT00000008362	A
rna-XM_056791043.1	X	BRAKERILHT00000008205	A
rna-XM_056789980.1	X	BRAKERILHT00000008459	A
rna-XM_056789983.1	X	BRAKERILHT00000002667	A
rna-XM_056790701.1	X	BRAKERILHT00000007290	A
rna-XM_056790710.1	X	BRAKERILHT00000014560	A
rna-XM_056790708.1	X	BRAKERILHT00000008266	A
rna-XM_056790718.1	X	BRAKERILHT00000004223	A
rna-XM_056790716.1	X	BRAKERILHT00000003594	A
rna-XM_056790719.1	X	BRAKERILHT00000007605	A
rna-XM_056790721.1	X	BRAKERILHT00000007574	A
rna-XM_056790730.1	X	BRAKERILHT00000008171	A
rna-XM_056790722.1	X	BRAKERILHT00000008476	A
rna-XM_056790728.1	X	BRAKERILHT00000007473	A
rna-XM_056790725.1	X	BRAKERILHT00000007086	A
rna-XM_056790723.1	X	BRAKERILHT00000008650	A
rna-XM_056790744.1	X	BRAKERILHT00000007886	A
rna-XM_056790732.1	X	BRAKERILHT00000009091	A
rna-XM_056790745.1	X	BRAKERILHT00000008051	A
rna-XM_056790750.1	X	BRAKERILHT00000015814	A
rna-XM_056790746.1	X	BRAKERILHT00000016877	A
rna-XM_056790754.1	X	BRAKERILHT00000009658	A
rna-XM_056790757.1	X	BRAKERILHT00000007622	A
rna-XM_056790758.1	X	BRAKERILHT00000002375	A
rna-XM_056790764.1	X	BRAKERILHT00000004269	A
rna-XM_056790097.1	X	BRAKERILHT00000016076	A
rna-XM_056791109.1	X	BRAKERILHT00000015687	A
rna-XM_056791068.1	X	BRAKERILHT00000013504	A
rna-XM_056791027.1	X	BRAKERILHT00000013702	A
rna-XM_056791023.1	X	BRAKERILHT00000000964	A
rna-XM_056791025.1	X	BRAKERILHT00000001451	A
rna-XM_056791032.1	X	BRAKERILHT00000010678	A
rna-XM_056790496.1	X	BRAKERILHT00000007898	A
rna-XM_056790498.1	X	BRAKERILHT00000003789	A
rna-XM_056790490.1	X	BRAKERILHT00000003302	A
rna-XM_056790485.1	X	BRAKERILHT00000002518	A
rna-XM_056790487.1	X	BRAKERILHT00000003931	A
rna-XM_056790484.1	X	BRAKERILHT00000002740	A
rna-XM_056789415.1	X	BRAKERILHT00000002681	A
rna-XM_056790014.1	X	BRAKERILHT00000004194	A
rna-XM_056789506.1	X	BRAKERILHT00000003906	A
rna-XM_056789575.1	X	BRAKERILHT00000002449	A
rna-XM_056789411.1	X	BRAKERILHT00000004137	A
rna-XM_056789619.1	X	BRAKERILHT00000003595	A
rna-XM_056789816.1	X	BRAKERILHT00000013437	A
rna-XM_056789354.1	X	BRAKERILHT00000013876	A
rna-XM_056790446.1	X	BRAKERILHT00000009095	A
rna-XM_056790849.1	X	BRAKERILHT00000005529	A
rna-XM_056790855.1	X	BRAKERILHT00000013150	A
rna-XM_056790852.1	X	BRAKERILHT00000012914	A
rna-XM_056790994.1	X	BRAKERILHT00000013383	A
rna-XM_056790996.1	X	BRAKERILHT00000002495	A
rna-XM_056789429.1	X	BRAKERILHT00000010114	A
rna-XM_056789434.1	X	BRAKERILHT00000009436	A
rna-XM_056790181.1	X	BRAKERILHT00000008524	A
rna-XM_056790180.1	X	BRAKERILHT00000005162	A
rna-XM_056789578.1	X	BRAKERILHT00000006101	A
rna-XM_056789581.1	X	BRAKERILHT00000005017	A
rna-XM_056791114.1	X	BRAKERILHT00000006292	A
rna-XM_056791116.1	X	BRAKERILHT00000006531	A
rna-XM_056791225.1	X	BRAKERILHT00000008035	A
rna-XM_056791226.1	X	BRAKERILHT00000008226	A
rna-XM_056789948.1	X	BRAKERILHT00000000534	A
rna-XM_056789949.1	X	BRAKERILHT00000002075	A
rna-XM_056789371.1	X	BRAKERILHT00000000484	A
rna-XM_056789156.1	X	BRAKERILHT00000007689	A
rna-XM_056789463.1	X	BRAKERILHT00000013879	A
rna-XM_056790681.1	X	BRAKERILHT00000010809	A
rna-XM_056790682.1	X	BRAKERILHT00000012269	A
