D_carinulata	chromosome	C_chinensis	chromosome
rna-XM_057809082.1	A	anno1.g254.t1	A
rna-XM_057809494.1	A	anno1.g7962.t1	A
rna-XM_057809496.1	A	anno1.g252.t1	A
rna-XM_057809498.1	A	anno1.g251.t1	A
rna-XM_057809411.1	A	anno1.g3626.t1	A
rna-XM_057809520.1	A	anno1.g2499.t1	A
rna-XM_057809512.1	A	anno1.g7760.t1	A
rna-XM_057809514.1	A	anno1.g7759.t1	A
rna-XM_057809499.1	A	anno1.g3244.t1	A
rna-XM_057809265.1	A	anno1.g11901.t1	A
rna-XM_057809183.1	A	anno1.g5520.t1	A
rna-XM_057809174.1	A	anno1.g5519.t1	A
rna-XM_057809180.1	A	anno1.g255.t1	A
rna-XM_057809207.1	A	anno1.g12643.t1	A
rna-XM_057809200.1	A	anno1.g7724.t1	A
rna-XM_057809195.1	A	anno1.g1214.t1	A
rna-XM_057809199.1	A	anno1.g1217.t1	A
rna-XM_057809170.1	A	anno1.g8926.t1	A
rna-XM_057809203.1	A	anno1.g8927.t1	A
rna-XM_057809191.1	A	anno1.g6315.t1	A
rna-XM_057809190.1	A	anno1.g3846.t1	A
rna-XM_057809193.1	A	anno1.g1232.t1	A
rna-XM_057809198.1	A	anno1.g2680.t1	A
rna-XM_057809691.1	A	anno1.g1231.t1	A
rna-XM_057809693.1	A	anno1.g1230.t1	A
rna-XM_057809694.1	A	anno1.g1229.t1	A
rna-XM_057809695.1	A	anno1.g1228.t1	A
rna-XM_057809696.1	A	anno1.g1226.t1	A
rna-XM_057808995.1	A	anno1.g1225.t1	A
rna-XM_057809000.1	A	anno1.g3759.t1	A
rna-XM_057808997.1	A	anno1.g3762.t2	A
rna-XM_057809428.1	A	anno1.g9306.t1	A
rna-XM_057809427.1	A	anno1.g9305.t2	A
rna-XM_057809936.1	A	anno1.g7674.t1	A
rna-XM_057809932.1	A	anno1.g5725.t2	A
rna-XM_057809465.1	A	anno1.g1602.t1	A
rna-XM_057809478.1	A	anno1.g1603.t1	A
rna-XM_057809783.1	A	anno1.g7988.t1	A
rna-XM_057809786.1	A	anno1.g906.t1	A
rna-XM_057809273.1	A	anno1.g7721.t1	A
rna-XM_057809500.1	A	anno1.g7209.t1	A
rna-XM_057809503.1	A	anno1.g7722.t1	A
rna-XM_057809501.1	A	anno1.g7723.t1	A
rna-XM_057809163.1	A	anno1.g7718.t1	A
rna-XM_057809162.1	A	anno1.g7719.t1	A
rna-XM_057809165.1	A	anno1.g12642.t1	A
rna-XM_057809164.1	A	anno1.g1585.t1	A
rna-XM_057809548.1	A	anno1.g1127.t1	A
rna-XM_057809550.1	A	anno1.g12620.t1	A
rna-XM_057809305.1	A	anno1.g1128.t1	A
rna-XM_057809559.1	A	anno1.g6157.t1	A
rna-XM_057809949.1	A	anno1.g6156.t1	A
rna-XM_057809288.1	A	anno1.g6154.t2	A
rna-XM_057809760.1	A	anno1.g11000.t1	A
rna-XM_057809771.1	A	anno1.g11001.t1	A
rna-XM_057809768.1	A	anno1.g628.t1	A
rna-XM_057809767.1	A	anno1.g3823.t1	A
rna-XM_057809772.1	A	anno1.g10999.t1	A
rna-XM_057809240.1	A	anno1.g10997.t1	A
rna-XM_057809649.1	A	anno1.g9437.t2	A
rna-XM_057809645.1	A	anno1.g11992.t1	A
rna-XM_057809621.1	A	anno1.g12539.t1	A
rna-XM_057809622.1	A	anno1.g6563.t2	A
rna-XM_057809236.1	A	anno1.g12840.t1	A
rna-XM_057809433.1	A	anno1.g11492.t1	A
rna-XM_057809435.1	A	anno1.g4941.t1	A
rna-XM_057809774.1	A	anno1.g6398.t1	A
rna-XM_057809779.1	A	anno1.g6397.t1	A
rna-XM_057809781.1	A	anno1.g6396.t1	A
rna-XM_057809526.1	A	anno1.g11107.t1	A
rna-XM_057809003.1	A	anno1.g518.t1	A
rna-XM_057809005.1	A	anno1.g5873.t1	A
rna-XM_057809014.1	A	anno1.g6159.t1	A
rna-XM_057809010.1	A	anno1.g6160.t2	A
rna-XM_057809012.1	A	anno1.g6161.t1	A
rna-XM_057809017.1	A	anno1.g6162.t1	A
rna-XM_057809022.1	A	anno1.g5487.t1	A
rna-XM_057809023.1	A	anno1.g11004.t1	A
rna-XM_057809024.1	A	anno1.g11003.t1	A
rna-XM_057809029.1	A	anno1.g11002.t1	A
rna-XM_057809038.1	A	anno1.g5464.t1	A
rna-XM_057809698.1	A	anno1.g5467.t1	A
rna-XM_057809483.1	A	anno1.g5466.t1	A
rna-XM_057809700.1	A	anno1.g5469.t1	A
rna-XM_057809482.1	A	anno1.g5479.t1	A
rna-XM_057809837.1	A	anno1.g5478.t1	A
rna-XM_057809208.1	A	anno1.g5480.t1	A
rna-XM_057809209.1	A	anno1.g5481.t1	A
rna-XM_057809210.1	A	anno1.g7516.t1	A
rna-XM_057809685.1	A	anno1.g5485.t1	A
rna-XM_057809146.1	A	anno1.g5484.t6	A
rna-XM_057809295.1	A	anno1.g5483.t1	A
rna-XM_057808989.1	A	anno1.g10940.t3	A
rna-XM_057808994.1	A	anno1.g10943.t1	A
rna-XM_057809150.1	A	anno1.g1399.t1	A
rna-XM_057809153.1	A	anno1.g10942.t1	A
rna-XM_057809614.1	A	anno1.g1996.t2	A
rna-XM_057809616.1	A	anno1.g9661.t1	A
rna-XM_057809620.1	A	anno1.g3313.t1	A
rna-XM_057808957.1	A	anno1.g3314.t1	A
rna-XM_057808958.1	A	anno1.g2804.t1	A
rna-XM_057809542.1	A	anno1.g12800.t1	A
rna-XM_057809937.1	A	anno1.g11591.t2	A
rna-XM_057809939.1	A	anno1.g10845.t1	A
rna-XM_057809317.1	A	anno1.g11590.t1	A
rna-XM_057809701.1	A	anno1.g11585.t1	A
rna-XM_057809579.1	A	anno1.g3457.t2	A
rna-XM_057809588.1	A	anno1.g4546.t1	A
rna-XM_057809575.1	A	anno1.g3458.t1	A
rna-XM_057809149.1	A	anno1.g4429.t1	A
rna-XM_057809002.1	A	anno1.g1580.t1	A
rna-XM_057809319.1	A	anno1.g13194.t1	A
rna-XM_057809318.1	A	anno1.g5618.t1	A
rna-XM_057809160.1	A	anno1.g12322.t1	A
rna-XM_057809251.1	A	anno1.g12321.t1	A
rna-XM_057809262.1	A	anno1.g13783.t1	A
rna-XM_057809354.1	A	anno1.g4668.t1	A
rna-XM_057809353.1	A	anno1.g1407.t2	A
rna-XM_057809167.1	A	anno1.g1400.t1	A
rna-XM_057809169.1	A	anno1.g3701.t1	A
rna-XM_057808973.1	A	anno1.g1406.t1	A
rna-XM_057809296.1	A	anno1.g1405.t1	A
rna-XM_057809446.1	A	anno1.g1404.t2	A
rna-XM_057809445.1	A	anno1.g450.t1	A
rna-XM_057809942.1	A	anno1.g1398.t1	A
rna-XM_057809944.1	A	anno1.g1403.t1	A
rna-XM_057809943.1	A	anno1.g7492.t1	A
rna-XM_057809084.1	A	anno1.g1410.t1	A
rna-XM_057809214.1	A	anno1.g6035.t1	A
rna-XM_057809519.1	A	anno1.g1415.t1	A
rna-XM_057808956.1	A	anno1.g10937.t3	A
rna-XM_057808952.1	A	anno1.g10939.t2	A
rna-XM_057809316.1	A	anno1.g9662.t1	A
rna-XM_057809563.1	A	anno1.g5887.t1	A
rna-XM_057809566.1	A	anno1.g9665.t1	A
rna-XM_057809702.1	A	anno1.g10762.t2	A
rna-XM_057809567.1	A	anno1.g10761.t1	A
rna-XM_057809571.1	A	anno1.g6742.t1	A
rna-XM_057809573.1	A	anno1.g6743.t1	A
rna-XM_057809856.1	A	anno1.g6744.t1	A
rna-XM_057809862.1	A	anno1.g2389.t1	A
rna-XM_057809850.1	A	anno1.g1421.t1	A
rna-XM_057809863.1	A	anno1.g5708.t1	A
rna-XM_057809479.1	A	anno1.g1886.t1	A
rna-XM_057809481.1	A	anno1.g1417.t1	A
rna-XM_057809432.1	A	anno1.g1418.t1	A
rna-XM_057809431.1	A	anno1.g6556.t1	A
rna-XM_057809044.1	A	anno1.g1416.t1	A
rna-XM_057809368.1	A	anno1.g10936.t3	A
rna-XM_057809868.1	A	anno1.g7148.t1	A
rna-XM_057809865.1	A	anno1.g7149.t2	A
rna-XM_057809869.1	A	anno1.g2801.t1	A
rna-XM_057809871.1	A	anno1.g7146.t3	A
rna-XM_057809882.1	A	anno1.g7145.t1	A
rna-XM_057809415.1	A	anno1.g11132.t1	A
rna-XM_057809085.1	A	anno1.g11131.t1	A
rna-XM_057809545.1	A	anno1.g11130.t1	A
rna-XM_057809544.1	A	anno1.g6437.t1	A
rna-XM_057809074.1	A	anno1.g2802.t2	A
rna-XM_057809076.1	A	anno1.g12799.t2	A
rna-XM_057809069.1	A	anno1.g5555.t1	A
rna-XM_057809053.1	A	anno1.g5553.t1	A
rna-XM_057809051.1	A	anno1.g5552.t1	A
rna-XM_057809067.1	A	anno1.g5551.t1	A
rna-XM_057809068.1	A	anno1.g5550.t1	A
rna-XM_057809079.1	A	anno1.g5549.t1	A
rna-XM_057809703.1	A	anno1.g2228.t1	A
rna-XM_057809057.1	A	anno1.g2227.t2	A
rna-XM_057809280.1	A	anno1.g3159.t1	A
rna-XM_057809281.1	A	anno1.g11991.t1	A
rna-XM_057809442.1	A	anno1.g845.t1	A
rna-XM_057809283.1	A	anno1.g13530.t1	A
rna-XM_057809286.1	A	anno1.g3751.t1	A
rna-XM_057809287.1	A	anno1.g3752.t1	A
rna-XM_057809282.1	A	anno1.g3754.t1	A
rna-XM_057809961.1	A	anno1.g1727.t1	A
rna-XM_057809964.1	A	anno1.g559.t1	A
rna-XM_057810286.1	A	anno1.g560.t1	A
rna-XM_057810289.1	A	anno1.g561.t1	A
rna-XM_057810297.1	A	anno1.g5570.t1	A
rna-XM_057810756.1	A	anno1.g412.t1	A
rna-XM_057810302.1	A	anno1.g5569.t2	A
rna-XM_057810323.1	A	anno1.g7527.t1	A
rna-XM_057810320.1	A	anno1.g5568.t1	A
rna-XM_057810332.1	A	anno1.g13283.t1	A
rna-XM_057810319.1	A	anno1.g1488.t1	A
rna-XM_057810314.1	A	anno1.g8187.t1	A
rna-XM_057810329.1	A	anno1.g8151.t1	A
rna-XM_057810315.1	A	anno1.g12967.t1	A
rna-XM_057810333.1	A	anno1.g10707.t1	A
rna-XM_057810301.1	A	anno1.g1044.t2	A
rna-XM_057810313.1	A	anno1.g1322.t1	A
rna-XM_057810325.1	A	anno1.g10894.t1	A
rna-XM_057810343.1	A	anno1.g7315.t1	A
rna-XM_057810345.1	A	anno1.g3524.t1	A
rna-XM_057810347.1	A	anno1.g3526.t3	A
rna-XM_057810354.1	A	anno1.g8165.t1	A
rna-XM_057810359.1	A	anno1.g1566.t1	A
rna-XM_057810361.1	A	anno1.g1571.t1	A
rna-XM_057810364.1	A	anno1.g1599.t3	A
rna-XM_057810362.1	A	anno1.g6309.t1	A
rna-XM_057810367.1	A	anno1.g11656.t1	A
rna-XM_057810368.1	A	anno1.g5816.t1	A
rna-XM_057810369.1	A	anno1.g7594.t1	A
rna-XM_057810370.1	A	anno1.g11073.t1	A
rna-XM_057810372.1	A	anno1.g7595.t1	A
rna-XM_057810381.1	A	anno1.g7597.t1	A
rna-XM_057810382.1	A	anno1.g5019.t1	A
rna-XM_057810380.1	A	anno1.g4137.t1	A
rna-XM_057810398.1	A	anno1.g11318.t1	A
rna-XM_057810401.1	A	anno1.g285.t1	A
rna-XM_057810388.1	A	anno1.g3838.t1	A
rna-XM_057810399.1	A	anno1.g1119.t1	A
rna-XM_057810395.1	A	anno1.g1120.t1	A
rna-XM_057810404.1	A	anno1.g1233.t1	A
rna-XM_057810386.1	A	anno1.g11864.t1	A
rna-XM_057810007.1	A	anno1.g11865.t1	A
rna-XM_057810010.1	A	anno1.g11866.t1	A
rna-XM_057810188.1	A	anno1.g6024.t1	A
rna-XM_057810181.1	A	anno1.g1531.t1	A
rna-XM_057810783.1	A	anno1.g5917.t1	A
rna-XM_057810782.1	A	anno1.g6962.t1	A
rna-XM_057810452.1	A	anno1.g8671.t1	A
rna-XM_057810137.1	A	anno1.g2133.t1	A
rna-XM_057810094.1	A	anno1.g3944.t1	A
rna-XM_057810095.1	A	anno1.g7593.t1	A
rna-XM_057810449.1	A	anno1.g7728.t1	A
rna-XM_057810448.1	A	anno1.g7729.t1	A
rna-XM_057810654.1	A	anno1.g7730.t1	A
rna-XM_057810655.1	A	anno1.g7324.t2	A
rna-XM_057810656.1	A	anno1.g624.t2	A
rna-XM_057810681.1	A	anno1.g6583.t1	A
rna-XM_057810688.1	A	anno1.g7740.t2	A
rna-XM_057810758.1	A	anno1.g9605.t1	A
rna-XM_057810671.1	A	anno1.g6116.t1	A
rna-XM_057810692.1	A	anno1.g627.t1	A
rna-XM_057810687.1	A	anno1.g10870.t1	A
rna-XM_057810686.1	A	anno1.g5909.t1	A
rna-XM_057810700.1	A	anno1.g1797.t2	A
rna-XM_057810702.1	A	anno1.g512.t1	A
rna-XM_057810694.1	A	anno1.g8071.t1	A
rna-XM_057810679.1	A	anno1.g3712.t1	A
rna-XM_057810701.1	A	anno1.g1388.t1	A
rna-XM_057810699.1	A	anno1.g1387.t1	A
rna-XM_057810693.1	A	anno1.g902.t1	A
rna-XM_057810697.1	A	anno1.g901.t1	A
rna-XM_057810683.1	A	anno1.g10015.t1	A
rna-XM_057810695.1	A	anno1.g10699.t1	A
rna-XM_057810665.1	A	anno1.g10698.t1	A
rna-XM_057810690.1	A	anno1.g12376.t1	A
rna-XM_057810664.1	A	anno1.g6879.t3	A
rna-XM_057810703.1	A	anno1.g7214.t1	A
rna-XM_057810704.1	A	anno1.g3796.t1	A
rna-XM_057810705.1	A	anno1.g3795.t1	A
rna-XM_057810713.1	A	anno1.g2611.t1	A
rna-XM_057810759.1	A	anno1.g7213.t1	A
rna-XM_057810714.1	A	anno1.g11421.t1	A
rna-XM_057810715.1	A	anno1.g7806.t1	A
rna-XM_057810717.1	A	anno1.g11419.t1	A
rna-XM_057810719.1	A	anno1.g1315.t1	A
rna-XM_057810729.1	A	anno1.g8181.t2	A
rna-XM_057810738.1	A	anno1.g8179.t1	A
rna-XM_057810737.1	A	anno1.g9973.t1	A
rna-XM_057810730.1	A	anno1.g5755.t1	A
rna-XM_057810735.1	A	anno1.g5756.t1	A
rna-XM_057810731.1	A	anno1.g8734.t1	A
rna-XM_057810739.1	A	anno1.g7927.t1	A
rna-XM_057810732.1	A	anno1.g4444.t1	A
rna-XM_057810733.1	A	anno1.g2195.t1	A
rna-XM_057810075.1	A	anno1.g10396.t1	A
rna-XM_057810801.1	A	anno1.g9516.t1	A
rna-XM_057810453.1	A	anno1.g9517.t1	A
rna-XM_057810463.1	A	anno1.g10399.t1	A
rna-XM_057810454.1	A	anno1.g10398.t1	A
rna-XM_057810460.1	A	anno1.g8335.t1	A
rna-XM_057810457.1	A	anno1.g10397.t2	A
rna-XM_057810887.1	A	anno1.g10392.t1	A
rna-XM_057810179.1	A	anno1.g10391.t1	A
rna-XM_057810819.1	A	anno1.g3550.t1	A
rna-XM_057810824.1	A	anno1.g4762.t2	A
rna-XM_057810820.1	A	anno1.g6250.t2	A
rna-XM_057810823.1	A	anno1.g3546.t1	A
rna-XM_057810850.1	A	anno1.g6249.t2	A
rna-XM_057810638.1	A	anno1.g3537.t2	A
rna-XM_057810639.1	A	anno1.g3540.t2	A
rna-XM_057810023.1	A	anno1.g4681.t1	A
rna-XM_057810031.1	A	anno1.g9069.t1	A
rna-XM_057810259.1	A	anno1.g4682.t1	A
rna-XM_057810257.1	A	anno1.g3289.t1	A
rna-XM_057810429.1	A	anno1.g12592.t2	A
rna-XM_057810072.1	A	anno1.g1464.t1	A
rna-XM_057810760.1	A	anno1.g3854.t1	A
rna-XM_057810133.1	A	anno1.g3853.t1	A
rna-XM_057810263.1	A	anno1.g10020.t1	A
rna-XM_057810817.1	A	anno1.g3771.t1	A
rna-XM_057810818.1	A	anno1.g3770.t1	A
rna-XM_057810815.1	A	anno1.g11747.t1	A
rna-XM_057810886.1	A	anno1.g11748.t2	A
rna-XM_057809974.1	A	anno1.g7314.t1	A
rna-XM_057809970.1	A	anno1.g2325.t1	A
rna-XM_057809967.1	A	anno1.g3523.t1	A
rna-XM_057809975.1	A	anno1.g1799.t1	A
rna-XM_057809965.1	A	anno1.g1798.t1	A
rna-XM_057810465.1	A	anno1.g8074.t3	A
rna-XM_057810475.1	A	anno1.g8073.t1	A
rna-XM_057810503.1	A	anno1.g8072.t1	A
rna-XM_057810473.1	A	anno1.g12598.t1	A
rna-XM_057810499.1	A	anno1.g3221.t1	A
rna-XM_057810501.1	A	anno1.g13548.t1	A
rna-XM_057810496.1	A	anno1.g3220.t1	A
rna-XM_057810644.1	A	anno1.g3217.t2	A
rna-XM_057810825.1	A	anno1.g13550.t1	A
rna-XM_057810826.1	A	anno1.g1465.t1	A
rna-XM_057810829.1	A	anno1.g13551.t1	A
rna-XM_057810127.1	A	anno1.g11401.t1	A
rna-XM_057810755.1	A	anno1.g8721.t1	A
rna-XM_057810032.1	A	anno1.g2271.t1	A
rna-XM_057810067.1	A	anno1.g9505.t1	A
rna-XM_057810096.1	A	anno1.g1523.t2	A
rna-XM_057810285.1	A	anno1.g9503.t1	A
rna-XM_057810284.1	A	anno1.g8189.t1	A
rna-XM_057810093.1	A	anno1.g487.t1	A
rna-XM_057810138.1	A	anno1.g490.t1	A
rna-XM_057810762.1	A	anno1.g491.t2	A
rna-XM_057810012.1	A	anno1.g10683.t1	A
rna-XM_057810015.1	A	anno1.g2344.t1	A
rna-XM_057810427.1	A	anno1.g500.t1	A
rna-XM_057810069.1	A	anno1.g499.t1	A
rna-XM_057810083.1	A	anno1.g498.t1	A
rna-XM_057810767.1	A	anno1.g494.t1	A
rna-XM_057810445.1	A	anno1.g492.t1	A
rna-XM_057810744.1	A	anno1.g493.t1	A
rna-XM_057810743.1	A	anno1.g10678.t1	A
rna-XM_057810748.1	A	anno1.g8894.t1	A
rna-XM_057810751.1	A	anno1.g8893.t1	A
rna-XM_057810749.1	A	anno1.g7370.t2	A
rna-XM_057810753.1	A	anno1.g7371.t1	A
rna-XM_057810410.1	A	anno1.g10914.t1	A
rna-XM_057810408.1	A	anno1.g3088.t1	A
rna-XM_057810020.1	A	anno1.g10915.t1	A
rna-XM_057810428.1	A	anno1.g10533.t4	A
rna-XM_057810523.1	A	anno1.g4650.t1	A
rna-XM_057810769.1	A	anno1.g10503.t1	A
rna-XM_057810524.1	A	anno1.g10504.t1	A
rna-XM_057810526.1	A	anno1.g4146.t1	A
rna-XM_057810770.1	A	anno1.g5536.t1	A
rna-XM_057810530.1	A	anno1.g5535.t2	A
rna-XM_057810533.1	A	anno1.g5534.t1	A
rna-XM_057810534.1	A	anno1.g5533.t1	A
rna-XM_057810537.1	A	anno1.g3999.t1	A
rna-XM_057810535.1	A	anno1.g11821.t1	A
rna-XM_057810541.1	A	anno1.g3995.t1	A
rna-XM_057810544.1	A	anno1.g3994.t1	A
rna-XM_057810772.1	A	anno1.g3992.t1	A
rna-XM_057810776.1	A	anno1.g3990.t1	A
rna-XM_057810777.1	A	anno1.g5537.t1	A
rna-XM_057810546.1	A	anno1.g5538.t2	A
rna-XM_057810548.1	A	anno1.g5539.t1	A
rna-XM_057810549.1	A	anno1.g5540.t1	A
rna-XM_057810551.1	A	anno1.g1495.t1	A
rna-XM_057810552.1	A	anno1.g12477.t2	A
rna-XM_057810561.1	A	anno1.g1498.t1	A
rna-XM_057810562.1	A	anno1.g1497.t1	A
rna-XM_057810564.1	A	anno1.g6545.t1	A
rna-XM_057810566.1	A	anno1.g11792.t1	A
rna-XM_057810570.1	A	anno1.g11791.t1	A
rna-XM_057810572.1	A	anno1.g11790.t1	A
rna-XM_057810573.1	A	anno1.g11789.t2	A
rna-XM_057810575.1	A	anno1.g4608.t2	A
rna-XM_057810582.1	A	anno1.g4607.t1	A
rna-XM_057810580.1	A	anno1.g11788.t2	A
rna-XM_057810620.1	A	anno1.g11787.t1	A
rna-XM_057810139.1	A	anno1.g6638.t1	A
rna-XM_057810140.1	A	anno1.g6641.t2	A
rna-XM_057810022.1	A	anno1.g1010.t2	A
rna-XM_057810021.1	A	anno1.g1007.t1	A
rna-XM_057810450.1	A	anno1.g1008.t1	A
rna-XM_057810421.1	A	anno1.g1009.t1	A
rna-XM_057810862.1	A	anno1.g13776.t1	A
rna-XM_057810883.1	A	anno1.g2595.t2	A
rna-XM_057810867.1	A	anno1.g4479.t1	A
rna-XM_057810863.1	A	anno1.g2594.t1	A
rna-XM_057810885.1	A	anno1.g8127.t1	A
rna-XM_057810884.1	A	anno1.g4651.t1	A
rna-XM_057810865.1	A	anno1.g4244.t4	A
rna-XM_057810142.1	A	anno1.g4242.t2	A
rna-XM_057810778.1	A	anno1.g4241.t1	A
rna-XM_057810034.1	A	anno1.g4240.t1	A
rna-XM_057810192.1	A	anno1.g4867.t1	A
rna-XM_057810412.1	A	anno1.g4235.t1	A
rna-XM_057810278.1	A	anno1.g3634.t1	A
rna-XM_057810834.1	A	anno1.g3632.t1	A
rna-XM_057810840.1	A	anno1.g3631.t1	A
rna-XM_057810839.1	A	anno1.g6595.t1	A
rna-XM_057810845.1	A	anno1.g10545.t1	A
rna-XM_057810844.1	A	anno1.g10546.t1	A
rna-XM_057810841.1	A	anno1.g10547.t1	A
rna-XM_057810891.1	A	anno1.g8223.t1	A
rna-XM_057810078.1	A	anno1.g4258.t1	A
rna-XM_057810151.1	A	anno1.g4249.t2	A
rna-XM_057810148.1	A	anno1.g4250.t1	A
rna-XM_057810149.1	A	anno1.g4251.t1	A
rna-XM_057810153.1	A	anno1.g4257.t16	A
rna-XM_057810163.1	A	anno1.g4256.t1	A
rna-XM_057810162.1	A	anno1.g3948.t2	A
rna-XM_057810164.1	A	anno1.both_agree_g2201.t3	A
rna-XM_057810175.1	A	anno1.g10217.t1	A
rna-XM_057810177.1	A	anno1.g987.t1	A
rna-XM_057810178.1	A	anno1.g5157.t1	A
rna-XM_057810097.1	A	anno1.g9920.t1	A
rna-XM_057810894.1	A	anno1.g5156.t1	A
rna-XM_057810895.1	A	anno1.g10964.t2	A
rna-XM_057810089.1	A	anno1.g7374.t1	A
rna-XM_057810101.1	A	anno1.g10268.t1	A
rna-XM_057810098.1	A	anno1.g10501.t1	A
rna-XM_057810102.1	A	anno1.g3405.t1	A
rna-XM_057810105.1	A	anno1.g10242.t1	A
rna-XM_057810115.1	A	anno1.g10239.t1	A
rna-XM_057810117.1	A	anno1.g10240.t1	A
rna-XM_057810112.1	A	anno1.g5001.t2	A
rna-XM_057810121.1	A	anno1.g13549.t1	A
rna-XM_057810109.1	A	anno1.g6708.t1	A
rna-XM_057810035.1	A	anno1.g8916.t1	A
rna-XM_057810637.1	A	anno1.g8760.t2	A
rna-XM_057810636.1	A	anno1.g8915.t1	A
rna-XM_057810040.1	A	anno1.g10912.t1	A
rna-XM_057810084.1	A	anno1.g13022.t1	A
rna-XM_057810080.1	A	anno1.g5297.t1	A
rna-XM_057810444.1	A	anno1.g2639.t2	A
rna-XM_057810122.1	A	anno1.g2435.t3	A
rna-XM_057810780.1	A	anno1.g10379.t1	A
rna-XM_057810017.1	A	anno1.g917.t1	A
rna-XM_057810438.1	A	anno1.g916.t1	A
rna-XM_057810256.1	A	anno1.g13499.t1	A
rna-XM_057810250.1	A	anno1.g13502.t1	A
rna-XM_057810194.1	A	anno1.g13498.t12	A
rna-XM_057810254.1	A	anno1.g13506.t1	A
rna-XM_057810253.1	A	anno1.g13510.t1	A
rna-XM_057810242.1	A	anno1.g13512.t1	A
rna-XM_057810439.1	A	anno1.g13176.t1	A
rna-XM_057810442.1	A	anno1.g11285.t1	A
rna-XM_057810270.1	A	anno1.g11284.t1	A
rna-XM_057810087.1	A	anno1.g11283.t1	A
rna-XM_057810267.1	A	anno1.g5445.t1	A
rna-XM_057810187.1	A	anno1.g5451.t1	A
rna-XM_057810186.1	A	anno1.g6118.t1	A
rna-XM_057810185.1	A	anno1.g5638.t2	A
rna-XM_057810781.1	A	anno1.g3815.t1	A
rna-XM_057810073.1	A	anno1.g4813.t1	A
rna-XM_057810125.1	A	anno1.g3813.t1	A
rna-XM_057809981.1	A	anno1.g5446.t2	A
rna-XM_057809976.1	A	anno1.g6338.t1	A
rna-XM_057809987.1	A	anno1.g1005.t1	A
rna-XM_057810411.1	A	anno1.g9671.t1	A
rna-XM_057810415.1	A	anno1.g10131.t1	A
rna-XM_057810504.1	A	anno1.g6106.t1	A
rna-XM_057810518.1	A	anno1.g6107.t2	A
rna-XM_057810521.1	A	anno1.g6108.t1	A
rna-XM_057810519.1	A	anno1.g6110.t1	A
rna-XM_057810505.1	A	anno1.g6111.t1	A
rna-XM_057810508.1	A	anno1.g6113.t1	A
rna-XM_057810141.1	A	anno1.g8888.t1	A
rna-XM_057810189.1	A	anno1.g102.t1	A
rna-XM_057810081.1	A	anno1.g4976.t1	A
rna-XM_057810628.1	A	anno1.g9286.t1	A
rna-XM_057810624.1	A	anno1.g12574.t1	A
rna-XM_057810630.1	A	anno1.g9278.t1	A
rna-XM_057810645.1	A	anno1.g918.t3	A
rna-XM_057810846.1	A	anno1.g3768.t2	A
rna-XM_057810849.1	A	anno1.g7210.t1	A
rna-XM_057810621.1	A	anno1.g7211.t1	A
rna-XM_057810622.1	A	anno1.g543.t1	A
rna-XM_057810623.1	A	anno1.g7546.t1	A
rna-XM_057810279.1	A	anno1.g848.t1	A
rna-XM_057810417.1	A	anno1.g2889.t1	A
rna-XM_057809989.1	A	anno1.g11890.t1	A
rna-XM_057810800.1	A	anno1.g4198.t1	A
rna-XM_057810809.1	A	anno1.g6536.t1	A
rna-XM_057810813.1	A	anno1.g2360.t1	X
rna-XM_057810047.1	A	anno1.g12476.t1	A
rna-XM_057810056.1	A	anno1.g4721.t1	A
rna-XM_057814835.1	A	anno1.g7292.t1	A
rna-XM_057814839.1	A	anno1.g7258.t2	A
rna-XM_057814830.1	A	anno1.g11862.t1	A
rna-XM_057814873.1	A	anno1.g12874.t1	A
rna-XM_057814871.1	A	anno1.g2211.t1	A
rna-XM_057814829.1	A	anno1.g13699.t1	A
rna-XM_057814875.1	A	anno1.g2022.t1	A
rna-XM_057814863.1	A	anno1.g10511.t1	A
rna-XM_057814851.1	A	anno1.g2021.t1	A
rna-XM_057814874.1	A	anno1.g2020.t1	A
rna-XM_057814887.1	A	anno1.g4175.t1	A
rna-XM_057814849.1	A	anno1.g7501.t1	A
rna-XM_057814876.1	A	anno1.g7500.t5	A
rna-XM_057814834.1	A	anno1.g5824.t1	A
rna-XM_057814866.1	A	anno1.g8554.t1	A
rna-XM_057814867.1	A	anno1.g5920.t1	A
rna-XM_057814865.1	A	anno1.g4474.t1	A
rna-XM_057814827.1	A	anno1.g2995.t1	A
rna-XM_057814878.1	A	anno1.g10388.t1	A
rna-XM_057814844.1	A	anno1.g5993.t1	A
rna-XM_057814882.1	A	anno1.g13666.t1	A
rna-XM_057814886.1	A	anno1.g13667.t1	A
rna-XM_057814881.1	A	anno1.g12250.t1	A
rna-XM_057814860.1	A	anno1.g2993.t1	A
rna-XM_057814838.1	A	anno1.g3360.t1	A
rna-XM_057814840.1	A	anno1.g9861.t1	A
rna-XM_057814879.1	A	anno1.g3359.t1	A
rna-XM_057814883.1	A	anno1.g1583.t1	A
rna-XM_057814837.1	A	anno1.g1298.t1	A
rna-XM_057814845.1	A	anno1.g260.t1	A
rna-XM_057814848.1	A	anno1.g261.t1	A
rna-XM_057814846.1	A	anno1.g262.t1	A
rna-XM_057814832.1	A	anno1.g6429.t1	A
rna-XM_057814850.1	A	anno1.g323.t1	A
rna-XM_057814828.1	A	anno1.g1299.t1	A
rna-XM_057814822.1	A	anno1.g5514.t1	A
rna-XM_057814843.1	A	anno1.g5515.t1	A
