C_maculatus	chromosome	B_siliquastri	chromosome
g1509.t1	X	BRAKERILHT00000017481	X
g1510.t1	X	BRAKERILHT00000017609	X
g1511.t2	X	BRAKERILHT00000017377	X
g1512.t1	X	BRAKERILHT00000017120	X
g1513.t1	X	BRAKERILHT00000017903	X
g1514.t2	X	BRAKERILHT00000017298	X
g1515.t1	X	BRAKERILHT00000017867	X
g1516.t1	X	BRAKERILHT00000017003	X
g1517.t1	X	BRAKERILHT00000018010	X
g1518.t1	X	BRAKERILHT00000017864	X
g1519.t3	X	BRAKERILHT00000017854	X
g1520.t1	X	BRAKERILHT00000017933	X
g1521.t1	X	BRAKERILHT00000017763	X
g1522.t2	X	BRAKERILHT00000017331	X
g1523.t1	X	BRAKERILHT00000017996	X
g1524.t1	X	BRAKERILHT00000017059	X
g1525.t1	X	BRAKERILHT00000017979	X
g1526.t1	X	BRAKERILHT00000017543	X
g1527.t2	X	BRAKERILHT00000017866	X
g1528.t1	X	BRAKERILHT00000018026	X
g1529.t2	X	BRAKERILHT00000017161	X
g1530.t1	X	BRAKERILHT00000017874	X
g1531.t2	X	BRAKERILHT00000017559	X
g1532.t1	X	BRAKERILHT00000017258	X
g1533.t2	X	BRAKERILHT00000017425	X
g1534.t1	X	BRAKERILHT00000017666	X
g1535.t1	X	BRAKERILHT00000017438	X
g1536.t1	X	BRAKERILHT00000017053	X
g1537.t1	X	BRAKERILHT00000017568	X
g1538.t1	X	BRAKERILHT00000017713	X
g1539.t2	X	BRAKERILHT00000017058	X
g1540.t1	X	BRAKERILHT00000017045	X
g1541.t1	X	BRAKERILHT00000017069	X
g1542.t1	X	BRAKERILHT00000017879	X
g1543.t1	X	BRAKERILHT00000017501	X
g1544.t1	X	BRAKERILHT00000017202	X
g1545.t1	X	BRAKERILHT00000018004	X
g1546.t1	X	BRAKERILHT00000017346	X
g1547.t1	X	BRAKERILHT00000017686	X
g1548.t1	X	BRAKERILHT00000017131	X
g1549.t1	X	BRAKERILHT00000017539	X
g1551.t1	X	BRAKERILHT00000017743	X
g1552.t1	X	BRAKERILHT00000017542	X
g1554.t1	X	BRAKERILHT00000018001	X
g1555.t1	X	BRAKERILHT00000017671	X
g1558.t1	X	BRAKERILHT00000017915	X
g1560.t1	X	BRAKERILHT00000017941	X
g1561.t1	X	BRAKERILHT00000017467	X
g1562.t1	X	BRAKERILHT00000017099	X
g1563.t1	X	BRAKERILHT00000017956	X
g1565.t1	X	BRAKERILHT00000017695	X
g1566.t1	X	BRAKERILHT00000017223	X
g1567.t2	X	BRAKERILHT00000017535	X
g1568.t1	X	BRAKERILHT00000017211	X
g1569.t1	X	BRAKERILHT00000017462	X
g1570.t1	X	BRAKERILHT00000017780	X
g1572.t1	X	BRAKERILHT00000017988	X
g1573.t1	X	BRAKERILHT00000017186	X
g1574.t1	X	BRAKERILHT00000017088	X
g1575.t2	X	BRAKERILHT00000018011	X
g1576.t1	X	BRAKERILHT00000018027	X
g1577.t1	X	BRAKERILHT00000017410	X
g1578.t1	X	BRAKERILHT00000017722	X
g1579.t1	X	BRAKERILHT00000017496	X
g1580.t1	X	BRAKERILHT00000017364	X
g1581.t1	X	BRAKERILHT00000017845	X
g1582.t1	X	BRAKERILHT00000017745	X
g1583.t1	X	BRAKERILHT00000017507	X
g1584.t1	X	BRAKERILHT00000018035	X
g1585.t1	X	BRAKERILHT00000017528	X
g1586.t1	X	BRAKERILHT00000017641	X
g1587.t1	X	BRAKERILHT00000017110	X
g1588.t2	X	BRAKERILHT00000017914	X
g1589.t1	X	BRAKERILHT00000017983	X
g1590.t1	X	BRAKERILHT00000017840	X
g1591.t3	X	BRAKERILHT00000017774	X
g1592.t1	X	BRAKERILHT00000017422	X
g1594.t1	X	BRAKERILHT00000017778	X
g1596.t1	X	BRAKERILHT00000017127	X
g1597.t1	X	BRAKERILHT00000017424	X
g1598.t1	X	BRAKERILHT00000017612	X
g1599.t1	X	BRAKERILHT00000017365	X
g1601.t2	X	BRAKERILHT00000017081	X
g1602.t1	X	BRAKERILHT00000017735	X
g1603.t1	X	BRAKERILHT00000017040	X
g1604.t1	X	BRAKERILHT00000017008	X
g1605.t1	X	BRAKERILHT00000017761	X
g1606.t2	X	BRAKERILHT00000017798	X
g1608.t2	X	BRAKERILHT00000017968	X
g1609.t1	X	BRAKERILHT00000017321	X
g1610.t1	X	BRAKERILHT00000017247	X
g1611.t1	X	BRAKERILHT00000017413	X
g1612.t1	X	BRAKERILHT00000017881	X
g1613.t1	X	BRAKERILHT00000017634	X
g1614.t1	X	BRAKERILHT00000018041	X
g1615.t1	X	BRAKERILHT00000017781	X
g1616.t1	X	BRAKERILHT00000017947	X
g1619.t1	X	BRAKERILHT00000017118	X
g1620.t1	X	BRAKERILHT00000017434	X
g1621.t1	X	BRAKERILHT00000017887	X
g1622.t1	X	BRAKERILHT00000017721	X
g1623.t2	X	BRAKERILHT00000017511	X
g1624.t1	X	BRAKERILHT00000017015	X
g1625.t1	X	BRAKERILHT00000017868	X
g1626.t1	X	BRAKERILHT00000017974	X
g1627.t2	X	BRAKERILHT00000017742	X
g1628.t1	X	BRAKERILHT00000017765	X
g1629.t1	X	BRAKERILHT00000017145	X
g1630.t1	X	BRAKERILHT00000017352	X
g1631.t1	X	BRAKERILHT00000017597	X
g1632.t1	X	BRAKERILHT00000017183	X
g1636.t1	X	BRAKERILHT00000018040	X
g1638.t1	X	BRAKERILHT00000017280	X
g1640.t1	X	BRAKERILHT00000017415	X
g1643.t3	X	BRAKERILHT00000017883	X
g1644.t1	X	BRAKERILHT00000017966	X
g1646.t2	X	BRAKERILHT00000017005	X
g1647.t2	X	BRAKERILHT00000017865	X
g1648.t1	X	BRAKERILHT00000017603	X
g1649.t1	X	BRAKERILHT00000017449	X
g1650.t2	X	BRAKERILHT00000017259	X
g1651.t1	X	BRAKERILHT00000017628	X
g1652.t1	X	BRAKERILHT00000017277	X
g1654.t1	X	BRAKERILHT00000017101	X
g1655.t1	X	BRAKERILHT00000017905	X
g1656.t3	X	BRAKERILHT00000017229	X
g1657.t1	X	BRAKERILHT00000017044	X
g1658.t1	X	BRAKERILHT00000017808	X
g1659.t1	X	BRAKERILHT00000017631	X
g1660.t1	X	BRAKERILHT00000017357	X
g1661.t2	X	BRAKERILHT00000017998	X
g1662.t1	X	BRAKERILHT00000017463	X
g1663.t1	X	BRAKERILHT00000017946	X
g1664.t1	X	BRAKERILHT00000017025	X
g1665.t1	X	BRAKERILHT00000017272	X
g1666.t1	X	BRAKERILHT00000017644	X
g1667.t2	X	BRAKERILHT00000017964	X
g1668.t1	X	BRAKERILHT00000017255	X
g1669.t1	X	BRAKERILHT00000017571	X
g1670.t1	X	BRAKERILHT00000000764	A
g1671.t1	X	BRAKERILHT00000017476	X
g1672.t1	X	BRAKERILHT00000017170	X
g1673.t1	X	BRAKERILHT00000017204	X
g1674.t1	X	BRAKERILHT00000018008	X
g1676.t1	X	BRAKERILHT00000017072	X
g1677.t1	X	BRAKERILHT00000017856	X
g1678.t1	X	BRAKERILHT00000017938	X
g1679.t2	X	BRAKERILHT00000017062	X
g1681.t5	X	BRAKERILHT00000017216	X
g1682.t1	X	BRAKERILHT00000016992	X
g1683.t3	X	BRAKERILHT00000017526	X
g1684.t1	X	BRAKERILHT00000017150	X
g1685.t1	X	BRAKERILHT00000017658	X
g1686.t1	X	BRAKERILHT00000017083	X
g1687.t2	X	BRAKERILHT00000017187	X
g1688.t1	X	BRAKERILHT00000017718	X
g1689.t1	X	BRAKERILHT00000017418	X
g1690.t1	X	BRAKERILHT00000017648	X
g1691.t1	X	BRAKERILHT00000017455	X
g1692.t1	X	BRAKERILHT00000017708	X
g1693.t2	X	BRAKERILHT00000017395	X
g1697.t1	X	BRAKERILHT00000017959	X
g1699.t1	X	BRAKERILHT00000018054	X
g1700.t1	X	BRAKERILHT00000018030	X
g1701.t2	X	BRAKERILHT00000017305	X
g1702.t1	X	BRAKERILHT00000017122	X
g1705.t1	X	BRAKERILHT00000017749	X
g1707.t3	X	BRAKERILHT00000017023	X
g1708.t1	X	BRAKERILHT00000017707	X
g1709.t3	X	BRAKERILHT00000017108	X
g1710.t1	X	BRAKERILHT00000017584	X
g1711.t1	X	BRAKERILHT00000017529	X
g1712.t1	X	BRAKERILHT00000018042	X
g1713.t1	X	BRAKERILHT00000017191	X
g1714.t1	X	BRAKERILHT00000017869	X
g1715.t1	X	BRAKERILHT00000017160	X
g1716.t1	X	BRAKERILHT00000017632	X
g1717.t1	X	BRAKERILHT00000017784	X
g1718.t1	X	BRAKERILHT00000017958	X
g1719.t1	X	BRAKERILHT00000017024	X
g1720.t1	X	BRAKERILHT00000017459	X
g1721.t1	X	BRAKERILHT00000017112	X
g1722.t1	X	BRAKERILHT00000017350	X
g1723.t1	X	BRAKERILHT00000017436	X
g1724.t1	X	BRAKERILHT00000017344	X
g1725.t1	X	BRAKERILHT00000017158	X
g1726.t1	X	BRAKERILHT00000018005	X
g1727.t1	X	BRAKERILHT00000017307	X
g1728.t1	X	BRAKERILHT00000017051	X
g1730.t1	X	BRAKERILHT00000017503	X
g1731.t1	X	BRAKERILHT00000017993	X
g1733.t1	X	BRAKERILHT00000017546	X
g1734.t1	X	BRAKERILHT00000017042	X
g1735.t1	X	BRAKERILHT00000017273	X
g1737.t1	X	BRAKERILHT00000017890	X
g1738.t1	X	BRAKERILHT00000017576	X
g1739.t1	X	BRAKERILHT00000017654	X
g1826.t1	A	BRAKERILHT00000016532	A
g1827.t2	A	BRAKERILHT00000016135	A
g1830.t1	A	BRAKERILHT00000015820	A
g1831.t1	A	BRAKERILHT00000016902	A
g1832.t2	A	BRAKERILHT00000016380	A
g1835.t1	A	BRAKERILHT00000016181	A
g1836.t1	A	BRAKERILHT00000016557	A
g1837.t7	A	BRAKERILHT00000015980	A
g1843.t2	A	BRAKERILHT00000016707	A
g1844.t1	A	BRAKERILHT00000016241	A
g1845.t1	A	BRAKERILHT00000016042	A
g1846.t1	A	BRAKERILHT00000016366	A
g1847.t1	A	BRAKERILHT00000015931	A
g1848.t1	A	BRAKERILHT00000016649	A
g1849.t2	A	BRAKERILHT00000016528	A
g1850.t2	A	BRAKERILHT00000016233	A
g1852.t3	A	BRAKERILHT00000016094	A
g1853.t1	A	BRAKERILHT00000015786	A
g1854.t1	A	BRAKERILHT00000015611	A
g1855.t1	A	BRAKERILHT00000016647	A
g1856.t1	A	BRAKERILHT00000016308	A
g1857.t1	A	BRAKERILHT00000015910	A
g1858.t1	A	BRAKERILHT00000016813	A
g1859.t1	A	BRAKERILHT00000016163	A
g1860.t1	A	BRAKERILHT00000015704	A
g1862.t1	A	BRAKERILHT00000016563	A
g1864.t1	A	BRAKERILHT00000016573	A
g1865.t1	A	BRAKERILHT00000016280	A
g1866.t1	A	BRAKERILHT00000016493	A
g1867.t2	A	BRAKERILHT00000016193	A
g1868.t1	A	BRAKERILHT00000015881	A
g1870.t1	A	BRAKERILHT00000016987	A
g1871.t1	A	BRAKERILHT00000016346	A
g1872.t1	A	BRAKERILHT00000016210	A
g1873.t1	A	BRAKERILHT00000016505	A
g1874.t1	A	BRAKERILHT00000016808	A
g1875.t1	A	BRAKERILHT00000016897	A
g1876.t1	A	BRAKERILHT00000015819	A
g1877.t1	A	BRAKERILHT00000016099	A
g1878.t1	A	BRAKERILHT00000016411	A
g1953.t1	A	BRAKERILHT00000016645	A
g1956.t1	A	BRAKERILHT00000012311	A
g1971.t1	A	BRAKERILHT00000013505	A
g1987.t1	A	BRAKERILHT00000017239	X
g1999.t1	A	BRAKERILHT00000016206	A
g2008.t1	A	BRAKERILHT00000011431	A
g2030.t1	A	BRAKERILHT00000017505	X
g2038.t1	A	BRAKERILHT00000016466	A
g2039.t1	A	BRAKERILHT00000015636	A
g2040.t1	A	BRAKERILHT00000016723	A
g2041.t1	A	BRAKERILHT00000016580	A
g2043.t1	A	BRAKERILHT00000016259	A
g2044.t2	A	BRAKERILHT00000016960	A
g2045.t1	A	BRAKERILHT00000015811	A
g2046.t1	A	BRAKERILHT00000016170	A
g2047.t1	A	BRAKERILHT00000015902	A
g2048.t3	A	BRAKERILHT00000016971	A
g2049.t1	A	BRAKERILHT00000016513	A
g2050.t1	A	BRAKERILHT00000016219	A
g2051.t1	A	BRAKERILHT00000016681	A
g2053.t1	A	BRAKERILHT00000016017	A
g2059.t2	A	BRAKERILHT00000016270	A
g2066.t1	A	BRAKERILHT00000015759	A
g2067.t1	A	BRAKERILHT00000000765	A
g2068.t1	A	BRAKERILHT00000016650	A
g2069.t1	A	BRAKERILHT00000015768	A
g2070.t1	A	BRAKERILHT00000016058	A
g2071.t1	A	BRAKERILHT00000016141	A
g2072.t1	A	BRAKERILHT00000016934	A
g2073.t1	A	BRAKERILHT00000015664	A
g2074.t1	A	BRAKERILHT00000015614	A
g2078.t1	A	BRAKERILHT00000015929	A
g2079.t1	A	BRAKERILHT00000016923	A
g2080.t1	A	BRAKERILHT00000016361	A
g2083.t1	A	BRAKERILHT00000016448	A
g2084.t1	A	BRAKERILHT00000016764	A
g2085.t1	A	BRAKERILHT00000015856	A
g2086.t1	A	BRAKERILHT00000016160	A
g2087.t1	A	BRAKERILHT00000015615	A
g2088.t1	A	BRAKERILHT00000015994	A
g2090.t1	A	BRAKERILHT00000016787	A
g2091.t1	A	BRAKERILHT00000016148	A
g2092.t1	A	BRAKERILHT00000016462	A
g2093.t3	A	BRAKERILHT00000016908	A
g2094.t1	A	BRAKERILHT00000016306	A
g2097.t1	A	BRAKERILHT00000016691	A
g2098.t1	A	BRAKERILHT00000015913	A
g2100.t1	A	BRAKERILHT00000016120	A
g2101.t1	A	BRAKERILHT00000016339	A
g2102.t1	A	BRAKERILHT00000015731	A
g2103.t2	A	BRAKERILHT00000016114	A
g2104.t1	A	BRAKERILHT00000016276	A
g2105.t1	A	BRAKERILHT00000016495	A
g2107.t1	A	BRAKERILHT00000016118	A
g2108.t1	A	BRAKERILHT00000016781	A
g2109.t1	A	BRAKERILHT00000016354	A
g2110.t1	A	BRAKERILHT00000016115	A
g2112.t1	A	BRAKERILHT00000014844	A
g2113.t1	A	BRAKERILHT00000016502	A
g2114.t2	A	BRAKERILHT00000016890	A
g2115.t1	A	BRAKERILHT00000016271	A
g2117.t1	A	BRAKERILHT00000015850	A
g2118.t1	A	BRAKERILHT00000016144	A
g2121.t1	A	BRAKERILHT00000005621	A
g2123.t1	A	BRAKERILHT00000016136	A
g2124.t1	A	BRAKERILHT00000015880	A
g2125.t1	A	BRAKERILHT00000015740	A
g2127.t1	A	BRAKERILHT00000016498	A
g2128.t2	A	BRAKERILHT00000015883	A
g2129.t1	A	BRAKERILHT00000016891	A
g2130.t2	A	BRAKERILHT00000016742	A
g2131.t1	A	BRAKERILHT00000016177	A
g2132.t10	A	BRAKERILHT00000016929	A
g2133.t1	A	BRAKERILHT00000016455	A
g2134.t1	A	BRAKERILHT00000016071	A
g2136.t1	A	BRAKERILHT00000016889	A
g2137.t1	A	BRAKERILHT00000016269	A
g2138.t1	A	BRAKERILHT00000015948	A
g2139.t3	A	BRAKERILHT00000016152	A
g2140.t2	A	BRAKERILHT00000016112	A
g2141.t1	A	BRAKERILHT00000016427	A
g2142.t1	A	BRAKERILHT00000016642	A
g2143.t1	A	BRAKERILHT00000016477	A
g2144.t1	A	BRAKERILHT00000016797	A
g2145.t1	A	BRAKERILHT00000015743	A
g2146.t1	A	BRAKERILHT00000016214	A
g2147.t1	A	BRAKERILHT00000016511	A
g2148.t1	A	BRAKERILHT00000015936	A
g2149.t2	A	BRAKERILHT00000016246	A
g2150.t1	A	BRAKERILHT00000016552	A
g2151.t1	A	BRAKERILHT00000016874	A
g2153.t2	A	BRAKERILHT00000016088	A
g2154.t1	A	BRAKERILHT00000016678	A
g2157.t1	A	BRAKERILHT00000015658	A
g2158.t2	A	BRAKERILHT00000016637	A
g2159.t1	A	BRAKERILHT00000016167	A
g2162.t4	A	BRAKERILHT00000016555	A
g2163.t1	A	BRAKERILHT00000016376	A
g2164.t1	A	BRAKERILHT00000016443	A
g2166.t1	A	BRAKERILHT00000016658	A
g2167.t2	A	BRAKERILHT00000015682	A
g2168.t1	A	BRAKERILHT00000015839	A
g2169.t1	A	BRAKERILHT00000016257	A
g2170.t1	A	BRAKERILHT00000016709	A
g2172.t1	A	BRAKERILHT00000015895	A
g2173.t1	A	BRAKERILHT00000016386	A
g2174.t2	A	BRAKERILHT00000016231	A
g2175.t1	A	BRAKERILHT00000016727	A
g2176.t1	A	BRAKERILHT00000015901	A
g2178.t1	A	BRAKERILHT00000016127	A
g2179.t1	A	BRAKERILHT00000015756	A
g2180.t1	A	BRAKERILHT00000016783	A
g2182.t2	A	BRAKERILHT00000016465	A
g2183.t1	A	BRAKERILHT00000015988	A
g2184.t1	A	BRAKERILHT00000015690	A
g2186.t1	A	BRAKERILHT00000016771	A
g2187.t1	A	BRAKERILHT00000015788	A
g2188.t2	A	BRAKERILHT00000015998	A
g2189.t1	A	BRAKERILHT00000016389	A
g2190.t2	A	BRAKERILHT00000015963	A
g2191.t1	A	BRAKERILHT00000016378	A
g2192.t1	A	BRAKERILHT00000016758	A
g2195.t1	A	BRAKERILHT00000004706	A
g2197.t1	A	BRAKERILHT00000016129	A
g2198.t1	A	BRAKERILHT00000015637	A
g2202.t1	A	BRAKERILHT00000015869	A
g2203.t1	A	BRAKERILHT00000016985	A
g2206.t1	A	BRAKERILHT00000015911	A
g2207.t1	A	BRAKERILHT00000016499	A
g2209.t1	A	BRAKERILHT00000016429	A
g2210.t1	A	BRAKERILHT00000016132	A
g2212.t1	A	BRAKERILHT00000015640	A
g2213.t1	A	BRAKERILHT00000016729	A
g2214.t1	A	BRAKERILHT00000016731	A
g2271.t2	A	BRAKERILHT00000014456	A
g2272.t2	A	BRAKERILHT00000015037	A
g2273.t1	A	BRAKERILHT00000015609	A
g2275.t1	A	BRAKERILHT00000014588	A
g2277.t1	A	BRAKERILHT00000014433	A
g2278.t1	A	BRAKERILHT00000015067	A
g2279.t1	A	BRAKERILHT00000015515	A
g2280.t1	A	BRAKERILHT00000014545	A
g2281.t1	A	BRAKERILHT00000014455	A
g2282.t1	A	BRAKERILHT00000014338	A
g2283.t1	A	BRAKERILHT00000015129	A
g2284.t1	A	BRAKERILHT00000014421	A
g2286.t1	A	BRAKERILHT00000014110	A
g2287.t1	A	BRAKERILHT00000014535	A
g2288.t2	A	BRAKERILHT00000014329	A
g2289.t2	A	BRAKERILHT00000015472	A
g2290.t1	A	BRAKERILHT00000015386	A
g2291.t2	A	BRAKERILHT00000014628	A
g2292.t1	A	BRAKERILHT00000015243	A
g2293.t1	A	BRAKERILHT00000014054	A
g2294.t1	A	BRAKERILHT00000014697	A
g2295.t1	A	BRAKERILHT00000015155	A
g2296.t1	A	BRAKERILHT00000015467	A
g2297.t1	A	BRAKERILHT00000014320	A
g2298.t1	A	BRAKERILHT00000014611	A
g2299.t1	A	BRAKERILHT00000015204	A
g2300.t1	A	BRAKERILHT00000015549	A
g2301.t1	A	BRAKERILHT00000014273	A
g2302.t1	A	BRAKERILHT00000014537	A
g2303.t1	A	BRAKERILHT00000014557	A
g2306.t1	A	BRAKERILHT00000014503	A
g2307.t1	A	BRAKERILHT00000015430	A
g2308.t1	A	BRAKERILHT00000015518	A
g2309.t1	A	BRAKERILHT00000014526	A
g2310.t1	A	BRAKERILHT00000015552	A
g2311.t1	A	BRAKERILHT00000014943	A
g2314.t1	A	BRAKERILHT00000014337	A
g2315.t1	A	BRAKERILHT00000014758	A
g2317.t1	A	BRAKERILHT00000015446	A
g2318.t1	A	BRAKERILHT00000014312	A
g2320.t2	A	BRAKERILHT00000014454	A
g2321.t1	A	BRAKERILHT00000014916	A
g2324.t1	A	BRAKERILHT00000014794	A
g2325.t1	A	BRAKERILHT00000014730	A
g2326.t1	A	BRAKERILHT00000014385	A
g2327.t1	A	BRAKERILHT00000014077	A
g2328.t2	A	BRAKERILHT00000015316	A
g2329.t1	A	BRAKERILHT00000015068	A
g2330.t1	A	BRAKERILHT00000014709	A
g2332.t1	A	BRAKERILHT00000014117	A
g2333.t1	A	BRAKERILHT00000014380	A
g2334.t1	A	BRAKERILHT00000012547	A
g2335.t1	A	BRAKERILHT00000014700	A
g2336.t1	A	BRAKERILHT00000014525	A
g2337.t1	A	BRAKERILHT00000014387	A
g2338.t1	A	BRAKERILHT00000015234	A
g2339.t1	A	BRAKERILHT00000014743	A
g2340.t1	A	BRAKERILHT00000016670	A
g2342.t1	A	BRAKERILHT00000014420	A
g2343.t1	A	BRAKERILHT00000015468	A
g2344.t2	A	BRAKERILHT00000014534	A
g2345.t1	A	BRAKERILHT00000014406	A
g2346.t1	A	BRAKERILHT00000014739	A
g2347.t1	A	BRAKERILHT00000014915	A
g2350.t1	A	BRAKERILHT00000015251	A
g2351.t1	A	BRAKERILHT00000014569	A
g2353.t2	A	BRAKERILHT00000015440	A
g2354.t1	A	BRAKERILHT00000015849	A
g2355.t1	A	BRAKERILHT00000014166	A
g2356.t1	A	BRAKERILHT00000015298	A
g2357.t1	A	BRAKERILHT00000014713	A
g2359.t2	A	BRAKERILHT00000015076	A
g2362.t2	A	BRAKERILHT00000014986	A
g2364.t1	A	BRAKERILHT00000015337	A
g2365.t1	A	BRAKERILHT00000014582	A
g2366.t1	A	BRAKERILHT00000014141	A
g2368.t1	A	BRAKERILHT00000015510	A
g2369.t1	A	BRAKERILHT00000014278	A
g2370.t1	A	BRAKERILHT00000014631	A
g2371.t1	A	BRAKERILHT00000014998	A
g2372.t1	A	BRAKERILHT00000014895	A
g2373.t2	A	BRAKERILHT00000015362	A
g2374.t1	A	BRAKERILHT00000015441	A
g2375.t1	A	BRAKERILHT00000015285	A
g2376.t1	A	BRAKERILHT00000014744	A
g2377.t1	A	BRAKERILHT00000014641	A
g2378.t1	A	BRAKERILHT00000015096	A
g2379.t1	A	BRAKERILHT00000015353	A
g2380.t1	A	BRAKERILHT00000014464	A
g2381.t1	A	BRAKERILHT00000014930	A
g2382.t2	A	BRAKERILHT00000015412	A
g2383.t2	A	BRAKERILHT00000014074	A
g2384.t1	A	BRAKERILHT00000014719	A
g2385.t1	A	BRAKERILHT00000014778	A
g2386.t1	A	BRAKERILHT00000014331	A
g2387.t1	A	BRAKERILHT00000015324	A
g2388.t1	A	BRAKERILHT00000014868	A
g2389.t1	A	BRAKERILHT00000014809	A
g2391.t2	A	BRAKERILHT00000014822	A
g2392.t1	A	BRAKERILHT00000014491	A
g2393.t1	A	BRAKERILHT00000015381	A
g2394.t1	A	BRAKERILHT00000015198	A
g2395.t1	A	BRAKERILHT00000015304	A
g2396.t2	A	BRAKERILHT00000014104	A
g2397.t1	A	BRAKERILHT00000014444	A
g2398.t1	A	BRAKERILHT00000015022	A
g2399.t1	A	BRAKERILHT00000015335	A
g2400.t1	A	BRAKERILHT00000014658	A
g2401.t1	A	BRAKERILHT00000015207	A
g2410.t1	A	BRAKERILHT00000015882	A
g2412.t1	A	BRAKERILHT00000014589	A
g2413.t1	A	BRAKERILHT00000015034	A
g2415.t1	A	BRAKERILHT00000015491	A
g2416.t1	A	BRAKERILHT00000014846	A
g2421.t1	A	BRAKERILHT00000015293	A
g2423.t1	A	BRAKERILHT00000014136	A
g2424.t1	A	BRAKERILHT00000015511	A
g2427.t1	A	BRAKERILHT00000014982	A
g2430.t1	A	BRAKERILHT00000014536	A
g2431.t1	A	BRAKERILHT00000014984	A
g2432.t2	A	BRAKERILHT00000015192	A
g2435.t1	A	BRAKERILHT00000014035	A
g2436.t1	A	BRAKERILHT00000014311	A
g2437.t1	A	BRAKERILHT00000014103	A
g2438.t1	A	BRAKERILHT00000015240	A
g2439.t1	A	BRAKERILHT00000014798	A
g2440.t2	A	BRAKERILHT00000005144	A
g2442.t1	A	BRAKERILHT00000015180	A
g2443.t1	A	BRAKERILHT00000015172	A
g2444.t1	A	BRAKERILHT00000014651	A
g2446.t1	A	BRAKERILHT00000015011	A
g2448.t1	A	BRAKERILHT00000014116	A
g2449.t1	A	BRAKERILHT00000015101	A
g2450.t1	A	BRAKERILHT00000014847	A
g2451.t2	A	BRAKERILHT00000014749	A
g2452.t1	A	BRAKERILHT00000015169	A
g2453.t1	A	BRAKERILHT00000015482	A
g2454.t1	A	BRAKERILHT00000014902	A
g2455.t1	A	BRAKERILHT00000015216	A
g2456.t1	A	BRAKERILHT00000011905	A
g2459.t2	A	BRAKERILHT00000014914	A
g2460.t1	A	BRAKERILHT00000014233	A
g2461.t1	A	BRAKERILHT00000015369	A
g2465.t1	A	BRAKERILHT00000015095	A
g2466.t1	A	BRAKERILHT00000014325	A
g2467.t1	A	BRAKERILHT00000015535	A
g2469.t1	A	BRAKERILHT00000015134	A
g2470.t1	A	BRAKERILHT00000014066	A
g2471.t1	A	BRAKERILHT00000015492	A
g2474.t2	A	BRAKERILHT00000015367	A
g2475.t1	A	BRAKERILHT00000014918	A
g2477.t2	A	BRAKERILHT00000014082	A
g2479.t1	A	BRAKERILHT00000015235	A
g2480.t1	A	BRAKERILHT00000015520	A
g2481.t1	A	BRAKERILHT00000015127	A
g2482.t1	A	BRAKERILHT00000015310	A
g2484.t1	A	BRAKERILHT00000014848	A
g2485.t1	A	BRAKERILHT00000014816	A
g2487.t1	A	BRAKERILHT00000016252	A
g2489.t1	A	BRAKERILHT00000014694	A
g2490.t1	A	BRAKERILHT00000008322	A
g2492.t1	A	BRAKERILHT00000009456	A
g2494.t1	A	BRAKERILHT00000014427	A
g2548.t1	A	BRAKERILHT00000007392	A
g2549.t3	A	BRAKERILHT00000007974	A
g2552.t1	A	BRAKERILHT00000006641	A
g2557.t1	A	BRAKERILHT00000006605	A
g2559.t1	A	BRAKERILHT00000008095	A
g2562.t1	A	BRAKERILHT00000007578	A
g2563.t1	A	BRAKERILHT00000007140	A
g2565.t1	A	BRAKERILHT00000008131	A
g2572.t1	A	BRAKERILHT00000007996	A
g2573.t1	A	BRAKERILHT00000008292	A
g2574.t1	A	BRAKERILHT00000007625	A
g2575.t1	A	BRAKERILHT00000007383	A
g2579.t1	A	BRAKERILHT00000006573	A
g2580.t1	A	BRAKERILHT00000007970	A
g2583.t1	A	BRAKERILHT00000006549	A
g2584.t3	A	BRAKERILHT00000007106	A
g2585.t1	A	BRAKERILHT00000007609	A
g2586.t2	A	BRAKERILHT00000007159	A
g2590.t1	A	BRAKERILHT00000007307	A
g2591.t1	A	BRAKERILHT00000007728	A
g2595.t1	A	BRAKERILHT00000007209	A
g2596.t1	A	BRAKERILHT00000007115	A
g2597.t1	A	BRAKERILHT00000006520	A
g2608.t1	A	BRAKERILHT00000007210	A
g2611.t1	A	BRAKERILHT00000007729	A
g2613.t1	A	BRAKERILHT00000008106	A
g2614.t1	A	BRAKERILHT00000007102	A
g2616.t1	A	BRAKERILHT00000008375	A
g2618.t1	A	BRAKERILHT00000007173	A
g2619.t1	A	BRAKERILHT00000007516	A
g2620.t1	A	BRAKERILHT00000007918	A
g2621.t1	A	BRAKERILHT00000007221	A
g2624.t1	A	BRAKERILHT00000008406	A
g2626.t1	A	BRAKERILHT00000007367	A
g2627.t1	A	BRAKERILHT00000008023	A
g2629.t1	A	BRAKERILHT00000006922	A
g2631.t1	A	BRAKERILHT00000006873	A
g2633.t1	A	BRAKERILHT00000008049	A
g2634.t1	A	BRAKERILHT00000007506	A
g2635.t1	A	BRAKERILHT00000007948	A
g2636.t2	A	BRAKERILHT00000007386	A
g2637.t1	A	BRAKERILHT00000008427	A
g2638.t1	A	BRAKERILHT00000007567	A
g2645.t2	A	BRAKERILHT00000006942	A
g2648.t1	A	BRAKERILHT00000008032	A
g2651.t1	A	BRAKERILHT00000008333	A
g2653.t1	A	BRAKERILHT00000006612	A
g2654.t1	A	BRAKERILHT00000007505	A
