D_sublineata	chromosome	B_varius	chromosome
rna-XM_056784225.1	A	anno1.g9539.t1	A
rna-XM_056784175.1	A	anno1.g9540.t1	A
rna-XM_056785600.1	A	anno1.g9524.t1	A
rna-XM_056785434.1	A	anno1.g1398.t1	A
rna-XM_056785435.1	A	anno1.g8738.t1	A
rna-XM_056785446.1	A	anno1.g8740.t1	A
rna-XM_056785438.1	A	anno1.g8023.t3	A
rna-XM_056785443.1	A	anno1.g1458.t1	A
rna-XM_056785437.1	A	anno1.g10207.t1	A
rna-XM_056785601.1	A	anno1.both_agree_g20471.t1	A
rna-XM_056785444.1	A	anno1.g10206.t1	A
rna-XM_056785450.1	A	anno1.g10203.t1	A
rna-XM_056785462.1	A	anno1.g4678.t4	A
rna-XM_056785458.1	A	anno1.g8742.t1	A
rna-XM_056785466.1	A	anno1.g6736.t1	A
rna-XM_056785467.1	A	anno1.g6734.t2	A
rna-XM_056785470.1	A	anno1.g2589.t2	A
rna-XM_056785473.1	A	anno1.g8563.t1	A
rna-XM_056785475.1	A	anno1.g6725.t1	A
rna-XM_056785476.1	A	anno1.g6726.t1	A
rna-XM_056785482.1	A	anno1.g9279.t1	A
rna-XM_056785477.1	A	anno1.g11012.t1	A
rna-XM_056785483.1	A	anno1.g6727.t1	A
rna-XM_056785479.1	A	anno1.g6731.t2	A
rna-XM_056785481.1	A	anno1.g3038.t1	A
rna-XM_056785484.1	A	anno1.g3830.t1	A
rna-XM_056785494.1	A	anno1.g3040.t1	A
rna-XM_056785486.1	A	anno1.g3039.t2	A
rna-XM_056785493.1	A	anno1.g1200.t2	A
rna-XM_056785495.1	A	anno1.g3816.t1	A
rna-XM_056785498.1	A	anno1.g3815.t1	A
rna-XM_056785497.1	A	anno1.g3814.t1	A
rna-XM_056785499.1	A	anno1.g3833.t2	A
rna-XM_056785500.1	A	anno1.g3818.t2	A
rna-XM_056785503.1	A	anno1.g9311.t1	A
rna-XM_056785605.1	A	anno1.g7982.t2	A
rna-XM_056785505.1	A	anno1.g10404.t1	A
rna-XM_056785510.1	A	anno1.g10401.t1	A
rna-XM_056785507.1	A	anno1.g3229.t1	A
rna-XM_056785508.1	A	anno1.g12176.t1	X
rna-XM_056785512.1	A	anno1.g4001.t1	A
rna-XM_056785511.1	A	anno1.g306.t1	A
rna-XM_056785513.1	A	anno1.g3894.t1	A
rna-XM_056784018.1	A	anno1.g3896.t1	A
rna-XM_056784023.1	A	anno1.g4003.t1	A
rna-XM_056786341.1	A	anno1.g9176.t1	A
rna-XM_056786169.1	A	anno1.g9177.t1	A
rna-XM_056786784.1	A	anno1.g9178.t1	A
rna-XM_056786772.1	A	anno1.g9187.t1	A
rna-XM_056786774.1	A	anno1.g9189.t1	A
rna-XM_056786771.1	A	anno1.g9190.t2	A
rna-XM_056786770.1	A	anno1.g10483.t1	A
rna-XM_056786775.1	A	anno1.g7745.t1	A
rna-XM_056786458.1	A	anno1.g9191.t1	A
rna-XM_056786271.1	A	anno1.g138.t1	A
rna-XM_056786272.1	A	anno1.g9670.t1	A
rna-XM_056786445.1	A	anno1.g11930.t1	X
rna-XM_056786244.1	A	anno1.g9181.t1	A
rna-XM_056786246.1	A	anno1.g10564.t1	A
rna-XM_056786241.1	A	anno1.g10565.t1	A
rna-XM_056786750.1	A	anno1.g8986.t1	A
rna-XM_056786752.1	A	anno1.g8987.t1	A
rna-XM_056786757.1	A	anno1.g2898.t1	A
rna-XM_056786071.1	A	anno1.g8765.t1	A
rna-XM_056786339.1	A	anno1.g8766.t1	A
rna-XM_056786400.1	A	anno1.g8767.t1	A
rna-XM_056786390.1	A	anno1.g8770.t1	A
rna-XM_056786632.1	A	anno1.g8771.t1	A
rna-XM_056786613.1	A	anno1.g8772.t2	A
rna-XM_056786123.1	A	anno1.g8773.t1	A
rna-XM_056786091.1	A	anno1.g8774.t1	A
rna-XM_056786614.1	A	anno1.g3739.t1	A
rna-XM_056785949.1	A	anno1.g3851.t6	A
rna-XM_056785958.1	A	anno1.g9570.t2	A
rna-XM_056786828.1	A	anno1.g9568.t1	A
rna-XM_056786051.1	A	anno1.g9565.t1	A
rna-XM_056786103.1	A	anno1.g9561.t1	A
rna-XM_056786299.1	A	anno1.g9559.t2	A
rna-XM_056786758.1	A	anno1.g11248.t1	A
rna-XM_056786765.1	A	anno1.g704.t1	A
rna-XM_056786766.1	A	anno1.g9611.t1	A
rna-XM_056786333.1	A	anno1.g1476.t1	A
rna-XM_056786336.1	A	anno1.g6865.t1	A
rna-XM_056786104.1	A	anno1.g10292.t1	A
rna-XM_056786105.1	A	anno1.g10299.t1	A
rna-XM_056786109.1	A	anno1.g10298.t1	A
rna-XM_056786671.1	A	anno1.g10295.t4	A
rna-XM_056786675.1	A	anno1.g2063.t1	A
rna-XM_056786674.1	A	anno1.g2064.t1	A
rna-XM_056786230.1	A	anno1.g2066.t1	A
rna-XM_056786411.1	A	anno1.g2065.t1	A
rna-XM_056786125.1	A	anno1.g10614.t2	A
rna-XM_056786121.1	A	anno1.g10294.t1	A
rna-XM_056786122.1	A	anno1.g10275.t2	A
rna-XM_056786700.1	A	anno1.g10028.t1	A
rna-XM_056786695.1	A	anno1.g10522.t1	A
rna-XM_056786704.1	A	anno1.g2226.t2	A
rna-XM_056786702.1	A	anno1.g8930.t1	A
rna-XM_056786706.1	A	anno1.g10139.t1	A
rna-XM_056786707.1	A	anno1.g10140.t1	A
rna-XM_056786709.1	A	anno1.g10029.t1	A
rna-XM_056786311.1	A	anno1.g11501.t1	A
rna-XM_056786305.1	A	anno1.g2104.t1	A
rna-XM_056786034.1	A	anno1.g2074.t1	A
rna-XM_056786036.1	A	anno1.g10093.t1	A
rna-XM_056786216.1	A	anno1.g2328.t1	A
rna-XM_056786205.1	A	anno1.g8712.t1	A
rna-XM_056786687.1	A	anno1.g4917.t1	A
rna-XM_056786689.1	A	anno1.g2459.t1	A
rna-XM_056786324.1	A	anno1.g3230.t1	A
rna-XM_056786033.1	A	anno1.g4918.t1	A
rna-XM_056786096.1	A	anno1.g4714.t1	A
rna-XM_056786500.1	A	anno1.g7094.t2	A
rna-XM_056786511.1	A	anno1.g10929.t1	A
rna-XM_056786739.1	A	anno1.g4265.t1	A
rna-XM_056786238.1	A	anno1.g125.t1	A
rna-XM_056786292.1	A	anno1.g9649.t1	A
rna-XM_056786056.1	A	anno1.g9508.t1	A
rna-XM_056786057.1	A	anno1.g9507.t1	A
rna-XM_056786066.1	A	anno1.g9509.t1	A
rna-XM_056786058.1	A	anno1.g6760.t1	A
rna-XM_056786413.1	A	anno1.g6750.t2	A
rna-XM_056786042.1	A	anno1.g978.t1	A
rna-XM_056786026.1	A	anno1.g6511.t1	A
rna-XM_056786735.1	A	anno1.g7092.t4	A
rna-XM_056786734.1	A	anno1.g7091.t1	A
rna-XM_056786077.1	A	anno1.g4710.t1	A
rna-XM_056786807.1	A	anno1.g10434.t1	A
rna-XM_056786808.1	A	anno1.g6360.t1	A
rna-XM_056786809.1	A	anno1.g4713.t1	A
rna-XM_056786812.1	A	anno1.g4718.t1	A
rna-XM_056786810.1	A	anno1.g4717.t2	A
rna-XM_056786813.1	A	anno1.g9116.t1	A
rna-XM_056786814.1	A	anno1.g4720.t2	A
rna-XM_056786816.1	A	anno1.g4088.t1	A
rna-XM_056786823.1	A	anno1.g9417.t2	A
rna-XM_056786819.1	A	anno1.g4581.t1	A
rna-XM_056786076.1	A	anno1.g4760.t1	A
rna-XM_056786444.1	A	anno1.g11499.t1	A
rna-XM_056786037.1	A	anno1.g7526.t1	A
rna-XM_056786201.1	A	anno1.g4735.t2	A
rna-XM_056786053.1	A	anno1.g4737.t1	A
rna-XM_056786185.1	A	anno1.g4738.t1	A
rna-XM_056786515.1	A	anno1.g4749.t1	A
rna-XM_056786516.1	A	anno1.g4739.t1	A
rna-XM_056786518.1	A	anno1.g4763.t1	A
rna-XM_056786519.1	A	anno1.g4762.t1	A
rna-XM_056786520.1	A	anno1.g4761.t1	A
rna-XM_056786521.1	A	anno1.g4585.t2	A
rna-XM_056786522.1	A	anno1.g4583.t2	A
rna-XM_056786525.1	A	anno1.g7527.t1	A
rna-XM_056786528.1	A	anno1.g7530.t1	A
rna-XM_056786533.1	A	anno1.g4604.t1	A
rna-XM_056786534.1	A	anno1.g11291.t1	A
rna-XM_056786535.1	A	anno1.g11290.t1	A
rna-XM_056786538.1	A	anno1.g6850.t1	A
rna-XM_056786537.1	A	anno1.g4057.t1	A
rna-XM_056786536.1	A	anno1.g7934.t1	A
rna-XM_056786542.1	A	anno1.g885.t1	A
rna-XM_056786539.1	A	anno1.g3620.t1	A
rna-XM_056786546.1	A	anno1.g7777.t1	A
rna-XM_056786543.1	A	anno1.g7778.t1	A
rna-XM_056786547.1	A	anno1.g6666.t1	A
rna-XM_056786549.1	A	anno1.g10853.t1	A
rna-XM_056786551.1	A	anno1.g10033.t1	A
rna-XM_056786550.1	A	anno1.g10034.t1	A
rna-XM_056786557.1	A	anno1.g7708.t1	A
rna-XM_056786556.1	A	anno1.g8282.t1	A
rna-XM_056786554.1	A	anno1.g10661.t2	A
rna-XM_056786553.1	A	anno1.g7772.t1	A
rna-XM_056786558.1	A	anno1.g1414.t1	A
rna-XM_056786561.1	A	anno1.g10032.t1	A
rna-XM_056786562.1	A	anno1.g10031.t1	A
rna-XM_056786559.1	A	anno1.g119.t2	A
rna-XM_056786564.1	A	anno1.g120.t1	A
rna-XM_056786176.1	A	anno1.g2554.t1	A
rna-XM_056786177.1	A	anno1.g9590.t1	A
rna-XM_056786115.1	A	anno1.g10002.t1	A
rna-XM_056786163.1	A	anno1.g10753.t1	A
rna-XM_056786165.1	A	anno1.g10245.t1	A
rna-XM_056786622.1	A	anno1.g4474.t1	A
rna-XM_056785994.1	A	anno1.g10269.t1	A
rna-XM_056785995.1	A	anno1.g10270.t1	A
rna-XM_056785996.1	A	anno1.g10061.t2	A
rna-XM_056785997.1	A	anno1.g10062.t1	A
rna-XM_056785999.1	A	anno1.g1559.t1	A
rna-XM_056786003.1	A	anno1.g10323.t1	A
rna-XM_056786001.1	A	anno1.g10063.t1	A
rna-XM_056786010.1	A	anno1.g9195.t1	A
rna-XM_056786009.1	A	anno1.g3723.t1	A
rna-XM_056786011.1	A	anno1.g10368.t1	A
rna-XM_056786006.1	A	anno1.g10369.t1	A
rna-XM_056786014.1	A	anno1.g11202.t1	A
rna-XM_056786016.1	A	anno1.g11201.t1	A
rna-XM_056786493.1	A	anno1.g11200.t1	A
rna-XM_056786776.1	A	anno1.g7729.t1	A
rna-XM_056786782.1	A	anno1.g7728.t1	A
rna-XM_056786168.1	A	anno1.g7721.t1	A
rna-XM_056786824.1	A	anno1.g7718.t1	A
rna-XM_056786207.1	A	anno1.g7723.t1	A
rna-XM_056786268.1	A	anno1.g9415.t1	A
rna-XM_056786187.1	A	anno1.g4969.t1	A
rna-XM_056786265.1	A	anno1.g7717.t1	A
rna-XM_056786046.1	A	anno1.g9202.t1	A
rna-XM_056785946.1	A	anno1.g9544.t2	A
rna-XM_056786093.1	A	anno1.g9546.t1	A
rna-XM_056786793.1	A	anno1.g9444.t1	A
rna-XM_056786025.1	A	anno1.g2429.t1	A
rna-XM_056786022.1	A	anno1.g9545.t1	A
rna-XM_056786021.1	A	anno1.g9446.t1	A
rna-XM_056786454.1	A	anno1.g7774.t2	A
rna-XM_056786453.1	A	anno1.g7775.t1	A
rna-XM_056786099.1	A	anno1.g6076.t3	A
rna-XM_056786717.1	A	anno1.g646.t1	A
rna-XM_056786718.1	A	anno1.g645.t1	A
rna-XM_056786573.1	A	anno1.g649.t1	A
rna-XM_056786577.1	A	anno1.g647.t1	A
rna-XM_056786568.1	A	anno1.g648.t1	A
rna-XM_056786580.1	A	anno1.g650.t1	A
rna-XM_056786642.1	A	anno1.g651.t1	A
rna-XM_056786583.1	A	anno1.g5351.t1	A
rna-XM_056786584.1	A	anno1.g5350.t2	A
rna-XM_056786644.1	A	anno1.g4535.t1	A
rna-XM_056786595.1	A	anno1.g5185.t1	A
rna-XM_056786596.1	A	anno1.g5186.t1	A
rna-XM_056786605.1	A	anno1.g5194.t1	A
rna-XM_056786599.1	A	anno1.g5192.t1	A
rna-XM_056786610.1	A	anno1.g5191.t4	A
rna-XM_056786649.1	A	anno1.g5190.t1	A
rna-XM_056786611.1	A	anno1.g5188.t1	A
rna-XM_056786607.1	A	anno1.g5187.t2	A
rna-XM_056786420.1	A	anno1.g9344.t2	A
rna-XM_056786088.1	A	anno1.g2291.t2	A
rna-XM_056786330.1	A	anno1.g2292.t1	A
rna-XM_056786195.1	A	anno1.g2293.t1	A
rna-XM_056786234.1	A	anno1.g2294.t1	A
rna-XM_056786196.1	A	anno1.g2296.t1	A
rna-XM_056786303.1	A	anno1.g2297.t1	A
rna-XM_056786198.1	A	anno1.g3497.t1	A
rna-XM_056786200.1	A	anno1.g7446.t1	A
rna-XM_056786294.1	A	anno1.g7798.t1	A
rna-XM_056786797.1	A	anno1.g7799.t1	A
rna-XM_056786799.1	A	anno1.g7800.t1	A
rna-XM_056786800.1	A	anno1.g7644.t1	A
rna-XM_056786170.1	A	anno1.g4450.t1	A
rna-XM_056786441.1	A	anno1.g7645.t1	A
rna-XM_056786655.1	A	anno1.g4525.t1	A
rna-XM_056786656.1	A	anno1.g7378.t1	A
rna-XM_056786090.1	A	anno1.g1300.t3	A
rna-XM_056786406.1	A	anno1.g1178.t1	A
rna-XM_056786018.1	A	anno1.g1177.t1	A
rna-XM_056786180.1	A	anno1.g1174.t1	A
rna-XM_056786239.1	A	anno1.g1173.t1	A
rna-XM_056786662.1	A	anno1.g5483.t1	A
rna-XM_056786660.1	A	anno1.g5481.t1	A
rna-XM_056786710.1	A	anno1.g6410.t1	A
rna-XM_056786713.1	A	anno1.g4894.t1	A
rna-XM_056786716.1	A	anno1.g8897.t1	A
rna-XM_056786097.1	A	anno1.g1162.t1	A
rna-XM_056786414.1	A	anno1.g4721.t3	A
rna-XM_056786471.1	A	anno1.g10092.t2	A
rna-XM_056785987.1	A	anno1.g11493.t1	A
rna-XM_056785986.1	A	anno1.g10562.t1	A
rna-XM_056785988.1	A	anno1.g10561.t1	A
rna-XM_056786410.1	A	anno1.g11491.t1	A
rna-XM_056786189.1	A	anno1.g11505.t2	A
rna-XM_056785942.1	A	anno1.g10935.t1	A
rna-XM_056786399.1	A	anno1.g10934.t1	A
rna-XM_056786398.1	A	anno1.g10064.t1	A
rna-XM_056786218.1	A	anno1.g11197.t1	A
rna-XM_056786219.1	A	anno1.g11196.t1	A
rna-XM_056786217.1	A	anno1.g11195.t1	A
rna-XM_056786224.1	A	anno1.g3492.t1	A
rna-XM_056786229.1	A	anno1.g11292.t1	A
rna-XM_056786227.1	A	anno1.g11293.t1	A
rna-XM_056786184.1	A	anno1.g4056.t2	A
rna-XM_056786296.1	A	anno1.g7478.t2	A
rna-XM_056786072.1	A	anno1.g897.t1	A
rna-XM_056786158.1	A	anno1.g10379.t1	A
rna-XM_056786130.1	A	anno1.g1061.t1	A
rna-XM_056786133.1	A	anno1.g1065.t1	A
rna-XM_056786134.1	A	anno1.g1064.t1	A
rna-XM_056786148.1	A	anno1.g1067.t1	A
rna-XM_056786139.1	A	anno1.g1069.t2	A
rna-XM_056785965.1	A	anno1.g4844.t1	A
rna-XM_056786345.1	A	anno1.g6993.t3	A
rna-XM_056786354.1	A	anno1.g6940.t1	A
rna-XM_056786348.1	A	anno1.g6941.t1	A
rna-XM_056786356.1	A	anno1.g7080.t1	A
rna-XM_056786358.1	A	anno1.g7785.t1	A
rna-XM_056786359.1	A	anno1.g6344.t1	A
rna-XM_056786364.1	A	anno1.g7784.t1	A
rna-XM_056786365.1	A	anno1.g9543.t1	A
rna-XM_056786366.1	A	anno1.g596.t1	A
rna-XM_056786367.1	A	anno1.g6075.t1	A
rna-XM_056786368.1	A	anno1.g6109.t1	A
rna-XM_056786369.1	A	anno1.g6110.t1	A
rna-XM_056786372.1	A	anno1.g6078.t1	A
rna-XM_056786373.1	A	anno1.g6079.t1	A
rna-XM_056786374.1	A	anno1.g8656.t2	A
rna-XM_056786375.1	A	anno1.g6179.t1	A
rna-XM_056786377.1	A	anno1.g6178.t1	A
rna-XM_056786378.1	A	anno1.g855.t1	A
rna-XM_056786379.1	A	anno1.g1101.t1	A
rna-XM_056786380.1	A	anno1.g6219.t1	A
rna-XM_056786381.1	A	anno1.g132.t1	A
rna-XM_056786382.1	A	anno1.g6217.t1	A
rna-XM_056786385.1	A	anno1.g6220.t1	A
rna-XM_056786386.1	A	anno1.g1941.t1	A
rna-XM_056786387.1	A	anno1.g1936.t1	A
rna-XM_056786389.1	A	anno1.g1929.t1	A
rna-XM_056786073.1	A	anno1.g1822.t1	A
rna-XM_056786183.1	A	anno1.g1791.t1	A
rna-XM_056786120.1	A	anno1.g1789.t1	A
rna-XM_056786181.1	A	anno1.g1787.t1	A
rna-XM_056786434.1	A	anno1.g1921.t1	A
rna-XM_056786432.1	A	anno1.g1922.t1	A
rna-XM_056786421.1	A	anno1.g7192.t1	A
rna-XM_056786433.1	A	anno1.g11284.t1	A
rna-XM_056785968.1	A	anno1.g8396.t1	A
rna-XM_056786514.1	A	anno1.g2694.t1	A
rna-XM_056786682.1	A	anno1.g2706.t1	A
rna-XM_056786186.1	A	anno1.g1643.t1	A
rna-XM_056786079.1	A	anno1.g2739.t1	A
rna-XM_056786032.1	A	anno1.g3079.t2	A
rna-XM_056786685.1	A	anno1.g2692.t1	A
rna-XM_056786151.1	A	anno1.g1927.t1	A
rna-XM_056785969.1	A	anno1.g91.t1	A
rna-XM_056786153.1	A	anno1.g1926.t1	A
rna-XM_056786313.1	A	anno1.g4288.t4	A
rna-XM_056786319.1	A	anno1.g4286.t1	A
rna-XM_056786318.1	A	anno1.g9595.t1	A
rna-XM_056786474.1	A	anno1.g5042.t2	A
rna-XM_056786488.1	A	anno1.g5043.t1	A
rna-XM_056786231.1	A	anno1.g5044.t1	A
rna-XM_056786161.1	A	anno1.g7207.t1	A
rna-XM_056786298.1	A	anno1.g7208.t1	A
rna-XM_056786720.1	A	anno1.g7209.t1	A
rna-XM_056786722.1	A	anno1.g3521.t1	A
rna-XM_056786215.1	A	anno1.g3520.t1	A
rna-XM_056786725.1	A	anno1.g3628.t2	A
rna-XM_056786723.1	A	anno1.g6965.t2	A
rna-XM_056786466.1	A	anno1.g6969.t1	A
rna-XM_056786467.1	A	anno1.g7638.t1	A
rna-XM_056786464.1	A	anno1.g7639.t1	A
rna-XM_056786468.1	A	anno1.g7640.t1	A
rna-XM_056786465.1	A	anno1.g7641.t1	A
rna-XM_056786469.1	A	anno1.g6970.t1	A
rna-XM_056786248.1	A	anno1.g4968.t1	A
rna-XM_056785975.1	A	anno1.g11063.t1	A
rna-XM_056786124.1	A	anno1.g11062.t2	A
rna-XM_056786286.1	A	anno1.g4398.t1	A
rna-XM_056786167.1	A	anno1.g11061.t1	A
rna-XM_056786443.1	A	anno1.g1795.t1	A
rna-XM_056786171.1	A	anno1.g11072.t1	A
rna-XM_056786173.1	A	anno1.g11130.t1	A
rna-XM_056786175.1	A	anno1.g10665.t1	A
rna-XM_056786067.1	A	anno1.g348.t1	A
rna-XM_056786068.1	A	anno1.g10466.t1	A
rna-XM_056786178.1	A	anno1.g9366.t1	A
rna-XM_056786409.1	A	anno1.g3503.t1	A
rna-XM_056786273.1	A	anno1.g10617.t2	A
rna-XM_056785977.1	A	anno1.g9737.t1	A
rna-XM_056786791.1	A	anno1.g10613.t1	A
rna-XM_056786790.1	A	anno1.g10612.t1	A
rna-XM_056786159.1	A	anno1.g10427.t1	A
rna-XM_056786054.1	A	anno1.g9585.t1	A
rna-XM_056786044.1	A	anno1.g10410.t1	A
rna-XM_056786251.1	A	anno1.g10396.t2	A
rna-XM_056786256.1	A	anno1.g10409.t2	A
rna-XM_056786260.1	A	anno1.g9314.t1	A
rna-XM_056786261.1	A	anno1.g9657.t1	A
rna-XM_056786262.1	A	anno1.g6171.t1	A
rna-XM_056786263.1	A	anno1.g6169.t1	A
rna-XM_056786264.1	A	anno1.g5955.t1	A
rna-XM_056786232.1	A	anno1.g9140.t1	A
rna-XM_056786396.1	A	anno1.g6535.t2	A
rna-XM_056786397.1	A	anno1.g6538.t1	A
rna-XM_056786727.1	A	anno1.g6539.t1	A
rna-XM_056786733.1	A	anno1.g6541.t2	A
rna-XM_056786166.1	A	anno1.g6266.t1	A
rna-XM_056786087.1	A	anno1.g6265.t1	A
rna-XM_056786740.1	A	anno1.g6135.t2	A
rna-XM_056786741.1	A	anno1.g7754.t1	A
rna-XM_056786744.1	A	anno1.g6267.t1	A
rna-XM_056786743.1	A	anno1.g870.t1	A
rna-XM_056786747.1	A	anno1.g961.t1	A
rna-XM_056786048.1	A	anno1.g1793.t1	A
rna-XM_056786050.1	A	anno1.g4107.t1	A
rna-XM_056786804.1	A	anno1.g1916.t1	A
rna-XM_056786206.1	A	anno1.g4133.t1	A
rna-XM_056786288.1	A	anno1.g9221.t1	A
rna-XM_056786287.1	A	anno1.g6836.t2	A
rna-XM_056786281.1	A	anno1.g920.t1	A
rna-XM_056786275.1	A	anno1.g4864.t1	A
rna-XM_056786283.1	A	anno1.g4124.t1	A
rna-XM_056786279.1	A	anno1.g4134.t1	A
rna-XM_056786278.1	A	anno1.g6635.t1	A
rna-XM_056786282.1	A	anno1.g3610.t1	A
rna-XM_056786290.1	A	anno1.g722.t1	A
rna-XM_056787512.1	A	anno1.g8803.t1	A
rna-XM_056787448.1	A	anno1.g10408.t1	A
rna-XM_056787447.1	A	anno1.g10407.t2	A
rna-XM_056787013.1	A	anno1.g10390.t1	A
rna-XM_056787780.1	A	anno1.g6762.t1	A
rna-XM_056787346.1	A	anno1.g5291.t1	A
rna-XM_056786939.1	A	anno1.g6594.t1	A
rna-XM_056786940.1	A	anno1.g6595.t1	A
rna-XM_056787742.1	A	anno1.g8518.t1	A
rna-XM_056787529.1	A	anno1.g10316.t1	A
rna-XM_056787081.1	A	anno1.g184.t1	A
rna-XM_056786966.1	A	anno1.g3629.t2	A
rna-XM_056786967.1	A	anno1.g9372.t1	A
rna-XM_056788051.1	A	anno1.g9612.t1	A
rna-XM_056788057.1	A	anno1.g8517.t2	A
rna-XM_056787732.1	A	anno1.g3689.t1	A
rna-XM_056787673.1	A	anno1.g3690.t1	A
rna-XM_056787411.1	A	anno1.g3688.t1	A
rna-XM_056787005.1	A	anno1.g10383.t1	A
rna-XM_056787008.1	A	anno1.g3686.t1	A
rna-XM_056787009.1	A	anno1.g3536.t1	A
rna-XM_056788010.1	A	anno1.g3555.t1	A
rna-XM_056787855.1	A	anno1.g3554.t1	A
rna-XM_056788007.1	A	anno1.g3553.t1	A
rna-XM_056787083.1	A	anno1.g3557.t1	A
rna-XM_056787966.1	A	anno1.g3556.t1	A
rna-XM_056787975.1	A	anno1.g3552.t1	A
rna-XM_056787042.1	A	anno1.g9514.t1	A
rna-XM_056787450.1	A	anno1.g8969.t2	A
rna-XM_056787451.1	A	anno1.g9517.t3	A
rna-XM_056787461.1	A	anno1.g9526.t1	A
rna-XM_056787462.1	A	anno1.g7513.t1	A
rna-XM_056787464.1	A	anno1.g9534.t3	A
rna-XM_056787586.1	A	anno1.g9535.t1	A
rna-XM_056787588.1	A	anno1.g9533.t1	A
rna-XM_056787587.1	A	anno1.g9532.t1	A
rna-XM_056787273.1	A	anno1.g9531.t1	A
rna-XM_056787585.1	A	anno1.g9529.t1	A
rna-XM_056787983.1	A	anno1.g9536.t1	A
rna-XM_056787994.1	A	anno1.g9516.t1	A
rna-XM_056787985.1	A	anno1.g9520.t1	A
rna-XM_056787988.1	A	anno1.g9515.t1	A
rna-XM_056787987.1	A	anno1.g9519.t1	A
rna-XM_056787477.1	A	anno1.g5497.t1	A
rna-XM_056787012.1	A	anno1.g9527.t1	A
rna-XM_056787812.1	A	anno1.g9528.t1	A
rna-XM_056787815.1	A	anno1.g9655.t2	A
rna-XM_056787722.1	A	anno1.g10380.t1	A
rna-XM_056787723.1	A	anno1.g10381.t2	A
rna-XM_056787076.1	A	anno1.g10308.t1	A
rna-XM_056787693.1	A	anno1.g9530.t3	A
rna-XM_056787010.1	A	anno1.g8919.t1	A
rna-XM_056787133.1	A	anno1.g10948.t1	A
rna-XM_056787135.1	A	anno1.g7744.t1	A
rna-XM_056787134.1	A	anno1.g4579.t1	A
rna-XM_056787948.1	A	anno1.g1407.t4	A
rna-XM_056787860.1	A	anno1.g9723.t1	A
rna-XM_056787957.1	A	anno1.g1155.t1	A
rna-XM_056787958.1	A	anno1.g1408.t1	A
rna-XM_056787516.1	A	anno1.g3939.t1	A
rna-XM_056787265.1	A	anno1.g7583.t1	A
rna-XM_056787701.1	A	anno1.g3732.t1	A
rna-XM_056787000.1	A	anno1.g3734.t2	A
rna-XM_056787277.1	A	anno1.g9604.t1	A
rna-XM_056787850.1	A	anno1.g9605.t2	A
rna-XM_056787832.1	A	anno1.g9607.t1	A
rna-XM_056787530.1	A	anno1.g10860.t1	A
rna-XM_056787519.1	A	anno1.g6898.t1	A
rna-XM_056787526.1	A	anno1.g5904.t1	A
rna-XM_056787864.1	A	anno1.g5903.t1	A
rna-XM_056787589.1	A	anno1.g5327.t1	A
rna-XM_056787865.1	A	anno1.g4276.t1	A
rna-XM_056787267.1	A	anno1.g6347.t1	A
rna-XM_056787571.1	A	anno1.g5900.t1	A
rna-XM_056788155.1	A	anno1.g5898.t2	A
rna-XM_056788152.1	A	anno1.g9454.t1	A
rna-XM_056788150.1	A	anno1.g5905.t1	A
rna-XM_056786913.1	A	anno1.g6029.t1	A
rna-XM_056786998.1	A	anno1.g8943.t1	A
rna-XM_056786999.1	A	anno1.g1541.t2	A
rna-XM_056786975.1	A	anno1.g8944.t1	A
rna-XM_056786980.1	A	anno1.g3037.t1	A
rna-XM_056787792.1	A	anno1.g2299.t1	A
rna-XM_056787794.1	A	anno1.g2298.t1	A
rna-XM_056787796.1	A	anno1.g10838.t1	A
rna-XM_056787580.1	A	anno1.g4723.t2	A
rna-XM_056787535.1	A	anno1.g7469.t1	A
rna-XM_056787344.1	A	anno1.g7470.t1	A
rna-XM_056787343.1	A	anno1.g2113.t2	A
rna-XM_056787345.1	A	anno1.g9088.t1	A
rna-XM_056787330.1	A	anno1.g2300.t1	A
rna-XM_056787517.1	A	anno1.g6326.t1	A
rna-XM_056787690.1	A	anno1.g1770.t1	A
rna-XM_056787706.1	A	anno1.g1771.t1	A
rna-XM_056787710.1	A	anno1.g1217.t1	A
rna-XM_056787647.1	A	anno1.g398.t1	A
rna-XM_056787644.1	A	anno1.g1218.t1	A
rna-XM_056787648.1	A	anno1.g1772.t1	A
rna-XM_056787646.1	A	anno1.g1952.t1	A
rna-XM_056787649.1	A	anno1.g1215.t1	A
rna-XM_056787650.1	A	anno1.g7834.t1	A
rna-XM_056787651.1	A	anno1.g399.t1	A
rna-XM_056787652.1	A	anno1.g8139.t1	A
rna-XM_056787788.1	A	anno1.g2114.t1	A
rna-XM_056788061.1	A	anno1.g8142.t1	A
rna-XM_056788059.1	A	anno1.g8141.t2	A
rna-XM_056788062.1	A	anno1.g8143.t1	A
rna-XM_056788066.1	A	anno1.g8780.t1	A
rna-XM_056788064.1	A	anno1.g8779.t1	A
rna-XM_056787598.1	A	anno1.g36.t1	A
rna-XM_056787600.1	A	anno1.g1740.t1	A
rna-XM_056787619.1	A	anno1.g261.t1	A
rna-XM_056787872.1	A	anno1.g6189.t1	A
rna-XM_056787559.1	A	anno1.g3567.t1	A
rna-XM_056787115.1	A	anno1.g8703.t1	A
rna-XM_056787110.1	A	anno1.g8024.t1	A
rna-XM_056787874.1	A	anno1.g7308.t1	A
rna-XM_056787261.1	A	anno1.g12308.t2	X
