D_sublineata	chromosome	A_obtectus	chromosome
rna-XM_056785895.1	A	anno1.g10973.t1	A
rna-XM_056785896.1	A	anno1.g12051.t1	A
rna-XM_056785898.1	A	anno1.g12721.t1	A
rna-XM_056785900.1	A	anno1.g1126.t1	A
rna-XM_056785902.1	A	anno1.g1127.t1	A
rna-XM_056785905.1	A	anno1.g5448.t1	A
rna-XM_056785907.1	A	anno1.g5815.t1	A
rna-XM_056785929.1	A	anno1.g9556.t2	A
rna-XM_056785926.1	A	anno1.g9132.t1	A
rna-XM_056785914.1	A	anno1.g6546.t1	A
rna-XM_056785922.1	A	anno1.g6545.t1	A
rna-XM_056785921.1	A	anno1.g6544.t1	A
rna-XM_056785916.1	A	anno1.g11203.t1	A
rna-XM_056785912.1	A	anno1.g11204.t1	A
rna-XM_056785911.1	A	anno1.g11205.t1	A
rna-XM_056785593.1	A	anno1.g11814.t1	A
rna-XM_056785925.1	A	anno1.g9034.t1	A
rna-XM_056785938.1	A	anno1.g9215.t1	A
rna-XM_056785939.1	A	anno1.g9216.t1	A
rna-XM_056784034.1	A	anno1.g10890.t2	A
rna-XM_056784619.1	A	anno1.g10998.t1	A
rna-XM_056783885.1	A	anno1.g10878.t1	A
rna-XM_056785640.1	A	anno1.g10879.t1	A
rna-XM_056785641.1	A	anno1.g11212.t1	A
rna-XM_056784788.1	A	anno1.g12437.t1	A
rna-XM_056784982.1	A	anno1.g12432.t1	A
rna-XM_056784839.1	A	anno1.g13599.t1	A
rna-XM_056784196.1	A	anno1.g2267.t2	A
rna-XM_056784356.1	A	anno1.g2280.t1	A
rna-XM_056783982.1	A	anno1.g2321.t1	A
rna-XM_056783974.1	A	anno1.g2322.t1	A
rna-XM_056783983.1	A	anno1.g4097.t1	A
rna-XM_056783990.1	A	anno1.g4064.t2	A
rna-XM_056783984.1	A	anno1.g9320.t1	A
rna-XM_056785646.1	A	anno1.g5202.t1	A
rna-XM_056785642.1	A	anno1.g5203.t1	A
rna-XM_056785644.1	A	anno1.g5622.t1	A
rna-XM_056785649.1	A	anno1.g11207.t1	A
rna-XM_056785400.1	A	anno1.g721.t1	A
rna-XM_056785402.1	A	anno1.g7423.t1	A
rna-XM_056785596.1	A	anno1.g5623.t1	A
rna-XM_056785409.1	A	anno1.g8705.t2	A
rna-XM_056785403.1	A	anno1.g5624.t1	A
rna-XM_056785407.1	A	anno1.g7554.t1	A
rna-XM_056784111.1	A	anno1.g5632.t1	A
rna-XM_056785040.1	A	anno1.g13651.t2	A
rna-XM_056785037.1	A	anno1.g7556.t1	A
rna-XM_056785038.1	A	anno1.g7559.t1	A
rna-XM_056785032.1	A	anno1.g7541.t1	A
rna-XM_056784225.1	A	anno1.g7540.t1	A
rna-XM_056784177.1	A	anno1.g1219.t1	A
rna-XM_056785600.1	A	anno1.g7555.t2	A
rna-XM_056785434.1	A	anno1.g13140.t1	A
rna-XM_056785435.1	A	anno1.g9512.t1	A
rna-XM_056785446.1	A	anno1.g9515.t1	A
rna-XM_056785438.1	A	anno1.g9010.t3	A
rna-XM_056785443.1	A	anno1.g13320.t1	A
rna-XM_056785437.1	A	anno1.g8262.t2	A
rna-XM_056785601.1	A	anno1.g11787.t1	A
rna-XM_056785444.1	A	anno1.g8261.t1	A
rna-XM_056785450.1	A	anno1.g8258.t2	A
rna-XM_056785462.1	A	anno1.g10374.t1	A
rna-XM_056785458.1	A	anno1.g9523.t1	A
rna-XM_056785466.1	A	anno1.g3864.t1	A
rna-XM_056785467.1	A	anno1.g3862.t2	A
rna-XM_056785470.1	A	anno1.g5787.t1	A
rna-XM_056785473.1	A	anno1.g9389.t1	A
rna-XM_056785474.1	A	anno1.g9386.t1	A
rna-XM_056785475.1	A	anno1.g3854.t1	A
rna-XM_056785476.1	A	anno1.g3853.t1	A
rna-XM_056785477.1	A	anno1.g90.t1	A
rna-XM_056785483.1	A	anno1.g3857.t1	A
rna-XM_056785479.1	A	anno1.g3859.t2	A
rna-XM_056785481.1	A	anno1.g6687.t1	A
rna-XM_056785484.1	A	anno1.g11705.t1	A
rna-XM_056785494.1	A	anno1.g6684.t2	A
rna-XM_056785486.1	A	anno1.g6685.t1	A
rna-XM_056785493.1	A	anno1.g13910.t1	A
rna-XM_056785495.1	A	anno1.g11688.t1	A
rna-XM_056785498.1	A	anno1.g11687.t1	A
rna-XM_056785497.1	A	anno1.g11686.t1	A
rna-XM_056785499.1	A	anno1.g11707.t2	A
rna-XM_056785500.1	A	anno1.g11690.t1	A
rna-XM_056785503.1	A	anno1.g7873.t1	A
rna-XM_056785604.1	A	anno1.g3263.t2	A
rna-XM_056785605.1	A	anno1.g9046.t2	A
rna-XM_056785504.1	A	anno1.g14470.t1	Y
rna-XM_056785505.1	A	anno1.g1181.t1	A
rna-XM_056785510.1	A	anno1.g1178.t1	A
rna-XM_056785507.1	A	anno1.g7077.t2	A
rna-XM_056785508.1	A	anno1.g1965.t1	X
rna-XM_056785512.1	A	anno1.g11196.t1	A
rna-XM_056785511.1	A	anno1.g12971.t1	A
rna-XM_056785513.1	A	anno1.g11367.t1	A
rna-XM_056784018.1	A	anno1.g11366.t2	A
rna-XM_056784023.1	A	anno1.g11193.t1	A
rna-XM_056786341.1	A	anno1.g7460.t1	A
rna-XM_056786169.1	A	anno1.g7461.t1	A
rna-XM_056786784.1	A	anno1.g7462.t1	A
rna-XM_056786772.1	A	anno1.g7468.t1	A
rna-XM_056786774.1	A	anno1.g7470.t1	A
rna-XM_056786771.1	A	anno1.g7473.t1	A
rna-XM_056786770.1	A	anno1.g446.t1	A
rna-XM_056786775.1	A	anno1.g3561.t1	A
rna-XM_056786458.1	A	anno1.g7474.t1	A
rna-XM_056786271.1	A	anno1.g10293.t1	A
rna-XM_056786445.1	A	anno1.g1924.t1	X
rna-XM_056786246.1	A	anno1.g970.t2	A
rna-XM_056786241.1	A	anno1.g906.t1	A
rna-XM_056786748.1	A	anno1.g6779.t1	A
rna-XM_056786750.1	A	anno1.g9883.t2	A
rna-XM_056786752.1	A	anno1.g9882.t1	A
rna-XM_056786757.1	A	anno1.g6857.t1	A
rna-XM_056786071.1	A	anno1.g9716.t1	A
rna-XM_056786339.1	A	anno1.g9715.t2	A
rna-XM_056786400.1	A	anno1.g9832.t1	A
rna-XM_056786390.1	A	anno1.g9835.t1	A
rna-XM_056786632.1	A	anno1.g9836.t1	A
rna-XM_056786613.1	A	anno1.g9837.t1	A
rna-XM_056786123.1	A	anno1.g9838.t1	A
rna-XM_056786091.1	A	anno1.g9839.t1	A
rna-XM_056786614.1	A	anno1.g10861.t1	A
rna-XM_056785949.1	A	anno1.g11729.t3	A
rna-XM_056786828.1	A	anno1.g7501.t1	A
rna-XM_056786051.1	A	anno1.g7503.t1	A
rna-XM_056786103.1	A	anno1.g7506.t1	A
rna-XM_056786038.1	A	anno1.g7511.t2	A
rna-XM_056786299.1	A	anno1.g7512.t1	A
rna-XM_056786758.1	A	anno1.g1350.t1	A
rna-XM_056786765.1	A	anno1.g12174.t1	A
rna-XM_056786766.1	A	anno1.g7399.t1	A
rna-XM_056786760.1	A	anno1.g13301.t1	A
rna-XM_056786333.1	A	anno1.g13304.t1	A
rna-XM_056786336.1	A	anno1.g3002.t1	A
rna-XM_056786104.1	A	anno1.g731.t1	A
rna-XM_056786105.1	A	anno1.g738.t1	A
rna-XM_056786109.1	A	anno1.g739.t1	A
rna-XM_056786671.1	A	anno1.g734.t2	A
rna-XM_056786675.1	A	anno1.g6560.t1	A
rna-XM_056786674.1	A	anno1.g6561.t1	A
rna-XM_056786676.1	A	anno1.g6564.t3	A
rna-XM_056786230.1	A	anno1.g6563.t1	A
rna-XM_056786411.1	A	anno1.g6562.t1	A
rna-XM_056786125.1	A	anno1.g14659.t2	A
rna-XM_056786121.1	A	anno1.g733.t1	A
rna-XM_056786122.1	A	anno1.g8047.t1	A
rna-XM_056786700.1	A	anno1.g8328.t1	A
rna-XM_056786695.1	A	anno1.g1299.t1	A
rna-XM_056786699.1	A	anno1.g9723.t1	A
rna-XM_056786704.1	A	anno1.g7226.t1	A
rna-XM_056786702.1	A	anno1.g9972.t1	A
rna-XM_056786690.1	A	anno1.g3873.t2	A
rna-XM_056786706.1	A	anno1.g8302.t1	A
rna-XM_056786707.1	A	anno1.g8303.t2	A
rna-XM_056786709.1	A	anno1.g8327.t1	A
rna-XM_056786311.1	A	anno1.g1568.t1	A
rna-XM_056786305.1	A	anno1.g6642.t1	A
rna-XM_056786036.1	A	anno1.g8101.t1	A
rna-XM_056786216.1	A	anno1.g6309.t1	A
rna-XM_056786205.1	A	anno1.g9658.t1	A
rna-XM_056786687.1	A	anno1.g10244.t1	A
rna-XM_056786689.1	A	anno1.g6090.t1	A
rna-XM_056786324.1	A	anno1.g7078.t1	A
rna-XM_056786033.1	A	anno1.g10243.t1	A
rna-XM_056786096.1	A	anno1.g10169.t1	A
rna-XM_056786500.1	A	anno1.g3062.t2	A
rna-XM_056786511.1	A	anno1.g918.t1	A
rna-XM_056786739.1	A	anno1.g11561.t1	A
rna-XM_056786238.1	A	anno1.g12894.t1	A
rna-XM_056786292.1	A	anno1.g7357.t2	A
rna-XM_056786056.1	A	anno1.g7574.t1	A
rna-XM_056786057.1	A	anno1.g7575.t1	A
rna-XM_056786066.1	A	anno1.g7573.t1	A
rna-XM_056786058.1	A	anno1.g3618.t1	A
rna-XM_056786413.1	A	anno1.g3608.t1	A
rna-XM_056786042.1	A	anno1.g12532.t1	A
rna-XM_056786026.1	A	anno1.g3365.t1	A
rna-XM_056786735.1	A	anno1.g3060.t2	A
rna-XM_056786734.1	A	anno1.g3059.t1	A
rna-XM_056786077.1	A	anno1.g10172.t1	A
rna-XM_056786807.1	A	anno1.g1224.t1	A
rna-XM_056786808.1	A	anno1.g5634.t1	A
rna-XM_056786809.1	A	anno1.g10170.t1	A
rna-XM_056786812.1	A	anno1.g10166.t1	A
rna-XM_056786810.1	A	anno1.g10167.t1	A
rna-XM_056786813.1	A	anno1.g9874.t2	A
rna-XM_056786814.1	A	anno1.g10165.t1	A
rna-XM_056786816.1	A	anno1.g11134.t1	A
rna-XM_056786822.1	A	anno1.g11315.t1	A
rna-XM_056786823.1	A	anno1.g7645.t1	A
rna-XM_056786819.1	A	anno1.g10745.t2	A
rna-XM_056786076.1	A	anno1.g10476.t1	A
rna-XM_056786444.1	A	anno1.g1566.t1	A
rna-XM_056786037.1	A	anno1.g3733.t1	A
rna-XM_056786201.1	A	anno1.g10421.t2	A
rna-XM_056786053.1	A	anno1.g10423.t1	A
rna-XM_056786185.1	A	anno1.g10424.t1	A
rna-XM_056786515.1	A	anno1.g10440.t1	A
rna-XM_056786516.1	A	anno1.g10426.t1	A
rna-XM_056786518.1	A	anno1.g10473.t1	A
rna-XM_056786519.1	A	anno1.g10456.t1	A
rna-XM_056786520.1	A	anno1.g10475.t1	A
rna-XM_056786521.1	A	anno1.g10743.t1	A
rna-XM_056786522.1	A	anno1.g10744.t1	A
rna-XM_056786528.1	A	anno1.g3744.t1	A
rna-XM_056786533.1	A	anno1.g4001.t1	A
rna-XM_056786534.1	A	anno1.g1426.t1	A
rna-XM_056786535.1	A	anno1.g1424.t1	A
rna-XM_056786538.1	A	anno1.g2890.t1	A
rna-XM_056786537.1	A	anno1.g11312.t1	A
rna-XM_056786536.1	A	anno1.g8953.t1	A
rna-XM_056786542.1	A	anno1.g12418.t1	A
rna-XM_056786539.1	A	anno1.g10802.t1	A
rna-XM_056786546.1	A	anno1.g3236.t3	A
rna-XM_056786543.1	A	anno1.g3237.t2	A
rna-XM_056786547.1	A	anno1.g3510.t1	A
rna-XM_056786549.1	A	anno1.g841.t1	A
rna-XM_056786551.1	A	anno1.g8064.t1	A
rna-XM_056786557.1	A	anno1.g2261.t1	A
rna-XM_056786556.1	A	anno1.g2296.t1	A
rna-XM_056786552.1	A	anno1.g2302.t1	A
rna-XM_056786554.1	A	anno1.g538.t1	A
rna-XM_056786553.1	A	anno1.g3229.t1	A
rna-XM_056786558.1	A	anno1.g11896.t1	A
rna-XM_056786561.1	A	anno1.g8065.t1	A
rna-XM_056786562.1	A	anno1.g8066.t1	A
rna-XM_056786559.1	A	anno1.g12886.t1	A
rna-XM_056786564.1	A	anno1.both_agree_g26688.t1	A
rna-XM_056786176.1	A	anno1.g14675.t1	A
rna-XM_056786177.1	A	anno1.g7420.t1	A
rna-XM_056786115.1	A	anno1.g8373.t1	A
rna-XM_056786163.1	A	anno1.g1165.t1	A
rna-XM_056786165.1	A	anno1.g8657.t1	A
rna-XM_056785991.1	A	anno1.g8651.t1	A
rna-XM_056785995.1	A	anno1.g8034.t1	A
rna-XM_056785996.1	A	anno1.g8288.t1	A
rna-XM_056785997.1	A	anno1.g8287.t1	A
rna-XM_056785999.1	A	anno1.g13489.t1	A
rna-XM_056786003.1	A	anno1.g758.t1	A
rna-XM_056786001.1	A	anno1.g8285.t1	A
rna-XM_056786010.1	A	anno1.g7479.t1	A
rna-XM_056786009.1	A	anno1.g10875.t1	A
rna-XM_056786011.1	A	anno1.g709.t1	A
rna-XM_056786006.1	A	anno1.g710.t1	A
rna-XM_056786014.1	A	anno1.g55.t1	A
rna-XM_056786016.1	A	anno1.g56.t1	A
rna-XM_056786493.1	A	anno1.g57.t1	A
rna-XM_056786776.1	A	anno1.g3766.t1	A
rna-XM_056786782.1	A	anno1.g3764.t1	A
rna-XM_056786168.1	A	anno1.g12794.t1	A
rna-XM_056786824.1	A	anno1.g14580.t1	A
rna-XM_056786207.1	A	anno1.g12791.t1	A
rna-XM_056786629.1	A	anno1.g12792.t1	A
rna-XM_056786268.1	A	anno1.g7325.t1	A
rna-XM_056786187.1	A	anno1.g10290.t1	A
rna-XM_056786265.1	A	anno1.g2249.t1	A
rna-XM_056786046.1	A	anno1.g7486.t1	A
rna-XM_056785946.1	A	anno1.g7533.t1	A
rna-XM_056786093.1	A	anno1.g7535.t2	A
rna-XM_056786793.1	A	anno1.g7308.t1	A
rna-XM_056786025.1	A	anno1.g6214.t1	A
rna-XM_056786022.1	A	anno1.g7534.t1	A
rna-XM_056786021.1	A	anno1.g7310.t1	A
rna-XM_056786454.1	A	anno1.g3231.t1	A
rna-XM_056786453.1	A	anno1.g3232.t1	A
rna-XM_056786099.1	A	anno1.g4239.t1	A
rna-XM_056786717.1	A	anno1.g12023.t1	A
rna-XM_056786718.1	A	anno1.g12022.t1	A
rna-XM_056786573.1	A	anno1.g12026.t1	A
rna-XM_056786577.1	A	anno1.g12024.t1	A
rna-XM_056786568.1	A	anno1.g12025.t1	A
rna-XM_056786580.1	A	anno1.g12027.t1	A
rna-XM_056786642.1	A	anno1.g12028.t2	A
rna-XM_056786583.1	A	anno1.g5117.t1	A
rna-XM_056786584.1	A	anno1.g5118.t1	A
rna-XM_056786595.1	A	anno1.g4333.t1	A
rna-XM_056786596.1	A	anno1.g4332.t1	A
rna-XM_056786605.1	A	anno1.g4324.t1	A
rna-XM_056786599.1	A	anno1.g4325.t1	A
rna-XM_056786610.1	A	anno1.g4327.t1	A
rna-XM_056786649.1	A	anno1.g4328.t1	A
rna-XM_056786611.1	A	anno1.g4330.t1	A
rna-XM_056786607.1	A	anno1.g4331.t2	A
rna-XM_056786650.1	A	anno1.g6259.t1	A
rna-XM_056786420.1	A	anno1.g7826.t1	A
rna-XM_056786330.1	A	anno1.g6262.t2	A
rna-XM_056786234.1	A	anno1.g6264.t1	A
rna-XM_056786196.1	A	anno1.g6265.t2	A
rna-XM_056786303.1	A	anno1.g6268.t1	A
rna-XM_056786198.1	A	anno1.g11778.t1	A
rna-XM_056786200.1	A	anno1.g3968.t1	A
rna-XM_056786294.1	A	anno1.g3882.t1	A
rna-XM_056786797.1	A	anno1.g3880.t1	A
rna-XM_056786799.1	A	anno1.g3881.t1	A
rna-XM_056786800.1	A	anno1.g2656.t2	A
rna-XM_056786441.1	A	anno1.g2655.t1	A
rna-XM_056786655.1	A	anno1.g7892.t1	A
rna-XM_056786656.1	A	anno1.g6249.t1	A
rna-XM_056786090.1	A	anno1.g13969.t1	A
rna-XM_056786406.1	A	anno1.g13180.t1	A
rna-XM_056786018.1	A	anno1.g13179.t1	A
rna-XM_056786020.1	A	anno1.g13178.t1	A
rna-XM_056786180.1	A	anno1.g13176.t1	A
rna-XM_056786239.1	A	anno1.g13175.t1	A
rna-XM_056786662.1	A	anno1.g4951.t1	A
rna-XM_056786660.1	A	anno1.g4952.t1	A
rna-XM_056786710.1	A	anno1.g5619.t1	A
rna-XM_056786713.1	A	anno1.g10356.t1	A
rna-XM_056786716.1	A	anno1.g9810.t1	A
rna-XM_056786097.1	A	anno1.g13173.t1	A
rna-XM_056786414.1	A	anno1.g10404.t3	A
rna-XM_056785961.1	A	anno1.g10752.t1	A
rna-XM_056785962.1	A	anno1.g8206.t1	A
rna-XM_056786471.1	A	anno1.g8103.t4	A
rna-XM_056785987.1	A	anno1.g1578.t1	A
rna-XM_056785986.1	A	anno1.g972.t1	A
rna-XM_056785988.1	A	anno1.g973.t1	A
rna-XM_056786410.1	A	anno1.g1579.t1	A
rna-XM_056786189.1	A	anno1.g1569.t5	A
rna-XM_056785942.1	A	anno1.g912.t2	A
rna-XM_056786399.1	A	anno1.g914.t1	A
rna-XM_056786398.1	A	anno1.g8284.t1	A
rna-XM_056786218.1	A	anno1.g321.t1	A
rna-XM_056786219.1	A	anno1.g320.t1	A
rna-XM_056786217.1	A	anno1.g319.t1	A
rna-XM_056786224.1	A	anno1.g11807.t1	A
rna-XM_056786229.1	A	anno1.g1427.t1	A
rna-XM_056786227.1	A	anno1.g1428.t1	A
rna-XM_056786184.1	A	anno1.g11311.t1	A
rna-XM_056786296.1	A	anno1.g14789.t1	A
rna-XM_056786072.1	A	anno1.g12440.t1	A
rna-XM_056786158.1	A	anno1.g7004.t1	A
rna-XM_056786130.1	A	anno1.g12637.t2	A
rna-XM_056786133.1	A	anno1.g12639.t1	A
rna-XM_056786134.1	A	anno1.g12638.t1	A
rna-XM_056786136.1	A	anno1.g12640.t1	A
rna-XM_056786148.1	A	anno1.g12641.t1	A
rna-XM_056786139.1	A	anno1.g12645.t1	A
rna-XM_056786343.1	A	anno1.g1564.t1	A
rna-XM_056786345.1	A	anno1.g2337.t4	A
rna-XM_056786354.1	A	anno1.g2508.t1	A
rna-XM_056786348.1	A	anno1.g2507.t1	A
rna-XM_056786356.1	A	anno1.g3039.t1	A
rna-XM_056786358.1	A	anno1.g3247.t2	A
rna-XM_056786359.1	A	anno1.g5567.t1	A
rna-XM_056786364.1	A	anno1.g3246.t1	A
rna-XM_056786365.1	A	anno1.g7536.t1	A
rna-XM_056786366.1	A	anno1.g12221.t1	A
rna-XM_056786367.1	A	anno1.g4238.t1	A
rna-XM_056786368.1	A	anno1.g4291.t1	A
rna-XM_056786369.1	A	anno1.g4292.t2	A
rna-XM_056786372.1	A	anno1.g4240.t1	A
rna-XM_056786373.1	A	anno1.g4241.t1	A
rna-XM_056786374.1	A	anno1.g9557.t1	A
rna-XM_056786375.1	A	anno1.g5372.t1	A
rna-XM_056786377.1	A	anno1.g5371.t1	A
rna-XM_056786378.1	A	anno1.g12456.t1	A
rna-XM_056786379.1	A	anno1.g14290.t1	A
rna-XM_056786380.1	A	anno1.g14589.t1	A
rna-XM_056786381.1	A	anno1.g12901.t1	A
rna-XM_056786385.1	A	anno1.g14588.t1	A
rna-XM_056786386.1	A	anno1.g13220.t1	A
rna-XM_056786387.1	A	anno1.g13224.t1	A
rna-XM_056786389.1	A	anno1.g13227.t1	A
rna-XM_056786073.1	A	anno1.g13800.t1	A
rna-XM_056785966.1	A	anno1.g13839.t1	A
rna-XM_056786183.1	A	anno1.g13841.t1	A
rna-XM_056785982.1	A	anno1.g12580.t1	A
rna-XM_056786120.1	A	anno1.g13844.t1	A
rna-XM_056786434.1	A	anno1.g13236.t1	A
rna-XM_056786432.1	A	anno1.g13234.t1	A
rna-XM_056786421.1	A	anno1.g2418.t1	A
rna-XM_056786433.1	A	anno1.g1418.t1	A
rna-XM_056785968.1	A	anno1.g8765.t2	A
rna-XM_056786514.1	A	anno1.g5868.t1	A
rna-XM_056786682.1	A	anno1.g5860.t2	A
rna-XM_056786186.1	A	anno1.g13600.t1	A
rna-XM_056786079.1	A	anno1.g5901.t1	A
rna-XM_056786032.1	A	anno1.g6032.t1	A
rna-XM_056786685.1	A	anno1.g5869.t2	A
rna-XM_056786151.1	A	anno1.g13231.t1	A
rna-XM_056786153.1	A	anno1.g13232.t2	A
rna-XM_056786313.1	A	anno1.g11519.t4	A
rna-XM_056786319.1	A	anno1.g11520.t1	A
rna-XM_056786318.1	A	anno1.g7412.t1	A
rna-XM_056786474.1	A	anno1.g10612.t1	A
rna-XM_056786488.1	A	anno1.g10611.t1	A
rna-XM_056786231.1	A	anno1.g10610.t1	A
rna-XM_056786491.1	A	anno1.g2448.t1	A
rna-XM_056786161.1	A	anno1.g2457.t1	A
rna-XM_056786298.1	A	anno1.g2456.t1	A
rna-XM_056786720.1	A	anno1.g2455.t1	A
rna-XM_056786722.1	A	anno1.g11003.t1	A
rna-XM_056786215.1	A	anno1.g11004.t1	A
rna-XM_056786725.1	A	anno1.g10812.t2	A
rna-XM_056786723.1	A	anno1.g2372.t1	A
rna-XM_056786466.1	A	anno1.g2367.t1	A
rna-XM_056786467.1	A	anno1.g2662.t1	A
rna-XM_056786464.1	A	anno1.g2661.t1	A
rna-XM_056786468.1	A	anno1.g2660.t1	A
rna-XM_056786465.1	A	anno1.g2659.t1	A
rna-XM_056785971.1	A	anno1.g2365.t1	A
rna-XM_056786469.1	A	anno1.g2366.t1	A
rna-XM_056786667.1	A	anno1.g10571.t1	A
rna-XM_056786248.1	A	anno1.g10291.t1	A
rna-XM_056785975.1	A	anno1.g1117.t1	A
rna-XM_056786124.1	A	anno1.g1118.t1	A
rna-XM_056786448.1	A	anno1.g1119.t2	A
rna-XM_056786451.1	A	anno1.g10786.t1	A
rna-XM_056786286.1	A	anno1.g10785.t2	A
rna-XM_056786167.1	A	anno1.g1120.t1	A
rna-XM_056786443.1	A	anno1.g13835.t1	A
rna-XM_056786171.1	A	anno1.g1105.t1	A
rna-XM_056786173.1	A	anno1.g1456.t1	A
rna-XM_056786175.1	A	anno1.g547.t1	A
rna-XM_056786067.1	A	anno1.g12054.t1	A
rna-XM_056786068.1	A	anno1.g417.t1	A
rna-XM_056786178.1	A	anno1.g7799.t1	A
rna-XM_056786409.1	A	anno1.g11774.t2	A
rna-XM_056785977.1	A	anno1.g7979.t2	A
rna-XM_056786791.1	A	anno1.g14662.t1	A
rna-XM_056786790.1	A	anno1.g458.t1	A
rna-XM_056786159.1	A	anno1.g1208.t1	A
rna-XM_056786054.1	A	anno1.g7424.t1	A
rna-XM_056786044.1	A	anno1.g1189.t1	A
rna-XM_056786256.1	A	anno1.g1188.t1	A
rna-XM_056786260.1	A	anno1.g7870.t2	A
rna-XM_056786261.1	A	anno1.g12876.t1	A
rna-XM_056785978.1	A	anno1.g8645.t1	A
rna-XM_056786262.1	A	anno1.g4290.t1	A
rna-XM_056786263.1	A	anno1.g4293.t1	A
rna-XM_056786264.1	A	anno1.g5740.t1	A
rna-XM_056786232.1	A	anno1.g10122.t1	A
rna-XM_056786397.1	A	anno1.g2823.t1	A
rna-XM_056786727.1	A	anno1.g2822.t1	A
rna-XM_056786733.1	A	anno1.g2821.t1	A
rna-XM_056786166.1	A	anno1.g5469.t1	A
rna-XM_056786087.1	A	anno1.g5468.t1	A
rna-XM_056786740.1	A	anno1.g4131.t1	A
rna-XM_056786741.1	A	anno1.g3547.t2	A
rna-XM_056786744.1	A	anno1.g5470.t1	A
rna-XM_056786743.1	A	anno1.g12467.t1	A
rna-XM_056786747.1	A	anno1.g12517.t1	A
rna-XM_056786048.1	A	anno1.g13837.t1	A
rna-XM_056786050.1	A	anno1.g11110.t1	A
rna-XM_056786803.1	A	anno1.g10402.t1	A
rna-XM_056786804.1	A	anno1.g13272.t1	A
rna-XM_056786206.1	A	anno1.g11078.t1	A
rna-XM_056786288.1	A	anno1.g7746.t1	A
rna-XM_056786287.1	A	anno1.g2875.t1	A
rna-XM_056786281.1	A	anno1.g12268.t1	A
rna-XM_056786275.1	A	anno1.g10587.t1	A
rna-XM_056786283.1	A	anno1.g11085.t1	A
rna-XM_056786279.1	A	anno1.g11077.t1	A
rna-XM_056786278.1	A	anno1.g3593.t1	A
rna-XM_056786282.1	A	anno1.g11481.t1	A
rna-XM_056786290.1	A	anno1.g12143.t1	A
rna-XM_056786401.1	A	anno1.g13648.t2	A
rna-XM_056787512.1	A	anno1.g9482.t1	A
rna-XM_056787448.1	A	anno1.g1186.t1	A
rna-XM_056787447.1	A	anno1.g1185.t1	A
rna-XM_056787013.1	A	anno1.g1171.t3	A
rna-XM_056787346.1	A	anno1.g14608.t1	A
rna-XM_056786939.1	A	anno1.g2770.t1	A
rna-XM_056786940.1	A	anno1.g2769.t1	A
rna-XM_056787742.1	A	anno1.g9338.t1	A
rna-XM_056787034.1	A	anno1.g11993.t1	A
rna-XM_056787529.1	A	anno1.g766.t1	A
rna-XM_056786966.1	A	anno1.g10813.t2	A
rna-XM_056786967.1	A	anno1.g7790.t1	A
rna-XM_056788051.1	A	anno1.g7397.t3	A
rna-XM_056788057.1	A	anno1.g9336.t2	A
rna-XM_056787732.1	A	anno1.g11576.t1	A
rna-XM_056787673.1	A	anno1.g11577.t1	A
rna-XM_056787411.1	A	anno1.g11575.t1	A
rna-XM_056787005.1	A	anno1.g785.t1	A
rna-XM_056787008.1	A	anno1.g11573.t1	A
rna-XM_056787009.1	A	anno1.g10977.t1	A
rna-XM_056788010.1	A	anno1.g10958.t1	A
rna-XM_056787855.1	A	anno1.g10959.t1	A
rna-XM_056788007.1	A	anno1.g10960.t1	A
rna-XM_056787083.1	A	anno1.g10956.t1	A
rna-XM_056787966.1	A	anno1.g10957.t1	A
rna-XM_056787975.1	A	anno1.g10961.t1	A
rna-XM_056787797.1	A	anno1.g10976.t2	A
rna-XM_056787042.1	A	anno1.g7566.t1	A
rna-XM_056787450.1	A	anno1.g9919.t2	A
rna-XM_056787451.1	A	anno1.g7563.t1	A
rna-XM_056787461.1	A	anno1.g7553.t1	A
rna-XM_056787462.1	A	anno1.g3711.t1	A
rna-XM_056787464.1	A	anno1.g7545.t2	A
rna-XM_056787586.1	A	anno1.g7544.t1	A
rna-XM_056787588.1	A	anno1.g7546.t1	A
rna-XM_056787587.1	A	anno1.g7547.t1	A
rna-XM_056787273.1	A	anno1.g7548.t1	A
rna-XM_056787585.1	A	anno1.g7550.t1	A
rna-XM_056787983.1	A	anno1.g7542.t1	A
rna-XM_056787994.1	A	anno1.g7564.t1	A
rna-XM_056787985.1	A	anno1.g7560.t1	A
rna-XM_056787988.1	A	anno1.g7565.t1	A
rna-XM_056787987.1	A	anno1.g7562.t1	A
rna-XM_056787477.1	A	anno1.g4807.t1	A
rna-XM_056787012.1	A	anno1.g7552.t1	A
rna-XM_056787812.1	A	anno1.g7551.t1	A
rna-XM_056787815.1	A	anno1.g7890.t3	A
rna-XM_056787722.1	A	anno1.g781.t1	A
rna-XM_056787723.1	A	anno1.g782.t2	A
rna-XM_056787076.1	A	anno1.g773.t1	A
rna-XM_056787693.1	A	anno1.g7549.t1	A
rna-XM_056787011.1	A	anno1.g1009.t1	A
rna-XM_056787010.1	A	anno1.g9980.t1	A
rna-XM_056787133.1	A	anno1.g823.t1	A
rna-XM_056787135.1	A	anno1.g3562.t1	A
rna-XM_056787134.1	A	anno1.g10747.t1	A
rna-XM_056787948.1	A	anno1.g11886.t3	A
rna-XM_056787860.1	A	anno1.g7970.t1	A
rna-XM_056787957.1	A	anno1.g11887.t1	A
rna-XM_056787958.1	A	anno1.g11843.t1	A
