B_siliquastri	chromosome	D_carinulata	chromosome
BRAKERILHT00000012623	A	rna-XM_057797312.1	A
BRAKERILHT00000013004	A	rna-XM_057804909.1	A
BRAKERILHT00000013577	A	rna-XM_057804906.1	A
BRAKERILHT00000013944	A	rna-XM_057804886.1	A
BRAKERILHT00000013782	A	rna-XM_057804911.1	A
BRAKERILHT00000013951	A	rna-XM_057804914.1	A
BRAKERILHT00000013366	A	rna-XM_057807586.1	A
BRAKERILHT00000013001	A	rna-XM_057798284.1	A
BRAKERILHT00000012809	A	rna-XM_057798278.1	A
BRAKERILHT00000013257	A	rna-XM_057812446.1	A
BRAKERILHT00000012671	A	rna-XM_057812302.1	A
BRAKERILHT00000013955	A	rna-XM_057812550.1	A
BRAKERILHT00000013036	A	rna-XM_057804093.1	A
BRAKERILHT00000012669	A	rna-XM_057814866.1	A
BRAKERILHT00000013710	A	rna-XM_057806762.1	A
BRAKERILHT00000013287	A	rna-XM_057802301.1	A
BRAKERILHT00000013661	A	rna-XM_057805750.1	A
BRAKERILHT00000013230	A	rna-XM_057795951.1	A
BRAKERILHT00000013133	A	rna-XM_057796782.1	A
BRAKERILHT00000013187	A	rna-XM_057796623.1	A
BRAKERILHT00000012727	A	rna-XM_057806019.1	A
BRAKERILHT00000012401	A	rna-XM_057804788.1	A
BRAKERILHT00000013612	A	rna-XM_057807849.1	A
BRAKERILHT00000013667	A	rna-XM_057800249.1	A
BRAKERILHT00000013211	A	rna-XM_057795523.1	A
BRAKERILHT00000013099	A	rna-XM_057796109.1	A
BRAKERILHT00000013590	A	rna-XM_057811810.1	A
BRAKERILHT00000012532	A	rna-XM_057798343.1	A
BRAKERILHT00000014966	A	rna-XM_057816834.1	A
BRAKERILHT00000015404	A	rna-XM_057815967.1	A
BRAKERILHT00000014526	A	rna-XM_057812719.1	A
BRAKERILHT00000015358	A	rna-XM_057812441.1	A
BRAKERILHT00000014318	A	rna-XM_057801836.1	A
BRAKERILHT00000014913	A	rna-XM_057814485.1	A
BRAKERILHT00000014073	A	rna-XM_057812742.1	A
BRAKERILHT00000015268	A	rna-XM_057803507.1	A
BRAKERILHT00000014826	A	rna-XM_057811324.1	A
BRAKERILHT00000014378	A	rna-XM_057812568.1	A
BRAKERILHT00000014808	A	rna-XM_057814446.1	A
BRAKERILHT00000015062	A	rna-XM_057807027.1	A
BRAKERILHT00000015495	A	rna-XM_057801692.1	A
BRAKERILHT00000014161	A	rna-XM_057797535.1	A
BRAKERILHT00000014597	A	rna-XM_057806901.1	A
BRAKERILHT00000014554	A	rna-XM_057806304.1	X
BRAKERILHT00000015071	A	rna-XM_057814832.1	A
BRAKERILHT00000014193	A	rna-XM_057814928.1	A
BRAKERILHT00000015336	A	rna-XM_057814929.1	A
BRAKERILHT00000014508	A	rna-XM_057816133.1	A
BRAKERILHT00000014867	A	rna-XM_057814932.1	A
BRAKERILHT00000014141	A	rna-XM_057802827.1	A
BRAKERILHT00000014789	A	rna-XM_057802455.1	A
BRAKERILHT00000015572	A	rna-XM_057808519.1	A
BRAKERILHT00000014313	A	rna-XM_057803395.1	A
BRAKERILHT00000014972	A	rna-XM_057805691.1	A
BRAKERILHT00000014856	A	rna-XM_057805417.1	A
BRAKERILHT00000014831	A	rna-XM_057805927.1	A
BRAKERILHT00000014417	A	rna-XM_057816238.1	A
BRAKERILHT00000014750	A	rna-XM_057806016.1	A
BRAKERILHT00000015303	A	rna-XM_057815951.1	A
BRAKERILHT00000014036	A	rna-XM_057816672.1	A
BRAKERILHT00000015238	A	rna-XM_057816675.1	A
BRAKERILHT00000015121	A	rna-XM_057801854.1	A
BRAKERILHT00000014373	A	rna-XM_057814236.1	A
BRAKERILHT00000015075	A	rna-XM_057814240.1	A
BRAKERILHT00000014584	A	rna-XM_057810112.1	A
BRAKERILHT00000015306	A	rna-XM_057798896.1	A
BRAKERILHT00000014873	A	rna-XM_057798895.1	A
BRAKERILHT00000015573	A	rna-XM_057807829.1	A
BRAKERILHT00000015135	A	rna-XM_057798885.1	A
BRAKERILHT00000014257	A	rna-XM_057803169.1	A
BRAKERILHT00000015432	A	rna-XM_057814238.1	A
BRAKERILHT00000015423	A	rna-XM_057796524.1	A
BRAKERILHT00000014196	A	rna-XM_057801835.1	A
BRAKERILHT00000015445	A	rna-XM_057801831.1	A
BRAKERILHT00000015113	A	rna-XM_057801829.1	A
BRAKERILHT00000015379	A	rna-XM_057801828.1	A
BRAKERILHT00000015428	A	rna-XM_057814585.1	A
BRAKERILHT00000014280	A	rna-XM_057801824.1	A
BRAKERILHT00000014746	A	rna-XM_057801821.1	A
BRAKERILHT00000015560	A	rna-XM_057814272.1	A
BRAKERILHT00000014305	A	rna-XM_057812936.1	A
BRAKERILHT00000014770	A	rna-XM_057801825.1	A
BRAKERILHT00000014122	A	rna-XM_057816242.1	A
BRAKERILHT00000014983	A	rna-XM_057816676.1	A
BRAKERILHT00000015244	A	rna-XM_057816721.1	A
BRAKERILHT00000015190	A	rna-XM_057815602.1	A
BRAKERILHT00000015262	A	rna-XM_057797848.1	A
BRAKERILHT00000014108	A	rna-XM_057798886.1	A
BRAKERILHT00000014317	A	rna-XM_057795224.1	A
BRAKERILHT00000014969	A	rna-XM_057798521.1	A
BRAKERILHT00000015219	A	rna-XM_057815898.1	A
BRAKERILHT00000015577	A	rna-XM_057816497.1	A
BRAKERILHT00000014445	A	rna-XM_057809244.1	A
BRAKERILHT00000014864	A	rna-XM_057807502.1	A
BRAKERILHT00000014531	A	rna-XM_057799205.1	A
BRAKERILHT00000014160	A	rna-XM_057815371.1	A
BRAKERILHT00000015413	A	rna-XM_057815379.1	A
BRAKERILHT00000015033	A	rna-XM_057815897.1	A
BRAKERILHT00000014692	A	rna-XM_057806101.1	A
BRAKERILHT00000014530	A	rna-XM_057805807.1	A
BRAKERILHT00000015575	A	rna-XM_057801820.1	A
BRAKERILHT00000014607	A	rna-XM_057810687.1	A
BRAKERILHT00000014253	A	rna-XM_057806120.1	A
BRAKERILHT00000014614	A	rna-XM_057806112.1	A
BRAKERILHT00000015587	A	rna-XM_057805285.1	A
BRAKERILHT00000015178	A	rna-XM_057805467.1	A
BRAKERILHT00000014512	A	rna-XM_057805777.1	A
BRAKERILHT00000015090	A	rna-XM_057805811.1	A
BRAKERILHT00000014630	A	rna-XM_057805809.1	A
BRAKERILHT00000014125	A	rna-XM_057809649.1	A
BRAKERILHT00000015270	A	rna-XM_057796012.1	A
BRAKERILHT00000014811	A	rna-XM_057801805.1	A
BRAKERILHT00000014377	A	rna-XM_057801818.1	A
BRAKERILHT00000015056	A	rna-XM_057814225.1	A
BRAKERILHT00000014825	A	rna-XM_057814216.1	A
BRAKERILHT00000014477	A	rna-XM_057807404.1	X
BRAKERILHT00000014087	A	rna-XM_057814213.1	A
BRAKERILHT00000014038	A	rna-XM_057814202.1	A
BRAKERILHT00000014263	A	rna-XM_057814231.1	A
BRAKERILHT00000015000	A	rna-XM_057814214.1	A
BRAKERILHT00000014540	A	rna-XM_057814215.1	A
BRAKERILHT00000015125	A	rna-XM_057814235.1	A
BRAKERILHT00000015032	A	rna-XM_057813991.1	A
BRAKERILHT00000014782	A	rna-XM_057812740.1	A
BRAKERILHT00000015103	A	rna-XM_057801799.1	A
BRAKERILHT00000015197	A	rna-XM_057801801.1	A
BRAKERILHT00000014314	A	rna-XM_057799034.1	A
BRAKERILHT00000014989	A	rna-XM_057802442.1	A
BRAKERILHT00000015330	A	rna-XM_057802384.1	A
BRAKERILHT00000015590	A	rna-XM_057815913.1	A
BRAKERILHT00000014688	A	rna-XM_057802237.1	A
BRAKERILHT00000014384	A	rna-XM_057802091.1	A
BRAKERILHT00000014818	A	rna-XM_057799272.1	A
BRAKERILHT00000014139	A	rna-XM_057799274.1	A
BRAKERILHT00000015050	A	rna-XM_057808400.1	A
BRAKERILHT00000014143	A	rna-XM_057808394.1	A
BRAKERILHT00000014218	A	rna-XM_057815826.1	A
BRAKERILHT00000014820	A	rna-XM_057815807.1	A
BRAKERILHT00000015396	A	rna-XM_057795465.1	A
BRAKERILHT00000014945	A	rna-XM_057816475.1	A
BRAKERILHT00000015382	A	rna-XM_057816272.1	A
BRAKERILHT00000014616	A	rna-XM_057816266.1	A
BRAKERILHT00000014100	A	rna-XM_057799512.1	A
BRAKERILHT00000015157	A	rna-XM_057799499.1	A
BRAKERILHT00000015594	A	rna-XM_057800410.1	A
BRAKERILHT00000015421	A	rna-XM_057795383.1	A
BRAKERILHT00000014062	A	rna-XM_057795377.1	A
BRAKERILHT00000015350	A	rna-XM_057808982.1	A
BRAKERILHT00000014259	A	rna-XM_057808978.1	A
BRAKERILHT00000015360	A	rna-XM_057803900.1	A
BRAKERILHT00000014919	A	rna-XM_057798175.1	A
BRAKERILHT00000014213	A	rna-XM_057813522.1	A
BRAKERILHT00000014410	A	rna-XM_057812826.1	A
BRAKERILHT00000014762	A	rna-XM_057806154.1	A
BRAKERILHT00000015093	A	rna-XM_057797837.1	A
BRAKERILHT00000014904	A	rna-XM_057814031.1	A
BRAKERILHT00000014623	A	rna-XM_057814025.1	A
BRAKERILHT00000014716	A	rna-XM_057814030.1	A
BRAKERILHT00000014343	A	rna-XM_057813994.1	A
BRAKERILHT00000014543	A	rna-XM_057812715.1	A
BRAKERILHT00000014851	A	rna-XM_057814475.1	A
BRAKERILHT00000015407	A	rna-XM_057814000.1	A
BRAKERILHT00000014180	A	rna-XM_057813997.1	A
BRAKERILHT00000015245	A	rna-XM_057802826.1	A
BRAKERILHT00000015393	A	rna-XM_057813995.1	A
BRAKERILHT00000015540	A	rna-XM_057814003.1	A
BRAKERILHT00000014304	A	rna-XM_057814007.1	A
BRAKERILHT00000014903	A	rna-XM_057812045.1	A
BRAKERILHT00000015256	A	rna-XM_057813999.1	A
BRAKERILHT00000014484	A	rna-XM_057813381.1	A
BRAKERILHT00000014593	A	rna-XM_057814447.1	A
BRAKERILHT00000014942	A	rna-XM_057814453.1	A
BRAKERILHT00000015116	A	rna-XM_057806468.1	A
BRAKERILHT00000014620	A	rna-XM_057805438.1	A
BRAKERILHT00000014509	A	rna-XM_057805440.1	A
BRAKERILHT00000015177	A	rna-XM_057801790.1	A
BRAKERILHT00000014733	A	rna-XM_057816551.1	A
BRAKERILHT00000014843	A	rna-XM_057816550.1	A
BRAKERILHT00000014098	A	rna-XM_057816548.1	A
BRAKERILHT00000015464	A	rna-XM_057815884.1	A
BRAKERILHT00000014245	A	rna-XM_057815851.1	A
BRAKERILHT00000015583	A	rna-XM_057816245.1	A
BRAKERILHT00000014877	A	rna-XM_057805822.1	A
BRAKERILHT00000015338	A	rna-XM_057805825.1	A
BRAKERILHT00000014173	A	rna-XM_057805828.1	A
BRAKERILHT00000015222	A	rna-XM_057806466.1	A
BRAKERILHT00000015380	A	rna-XM_057806460.1	A
BRAKERILHT00000014112	A	rna-XM_057806463.1	A
BRAKERILHT00000014461	A	rna-XM_057806461.1	A
BRAKERILHT00000015203	A	rna-XM_057805272.1	A
BRAKERILHT00000015529	A	rna-XM_057805268.1	A
BRAKERILHT00000014297	A	rna-XM_057805267.1	A
BRAKERILHT00000014640	A	rna-XM_057805266.1	A
BRAKERILHT00000015356	A	rna-XM_057805992.1	A
BRAKERILHT00000014126	A	rna-XM_057806467.1	A
BRAKERILHT00000014144	A	rna-XM_057806473.1	A
BRAKERILHT00000014436	A	rna-XM_057806469.1	A
BRAKERILHT00000014890	A	rna-XM_057806253.1	A
BRAKERILHT00000015138	A	rna-XM_057805619.1	A
BRAKERILHT00000015579	A	rna-XM_057805568.1	A
BRAKERILHT00000015277	A	rna-XM_057805620.1	A
BRAKERILHT00000014506	A	rna-XM_057805628.1	A
BRAKERILHT00000014838	A	rna-XM_057802248.1	A
BRAKERILHT00000015589	A	rna-XM_057801871.1	A
BRAKERILHT00000014288	A	rna-XM_057805340.1	A
BRAKERILHT00000014804	A	rna-XM_057805979.1	A
BRAKERILHT00000015151	A	rna-XM_057805978.1	A
BRAKERILHT00000015536	A	rna-XM_057806415.1	A
BRAKERILHT00000014451	A	rna-XM_057814715.1	A
BRAKERILHT00000014987	A	rna-XM_057814710.1	A
BRAKERILHT00000014634	A	rna-XM_057812177.1	A
BRAKERILHT00000015189	A	rna-XM_057800005.1	A
BRAKERILHT00000015537	A	rna-XM_057795107.1	A
BRAKERILHT00000015051	A	rna-XM_057795155.1	A
BRAKERILHT00000014636	A	rna-XM_057797092.1	A
BRAKERILHT00000014289	A	rna-XM_057807376.1	A
BRAKERILHT00000014975	A	rna-XM_057807375.1	A
BRAKERILHT00000015539	A	rna-XM_057807367.1	A
BRAKERILHT00000015073	A	rna-XM_057807355.1	A
BRAKERILHT00000014707	A	rna-XM_057807373.1	A
BRAKERILHT00000015450	A	rna-XM_057806948.1	A
BRAKERILHT00000014349	A	rna-XM_057806732.1	A
BRAKERILHT00000014684	A	rna-XM_057799239.1	A
BRAKERILHT00000015070	A	rna-XM_057801908.1	A
BRAKERILHT00000015507	A	rna-XM_057807879.1	A
BRAKERILHT00000015299	A	rna-XM_057812173.1	A
BRAKERILHT00000014892	A	rna-XM_057814976.1	A
BRAKERILHT00000015436	A	rna-XM_057814496.1	A
BRAKERILHT00000015154	A	rna-XM_057813288.1	A
BRAKERILHT00000014529	A	rna-XM_057813881.1	A
BRAKERILHT00000015598	A	rna-XM_057814494.1	A
BRAKERILHT00000014397	A	rna-XM_057798502.1	A
BRAKERILHT00000014907	A	rna-XM_057798729.1	A
BRAKERILHT00000014050	A	rna-XM_057813974.1	A
BRAKERILHT00000014776	A	rna-XM_057813202.1	A
BRAKERILHT00000014731	A	rna-XM_057798236.1	A
BRAKERILHT00000014645	A	rna-XM_057797757.1	A
BRAKERILHT00000015355	A	rna-XM_057797758.1	A
BRAKERILHT00000015006	A	rna-XM_057798903.1	A
BRAKERILHT00000014283	A	rna-XM_057796362.1	A
BRAKERILHT00000014632	A	rna-XM_057798069.1	A
BRAKERILHT00000014659	A	rna-XM_057797825.1	A
BRAKERILHT00000014815	A	rna-XM_057804356.1	A
BRAKERILHT00000014148	A	rna-XM_057809847.1	A
BRAKERILHT00000014138	A	rna-XM_057815430.1	A
BRAKERILHT00000014648	A	rna-XM_057800859.1	A
BRAKERILHT00000015175	A	rna-XM_057807880.1	A
BRAKERILHT00000015527	A	rna-XM_057815840.1	A
BRAKERILHT00000014121	A	rna-XM_057808278.1	A
BRAKERILHT00000014476	A	rna-XM_057794853.1	A
BRAKERILHT00000015044	A	rna-XM_057796598.1	A
BRAKERILHT00000015454	A	rna-XM_057805136.1	A
BRAKERILHT00000014703	A	rna-XM_057815743.1	A
BRAKERILHT00000014204	A	rna-XM_057798136.1	A
BRAKERILHT00000014486	A	rna-XM_057799582.1	A
BRAKERILHT00000015465	A	rna-XM_057809499.1	A
BRAKERILHT00000015206	A	rna-XM_057798352.1	A
BRAKERILHT00000015558	A	rna-XM_057807281.1	A
BRAKERILHT00000015325	A	rna-XM_057808370.1	A
BRAKERILHT00000014083	A	rna-XM_057808369.1	A
BRAKERILHT00000014390	A	rna-XM_057795552.1	A
BRAKERILHT00000014862	A	rna-XM_057808354.1	A
BRAKERILHT00000015117	A	rna-XM_057804102.1	A
BRAKERILHT00000015543	A	rna-XM_057798193.1	A
BRAKERILHT00000014078	A	rna-XM_057803927.1	A
BRAKERILHT00000014093	A	rna-XM_057808876.1	A
BRAKERILHT00000014829	A	rna-XM_057809850.1	A
BRAKERILHT00000015561	A	rna-XM_057809166.1	A
BRAKERILHT00000015009	A	rna-XM_057809479.1	A
BRAKERILHT00000015449	A	rna-XM_057809432.1	A
BRAKERILHT00000014152	A	rna-XM_057809481.1	A
BRAKERILHT00000014595	A	rna-XM_057809044.1	A
BRAKERILHT00000014398	A	rna-XM_057809519.1	A
BRAKERILHT00000014824	A	rna-XM_057807878.1	A
BRAKERILHT00000014069	A	rna-XM_057807872.1	A
BRAKERILHT00000014622	A	rna-XM_057804725.1	A
BRAKERILHT00000014980	A	rna-XM_057802313.1	A
BRAKERILHT00000014258	A	rna-XM_057809084.1	A
BRAKERILHT00000014044	A	rna-XM_057809947.1	A
BRAKERILHT00000014587	A	rna-XM_057799756.1	A
BRAKERILHT00000014935	A	rna-XM_057809353.1	A
BRAKERILHT00000015469	A	rna-XM_057808973.1	A
BRAKERILHT00000015345	A	rna-XM_057809296.1	A
BRAKERILHT00000015397	A	rna-XM_057809446.1	A
BRAKERILHT00000014216	A	rna-XM_057809944.1	A
BRAKERILHT00000014462	A	rna-XM_057809167.1	A
BRAKERILHT00000014933	A	rna-XM_057809150.1	A
BRAKERILHT00000015462	A	rna-XM_057809942.1	A
BRAKERILHT00000014293	A	rna-XM_057808049.1	A
BRAKERILHT00000015569	A	rna-XM_057798121.1	A
BRAKERILHT00000014841	A	rna-XM_057797635.1	A
BRAKERILHT00000014528	A	rna-XM_057795264.1	A
BRAKERILHT00000014174	A	rna-XM_057816682.1	A
BRAKERILHT00000014222	A	rna-XM_057810701.1	A
BRAKERILHT00000015054	A	rna-XM_057810699.1	A
BRAKERILHT00000014646	A	rna-XM_057816517.1	A
BRAKERILHT00000015031	A	rna-XM_057795567.1	A
BRAKERILHT00000014075	A	rna-XM_057795566.1	A
BRAKERILHT00000014319	A	rna-XM_057803412.1	A
BRAKERILHT00000015571	A	rna-XM_057795246.1	A
BRAKERILHT00000014870	A	rna-XM_057813790.1	A
BRAKERILHT00000014527	A	rna-XM_057812980.1	A
BRAKERILHT00000014159	A	rna-XM_057803834.1	A
BRAKERILHT00000014577	A	rna-XM_057802227.1	A
BRAKERILHT00000015321	A	rna-XM_057808373.1	A
BRAKERILHT00000014753	A	rna-XM_057797324.1	A
BRAKERILHT00000014324	A	rna-XM_057798406.1	A
BRAKERILHT00000014079	A	rna-XM_057796242.1	A
BRAKERILHT00000015226	A	rna-XM_057801999.1	A
BRAKERILHT00000014891	A	rna-XM_057801965.1	A
BRAKERILHT00000014416	A	rna-XM_057801150.1	A
BRAKERILHT00000015501	A	rna-XM_057800398.1	A
BRAKERILHT00000015045	A	rna-XM_057810899.1	A
BRAKERILHT00000014468	A	rna-XM_057807672.1	A
BRAKERILHT00000015220	A	rna-XM_057808829.1	A
BRAKERILHT00000014672	A	rna-XM_057804622.1	A
BRAKERILHT00000014322	A	rna-XM_057804623.1	A
BRAKERILHT00000015160	A	rna-XM_057801754.1	A
BRAKERILHT00000014663	A	rna-XM_057803506.1	A
BRAKERILHT00000014256	A	rna-XM_057803269.1	A
BRAKERILHT00000015133	A	rna-XM_057814239.1	A
BRAKERILHT00000015588	A	rna-XM_057803852.1	A
BRAKERILHT00000014438	A	rna-XM_057795577.1	A
BRAKERILHT00000014957	A	rna-XM_057808047.1	A
BRAKERILHT00000015422	A	rna-XM_057803365.1	A
BRAKERILHT00000015389	A	rna-XM_057808032.1	A
BRAKERILHT00000014629	A	rna-XM_057799280.1	A
BRAKERILHT00000014316	A	rna-XM_057799851.1	A
BRAKERILHT00000014123	A	rna-XM_057808182.1	A
BRAKERILHT00000015004	A	rna-XM_057803175.1	A
BRAKERILHT00000014499	A	rna-XM_057801975.1	A
BRAKERILHT00000015144	A	rna-XM_057802100.1	A
BRAKERILHT00000015568	A	rna-XM_057810735.1	A
BRAKERILHT00000014059	A	rna-XM_057810730.1	A
BRAKERILHT00000014053	A	rna-XM_057801968.1	A
BRAKERILHT00000014515	A	rna-XM_057801978.1	A
BRAKERILHT00000014978	A	rna-XM_057798463.1	A
BRAKERILHT00000014251	A	rna-XM_057798152.1	A
BRAKERILHT00000015145	A	rna-XM_057797739.1	A
BRAKERILHT00000015448	A	rna-XM_057800052.1	A
BRAKERILHT00000015114	A	rna-XM_057808044.1	A
BRAKERILHT00000014726	A	rna-XM_057808895.1	A
BRAKERILHT00000014423	A	rna-XM_057800223.1	A
BRAKERILHT00000014780	A	rna-XM_057801538.1	A
BRAKERILHT00000015247	A	rna-XM_057801518.1	A
BRAKERILHT00000015419	A	rna-XM_057801522.1	A
BRAKERILHT00000014189	A	rna-XM_057798894.1	A
BRAKERILHT00000014507	A	rna-XM_057801547.1	A
BRAKERILHT00000014896	A	rna-XM_057803177.1	A
BRAKERILHT00000015041	A	rna-XM_057803182.1	A
BRAKERILHT00000015582	A	rna-XM_057803188.1	A
BRAKERILHT00000014176	A	rna-XM_057803669.1	A
BRAKERILHT00000014057	A	rna-XM_057803670.1	A
BRAKERILHT00000014292	A	rna-XM_057803672.1	A
BRAKERILHT00000015442	A	rna-XM_057803211.1	A
BRAKERILHT00000015400	A	rna-XM_057803229.1	A
BRAKERILHT00000014968	A	rna-XM_057803226.1	A
BRAKERILHT00000014752	A	rna-XM_057803224.1	A
BRAKERILHT00000014106	A	rna-XM_057803218.1	A
BRAKERILHT00000015435	A	rna-XM_057802173.1	A
BRAKERILHT00000015187	A	rna-XM_057809932.1	A
BRAKERILHT00000015424	A	rna-XM_057804404.1	A
BRAKERILHT00000014908	A	rna-XM_057799822.1	A
BRAKERILHT00000015185	A	rna-XM_057799820.1	A
BRAKERILHT00000015533	A	rna-XM_057799429.1	A
BRAKERILHT00000014910	A	rna-XM_057800740.1	A
BRAKERILHT00000014191	A	rna-XM_057814476.1	X
BRAKERILHT00000015080	A	rna-XM_057799816.1	A
BRAKERILHT00000014165	A	rna-XM_057809863.1	A
BRAKERILHT00000014696	A	rna-XM_057802548.1	A
BRAKERILHT00000014287	A	rna-XM_057813733.1	A
BRAKERILHT00000015570	A	rna-XM_057808511.1	A
BRAKERILHT00000014332	A	rna-XM_057814966.1	A
BRAKERILHT00000014466	A	rna-XM_057807749.1	A
BRAKERILHT00000014788	A	rna-XM_057807750.1	A
BRAKERILHT00000015327	A	rna-XM_057808345.1	A
BRAKERILHT00000014441	A	rna-XM_057797683.1	A
BRAKERILHT00000015021	A	rna-XM_057797684.1	A
BRAKERILHT00000015209	A	rna-XM_057797690.1	A
BRAKERILHT00000015548	A	rna-XM_057797908.1	A
BRAKERILHT00000014784	A	rna-XM_057798134.1	A
BRAKERILHT00000015258	A	rna-XM_057798404.1	A
BRAKERILHT00000014926	A	rna-XM_057797909.1	A
BRAKERILHT00000014360	A	rna-XM_057798082.1	A
BRAKERILHT00000014463	A	rna-XM_057801329.1	A
BRAKERILHT00000015007	A	rna-XM_057801333.1	A
BRAKERILHT00000014281	A	rna-XM_057812813.1	A
BRAKERILHT00000015174	A	rna-XM_057810714.1	A
BRAKERILHT00000014643	A	rna-XM_057810717.1	A
BRAKERILHT00000014425	A	rna-XM_057810719.1	A
BRAKERILHT00000014766	A	rna-XM_057802449.1	A
BRAKERILHT00000015082	A	rna-XM_057802452.1	A
BRAKERILHT00000015308	A	rna-XM_057803787.1	A
BRAKERILHT00000014414	A	rna-XM_057803789.1	A
BRAKERILHT00000015227	A	rna-XM_057810347.1	A
BRAKERILHT00000014409	A	rna-XM_057809974.1	A
BRAKERILHT00000015252	A	rna-XM_057810342.1	A
BRAKERILHT00000014158	A	rna-XM_057810343.1	A
BRAKERILHT00000015274	A	rna-XM_057810345.1	A
BRAKERILHT00000014832	A	rna-XM_057809967.1	A
BRAKERILHT00000014381	A	rna-XM_057816760.1	A
BRAKERILHT00000015275	A	rna-XM_057801743.1	A
BRAKERILHT00000015049	A	rna-XM_057815918.1	A
BRAKERILHT00000014812	A	rna-XM_057815919.1	A
BRAKERILHT00000014800	A	rna-XM_057816647.1	A
BRAKERILHT00000014407	A	rna-XM_057816649.1	A
BRAKERILHT00000015513	A	rna-XM_057796274.1	X
BRAKERILHT00000015027	A	rna-XM_057815926.1	A
BRAKERILHT00000014404	A	rna-XM_057815923.1	A
BRAKERILHT00000014738	A	rna-XM_057815925.1	A
BRAKERILHT00000014850	A	rna-XM_057803508.1	A
BRAKERILHT00000014932	A	rna-XM_057815921.1	A
BRAKERILHT00000015265	A	rna-XM_057795573.1	A
BRAKERILHT00000014559	A	rna-XM_057795570.1	A
BRAKERILHT00000015430	A	rna-XM_057813921.1	A
BRAKERILHT00000014858	A	rna-XM_057806435.1	A
BRAKERILHT00000014557	A	rna-XM_057802200.1	A
BRAKERILHT00000014537	A	rna-XM_057809627.1	A
BRAKERILHT00000014273	A	rna-XM_057809491.1	A
BRAKERILHT00000015549	A	rna-XM_057806411.1	A
BRAKERILHT00000015204	A	rna-XM_057816529.1	A
BRAKERILHT00000014586	A	rna-XM_057815835.1	A
BRAKERILHT00000014320	A	rna-XM_057815836.1	A
BRAKERILHT00000015467	A	rna-XM_057801758.1	A
BRAKERILHT00000015155	A	rna-XM_057816521.1	A
BRAKERILHT00000014697	A	rna-XM_057795088.1	A
BRAKERILHT00000014054	A	rna-XM_057810942.1	A
BRAKERILHT00000015243	A	rna-XM_057810354.1	A
BRAKERILHT00000014628	A	rna-XM_057810263.1	A
BRAKERILHT00000015386	A	rna-XM_057814791.1	A
BRAKERILHT00000015472	A	rna-XM_057800024.1	A
BRAKERILHT00000014329	A	rna-XM_057798620.1	A
BRAKERILHT00000014110	A	rna-XM_057802171.1	A
BRAKERILHT00000014421	A	rna-XM_057802822.1	A
BRAKERILHT00000014338	A	rna-XM_057811806.1	A
BRAKERILHT00000014455	A	rna-XM_057810329.1	A
BRAKERILHT00000014545	A	rna-XM_057813232.1	A
BRAKERILHT00000015515	A	rna-XM_057813231.1	A
BRAKERILHT00000015067	A	rna-XM_057815002.1	A
BRAKERILHT00000014433	A	rna-XM_057814990.1	A
BRAKERILHT00000014588	A	rna-XM_057814084.1	A
BRAKERILHT00000014704	A	rna-XM_057814256.1	A
BRAKERILHT00000014367	A	rna-XM_057810966.1	A
BRAKERILHT00000015609	A	rna-XM_057805877.1	A
BRAKERILHT00000014524	A	rna-XM_057810967.1	A
BRAKERILHT00000014129	A	rna-XM_057810968.1	A
BRAKERILHT00000015037	A	rna-XM_057813839.1	A
BRAKERILHT00000014917	A	rna-XM_057814951.1	A
BRAKERILHT00000015502	A	rna-XM_057814952.1	A
BRAKERILHT00000014511	A	rna-XM_057804148.1	A
BRAKERILHT00000015586	A	rna-XM_057812754.1	A
BRAKERILHT00000015601	A	rna-XM_057797927.1	A
BRAKERILHT00000014650	A	rna-XM_057805348.1	A
BRAKERILHT00000015058	A	rna-XM_057805322.1	A
BRAKERILHT00000014040	A	rna-XM_057809318.1	A
BRAKERILHT00000014354	A	rna-XM_057811454.1	A
BRAKERILHT00000014393	A	rna-XM_057806936.1	A
BRAKERILHT00000015519	A	rna-XM_057806927.1	A
BRAKERILHT00000014590	A	rna-XM_057808014.1	A
BRAKERILHT00000014132	A	rna-XM_057804665.1	A
BRAKERILHT00000015302	A	rna-XM_057794987.1	A
BRAKERILHT00000014835	A	rna-XM_057808013.1	A
BRAKERILHT00000014806	A	rna-XM_057811762.1	A
BRAKERILHT00000014366	A	rna-XM_057801870.1	A
BRAKERILHT00000015517	A	rna-XM_057806839.1	A
BRAKERILHT00000015085	A	rna-XM_057801865.1	A
BRAKERILHT00000015471	A	rna-XM_057801864.1	A
BRAKERILHT00000015089	A	rna-XM_057801863.1	A
BRAKERILHT00000014666	A	rna-XM_057801861.1	A
BRAKERILHT00000015108	A	rna-XM_057801862.1	A
BRAKERILHT00000014542	A	rna-XM_057807282.1	A
BRAKERILHT00000014993	A	rna-XM_057805993.1	A
BRAKERILHT00000015101	A	rna-XM_057795060.1	A
BRAKERILHT00000015119	A	rna-XM_057815292.1	Y
BRAKERILHT00000014626	A	rna-XM_057808363.1	A
BRAKERILHT00000015140	A	rna-XM_057808371.1	A
BRAKERILHT00000014478	A	rna-XM_057813668.1	A
BRAKERILHT00000015013	A	rna-XM_057813670.1	A
BRAKERILHT00000015394	A	rna-XM_057796229.1	A
BRAKERILHT00000014260	A	rna-XM_057815551.1	A
BRAKERILHT00000015409	A	rna-XM_057806788.1	A
