B_varius	chromosome	B_siliquastri	chromosome
anno1.g10384.t1	A	BRAKERILHT00000010729	A
anno1.g10386.t1	A	BRAKERILHT00000011809	A
anno1.g10387.t1	A	BRAKERILHT00000011902	A
anno1.g10388.t1	A	BRAKERILHT00000011737	A
anno1.g10389.t1	A	BRAKERILHT00000011921	A
anno1.g10390.t1	A	BRAKERILHT00000010546	A
anno1.g10391.t1	A	BRAKERILHT00000010927	A
anno1.g10395.t1	A	BRAKERILHT00000007689	A
anno1.g10396.t2	A	BRAKERILHT00000011533	A
anno1.g10397.t1	A	BRAKERILHT00000012223	A
anno1.g10398.t1	A	BRAKERILHT00000012547	A
anno1.g10399.t1	A	BRAKERILHT00000010711	A
anno1.g10400.t1	A	BRAKERILHT00000010804	A
anno1.g10401.t1	A	BRAKERILHT00000011813	A
anno1.g10403.t1	A	BRAKERILHT00000011080	A
anno1.g10404.t1	A	BRAKERILHT00000010630	A
anno1.g10405.t1	A	BRAKERILHT00000011648	A
anno1.g10407.t2	A	BRAKERILHT00000011271	A
anno1.g10409.t2	A	BRAKERILHT00000011983	A
anno1.g10410.t1	A	BRAKERILHT00000010938	A
anno1.g10411.t1	A	BRAKERILHT00000010809	A
anno1.g10412.t1	A	BRAKERILHT00000012269	A
anno1.g10413.t1	A	BRAKERILHT00000010488	A
anno1.g10414.t1	A	BRAKERILHT00000011052	A
anno1.g10415.t1	A	BRAKERILHT00000011899	A
anno1.g10416.t2	A	BRAKERILHT00000010900	A
anno1.g10417.t1	A	BRAKERILHT00000011693	A
anno1.g10418.t1	A	BRAKERILHT00000011161	A
anno1.g10419.t1	A	BRAKERILHT00000011822	A
anno1.g10420.t1	A	BRAKERILHT00000011877	A
anno1.g10421.t1	A	BRAKERILHT00000010516	A
anno1.g10425.t2	A	BRAKERILHT00000010732	A
anno1.g10426.t1	A	BRAKERILHT00000011140	A
anno1.g10427.t1	A	BRAKERILHT00000010949	A
anno1.g10428.t1	A	BRAKERILHT00000011484	A
anno1.g10429.t1	A	BRAKERILHT00000010633	A
anno1.g10430.t1	A	BRAKERILHT00000010505	A
anno1.g10431.t1	A	BRAKERILHT00000012094	A
anno1.g10432.t1	A	BRAKERILHT00000011565	A
anno1.g10433.t1	A	BRAKERILHT00000012011	A
anno1.g10434.t1	A	BRAKERILHT00000010970	A
anno1.g10435.t1	A	BRAKERILHT00000011372	A
anno1.g10436.t1	A	BRAKERILHT00000011787	A
anno1.g10437.t1	A	BRAKERILHT00000011476	A
anno1.g10438.t1	A	BRAKERILHT00000011925	A
anno1.g10439.t1	A	BRAKERILHT00000010635	A
anno1.g10440.t1	A	BRAKERILHT00000011068	A
anno1.g10441.t2	A	BRAKERILHT00000011528	A
anno1.g10442.t1	A	BRAKERILHT00000012147	A
anno1.g10443.t1	A	BRAKERILHT00000010884	A
anno1.g10444.t1	A	BRAKERILHT00000011859	A
anno1.g10445.t1	A	BRAKERILHT00000010896	A
anno1.g10446.t2	A	BRAKERILHT00000011034	A
anno1.g10447.t1	A	BRAKERILHT00000012306	A
anno1.g10449.t1	A	BRAKERILHT00000011833	A
anno1.g10450.t2	A	BRAKERILHT00000011542	A
anno1.g10451.t1	A	BRAKERILHT00000010498	A
anno1.g10452.t1	A	BRAKERILHT00000010735	A
anno1.g10453.t2	A	BRAKERILHT00000011997	A
anno1.g10454.t1	A	BRAKERILHT00000017843	X
anno1.g10455.t1	A	BRAKERILHT00000011168	A
anno1.g10456.t1	A	BRAKERILHT00000011479	A
anno1.g10457.t1	A	BRAKERILHT00000012220	A
anno1.g10458.t1	A	BRAKERILHT00000010843	A
anno1.g10459.t1	A	BRAKERILHT00000011142	A
anno1.g10460.t1	A	BRAKERILHT00000011690	A
anno1.g10461.t1	A	BRAKERILHT00000012281	A
anno1.g10462.t1	A	BRAKERILHT00000010874	A
anno1.g10463.t1	A	BRAKERILHT00000011634	A
anno1.g10464.t1	A	BRAKERILHT00000012012	A
anno1.g10465.t1	A	BRAKERILHT00000011762	A
anno1.g10466.t1	A	BRAKERILHT00000012193	A
anno1.g10468.t1	A	BRAKERILHT00000010691	A
anno1.g10469.t2	A	BRAKERILHT00000011370	A
anno1.g10470.t1	A	BRAKERILHT00000012069	A
anno1.g10471.t2	A	BRAKERILHT00000010807	A
anno1.g10472.t1	A	BRAKERILHT00000011015	A
anno1.g10473.t1	A	BRAKERILHT00000011718	A
anno1.g10474.t3	A	BRAKERILHT00000012141	A
anno1.g10475.t1	A	BRAKERILHT00000010490	A
anno1.g10477.t1	A	BRAKERILHT00000012016	A
anno1.g10479.t2	A	BRAKERILHT00000011247	A
anno1.g10480.t1	A	BRAKERILHT00000010815	A
anno1.g10481.t1	A	BRAKERILHT00000012334	A
anno1.g10482.t1	A	BRAKERILHT00000011461	A
anno1.g10483.t1	A	BRAKERILHT00000010983	A
anno1.g10484.t1	A	BRAKERILHT00000011923	A
anno1.g10486.t1	A	BRAKERILHT00000011704	A
anno1.g10487.t1	A	BRAKERILHT00000011175	A
anno1.g10488.t1	A	BRAKERILHT00000010573	A
anno1.g10489.t2	A	BRAKERILHT00000011950	A
anno1.g10490.t1	A	BRAKERILHT00000011262	A
anno1.g10491.t1	A	BRAKERILHT00000011687	A
anno1.g10492.t1	A	BRAKERILHT00000011165	A
anno1.g10493.t1	A	BRAKERILHT00000010928	A
anno1.g10494.t1	A	BRAKERILHT00000010643	A
anno1.g10495.t1	A	BRAKERILHT00000011481	A
anno1.g10496.t1	A	BRAKERILHT00000011556	A
anno1.g10497.t1	A	BRAKERILHT00000010975	A
anno1.g10498.t2	A	BRAKERILHT00000012231	A
anno1.g10500.t1	A	BRAKERILHT00000011363	A
anno1.g10501.t1	A	BRAKERILHT00000011806	A
anno1.g10502.t1	A	BRAKERILHT00000010458	A
anno1.g10503.t1	A	BRAKERILHT00000011994	A
anno1.g10504.t1	A	BRAKERILHT00000011665	A
anno1.g10505.t1	A	BRAKERILHT00000011207	A
anno1.g10507.t1	A	BRAKERILHT00000010624	A
anno1.g10509.t1	A	BRAKERILHT00000012056	A
anno1.g10514.t2	A	BRAKERILHT00000010902	A
anno1.g10516.t1	A	BRAKERILHT00000011810	A
anno1.g10517.t1	A	BRAKERILHT00000011169	A
anno1.g10519.t1	A	BRAKERILHT00000010890	A
anno1.g10520.t1	A	BRAKERILHT00000011347	A
anno1.g10522.t1	A	BRAKERILHT00000011756	A
anno1.g10523.t1	A	BRAKERILHT00000011875	A
anno1.g10524.t1	A	BRAKERILHT00000012112	A
anno1.g10525.t1	A	BRAKERILHT00000011807	A
anno1.g10526.t1	A	BRAKERILHT00000011255	A
anno1.g10530.t1	A	BRAKERILHT00000010872	A
anno1.g10531.t1	A	BRAKERILHT00000012142	A
anno1.g10532.t1	A	BRAKERILHT00000012225	A
anno1.g10533.t1	A	BRAKERILHT00000010713	A
anno1.g10537.t1	A	BRAKERILHT00000012301	A
anno1.g10538.t1	A	BRAKERILHT00000011771	A
anno1.g10539.t2	A	BRAKERILHT00000011223	A
anno1.g10540.t1	A	BRAKERILHT00000011109	A
anno1.g10541.t1	A	BRAKERILHT00000010524	A
anno1.g10542.t1	A	BRAKERILHT00000011352	A
anno1.g10543.t1	A	BRAKERILHT00000011995	A
anno1.g10544.t1	A	BRAKERILHT00000011446	A
anno1.g10545.t2	A	BRAKERILHT00000010924	A
anno1.g10546.t1	A	BRAKERILHT00000011289	A
anno1.g10547.t1	A	BRAKERILHT00000012129	A
anno1.g10548.t1	A	BRAKERILHT00000011819	A
anno1.g10549.t1	A	BRAKERILHT00000011078	A
anno1.g10550.t1	A	BRAKERILHT00000011714	A
anno1.g10551.t1	A	BRAKERILHT00000012107	A
anno1.g10554.t1	A	BRAKERILHT00000004848	A
anno1.g10555.t1	A	BRAKERILHT00000011618	A
anno1.g10556.t1	A	BRAKERILHT00000012327	A
anno1.g10557.t1	A	BRAKERILHT00000012270	A
anno1.g10558.t1	A	BRAKERILHT00000011584	A
anno1.g10559.t1	A	BRAKERILHT00000010944	A
anno1.g10560.t1	A	BRAKERILHT00000011539	A
anno1.g10561.t1	A	BRAKERILHT00000010627	A
anno1.g10562.t1	A	BRAKERILHT00000012000	A
anno1.g10563.t1	A	BRAKERILHT00000011790	A
anno1.g10564.t1	A	BRAKERILHT00000010702	A
anno1.g10565.t1	A	BRAKERILHT00000012199	A
anno1.g10566.t2	A	BRAKERILHT00000010803	A
anno1.g10567.t1	A	BRAKERILHT00000012337	A
anno1.g10568.t1	A	BRAKERILHT00000012072	A
anno1.g10569.t1	A	BRAKERILHT00000010621	A
anno1.g10570.t1	A	BRAKERILHT00000011225	A
anno1.g10571.t1	A	BRAKERILHT00000011623	A
anno1.g10572.t1	A	BRAKERILHT00000010783	A
anno1.g10573.t2	A	BRAKERILHT00000012185	A
anno1.g10574.t1	A	BRAKERILHT00000010683	A
anno1.g10575.t1	A	BRAKERILHT00000011633	A
anno1.g10576.t2	A	BRAKERILHT00000012053	A
anno1.g10578.t1	A	BRAKERILHT00000011174	A
anno1.g10579.t1	A	BRAKERILHT00000010820	A
anno1.g10580.t1	A	BRAKERILHT00000010950	A
anno1.g10581.t1	A	BRAKERILHT00000012214	A
anno1.g10582.t1	A	BRAKERILHT00000010699	A
anno1.g10583.t1	A	BRAKERILHT00000010671	A
anno1.g10584.t1	A	BRAKERILHT00000011208	A
anno1.g10585.t1	A	BRAKERILHT00000012307	A
anno1.g10586.t1	A	BRAKERILHT00000010684	A
anno1.g10587.t2	A	BRAKERILHT00000010452	A
anno1.g10588.t1	A	BRAKERILHT00000011004	A
anno1.g10589.t1	A	BRAKERILHT00000011200	A
anno1.g10590.t1	A	BRAKERILHT00000011541	A
anno1.g10591.t5	A	BRAKERILHT00000010766	A
anno1.g10592.t1	A	BRAKERILHT00000011611	A
anno1.g10593.t1	A	BRAKERILHT00000011383	A
anno1.g10594.t1	A	BRAKERILHT00000011399	A
anno1.g10595.t1	A	BRAKERILHT00000010833	A
anno1.g10596.t1	A	BRAKERILHT00000011985	A
anno1.g10597.t1	A	BRAKERILHT00000010826	A
anno1.g10598.t1	A	BRAKERILHT00000011104	A
anno1.g10599.t1	A	BRAKERILHT00000011516	A
anno1.g10600.t1	A	BRAKERILHT00000010967	A
anno1.g10601.t1	A	BRAKERILHT00000011382	A
anno1.g10602.t1	A	BRAKERILHT00000011087	A
anno1.g10603.t2	A	BRAKERILHT00000012197	A
anno1.g10605.t1	A	BRAKERILHT00000001832	A
anno1.g10606.t1	A	BRAKERILHT00000010857	A
anno1.g10607.t1	A	BRAKERILHT00000012241	A
anno1.g10610.t1	A	BRAKERILHT00000011647	A
anno1.g10611.t1	A	BRAKERILHT00000011167	A
anno1.g10612.t1	A	BRAKERILHT00000011594	A
anno1.g10613.t1	A	BRAKERILHT00000011058	A
anno1.g10614.t2	A	BRAKERILHT00000010542	A
anno1.g10616.t2	A	BRAKERILHT00000011915	A
anno1.g10617.t2	A	BRAKERILHT00000011898	A
anno1.g10619.t1	A	BRAKERILHT00000005788	A
anno1.g10621.t1	A	BRAKERILHT00000011798	A
anno1.g10622.t1	A	BRAKERILHT00000010539	A
anno1.g10623.t1	A	BRAKERILHT00000012228	A
anno1.g10624.t1	A	BRAKERILHT00000010808	A
anno1.g10627.t1	A	BRAKERILHT00000010518	A
anno1.g10628.t1	A	BRAKERILHT00000010918	A
anno1.g10629.t1	A	BRAKERILHT00000010603	A
anno1.g10630.t1	A	BRAKERILHT00000012034	A
anno1.g10631.t2	A	BRAKERILHT00000011709	A
anno1.g10632.t1	A	BRAKERILHT00000011182	A
anno1.g10633.t1	A	BRAKERILHT00000012059	A
anno1.g10634.t1	A	BRAKERILHT00000011598	A
anno1.g10635.t1	A	BRAKERILHT00000011011	A
anno1.g10638.t1	A	BRAKERILHT00000012058	A
anno1.g10639.t3	A	BRAKERILHT00000011265	A
anno1.g10640.t1	A	BRAKERILHT00000010733	A
anno1.g10641.t1	A	BRAKERILHT00000011268	A
anno1.g10642.t1	A	BRAKERILHT00000012047	A
anno1.g10643.t1	A	BRAKERILHT00000010800	A
anno1.g10645.t2	A	BRAKERILHT00000012035	A
anno1.g10646.t1	A	BRAKERILHT00000011612	A
anno1.g10647.t2	A	BRAKERILHT00000011214	A
anno1.g10648.t2	A	BRAKERILHT00000011664	A
anno1.g10650.t1	A	BRAKERILHT00000011131	A
anno1.g10654.t1	A	BRAKERILHT00000011544	A
anno1.g10658.t1	A	BRAKERILHT00000012272	A
anno1.g10659.t1	A	BRAKERILHT00000010722	A
anno1.g10660.t1	A	BRAKERILHT00000010563	A
anno1.g10661.t2	A	BRAKERILHT00000011317	A
anno1.g10662.t1	A	BRAKERILHT00000012120	A
anno1.g10664.t1	A	BRAKERILHT00000011329	A
anno1.g10665.t1	A	BRAKERILHT00000010677	A
anno1.g10666.t1	A	BRAKERILHT00000012162	A
anno1.g10667.t1	A	BRAKERILHT00000012158	A
anno1.g10668.t1	A	BRAKERILHT00000011545	A
anno1.g10669.t1	A	BRAKERILHT00000012339	A
anno1.g10670.t1	A	BRAKERILHT00000010718	A
anno1.g10671.t1	A	BRAKERILHT00000011092	A
anno1.g10672.t1	A	BRAKERILHT00000010434	A
anno1.g10673.t1	A	BRAKERILHT00000011385	A
anno1.g10674.t1	A	BRAKERILHT00000011021	A
anno1.g10675.t1	A	BRAKERILHT00000010590	A
anno1.g10676.t1	A	BRAKERILHT00000011893	A
anno1.g10677.t1	A	BRAKERILHT00000012338	A
anno1.g10678.t3	A	BRAKERILHT00000010593	A
anno1.g10679.t1	A	BRAKERILHT00000011020	A
anno1.g10680.t1	A	BRAKERILHT00000011682	A
anno1.g10681.t1	A	BRAKERILHT00000011826	A
anno1.g10682.t1	A	BRAKERILHT00000012031	A
anno1.g10684.t2	A	BRAKERILHT00000011751	A
anno1.g10685.t1	A	BRAKERILHT00000011324	A
anno1.g10686.t1	A	BRAKERILHT00000010679	A
anno1.g10687.t1	A	BRAKERILHT00000012154	A
anno1.g10690.t2	A	BRAKERILHT00000011403	A
anno1.g10691.t1	A	BRAKERILHT00000012312	A
anno1.g10692.t1	A	BRAKERILHT00000010909	A
anno1.g10693.t1	A	BRAKERILHT00000010667	A
anno1.g10694.t1	A	BRAKERILHT00000011211	A
anno1.g10695.t1	A	BRAKERILHT00000011595	A
anno1.g10696.t1	A	BRAKERILHT00000012138	A
anno1.g10697.t1	A	BRAKERILHT00000010929	A
anno1.g10698.t1	A	BRAKERILHT00000010878	A
anno1.g10699.t1	A	BRAKERILHT00000012131	A
anno1.g10702.t2	A	BRAKERILHT00000011022	A
anno1.g10710.t1	A	BRAKERILHT00000011451	A
anno1.g10711.t1	A	BRAKERILHT00000011884	A
anno1.g10712.t2	A	BRAKERILHT00000010829	A
anno1.g10713.t1	A	BRAKERILHT00000011345	A
anno1.g10714.t1	A	BRAKERILHT00000011904	A
anno1.g10715.t1	A	BRAKERILHT00000011051	A
anno1.g10716.t1	A	BRAKERILHT00000010520	A
anno1.g10717.t1	A	BRAKERILHT00000011285	A
anno1.g10718.t1	A	BRAKERILHT00000012106	A
anno1.g10719.t2	A	BRAKERILHT00000010772	A
anno1.g10720.t1	A	BRAKERILHT00000011447	A
anno1.g10721.t1	A	BRAKERILHT00000010834	A
anno1.g10722.t1	A	BRAKERILHT00000012297	A
anno1.g10723.t1	A	BRAKERILHT00000011585	A
anno1.g10725.t1	A	BRAKERILHT00000011102	A
anno1.g10726.t1	A	BRAKERILHT00000016841	A
anno1.g10727.t1	A	BRAKERILHT00000010559	A
anno1.g10728.t1	A	BRAKERILHT00000011390	A
anno1.g10729.t1	A	BRAKERILHT00000010838	A
anno1.g10730.t1	A	BRAKERILHT00000012240	A
anno1.g10731.t1	A	BRAKERILHT00000011710	A
anno1.g10733.t1	A	BRAKERILHT00000011495	A
anno1.g10734.t1	A	BRAKERILHT00000010723	A
anno1.g10736.t1	A	BRAKERILHT00000003512	A
anno1.g10737.t1	A	BRAKERILHT00000010721	A
anno1.g10740.t1	A	BRAKERILHT00000011772	A
anno1.g10741.t1	A	BRAKERILHT00000012336	A
anno1.g10742.t1	A	BRAKERILHT00000010968	A
anno1.g10743.t1	A	BRAKERILHT00000002221	A
anno1.g10744.t1	A	BRAKERILHT00000012108	A
anno1.g10746.t2	A	BRAKERILHT00000012213	A
anno1.g10747.t2	A	BRAKERILHT00000011640	A
anno1.g10748.t1	A	BRAKERILHT00000011645	A
anno1.g10750.t1	A	BRAKERILHT00000011753	A
anno1.g10751.t1	A	BRAKERILHT00000004503	A
anno1.g10752.t2	A	BRAKERILHT00000010942	A
anno1.g10753.t1	A	BRAKERILHT00000011252	A
anno1.g10758.t1	A	BRAKERILHT00000011387	A
anno1.g10759.t2	A	BRAKERILHT00000012023	A
anno1.g10762.t1	A	BRAKERILHT00000011653	A
anno1.g10763.t1	A	BRAKERILHT00000010566	A
anno1.g10764.t1	A	BRAKERILHT00000010510	A
anno1.g10765.t2	A	BRAKERILHT00000010678	A
anno1.g10769.t1	A	BRAKERILHT00000011931	A
anno1.g10770.t1	A	BRAKERILHT00000011376	A
anno1.g10771.t1	A	BRAKERILHT00000012171	A
anno1.g10775.t1	A	BRAKERILHT00000011394	A
anno1.g10776.t1	A	BRAKERILHT00000012365	A
anno1.g10784.t1	A	BRAKERILHT00000011776	A
anno1.g10785.t2	A	BRAKERILHT00000011939	A
anno1.g10787.t1	A	BRAKERILHT00000010841	A
anno1.g10790.t1	A	BRAKERILHT00000006632	A
anno1.g10792.t1	A	BRAKERILHT00000011613	A
anno1.g10794.t3	A	BRAKERILHT00000011474	A
anno1.g10795.t1	A	BRAKERILHT00000011537	A
anno1.g10797.t1	A	BRAKERILHT00000010795	A
anno1.g10798.t1	A	BRAKERILHT00000012211	A
anno1.g10799.t1	A	BRAKERILHT00000017225	X
anno1.g10800.t1	A	BRAKERILHT00000012217	A
anno1.g10801.t1	A	BRAKERILHT00000010827	A
anno1.g10805.t1	A	BRAKERILHT00000010427	A
anno1.g10806.t1	A	BRAKERILHT00000011515	A
anno1.g10807.t1	A	BRAKERILHT00000010681	A
anno1.g10808.t1	A	BRAKERILHT00000011548	A
anno1.g10809.t1	A	BRAKERILHT00000011112	A
anno1.g10810.t1	A	BRAKERILHT00000010457	A
anno1.g10813.t1	A	BRAKERILHT00000011335	A
anno1.g10814.t1	A	BRAKERILHT00000010978	A
anno1.g10816.t1	A	BRAKERILHT00000012346	A
anno1.g10821.t1	A	BRAKERILHT00000011951	A
anno1.g10822.t1	A	BRAKERILHT00000011472	A
anno1.g10824.t1	A	BRAKERILHT00000011808	A
anno1.g10826.t1	A	BRAKERILHT00000010417	A
anno1.g10830.t1	A	BRAKERILHT00000012177	A
anno1.g10831.t1	A	BRAKERILHT00000011529	A
anno1.g10832.t1	A	BRAKERILHT00000011115	A
anno1.g10833.t1	A	BRAKERILHT00000011621	A
anno1.g10834.t3	A	BRAKERILHT00000011692	A
anno1.g10835.t1	A	BRAKERILHT00000011233	A
anno1.g10836.t1	A	BRAKERILHT00000010698	A
anno1.g10837.t2	A	BRAKERILHT00000010526	A
anno1.g10838.t1	A	BRAKERILHT00000011907	A
anno1.g10839.t1	A	BRAKERILHT00000011651	A
anno1.g10840.t3	A	BRAKERILHT00000011196	A
anno1.g10843.t1	A	BRAKERILHT00000010769	A
anno1.g10845.t1	A	BRAKERILHT00000013042	A
anno1.g10853.t1	A	BRAKERILHT00000010540	A
anno1.g10854.t1	A	BRAKERILHT00000011922	A
anno1.g10855.t1	A	BRAKERILHT00000011514	A
anno1.g10856.t1	A	BRAKERILHT00000011823	A
anno1.g10857.t2	A	BRAKERILHT00000011194	A
anno1.g10858.t1	A	BRAKERILHT00000012049	A
anno1.g10860.t1	A	BRAKERILHT00000011986	A
anno1.g10861.t1	A	BRAKERILHT00000010522	A
anno1.g10862.t2	A	BRAKERILHT00000012253	A
anno1.g10863.t1	A	BRAKERILHT00000011843	A
anno1.g10865.t1	A	BRAKERILHT00000011201	A
anno1.g10867.t3	A	BRAKERILHT00000011003	A
anno1.g10871.t1	A	BRAKERILHT00000011354	A
anno1.g10873.t3	A	BRAKERILHT00000011782	A
anno1.g10874.t1	A	BRAKERILHT00000010712	A
anno1.g10875.t1	A	BRAKERILHT00000010585	A
anno1.g10876.t2	A	BRAKERILHT00000010976	A
anno1.g10877.t1	A	BRAKERILHT00000011482	A
anno1.g10879.t1	A	BRAKERILHT00000011940	A
anno1.g10880.t1	A	BRAKERILHT00000011342	A
anno1.g10882.t1	A	BRAKERILHT00000011659	A
anno1.g10883.t1	A	BRAKERILHT00000012190	A
anno1.g10884.t1	A	BRAKERILHT00000011064	A
anno1.g10885.t1	A	BRAKERILHT00000011096	A
anno1.g10886.t1	A	BRAKERILHT00000012205	A
anno1.g10887.t1	A	BRAKERILHT00000011636	A
anno1.g10888.t1	A	BRAKERILHT00000011501	A
anno1.g10889.t1	A	BRAKERILHT00000010751	A
anno1.g10891.t1	A	BRAKERILHT00000011628	A
anno1.g10893.t1	A	BRAKERILHT00000011217	A
anno1.g10894.t1	A	BRAKERILHT00000011532	A
anno1.g10896.t1	A	BRAKERILHT00000011110	A
anno1.g10897.t1	A	BRAKERILHT00000016168	A
anno1.g10898.t1	A	BRAKERILHT00000011975	A
anno1.g10900.t1	A	BRAKERILHT00000010612	A
anno1.g10902.t1	A	BRAKERILHT00000011981	A
anno1.g10903.t1	A	BRAKERILHT00000011689	A
anno1.g10904.t1	A	BRAKERILHT00000011410	A
anno1.g10905.t1	A	BRAKERILHT00000010659	A
anno1.g10906.t1	A	BRAKERILHT00000012172	A
anno1.g10907.t1	A	BRAKERILHT00000010477	A
anno1.g10908.t2	A	BRAKERILHT00000011971	A
anno1.g10911.t1	A	BRAKERILHT00000012287	A
anno1.g10913.t1	A	BRAKERILHT00000010946	A
anno1.g10914.t1	A	BRAKERILHT00000011475	A
anno1.g10915.t1	A	BRAKERILHT00000010747	A
anno1.g10918.t1	A	BRAKERILHT00000010762	A
anno1.g10919.t1	A	BRAKERILHT00000011187	A
anno1.g10920.t1	A	BRAKERILHT00000011840	A
anno1.g10921.t1	A	BRAKERILHT00000012168	A
anno1.g10922.t1	A	BRAKERILHT00000010588	A
anno1.g10923.t1	A	BRAKERILHT00000011244	A
anno1.g10925.t1	A	BRAKERILHT00000011637	A
anno1.g10926.t1	A	BRAKERILHT00000010845	A
anno1.g10927.t1	A	BRAKERILHT00000011500	A
anno1.g10928.t1	A	BRAKERILHT00000011958	A
anno1.g10929.t1	A	BRAKERILHT00000012113	A
anno1.g10930.t1	A	BRAKERILHT00000014235	A
anno1.g10931.t1	A	BRAKERILHT00000011119	A
anno1.g10932.t1	A	BRAKERILHT00000011095	A
anno1.g10933.t1	A	BRAKERILHT00000010548	A
anno1.g10934.t1	A	BRAKERILHT00000011555	A
anno1.g10935.t1	A	BRAKERILHT00000011032	A
anno1.g10936.t1	A	BRAKERILHT00000010811	A
anno1.g10937.t1	A	BRAKERILHT00000012232	A
anno1.g10938.t1	A	BRAKERILHT00000010877	A
anno1.g10939.t1	A	BRAKERILHT00000010558	A
anno1.g10940.t1	A	BRAKERILHT00000011947	A
anno1.g10941.t1	A	BRAKERILHT00000010444	A
anno1.g10942.t1	A	BRAKERILHT00000011943	A
anno1.g10943.t1	A	BRAKERILHT00000010907	A
anno1.g10944.t1	A	BRAKERILHT00000010495	A
anno1.g10945.t1	A	BRAKERILHT00000012002	A
anno1.g10946.t2	A	BRAKERILHT00000010675	A
anno1.g10948.t1	A	BRAKERILHT00000012260	A
anno1.g10949.t3	A	BRAKERILHT00000011841	A
anno1.g10950.t1	A	BRAKERILHT00000011325	A
anno1.g10951.t1	A	BRAKERILHT00000011815	A
anno1.g10952.t3	A	BRAKERILHT00000011478	A
anno1.g10953.t1	A	BRAKERILHT00000011071	A
anno1.g10954.t1	A	BRAKERILHT00000011816	A
anno1.g10955.t1	A	BRAKERILHT00000012189	A
anno1.g10956.t1	A	BRAKERILHT00000011456	A
anno1.g10957.t1	A	BRAKERILHT00000010790	A
anno1.g10959.t3	A	BRAKERILHT00000010676	A
anno1.g10960.t1	A	BRAKERILHT00000012133	A
anno1.g10961.t1	A	BRAKERILHT00000011113	A
anno1.g10962.t2	A	BRAKERILHT00000010473	A
anno1.g10963.t1	A	BRAKERILHT00000011733	A
anno1.g10965.t1	A	BRAKERILHT00000010862	A
anno1.g10966.t2	A	BRAKERILHT00000011671	A
anno1.g10968.t1	A	BRAKERILHT00000011678	A
anno1.g10969.t1	A	BRAKERILHT00000010549	A
anno1.g10970.t2	A	BRAKERILHT00000011735	A
anno1.g10971.t1	A	BRAKERILHT00000011747	A
anno1.g10973.t3	A	BRAKERILHT00000010665	A
anno1.g10975.t1	A	BRAKERILHT00000001440	A
anno1.g10976.t1	A	BRAKERILHT00000011103	A
anno1.g10977.t2	A	BRAKERILHT00000010922	A
anno1.g10978.t1	A	BRAKERILHT00000012117	A
anno1.g10979.t1	A	BRAKERILHT00000010615	A
anno1.g10981.t1	A	BRAKERILHT00000012146	A
anno1.g10983.t1	A	BRAKERILHT00000011684	A
anno1.g10984.t1	A	BRAKERILHT00000011625	A
anno1.g10986.t1	A	BRAKERILHT00000010469	A
anno1.g10988.t2	A	BRAKERILHT00000011009	A
anno1.g10990.t1	A	BRAKERILHT00000010696	A
anno1.g10991.t1	A	BRAKERILHT00000011236	A
anno1.g10994.t1	A	BRAKERILHT00000001659	A
anno1.g10995.t2	A	BRAKERILHT00000011326	A
anno1.g10996.t1	A	BRAKERILHT00000011635	A
anno1.g10997.t1	A	BRAKERILHT00000012118	A
anno1.g10998.t1	A	BRAKERILHT00000010589	A
anno1.g10999.t2	A	BRAKERILHT00000011369	A
anno1.g11000.t3	A	BRAKERILHT00000011786	A
anno1.g11001.t1	A	BRAKERILHT00000012101	A
anno1.g11002.t2	A	BRAKERILHT00000011279	A
anno1.g11004.t1	A	BRAKERILHT00000011050	A
anno1.g11005.t1	A	BRAKERILHT00000017797	X
anno1.g11006.t1	A	BRAKERILHT00000010651	A
anno1.g11007.t1	A	BRAKERILHT00000010748	A
anno1.g11008.t1	A	BRAKERILHT00000010567	A
anno1.g11010.t1	A	BRAKERILHT00000012093	A
anno1.g11011.t1	A	BRAKERILHT00000011706	A
anno1.g11012.t1	A	BRAKERILHT00000010595	A
anno1.g11013.t1	A	BRAKERILHT00000010810	A
anno1.g11015.t1	A	BRAKERILHT00000012063	A
anno1.g11016.t1	A	BRAKERILHT00000011206	A
anno1.g11020.t1	A	BRAKERILHT00000010528	A
anno1.g11021.t1	A	BRAKERILHT00000011957	A
anno1.g11022.t1	A	BRAKERILHT00000011506	A
anno1.g11023.t1	A	BRAKERILHT00000011093	A
anno1.g11024.t1	A	BRAKERILHT00000012347	A
anno1.g11025.t1	A	BRAKERILHT00000011759	A
anno1.g11026.t1	A	BRAKERILHT00000010446	A
anno1.g11027.t1	A	BRAKERILHT00000010973	A
anno1.g11028.t1	A	BRAKERILHT00000011708	A
anno1.g11029.t1	A	BRAKERILHT00000012046	A
anno1.g11030.t1	A	BRAKERILHT00000010724	A
anno1.g11031.t1	A	BRAKERILHT00000011248	A
anno1.g11032.t1	A	BRAKERILHT00000011744	A
anno1.g11033.t1	A	BRAKERILHT00000012331	A
anno1.g11034.t1	A	BRAKERILHT00000010979	A
anno1.g11035.t2	A	BRAKERILHT00000010774	A
anno1.g11036.t1	A	BRAKERILHT00000011896	A
anno1.g11037.t1	A	BRAKERILHT00000011075	A
anno1.g11038.t1	A	BRAKERILHT00000010631	A
anno1.g11041.t1	A	BRAKERILHT00000010664	A
anno1.g11042.t1	A	BRAKERILHT00000012218	A
anno1.g11043.t1	A	BRAKERILHT00000011448	A
anno1.g11044.t3	A	BRAKERILHT00000011700	A
anno1.g11045.t1	A	BRAKERILHT00000011180	A
